index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,water,coffee,tea,juice,milk,soda,alcohol,liquor,beer,wine,vodka,whiskey,champagne
Sawyer,0.43225575849270226,0.5643444459322342,-0.05681585971777777,0.773279975560631,0.08647889417966118,0.28349186746087107,0.1554709090456114,0.19863568148069483,0.8652171129413532,0.6639199302175846,0.21990467596497565,0.2907917946833953,0.4188541675039605,0.028277838470245897,0.20931109842917045,-0.3500728638600459,-0.11281056829490342,0.04578835897034714,1.265381759009009,0.36856102179602296,0.48081972253671257,0.5993565597153251,0.46826172775078834,0.4000253186655812,1.375674542200585,0.4388993784997816,0.2320004064744928,0.6752805997540977,0.5860970373206511,0.3985563783513558,-0.20466929561940567,-0.03169516832721765,0.026268070461725416,-0.2892985659100162,0.21766718157521234,-0.35379004746917825,-0.4140115969446846,-0.16954603203271196,0.18311667055540232,0.08581959543680193,-0.21817563621745756,0.49802960199887975,-0.638229569836622
Vera,0.44241794121003486,0.21306440561346568,0.6578050686178061,0.5376657018269054,0.5317568718975559,0.25112267156808243,0.38951349245794425,0.5549782243415932,0.3977766150506559,0.2651583459914517,0.05614245692252846,0.18170435152359748,0.26219066752693587,0.4368329211003727,0.42328743886487136,0.07591436312783197,0.4668738801540333,0.07500869596128304,0.25935993343940794,-0.1368072990437674,-0.01618272512112859,0.14992787983686195,0.4350688392738832,0.07793294619585948,0.08863191839533877,0.505411631229922,0.5814101904662132,0.14385681085619095,0.8714535804876746,-0.03912181155344939,-0.34275160490955847,0.0824208194577707,0.3567051198547941,0.14269494920707904,0.40807201036305096,-0.22400556226537355,-0.7518894012085511,-0.3126567051832772,-0.06329894816347442,0.4006135417848415,0.20188147915105414,-0.3612194546875941,0.23193468546799625
Beatrice,0.04641053917540182,-0.07606448355039191,0.10092454343380722,-0.2709181540192397,0.10934020380192004,-0.163595555284463,0.20183268757993753,-0.015244139675419778,-0.11647258684415046,-0.0968945334527957,0.49575229085250344,-0.18842912191806563,0.24952148868690452,-0.19017393364141516,-0.04892338289130335,-0.09226618547464267,-0.4208630325822347,-0.1984311155555406,-0.11660987774192352,-0.005191647457890303,-0.6929315046076135,0.4988475760128636,0.13050673266619398,-0.14031467991443702,-0.38497734067889233,-0.10982926683863976,0.19337310837901442,0.05084288033966345,-0.12865443095395657,-0.15238718719065047,0.2961432544757484,0.06630885740831934,0.05379696238347083,0.2762079769320466,1.3970468628239872,-0.5275179314352726,-0.8190795684901686,-0.6611614657635422,-0.6020133610127453,0.11953283989924826,-0.8908135501629515,-0.6737740804586368,-0.3334645450321541
Jace,0.5865021148219675,0.3986000959204363,0.14309136494281335,0.5870656437341082,0.28586569465858347,0.6660848746982431,0.45125130421953646,0.4632647308658946,0.5783349064140153,0.16339561439613398,0.5478429878666378,-0.028067177209311345,0.33929125933088705,0.8478182743819181,0.21831384923422203,-0.024713836488540024,0.49870945466231986,0.1857953426873442,0.6145458477401131,0.20295710924610164,0.6121182400154659,0.6915479107229702,0.7493513959598678,0.34806622834186385,0.6593174807441693,0.1427198984511444,0.6292033012620224,0.6630344541853767,0.3229812402017168,0.38310636117857844,-0.24850432321746016,0.006460676967657866,-0.003929600219114113,0.028596429061194122,0.16346361708991505,-0.16225418827253976,-0.47747337900228615,-0.41478732007532376,0.17204786743809056,0.2108559560549918,0.014362540534469748,0.11657337714500528,0.0411708260179965
Clarence,0.3361428203322299,0.5384993056578847,0.7413602548126137,0.3237270141485146,0.47335301056978607,0.11168502105581264,0.32601326010183285,-0.2732806705783085,0.4897518471420918,0.7167809194704606,0.21363664902264703,0.41543165904185075,0.14775413778730054,0.2463066464774705,0.29297400309283556,0.1788277125257323,-0.0835829464419691,-0.1589685047030472,0.42810002470642927,0.4286202628022568,-0.3220875421157302,0.059846807924744186,0.3285726552617672,0.012283149428745947,-0.13049157213939974,0.46470119759577105,0.3360537478509688,0.42386936700132855,0.4503756576724923,0.500425859521887,0.05099489005794232,0.14568631916065275,0.010875816494908838,-0.09319572349055703,0.29199558303702455,-0.4653369876806143,-0.11913606847911057,-0.12253867531726001,-0.27626009720745104,-0.06390127507326387,-0.5120970919421676,0.09933613204683828,-0.278028308700477
Allison,0.5222370298155323,0.7343251811575925,-0.080335288106144,1.0436451442513492,0.6145899434001202,0.747333998800727,0.5004244526193249,0.5034584665081971,0.8105098417807158,0.5977079757675176,0.3479902991713656,0.6419627919332894,0.6183112372029772,0.2827493180279539,0.5733731019155994,0.3674339265719315,0.48162673953252416,0.5737387063024929,0.6201270492573507,0.4993003608679931,0.7779863725648095,0.9430730266941957,0.5298455355655575,0.6803031094163359,1.1760544689468748,0.7174796247941541,0.15246962914171439,0.5991758739022818,0.5407367794577991,0.6672581332244509,0.45847805898848343,-0.2634362053431765,0.023788507858984398,0.003725519931674705,0.9048782022510109,-0.5960169636809004,-0.2778276096479894,-0.8123723460426796,-0.5588865902639882,-0.21707713264182277,-0.6562665960419461,-0.334614559608031,-0.4551523984406935
Amber,0.7625292702082161,0.9783167990308647,0.744591601399284,0.9256775817672536,0.7020998262616451,0.7411768819790912,0.7067278931643292,0.363666085344499,1.0526656173467017,0.539132994667357,0.5861594817111045,0.5784764729646055,0.6145478560666171,0.8663726004068744,0.4272203208195824,-0.7944524763319296,-0.15745911730941398,0.3152390063997908,1.0859975699450513,0.6351339734941971,0.5021402531342293,0.7703218708525019,0.8978963354429642,0.5392782771834644,0.6724198881376368,-0.006194620923010871,0.6863290850762485,0.9000672352252397,0.8600775841137238,0.8590553683485109,0.5416827950006315,-0.2293254992604079,0.1826583272981536,0.33730776806779333,1.0381125538888,-0.740472843300432,-0.7867645937628868,-0.6585179640290912,-0.991342423186872,-0.1790005887271182,-0.7467626376900579,-0.4934212872594164,-0.5280564835030715
Brooke,0.69744633584829,0.9750089445678826,0.5631753197684559,0.8862093869878062,0.9291613932415285,0.8775660802945439,0.847319337080298,0.6625476611910701,1.0055385586530783,0.6362351912247116,0.8816909475855959,0.9905496959519293,0.6715372573895073,0.6875879906651933,0.7268576130046823,0.09503671000268092,0.30709169508965056,0.5950442061116389,0.7864981062225213,0.7159687815190453,0.6009027903488056,0.9944423586899052,0.6185272778675002,0.8955102573753703,0.683652858662846,0.5859498907720199,0.23883653290351284,0.7611710325377938,0.8232117184509159,0.918378875396175,-0.3896308422837429,0.07231670009828992,0.3029985465971553,0.04142165014424329,0.5323201673994025,-0.2655661308129291,-0.5670608991199153,-0.4654045269143926,0.009915269526604027,0.23310302091718096,-0.048558357928603385,0.09199933182368775,0.04909498766536715
Diana,0.024649738977045785,7.520393825808793e-05,0.24379721070213767,0.003323875368754975,0.12374752394805158,-0.14935267618750905,0.005148911296676515,-0.09698554561329668,-0.03163131486889604,0.16722180829377545,0.21670238690208538,0.25228188528877654,0.046698502696880036,0.11962824161196103,0.09122132475051775,0.2869770736453756,0.22686240214217013,-0.06798716171793064,0.045111400233968216,-0.2588415462621934,-0.013100952988413447,0.08642157008207879,-0.13095427414120261,-0.16790535227786862,-0.07710652367179559,0.24701517985777405,0.17292348550462533,-0.26877227041872404,0.034197984405344384,-0.24962622100818105,-0.22765465598177861,-0.06029212159898,0.38229704308775425,0.1827268324414958,0.6338603551646348,-0.10129463493807452,-0.48890604658430603,-0.4002063434103807,-0.3941613749297863,0.45197821270717203,-0.023017288373462747,-0.38112203430113123,0.012884274093309285
Laurie,0.2648164331127224,0.42507468221714295,0.23052798879602826,0.4081018537443061,0.32960488871251414,0.11042587178422557,0.24383489687131335,-0.07144050141481413,0.5790109523202821,0.38071790050770277,0.37254501115642646,0.5170632445878015,0.1499579857534158,0.010103456417566898,0.09842820566392754,-0.02385076358621947,-0.12347862352873216,0.32106389173232597,0.2011430434396074,0.38970063359473733,0.41938610484767574,0.13037194935275812,0.2116437565148499,0.13622548731942036,0.4970914644930545,0.1885251213728119,0.14310046872472496,0.3743062197589752,0.18479890265124882,0.4370208593431711,-0.23137037896867216,0.22776367908225148,0.4786769449766948,0.2367558543251248,0.6968769265098014,-0.311709224588292,-0.7743507234819107,-0.5205225954757828,-0.49160779348811684,0.34286423812849937,-0.11500799913551459,-0.2724605116583598,0.3212874176839121
