index,yob_isomap_x,yob_isomap_y,yob_tsne_x,yob_tsne_y,yob_umap_x,yob_umap_y
football,-0.5568307997514379,0.005735415926137599,-267.72214,-226.1631,1.6261054,9.77306
basketball,-0.030298387336501583,-0.14221206576122314,50.857933,-43.639545,8.965653,12.628946
cricket,-0.5709866128288068,-0.08005768015036899,-320.07523,-260.0756,2.0418527,9.903495
hockey,-0.0812126773725506,0.16073786810006674,-25.725758,-72.84325,9.201191,13.715878
tennis,0.09693960724236178,0.6686415460954256,386.0147,-244.47493,8.632029,16.27707
volleyball,0.6344515033959897,0.17384496810324973,-290.8702,236.64883,6.0361037,11.800997
table tennis,0.41328688867656005,0.35317106423101585,-311.35202,197.0587,6.3839107,11.524464
martial arts,0.6225908631715931,-0.4174402923033197,-95.05684,267.34088,6.7177086,12.509636
baseball,-0.36071830459097376,0.05757166884744061,-219.17896,-191.76526,1.2073824,10.126185
american football,-0.47371994812891927,-0.5257411152024377,196.34807,29.055256,8.277956,13.441359
rugby,-0.605745131374789,0.0005113180590369776,-259.3923,-286.3106,1.8070318,10.335965
golf,-0.9813830064127643,0.0564419984887752,-277.83472,-139.99413,1.1776881,9.824987
athletics,-0.6650099012015972,-0.03375197701413775,-207.9367,-301.56104,2.0598845,10.3492985
badminton,-0.17007634510095526,0.07374082952017251,255.01949,240.42516,9.858061,13.740634
boxing,-0.7158993789363539,-0.04613131723482849,-239.1514,-354.32175,2.3314517,10.228188
Formula One,0.3728888637190976,-0.554392180286464,39.679146,235.78964,7.43791,12.718865
MotoGP,-0.07897434561432237,0.005861990322583789,224.74956,275.5417,9.727598,13.596429
cycling,0.10956605385789918,0.5915843269255447,376.9494,-190.08313,8.362262,16.01657
swimming,0.22531801344609148,-0.13564614979590697,-66.6913,111.44812,7.473883,11.727105
snooker,0.4264592468473449,0.11483854375688549,205.18091,-147.15363,8.3422365,14.878564
shooting,-0.06944464635902287,-0.10511566744347024,14.0259075,-11.8891115,8.875684,13.045885
gymnastics,1.0065410568476572,0.20664618717523922,-272.134,293.1863,5.98459,12.13433
handball,0.2520168334497037,-0.236229889646557,-95.044624,156.24272,7.056996,11.891699
wrestling,-0.010344151610167985,-0.13267488038413464,67.063324,18.81511,8.508951,12.877859
skiing,0.10074789958544311,0.67398462824792,331.7899,-224.15361,8.572471,15.764355
horse racing,-0.008874434662898526,-0.10347613551220158,127.51513,2.5988963,8.594036,13.484538
horling,0.7383632562801666,-0.39648666319126646,-135.48518,296.77432,6.3370075,12.364176
pickleball,0.14416854585564645,-0.262591516627146,-10.360873,114.62806,7.775833,12.180655
water polo,0.22594816976573198,-0.38081567085880996,0.1301144,180.65797,7.393288,12.269002
bowling,0.010231269140775384,0.40945084761277944,273.7954,-189.26945,8.458418,15.370263
