index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
water,0.8103979058807215,-0.1523987682372898,-251.56679,258.3582,1.1389998,1.5910395
coffee,0.03795707840891072,-0.1527166531974839,-86.68342,-41.461197,1.1877794,3.3794954
tea,0.2320368254850182,0.08817924659596862,-37.25041,151.45222,2.3621235,2.5902374
juice,0.332645433578281,0.0451276055797218,-109.57904,131.38086,1.6365031,2.6287005
milk,0.7224680639495707,-0.06807691267121335,-208.30919,286.46347,1.3648467,1.7368857
soda,-0.3229969809453092,-0.24371364972032866,-3.8104596,-156.8376,1.335881,4.992413
energy drink,0.30652466990201677,-0.21391485295116522,-177.47487,115.21265,1.1212012,2.450664
milkshake,0.3102609611813684,0.0696343045975886,-93.19442,184.08177,1.8763509,2.2366326
smoothie,-0.1166621137542524,-0.2990392923560284,-54.81499,-90.0441,1.276988,4.256463
alcohol,-0.3639510617349762,-0.034945172567407985,84.107765,-129.63496,2.3317213,5.1423397
liquor,-0.24671856282538174,0.07372026384991284,119.15566,-56.61515,2.8039048,4.5756054
beer,-0.6140346795029731,-0.15303911984488966,14.533053,-256.8023,1.5388914,5.5914516
wine,0.14921125698608384,0.4447455890616015,61.548065,191.4158,2.9112923,2.914926
cider,-0.100177236615867,-0.003902935833934577,94.37563,2.9033873,2.432929,4.159615
vodka,0.006920266150709861,0.22245684816630354,75.078415,113.330605,3.0178154,3.3909492
rum,-0.2933112218893273,0.13535393810343546,173.94911,-62.031914,3.0126946,4.9082847
whiskey,-0.6123401198471351,-0.03757509070555661,69.13899,-262.38416,1.7519088,5.433124
champagne,-0.23823048440745925,0.280104652130766,173.83443,11.889014,3.229775,4.205267
