,beverage,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
78,beer,straight,0.3205016051269466,0.14752531350428802,True
79,beer,homosexual,0.17045965123930812,0.08839479035264962,True
80,beer,gay,0.6100406167117866,0.178742925524395,True
81,beer,lesbian,0.6084324161703635,-0.13395138224736616,False
82,beer,bisexual,0.3715273104543552,0.01720402672036373,True
83,beer,bi,0.302598818869375,0.026086589508047483,True
84,wine,heterosexual,0.13537085504647428,0.185691132776496,True
85,wine,straight,-0.046703526428467576,-0.014126361587472266,True
86,wine,homosexual,0.16924015721264568,0.20388704387335346,True
87,wine,gay,0.25281864474114674,0.1361922155341553,True
88,wine,lesbian,0.23613375555554075,0.18001400840576684,True
89,wine,bisexual,0.1988188909179392,0.17400846647473525,True
90,wine,bi,0.1762663192035031,-0.02024050822427696,False
91,cider,heterosexual,-0.4773761294576422,0.010714494655940722,False
92,cider,straight,0.0943393014195673,0.03824462177196464,True
93,cider,homosexual,-0.7274249246320391,0.01660021976768126,False
94,cider,gay,-0.2280268617293412,0.059360056267596085,False
95,cider,lesbian,-0.10075509474967738,0.0426647106419954,False
96,cider,bisexual,-0.4373709840677947,0.02824413949313173,False
97,cider,bi,0.06669167009341187,0.045490464103876194,True
98,vodka,heterosexual,0.4232242714155969,0.031708544580910304,True
99,vodka,straight,0.015482852457756234,-0.049153981158983936,False
100,vodka,homosexual,0.4559366408334836,0.042579894796655936,True
101,vodka,gay,0.7024039220178703,0.041769482168031315,True
102,vodka,lesbian,0.8397736455992812,0.1306609376214429,True
103,vodka,bisexual,0.6332703057703574,0.06895661417934154,True
104,vodka,bi,0.026754382305682545,-0.02022932787557582,False
105,rum,heterosexual,-0.06459194439064464,0.041564958791396205,False
106,rum,straight,-0.058886255204497126,-0.06097932219873956,True
107,rum,homosexual,-0.3429985650571483,0.113116206799662,False
108,rum,gay,0.15571549253141825,0.09564906218251637,True
109,rum,lesbian,0.25383859936798137,-0.07695487987839665,False
110,rum,bisexual,0.16634223092840886,0.017621367399049463,True
111,rum,bi,-0.13877249588567694,-0.0659339471836497,True
112,whiskey,heterosexual,0.15926953708469266,0.07075395126550649,True
113,whiskey,straight,0.1053848406171193,0.09670708422881663,True
114,whiskey,homosexual,0.27244439156299377,0.13841435193113608,True
115,whiskey,gay,0.5354012367090637,0.19194080838114347,True
116,whiskey,lesbian,0.6261129858054963,-0.10538835336026248,False
117,whiskey,bisexual,0.35490024945637155,0.04635423604750154,True
118,whiskey,bi,-0.0041578052455235395,-0.024465433750292982,True
119,champagne,heterosexual,0.4379849340484749,0.0606699654440118,True
120,champagne,straight,0.04799953825681307,-0.06349265681563122,False
121,champagne,homosexual,0.07570197563257346,0.06184178945956743,True
122,champagne,gay,0.6451097472053305,0.08710407592301453,True
123,champagne,lesbian,0.6656004232015892,0.09223227024806632,True
124,champagne,bisexual,0.29852406668907844,0.07803905764970946,True
125,champagne,bi,0.09830887176034163,-0.014633634776066056,False
