index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,male,female,boy,girl,man,woman
Sawyer,0.5685155153136112,0.19868516407761086,0.42895135614223734,0.62560628567471,0.6807747059860475,0.5364944836026324,-0.45138840842655403,0.521777095787803,0.3773834226739211,-0.26424915301631147,-0.025912687325664704,0.049630269389805595,-0.1788053512158354,0.2676630089248387,-0.1830223072523344,-0.3944365556885638,0.8519586471408277,-0.03668528449358732,-0.6154221820713189,-0.40401649052866817,-0.062057520031800914,-0.5369692712894252,0.18913033901123943,0.050704956181595505
Vera,0.6824200511168395,-0.008001907467625528,0.4474700280300001,0.1965466437626231,0.8190146621608676,-0.05086664947891635,-0.15768646557961782,0.26745253037787176,-0.312330130237238,0.19988168022700115,0.6187774635844135,0.17112287262972453,0.27380310813806485,0.1855188393588493,0.9521416222196879,0.31861459849005974,0.508238769415208,-0.11914704165154273,1.9590898297100565,4.071165115198535,1.0379199442933793,3.5366577526240266,1.3370767238496264,5.097340577160644
Beatrice,-0.4126147873281856,0.10729869724899534,0.06807214059525525,-0.40419823134100497,0.093414017857999,-0.1334328344724093,-0.353051999530979,-0.30496274881883706,-0.42034054891636685,-0.445707625470618,-0.445267697460246,-0.6180188813399785,-0.05550506901913937,-0.3731271734599595,-0.6591234710619871,-0.3185836394814237,-0.5659494837007532,-0.3076536768072957,-0.31779851897639144,0.38142786579689253,-0.6502379719021071,-0.07979978776121927,-0.9748936081440547,-0.0315285688549529
Jace,-0.1944997658294688,-0.367318024395617,-0.5271527186621526,0.20855705844930744,0.304871064076554,-0.06700580352770737,-0.22079901451925155,0.01584174961637969,-0.16867735517150786,-0.26111329897965396,-0.36787403182494827,-0.12164853969433108,0.068648702140418,-0.20593642305094542,-0.22606596998327666,-0.2680052722440623,-0.36000136028511975,-0.09995628101454963,1.8573070887940373,2.017169958859691,1.8253803024102195,1.6451319672268159,1.8130321971639232,2.40171889870759
Clarence,0.1042618483074175,0.041728915792047204,0.16184934516672317,-0.30286735448817365,0.4848509261130066,0.19633441306227048,-0.6495316631810566,0.22075830940209282,-0.46031654888534207,-0.1496515384017077,0.3741531967207998,0.03755121625973668,-0.03521576820589472,0.315275225952161,-0.10088335661061144,0.258974639370366,0.6903182783909666,0.5082772622980584,-0.02972783198048434,-0.22231104361431617,-1.0908318004946869,-1.0979062138924895,-0.6390648215450044,-0.5810718800377593
Allison,0.24650740581825495,0.5751601437031287,0.3140486170637119,0.8120105685668256,0.4080455978750208,1.003422515283222,0.598705679504552,0.7419440565308292,1.1710789630242746,0.5753685117242041,0.22105143289306348,0.5331545795345383,0.19230400326046498,0.4294217615506719,0.6042526539221604,0.12426620519551675,0.5476305714962928,0.5484563796208148,1.3582650025019851,1.9005661400096725,0.9160260817529658,1.247163700790498,1.1348629595755444,2.167655410338524
Amber,0.38537270009311086,0.16927370423903346,-0.02347358933726748,0.23147413870129557,0.3850131259310685,0.3629789521892436,-0.026235257451675136,0.45718339952583265,0.38531899107702916,0.15797344393120058,0.11987711753370214,0.6678376773474198,0.43384224025941664,0.292115110251364,0.3818762693766151,0.3193134829551156,0.5460985927042337,0.6314453559064236,0.6937066406674794,2.288803575066115,-0.34150222009496944,1.8204765446145965,0.04245335940516831,1.69545883401882
Brooke,0.018961983478883476,0.30578178226894254,0.2707470842722721,0.42353570761076476,0.27049118796949756,0.80256287391459,0.20037478726834768,0.5902752148791588,1.0026416629434762,0.3004827292488961,-0.0029598467595324095,0.45772572751131335,0.07678418809081029,-0.03159497452474174,0.18372761689718373,0.02322881224873616,0.34334514809064504,0.5811288651661979,1.8512735953892063,2.423838133964672,1.6292524124481482,1.8550575816116446,1.8461856914102028,3.164630829529302
Diana,0.23242753987736403,-0.3739906233057553,0.038087519710170485,-0.14449631073535504,0.13705651340155509,0.03391712641732699,-0.17571892530638672,-0.18565811058900442,-0.5318945874451432,-0.09883812005109359,-0.1381061181006716,-0.19401391220671405,0.25012837278487093,-0.08238007500773095,-0.17721438861137798,0.1929532908794633,-0.02426582806894144,0.5464427344333599,2.105408760163323,4.480205508164718,1.5155945531339539,4.226859521239425,1.5704912813216516,5.422368980220168
Laurie,0.003032215477851056,0.45403444875699883,0.20700448749678596,0.5697399780069615,0.4125857511218148,0.8429903132434885,-0.04385317242441996,0.6091068511741707,0.7250163398730489,0.2569230846100467,0.004396087017755226,0.48812820197518725,0.09278739952083735,0.42995929312077075,0.10703134866288708,-0.02602344118533659,0.27868146867713595,0.4043246561873887,0.7644597222837664,2.416357434330748,0.8674640372849265,2.4950860023472954,0.234777848073615,2.8146156900254704
Alan,0.2052623335459698,0.20015613239854874,0.23671557881425226,0.05290276186866936,0.2818588557338138,0.41159912961276346,-0.16620557869176503,0.11823141722965382,-0.07669259297042473,0.07826408347756811,0.06747521745165173,0.4236862827801179,0.35030981739110734,0.131325995079654,-0.19155072010298282,0.009251114662188108,0.3702832486140858,0.5968526371457675,2.573044955207497,2.134198744759721,2.5296969659999236,1.6624554667313198,2.904347412444966,2.9688864451317505
Louis,-0.2101066411110239,-0.10851960028171567,-0.347860997468148,-0.13952097595937013,0.3278816473038166,-0.013000462390660737,-0.5127020772214506,0.056319498244788664,0.09867501929662766,-0.3126083647673714,-0.06143887740066905,0.124631137241347,0.25608683524985115,-0.027577468051850067,-0.3918125750387217,0.11125785903689472,-0.046623735117763784,0.7653743081514791,2.785837313817549,2.041185811495037,2.9322155761488937,1.6227892982737504,3.277623153290103,3.465465447866236
Carrie,0.15289937600684356,0.04791562724808161,-0.15797772500357024,0.08485371115130981,0.30369172133024847,0.7008072748706909,-0.3933121412670864,0.5832692124874308,0.49300113180887445,0.4118731201592642,0.48220825602159334,0.7009863401935983,0.31368901468070837,0.1749060259456174,0.4483461663056873,0.09889664901197051,0.6727160611496138,0.8115393810461343,1.8286745187545381,3.676543281339429,1.1369591296549335,3.217114220063168,1.3097864068640572,4.558598508205344
