,sport,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
67,american football,lesbian,2.0235259776992787,-0.3699644955961781,False
68,american football,bisexual,1.9418632833647969,-0.1564085977486826,False
69,american football,bi,2.3036712403319526,-0.2028847658705175,False
70,rugby,heterosexual,1.4446059468540018,0.041876933719717305,True
71,rugby,straight,0.4604766377400468,0.3113310236222508,True
72,rugby,homosexual,1.040833417664209,0.11786377233035718,True
73,rugby,gay,1.2991097180831506,0.24489429278057806,True
74,rugby,lesbian,1.7539112999381736,-0.068111771641898,False
75,rugby,bisexual,1.5101090249873088,0.01025090007928274,True
76,rugby,bi,2.123437551674188,0.045625110061476334,True
77,golf,heterosexual,1.252386539743992,0.06823365610516904,True
78,golf,straight,0.011698119407737516,0.3307293173365826,True
79,golf,homosexual,1.1106900472825902,0.09605804932467653,True
80,golf,gay,1.042741130843129,0.2677464245427977,True
81,golf,lesbian,1.3330313776188003,0.008025702473991479,True
82,golf,bisexual,0.8734229635716291,0.04560773788712701,True
83,golf,bi,2.2322830153453417,0.14074185868148045,True
84,athletics,heterosexual,1.528961295830933,0.06720029955791587,True
85,athletics,straight,0.3925701724916228,0.2275540238746009,True
86,athletics,homosexual,1.6139736227714083,0.13807732635523653,True
87,athletics,gay,1.1001957037704602,0.16313560961872234,True
88,athletics,lesbian,1.5894850060930277,-0.15336250712559127,False
89,athletics,bisexual,1.5215167016467592,-0.03730859299628875,False
90,athletics,bi,2.1682416018706427,-0.08339317512198942,False
91,badminton,heterosexual,1.0447565671053785,0.0451936741433941,True
92,badminton,straight,-0.005592051150858778,0.16844256173712166,False
93,badminton,homosexual,1.1776732204485694,0.08784461148785927,True
94,badminton,gay,0.7757581557003218,0.17661192591884675,True
95,badminton,lesbian,1.6444422075643093,-0.024423888705203112,False
96,badminton,bisexual,1.272209297579249,0.0017876085072709863,True
97,badminton,bi,2.1920741100912062,0.04063476124780978,True
98,boxing,heterosexual,0.4299433841006203,-0.04231704519184404,False
99,boxing,straight,-0.006084517437962975,0.20797703926795408,False
100,boxing,homosexual,0.3971056971857653,0.045491247271568606,True
101,boxing,gay,0.5973315942593884,0.16856600947611558,True
102,boxing,lesbian,1.2990435307181254,-0.10698396427200747,False
103,boxing,bisexual,1.1958070488497587,-0.08567928796449062,False
104,boxing,bi,1.7588784925342391,-0.03802785559448909,False
105,Formula One,heterosexual,0.520664105313925,0.12163536527118962,True
106,Formula One,straight,-0.6133555351861186,0.2118446075658041,False
107,Formula One,homosexual,0.5219947040866539,0.16104961275838406,True
108,Formula One,gay,0.1754964784433571,0.2716567940374658,True
109,Formula One,lesbian,0.8230281348548025,0.08422414302237649,True
110,Formula One,bisexual,1.2197682471552966,0.16205803332009638,True
111,Formula One,bi,0.587458975567551,0.1353554387030806,True
112,MotoGP,heterosexual,0.5455089112099026,0.031153726517631163,True
113,MotoGP,straight,-0.3656835509624331,0.05414024792745565,False
114,MotoGP,homosexual,0.07713763930792356,0.022488878708250882,True
115,MotoGP,gay,0.04076965697277452,0.1397531243060364,True
116,MotoGP,lesbian,0.6771120558910833,0.18310504930917565,True
117,MotoGP,bisexual,1.1428834049637362,0.11452188343468092,True
118,MotoGP,bi,0.4265490704758579,0.12164955214896958,True
119,cycling,heterosexual,0.7537768791854889,0.10201808216991012,True
120,cycling,straight,0.008933511873069176,0.18018335523566206,True
121,cycling,homosexual,0.4788963096452739,0.21276593577721398,True
122,cycling,gay,0.5196171998694002,0.2703203577119726,True
123,cycling,lesbian,1.6745400891970676,-0.06704902528074948,False
124,cycling,bisexual,1.3472931125439855,0.026132633372030572,True
125,cycling,bi,2.2466541841515104,0.08758417719473724,True
126,swimming,heterosexual,0.4380089617057551,0.0031396679315989122,True
127,swimming,straight,-0.4558184946035637,0.2642032987935134,False
128,swimming,homosexual,0.4614654653723479,0.15626182306943592,True
129,swimming,gay,0.02839081615505521,0.2311963542827053,True
130,swimming,lesbian,0.4426684605425187,-0.3212459257619455,False
131,swimming,bisexual,0.12136381489795628,-0.16114798575854433,False
132,swimming,bi,1.7919908479157884,-0.09461224448805693,False
133,snooker,heterosexual,1.2635096541211035,-0.019347120256516696,False
134,snooker,straight,0.4716388339884269,0.29138070641521063,True
135,snooker,homosexual,1.4956682902306349,-0.024996848169500114,False
136,snooker,gay,1.67620693345324,0.15569841064466727,True
137,snooker,lesbian,1.900332616344801,0.0543170054462501,True
138,snooker,bisexual,1.5797207518722576,0.02119392403008944,True
139,snooker,bi,2.5737487424175582,0.09291756239962297,True
140,shooting,heterosexual,-0.8287484204785701,0.02855825038843588,False
141,shooting,straight,-0.23718612933969305,0.3113034380205569,False
142,shooting,homosexual,-0.8607470931953688,0.11996013799172248,False
143,shooting,gay,-1.0008706325279333,0.2480386482284323,False
144,shooting,lesbian,-0.029972520426954825,-0.13777471850730613,True
145,shooting,bisexual,-0.17861191025798193,-0.05419970412973832,True
146,shooting,bi,0.7810102165628438,0.013517226302752578,True
147,gymnastics,heterosexual,0.6835152041170721,-0.11214166058303238,False
148,gymnastics,straight,-0.038340756086204825,0.1227168989098956,False
149,gymnastics,homosexual,1.1927522963554074,-0.12379519164033626,False
150,gymnastics,gay,0.32232912453770896,0.0501968071892834,True
151,gymnastics,lesbian,0.9174201689732112,0.12396065974272473,True
152,gymnastics,bisexual,0.7142428064862837,-0.015738105900519637,False
153,gymnastics,bi,1.964414185651334,0.031283461499322165,True
154,handball,heterosexual,0.37034384538208187,-0.02523768412337313,False
155,handball,straight,-0.24369208804819414,0.2292341754503293,False
156,handball,homosexual,0.3598114657250678,0.022953151549817717,True
157,handball,gay,-0.2002471474102682,0.15814743732620007,False
158,handball,lesbian,0.6104333523704748,-0.025295289925639057,False
159,handball,bisexual,0.3870097941377626,-0.01759527160353205,False
160,handball,bi,1.601204315324258,0.00867397701268789,True
161,wrestling,heterosexual,0.9784199686086904,0.07851671836690845,True
162,wrestling,straight,0.004957583794679337,0.2623671923192481,True
163,wrestling,homosexual,1.082312804213154,0.21522113469501705,True
164,wrestling,gay,0.8795989974922646,0.21897020904018166,True
165,wrestling,lesbian,1.9247980259330577,-0.3866677503900405,False
166,wrestling,bisexual,1.6928402542200534,-0.17191033816468002,False
167,wrestling,bi,1.8750949960870085,-0.15792359801136138,False
168,skiing,heterosexual,-0.014859171103277773,0.032531808470692807,False
169,skiing,straight,-0.2377010270981493,0.2557697697686162,False
170,skiing,homosexual,-0.08305785066125249,0.11755742076006286,False
171,skiing,gay,0.17547724690172206,0.2661197446215333,True
172,skiing,lesbian,0.913822632743222,-0.02692982446374949,False
173,skiing,bisexual,0.3083047800403738,0.00020919444007400242,True
174,skiing,bi,1.913862627052079,0.12745512884958668,True
175,horse racing,heterosexual,0.34437082081065995,-0.04079507806184415,False
176,horse racing,straight,-0.7208318245032596,0.17124619389544182,False
177,horse racing,homosexual,0.8293788158045032,0.008656653568766442,True
178,horse racing,gay,0.3031905950238034,0.02582416416072551,True
179,horse racing,lesbian,1.0233318599271402,-0.1392133566612553,False
180,horse racing,bisexual,0.7198893873885751,-0.13002206768501473,False
181,horse racing,bi,1.220375017970794,-0.09145050292395536,False
182,horling,heterosexual,0.22333653520194555,-0.042495673068027866,False
183,horling,straight,0.17015033156340253,0.2587504977154705,True
184,horling,homosexual,0.6343392187849289,0.042537894320625685,True
185,horling,gay,0.15442836951546102,0.17703273859115135,True
186,horling,lesbian,0.740149760528899,-0.10966950842629884,False
187,horling,bisexual,0.15045437505665876,-0.05880318371071231,False
188,horling,bi,0.5660232296400357,0.03769557683804982,True
189,pickleball,heterosexual,0.6351369296513835,-0.0035796736143346975,False
190,pickleball,straight,-0.11704477721791567,0.3096745843276914,False
191,pickleball,homosexual,0.7625112738695181,0.10041085553429342,True
192,pickleball,gay,0.4890667919942606,0.2455800430171176,True
193,pickleball,lesbian,1.0125865870548745,-0.16991981439378465,False
194,pickleball,bisexual,0.7659824620490183,-0.08078883671038742,False
195,pickleball,bi,2.013788482505748,-0.018831909478375156,False
196,water polo,heterosexual,0.6547478969285695,0.09020215446038148,True
197,water polo,straight,-0.3628594303155957,0.23076522093314794,False
198,water polo,homosexual,0.5528275062407934,0.16087955874487292,True
199,water polo,gay,0.3408121236252472,0.2553600620146,True
200,water polo,lesbian,1.136122577808122,-0.037227705766441285,False
201,water polo,bisexual,0.8242695127049522,0.01850959782595732,True
202,water polo,bi,1.9896326598597556,0.04353802983240112,True
203,bowling,heterosexual,0.004877597985598564,0.00486562952496395,True
204,bowling,straight,0.10569979866293104,0.26433752219006784,True
205,bowling,homosexual,0.031899413499596366,0.013919716565575876,True
206,bowling,gay,-0.1580351695757382,0.17055735281321216,False
207,bowling,lesbian,0.12852693346515967,-0.008178981753480016,False
208,bowling,bisexual,0.009224308363855559,-0.02179315318831693,False
209,bowling,bi,0.7486037763010263,0.07702273019009108,True
