index,religion_isomap_x,religion_isomap_y,religion_tsne_x,religion_tsne_y,religion_umap_x,religion_umap_y
accountant,-0.027627421847617645,-0.08201800971101117,-10.654800999999999,-118.72608000000001,5.3299129999999995,3.4295876000000005
air traffic controller,0.05378516001116969,0.004587923872836869,67.180756,112.1367,1.6812706000000002,5.250054
architect,-0.1455127971394627,-0.05990386224232315,-50.238144,-98.92511999999999,6.3330589999999995,4.287123
artist,-0.031534529624786034,-0.026586771154351242,-20.126781,81.84373000000002,3.9087989999999997,3.8323793
attorney,-0.17764977195695636,-0.13036908403217648,-131.45363,-57.266259999999996,6.825527,4.7734675000000015
baker,-0.02468518954075565,0.16870021047120887,-105.659874,67.99558,3.0254220000000003,1.9682608
banker,-0.2648017424180437,0.062101235466244735,-155.57488999999995,143.83328,5.800460299999999,-0.93968457
bartender,0.16653992696287195,-0.12952278708747916,84.234344,-135.06305,4.423333,1.9818002000000001
barber,-0.012173066029341591,0.05199509185381787,-45.16574,63.76016,3.2034411,3.744093
barman,-0.18180642679957126,-0.2175389118447359,-207.7552,-19.570326,7.549111,4.6309867
barmaid,0.8743062214860369,0.04444614244000137,240.4586,68.37209,-1.0358068,1.6033416
bookkeeper,-0.07063276882440223,-0.030328340414721933,-13.669863000000001,-100.49705,5.844794,3.154897
broadcaster,0.016313649427873233,-0.0732905959374493,-4.4804482000000005,103.985596,4.107579,3.9152407999999994
builder,-0.3649873773145571,-0.06916560389737986,-207.78833,107.431076,4.9073462,-1.4189399999999999
businessperson,-0.06614797903410936,-0.12631792466851846,-22.382873999999997,-167.40546,6.0489054000000015,3.6292021
businessman,-0.008407028862455704,-0.06876861387661261,5.216034,-117.53799,5.126918,2.8516672
businesswoman,0.8663119554091591,0.016598447216958415,229.90958999999998,73.62326999999998,-1.0636251,1.5601778999999998
butcher,-0.18491143756379197,0.1770482899962383,-140.45952,128.83772,5.6339283,-0.68931556
captain,-0.1059132104078462,-0.0740975307809306,-16.240051,-87.79281999999998,6.3349137,3.2450886000000003
carpenter,-0.2659681310551138,-0.0001012685610307324,-196.9282,108.36081000000001,4.832688,-1.4580746
cashier,0.05442035707673245,-0.1376772403754944,50.958824,-132.05826000000002,4.9509206,2.243888
chef,-0.021604315789632667,0.05139703745203657,-45.575176,81.43526,3.5639663,3.4779568
coach,-0.2692043091595846,-0.20189307302067894,-216.36792000000003,-8.766292,7.58502,4.601907700000001
cook,0.05441514331704048,0.11497901332309828,175.38268,-77.69224,1.6934414,1.1759027
computer programmer,0.042673203954822235,0.0014236651129129073,54.425003000000004,110.909195,1.7208495,5.2538295
dancer,0.7245886348855891,0.04677257076966538,220.53589,44.767345,-0.78008366,1.5889934
dental hygienist,-0.02524336807589914,-0.01962807682070816,-13.720788,66.569176,3.6516974,4.395304
denstist,0.08590687707692374,0.05089953208483255,102.17449,66.985794,0.66452086,5.2720150000000015
designer,-0.05492647891965369,-0.05023609916476327,-14.844845999999999,-5.4390792999999995,4.3602614,5.185132
dietician,0.03272737202551755,0.0040456512025369715,38.043667,100.21191999999999,1.9328804,5.0427940000000016
doctor,-0.2673191086975462,-0.012634971852040218,-146.13097,155.3878,6.1482553,-0.54184574
economist,-0.13496458629690314,-0.06937257106773849,-52.200516,-75.873726,6.698625999999999,3.8270097
editor,-0.08929548274008754,-0.12410905312977424,-124.43096000000001,-117.44375,6.137633,5.118558
electrician,-0.04818066199994797,-0.07590713600242012,-86.5027,-109.96976000000001,5.226032,4.6876287
engineer,-0.001805443620533716,-0.04184330211718903,10.915117,101.04861,3.4053226000000003,4.2069955000000006
farmer,-0.06945986868876355,0.12829846069307807,-103.79542,84.36668399999998,3.0405056,1.8350227
filmmaker,-0.005363210091639903,0.0528728271672899,-47.02803,93.690285,3.581875,3.6941614
financier,-0.13392994131529573,-0.03516040472498355,-51.10222,-64.05561,6.6979713000000025,3.517225
fireman,-0.2623784531699218,-0.1993765091069348,-202.0261,-9.849461,7.381983999999999,4.8328776
fisherman,0.12476197346890858,0.14484590151690244,171.59705,-63.599564,1.795449,1.3273568999999998
flight attendant,0.4340367544451743,0.014015797069030712,189.81511,25.60776,0.16614120000000002,1.5560855
gardener,0.07682591837628787,0.20947657507881406,180.40338,-54.365883,1.9658124,1.4197521999999998
guidance counselor,-0.08739183379787943,-0.16507437608715894,-147.433,-107.14837,6.3462033,5.358386
hairdresser,-0.00887227967663714,0.000479614785231737,-6.817360400000001,57.943314,3.168984,4.6184709999999995
homemaker,0.7113320126644748,0.022570396918315114,225.02675,60.81800000000001,-0.8971768,1.70819
housekeeper,0.5647096974825042,0.11557288687781372,199.32324,40.95948,-0.47754046,1.6998491000000002
interior designer,-0.08004961994847995,-0.07821418322522512,-10.880586,-15.468193,4.656608,5.239852
jeweler,-0.05550045028181021,0.1530551491876942,-113.114655,87.7853,2.9111736,1.8835636000000002
journalist,0.04472090486279567,0.0035489985999218204,77.54918,69.87525,1.0772662,5.6201763
judge,-0.6597611454963815,0.2502144658900402,-205.02199,147.98613,5.271287999999998,-1.7206457
lawyer,-0.14661668802545394,-0.049804321475552416,-37.255844,-66.551506,6.555428,3.2931654000000004
librarian,-0.07248425111651018,-0.11959487670467032,439.82845999999995,-824.058,5.282875499999999,5.1007004
maestro,-0.3567470622171404,0.06384507379675393,-128.87315,160.63078000000004,6.06083,-0.7979624
magician,0.3333348433141832,0.2367733492814669,141.59906,59.296673,-0.1310694,2.3098817000000005
mason,-0.4783696646736935,-0.025347311903296355,-220.08789,118.93558,4.937424,-1.7251172
mechanic,0.11052017426088324,-0.10865977537295128,73.72267,-118.168884,4.502138599999999,2.1714554
musician,-0.014641970800826219,-0.01637649131992546,18.46808,-107.573204,4.8917255,2.903496
nanny,0.10040737398032558,-0.029524585569339425,73.91031,-98.81466,4.3642364,2.4879262000000004
nurse,0.5069667435563898,-0.006393028910279167,195.85606,51.92028,-0.31654856,1.616374
