,beverage,country,direct_correlation,indirect_correlation,same_correlation
136,tea,Brazil,-1.5270381144551566,-0.0067983287811768395,True
137,tea,Columbia,0.11506488550765423,0.08513035606268635,True
138,tea,Argentina,-1.964475351450512,0.0036024119695021147,False
139,tea,Peru,-0.33881481006398123,-0.004862980575367611,True
140,tea,Venezuela,-1.6362093718426531,-0.1017090418586772,True
141,tea,Chile,-1.210258892789748,-0.07019731566225218,True
142,tea,Ecuador,-0.5588282051198975,-0.07357917681961934,True
143,tea,Bolivia,-1.0849189146120202,-0.007916184351637674,True
144,tea,Paraguay,-1.2454115275081616,-0.08592240170538662,True
145,tea,Uruguay,-1.9149370147979012,-0.09709284899789936,True
146,tea,Australia,0.3618864957252039,0.18239702851041398,True
147,tea,Fiji,-0.42956837474174253,-0.028266113540843383,True
148,tea,Samoa,-1.3793459479021788,-0.027407370080752724,True
149,tea,Tonga,-1.0614891466622118,-0.05689684894087407,True
150,juice,Nigeria,0.3779722109683253,0.05538961347732994,True
151,juice,Ethiopia,0.3937394473849065,-0.07604305398734022,False
152,juice,Egypt,-0.670355459164867,0.013633407774066316,False
153,juice,Congo,0.7343351826045996,0.009282820336285693,True
154,juice,Tanzania,2.204526717297271,0.08844202845918288,True
155,juice,Kenya,1.7196884901935712,0.20013382636066387,True
156,juice,Uganda,1.3670916402993292,0.06419664562720978,True
157,juice,Sudan,0.31002931846080395,0.07326429937696814,True
158,juice,Algeria,-1.0456364053644245,-0.20338742678428864,True
159,juice,China,0.9955018906299712,0.0821532051724158,True
160,juice,India,1.352323770071184,-0.042087280093742005,False
161,juice,Indonesia,1.4946082045227806,-0.05455417119014435,False
162,juice,Pakistan,0.5729393518582575,-0.04871252595746695,False
163,juice,Bangladesh,0.6037236866933339,-0.15293716168689395,False
164,juice,Japan,0.5210697114246662,0.07470519702889206,True
165,juice,Philippines,1.8063727217831171,-0.058363159245228835,False
166,juice,Vietnam,0.5128592463536633,0.09955420082468984,True
167,juice,Iran,-1.3061342350284453,-0.10249445268158587,True
168,juice,Turkey,-0.5672892659102696,-0.14384832027396965,True
169,juice,Russia,-1.6268768877513369,-0.14195870334054253,True
170,juice,Germany,-1.0091519405795937,-0.0320710888756391,True
171,juice,France,-0.8926607884322089,-0.13318261302779355,True
172,juice,Italy,-1.0131343461011322,-0.18593946943098355,True
173,juice,Spain,-0.4056540827744948,-0.015524007059684916,True
174,juice,Ukraine,-0.2007802584342235,-0.071892368242845,True
175,juice,Poland,-1.1094666379651985,-0.05030043531507395,True
176,juice,Romania,-0.10607352495659783,-0.16139806373360424,True
177,juice,Netherlands,0.3540955689150836,-0.0075447986036955095,False
178,juice,Austria,-1.5606214714198123,-0.16961028329289504,True
179,juice,Mexico,0.7483051381090409,0.026441448318581532,True
180,juice,Canada,0.2227221070804143,0.041588897502783384,True
181,juice,Guatemala,1.0229487543444438,-0.0012209334391980336,False
182,juice,Haiti,0.4494878771038705,0.056272248978409566,True
183,juice,Cuba,0.08929780505077088,0.1226060392083072,True
184,juice,Honduras,1.6578327339675412,0.11586690491873335,True
185,juice,Nicaragua,0.6942279422398246,-0.013740074115528498,False
186,juice,Brazil,1.6007041102069852,0.011067417582217551,True
187,juice,Columbia,0.08840706149487837,0.14948432485092086,True
188,juice,Argentina,1.0542365981049442,0.05973598502151081,True
189,juice,Peru,0.9369292173277324,-0.018158999899016474,False
190,juice,Venezuela,1.0502723283361974,0.04535372530768828,True
191,juice,Chile,1.6726369028724613,0.04854110084301118,True
192,juice,Ecuador,1.720182690567723,0.04795197539283076,True
193,juice,Bolivia,1.1714005638820912,-0.026747676424287117,False
194,juice,Paraguay,1.1067187241616774,0.037206764070672346,True
195,juice,Uruguay,0.7921299600240278,0.0399275679424696,True
196,juice,Australia,0.7305356237589291,-0.017192314480617178,False
197,juice,Fiji,1.8890361388746293,0.029144811731572726,True
198,juice,Samoa,0.5943851941984798,-0.0023439020628799557,False
199,juice,Tonga,-0.0920818365543748,-0.008880965786123863,True
200,milk,Nigeria,-0.7482446482323775,-0.11575585940705375,True
201,milk,Ethiopia,0.9814946106667892,0.003205162998468513,True
202,milk,Egypt,0.760257834169696,0.2298079665642493,True
203,milk,Congo,0.6065703731704327,0.051649876035439794,True
204,milk,Tanzania,0.9033317821439352,-0.010015732469772406,False
205,milk,Kenya,0.917076267388638,0.12868288925801238,True
206,milk,Uganda,0.6968375265403051,-0.030137025829510763,False
207,milk,Sudan,0.9290459710839212,0.054975342769441805,True
208,milk,Algeria,-0.1834953904732904,-0.20252295555130412,True
209,milk,China,0.6384557884982119,0.1995377183129242,True
210,milk,India,0.6093778371292435,0.1122883088135336,True
211,milk,Indonesia,-0.0307951852228552,-0.03022308781610092,True
212,milk,Pakistan,-0.5629139420297932,0.02736204919471508,False
213,milk,Bangladesh,0.5858800405061769,-0.08342159902653606,False
214,milk,Japan,0.7004445480021108,0.1601988212639565,True
215,milk,Philippines,0.18973545536411765,-0.0971030103311078,False
216,milk,Vietnam,0.12810502210575586,0.14006493074117007,True
217,milk,Iran,-0.25218708704381115,0.06462639773522702,False
218,milk,Turkey,-0.08228756942132094,0.04212339959380694,False
219,milk,Russia,-0.012706023016644646,0.06228976911863857,False
220,milk,Germany,-0.3942712879946473,0.1499546064395564,False
221,milk,France,0.238946643098398,0.03928890684261992,True
222,milk,Italy,-0.21965271522855806,-0.01174815999016671,True
223,milk,Spain,-0.8739749217429362,0.025787463953655592,False
224,milk,Ukraine,0.868030253344145,0.04542066398804765,True
225,milk,Poland,0.5396415744952946,0.14177688780495742,True
226,milk,Romania,0.7457139432427099,-0.0246713764976542,False
227,milk,Netherlands,0.20098914319227085,-0.023481406488430098,False
228,milk,Austria,0.3359305962216072,0.05884468112065135,True
229,milk,Mexico,-0.08835347211747382,0.01697848573735755,False
230,milk,Canada,0.268667144281523,0.13549419087356168,True
231,milk,Guatemala,-0.602549365957457,-0.09193281740636708,True
232,milk,Haiti,-0.9591401900833486,-0.036263123090803435,True
233,milk,Cuba,-1.1223782530304929,0.07518539404906663,False
234,milk,Honduras,-0.5925195830208378,-0.007704123891887308,True
235,milk,Nicaragua,-0.3631670665068184,-0.17235859806001502,True
236,milk,Brazil,0.03736887944326656,-0.040548570144485464,False
237,milk,Columbia,-1.0021900332840363,0.03125557572266815,False
238,milk,Argentina,0.3062990521297376,0.027299198268536308,True
239,milk,Peru,-0.2377596363394593,-0.028440977732929237,True
240,milk,Venezuela,-0.2395784448195818,-0.1406310900944539,True
241,milk,Chile,-0.1640501742927832,-0.09188660604350504,True
242,milk,Ecuador,-0.6609551966356169,-0.1519814309303999,True
243,milk,Bolivia,0.2911791721042496,-0.020216170337048343,False
244,milk,Paraguay,-0.08262366818714363,-0.12480201236770072,True
245,milk,Uruguay,-0.03226319179476413,-0.10821580720647472,True
246,milk,Australia,0.06698238683518701,0.12283353062149807,True
247,milk,Fiji,0.2252146564095107,-0.05550270130800461,False
248,milk,Samoa,-0.11362144224919135,-0.03251990618864838,True
249,milk,Tonga,-0.5150500535659357,-0.10893773283409032,True
250,soda,Nigeria,-0.3876733060731113,0.18516161086060365,False
251,soda,Ethiopia,-1.9060043131850184,-0.15524888713981785,True
252,soda,Egypt,-2.1726186900045983,-0.2389571676830716,True
253,soda,Congo,-1.7063862284814941,-0.16590397518568567,True
254,soda,Tanzania,-0.9687383993132764,0.06838558684228019,False
255,soda,Kenya,-0.6690448986414999,0.17288496508204124,False
256,soda,Uganda,-0.2938383629665771,0.10249011117755784,False
257,soda,Sudan,-1.95846505570683,0.024706436457833797,False
258,soda,Algeria,-2.4270719592656067,-0.10963966802022747,True
259,soda,China,0.4917549927024866,-0.15526225948609146,False
260,soda,India,-0.26917518361283554,-0.23698692485624664,True
261,soda,Indonesia,0.7702665260715169,-0.12286917938998247,False
262,soda,Pakistan,-0.39603430482099655,-0.0622609036392382,True
263,soda,Bangladesh,-0.05228189630010408,0.034464557640185044,False
264,soda,Japan,1.4357655043932511,-0.167948783174263,False
265,soda,Philippines,1.1955442542837786,-0.1187005903005408,False
266,soda,Vietnam,0.2785980623071509,-0.040638458118617785,False
267,soda,Iran,-1.337961168578652,-0.2176047210127143,True
268,soda,Turkey,-1.3761921829751738,-0.2326048875718896,True
269,soda,Russia,-2.0550568441563497,-0.3424465077024169,True
270,soda,Germany,-0.4385865781096471,-0.1944968326632882,True
271,soda,France,-1.1439115023266415,-0.3129384134933909,True
272,soda,Italy,-0.5430240082411335,-0.3655262964862641,True
273,soda,Spain,-0.9356166548397477,-0.2653681619133935,True
274,soda,Ukraine,-1.9414725514754798,-0.2715951372220789,True
275,soda,Poland,-1.2854236703826492,-0.19825006986733426,True
276,soda,Romania,-1.3857437196508686,-0.33091397676492673,True
277,soda,Netherlands,0.1343221111594991,-0.0923365408311883,False
278,soda,Austria,-1.1771269413572367,-0.2931519218519257,True
279,soda,Mexico,0.7558970371052646,-0.14837530681167682,False
280,soda,Canada,1.5850770801137983,0.08090769220380019,True
281,soda,Guatemala,-0.002322510407126828,-0.08634455722418387,True
282,soda,Haiti,-0.4668634030762494,-0.0731388854274562,True
283,soda,Cuba,0.10725459134889208,-0.055777663737480436,False
284,soda,Honduras,0.7918193470444123,0.05080622249672883,True
285,soda,Nicaragua,-0.3450605307057633,0.05840560201520335,False
286,soda,Brazil,1.1302817081356278,-0.16974955286307936,False
287,soda,Columbia,0.8999314565550105,0.28531814284700263,True
288,soda,Argentina,0.5483259225781172,-0.14308659361329207,False
289,soda,Peru,-0.6942415591365365,-0.2108892033269724,True
290,soda,Venezuela,0.7491451154350685,-0.05538125750131062,False
291,soda,Chile,0.5757606349817901,-0.035374203961450135,False
292,soda,Ecuador,-0.4143208106445688,-0.03054157902792988,True
293,soda,Bolivia,-0.5636242787556016,-0.21267846981322405,True
294,soda,Paraguay,-0.8155411237955659,-0.04472290002427239,True
295,soda,Uruguay,-0.04435458896393483,0.001404947388223757,False
296,soda,Australia,1.3716426709217202,-0.018501070932823924,False
297,soda,Fiji,0.0072267721769778545,0.031982429152305834,True
298,soda,Samoa,0.5195600322575191,0.002129459325809764,True
299,soda,Tonga,-1.995370472086441,0.13621616163173014,False
300,energy drink,Nigeria,0.3921145249435217,0.2797347538438563,True
301,energy drink,Ethiopia,-0.8464960570552216,-0.094980887764672,True
302,energy drink,Egypt,-1.5421514898977613,-0.2892932661572457,True
303,energy drink,Congo,-0.5089593411469835,-0.21109859454731225,True
304,energy drink,Tanzania,0.8810121999428239,0.0913318380017476,True
305,energy drink,Kenya,0.596168717676507,0.1081908725915708,True
306,energy drink,Uganda,0.5035940311906295,0.12017809130667452,True
307,energy drink,Sudan,-0.6060275868702775,0.05341238593274597,False
308,energy drink,Algeria,-1.3565029343749246,0.05705779941846328,False
309,energy drink,China,0.5285677034299051,-0.2743276560151881,False
310,energy drink,India,0.3886625546551629,-0.3271039734068641,False
311,energy drink,Indonesia,1.4529788795266452,-0.13268798144468136,False
312,energy drink,Pakistan,0.12127438548259488,-0.0797334130241564,False
313,energy drink,Bangladesh,0.790895801995987,0.053422760043980506,True
314,energy drink,Japan,0.9179770138811058,-0.2981961883359419,False
315,energy drink,Philippines,3.1739634559307275,-0.1215194833065299,False
316,energy drink,Vietnam,0.1754679875627988,-0.18824742768250485,False
317,energy drink,Iran,-1.573689951741544,-0.21702316833798407,True
318,energy drink,Turkey,-1.3024962449321391,-0.22954571206850025,True
319,energy drink,Russia,-2.10021322967214,-0.3578321527860869,True
320,energy drink,Germany,0.15756398925810522,-0.2451746562554035,False
321,energy drink,France,-1.3334356473734337,-0.3384690715064446,True
322,energy drink,Italy,-1.065886919258418,-0.3909741309419684,True
323,energy drink,Spain,-0.7851730793627285,-0.2947665781962789,True
324,energy drink,Ukraine,-0.946558916435901,-0.27664753577785905,True
325,energy drink,Poland,-1.6828496608609698,-0.2808988167136483,True
326,energy drink,Romania,-1.7498626903176775,-0.3302990778790765,True
327,energy drink,Netherlands,1.981277340032412,-0.047729225169046235,False
328,energy drink,Austria,-1.2276971692622225,-0.30926767818919537,True
329,energy drink,Mexico,0.3118675350310468,-0.2119828024737321,False
330,energy drink,Canada,0.8698924735113898,-0.07586139734181488,False
331,energy drink,Guatemala,-0.7775836858598515,-0.06365423279144215,True
332,energy drink,Haiti,-0.8213326442600623,-0.12141045533452645,True
333,energy drink,Cuba,-0.5515758307907078,-0.17404677358277404,True
334,energy drink,Honduras,0.4384361618883412,-0.014557316944921428,False
335,energy drink,Nicaragua,-0.7142065292797334,0.0845565587542959,False
336,energy drink,Brazil,1.3138135693330404,-0.188861443064156,False
337,energy drink,Columbia,0.7101938904904436,0.1941023177163748,True
338,energy drink,Argentina,0.4598995539668178,-0.17542072210196855,False
339,energy drink,Peru,-0.6352484784744235,-0.2276241563656003,True
340,energy drink,Venezuela,0.457774370407873,-0.003986657180682129,False
341,energy drink,Chile,0.8491860416760678,-0.002867198719981125,False
342,energy drink,Ecuador,-0.13655903341563672,0.02955322564567608,False
343,energy drink,Bolivia,-0.11985470426204782,-0.23460788054818255,True
344,energy drink,Paraguay,-0.6520532130052213,-0.009549034641530408,True
345,energy drink,Uruguay,-0.23690375626518945,0.0013230003196904145,False
346,energy drink,Australia,2.0333814559103525,-0.1154103703858062,False
347,energy drink,Fiji,-0.5321905895023219,-0.04738453076791599,True
348,energy drink,Samoa,0.4006789974442783,-0.04924643727203007,False
349,energy drink,Tonga,-0.9911319669267352,0.1834163926573581,False
350,milkshake,Nigeria,0.5239679851965839,0.1966610294189188,True
351,milkshake,Ethiopia,-0.5761934043927459,-0.2151191028012817,True
352,milkshake,Egypt,-1.6439644908409905,-0.3570624045201816,True
353,milkshake,Congo,0.6207557975297603,-0.2242778699256428,False
354,milkshake,Tanzania,2.106345947425152,0.0776949362125194,True
355,milkshake,Kenya,1.180189977710795,0.16130572337116691,True
356,milkshake,Uganda,1.3375987096646202,0.10087885913324876,True
357,milkshake,Sudan,-0.3475550807632363,-0.0021046347100312193,True
358,milkshake,Algeria,-2.119347256395575,-0.1208110983105998,True
359,milkshake,China,-0.28339567024804657,-0.23467183803154584,True
360,milkshake,India,0.2675981511072149,-0.2996759840849789,False
361,milkshake,Indonesia,1.0146147569453854,-0.2226975404423048,False
362,milkshake,Pakistan,0.5670536307798328,-0.08849626465962195,False
363,milkshake,Bangladesh,1.3596974973435525,0.12231485733643832,True
364,milkshake,Japan,0.6131191049456333,-0.3026126657916106,False
365,milkshake,Philippines,3.4962817772971815,-0.18365306586557448,False
366,milkshake,Vietnam,0.13649747327484682,-0.14813028421180038,False
367,milkshake,Iran,-1.319590031273708,-0.3284521239324002,True
368,milkshake,Turkey,-1.2982022589764852,-0.3588456783507894,True
369,milkshake,Russia,-2.2717163183426567,-0.43555875023435575,True
370,milkshake,Germany,-0.7328516550145949,-0.3282787062518317,True
371,milkshake,France,-1.0599936247510335,-0.4057223113430553,True
372,milkshake,Italy,-1.149693238698212,-0.5202521242134133,True
373,milkshake,Spain,-1.7157188333887974,-0.4619823457947268,True
374,milkshake,Ukraine,-0.627985178383104,-0.3705077851762871,True
375,milkshake,Poland,-0.7596303902769236,-0.3742404893413164,True
376,milkshake,Romania,-1.2704638579339202,-0.4582295476430545,True
377,milkshake,Netherlands,2.293343296199644,-0.16787116272826888,False
378,milkshake,Austria,-0.6500120506460798,-0.3923029544122197,True
379,milkshake,Mexico,0.20801300178361776,-0.29316863798693643,False
380,milkshake,Canada,1.4113894064202537,0.06777604685534086,True
381,milkshake,Guatemala,-0.18337935599170524,-0.2261330311878064,True
382,milkshake,Haiti,-0.000783639332963867,-0.21448698934620689,True
383,milkshake,Cuba,-0.3621750938347891,-0.24603118007666305,True
384,milkshake,Honduras,0.9528256388148524,-0.08336804375639519,False
385,milkshake,Nicaragua,0.27165049837934724,-0.039480631829782925,False
386,milkshake,Brazil,0.7782403704065086,-0.31869201613285164,False
387,milkshake,Columbia,1.3641566362030255,0.33599366150930843,True
388,milkshake,Argentina,0.5757152126640278,-0.3338483376889721,False
389,milkshake,Peru,-0.9418622325621272,-0.3898990998246554,True
390,milkshake,Venezuela,0.22050345099502475,-0.18685033901205447,False
391,milkshake,Chile,0.6240534373930192,-0.15788224400379613,False
392,milkshake,Ecuador,-0.2738823845221448,-0.17891762157451746,True
393,milkshake,Bolivia,-0.43703992826035454,-0.37360960082328737,True
394,milkshake,Paraguay,-0.4515114962975122,-0.18256699609730853,True
395,milkshake,Uruguay,0.4310570203554067,-0.13395061314737372,False
396,milkshake,Australia,1.1916905643257327,-0.01235493107804614,False
397,milkshake,Fiji,0.3557973561143362,-0.040827719420533,False
398,milkshake,Samoa,0.8681089980245501,-0.08537880513713897,False
399,milkshake,Tonga,-0.06569108827673721,0.18816673972966702,False
400,smoothie,Nigeria,0.09644950181105197,0.2550080685802919,True
401,smoothie,Ethiopia,-0.04977768072738346,-0.09007173990151297,True
402,smoothie,Egypt,-1.197840847311756,-0.2887542939298384,True
403,smoothie,Congo,0.8529332912929432,-0.18113447671810964,False
404,smoothie,Tanzania,2.2663567255759585,0.08445934187872699,True
405,smoothie,Kenya,1.392455204751362,0.09965973023224947,True
406,smoothie,Uganda,1.0281495248340269,0.1031662538717652,True
407,smoothie,Sudan,-0.3085105756803989,0.058215170007396434,False
408,smoothie,Algeria,-2.26468694721866,0.046541300543724656,False
409,smoothie,China,0.6815849907166596,-0.2052699455037448,False
410,smoothie,India,1.2152473481844903,-0.2795604032102112,False
411,smoothie,Indonesia,2.2457155815375267,-0.12538258462464966,False
412,smoothie,Pakistan,0.5541405605802872,-0.0665467012377431,False
413,smoothie,Bangladesh,1.0381247441256782,0.08189805669455902,True
414,smoothie,Japan,1.0682262010216448,-0.2659411491496817,False
415,smoothie,Philippines,4.580728686461523,-0.12622268048899152,False
416,smoothie,Vietnam,1.0221156485041356,-0.19191826711140766,False
417,smoothie,Iran,-1.7040397849793203,-0.20948125832848824,True
418,smoothie,Turkey,-0.9621694069482128,-0.21931137711916898,True
419,smoothie,Russia,-2.605981105686692,-0.3205789271369476,True
420,smoothie,Germany,-0.4896705638879382,-0.28260868469960343,True
421,smoothie,France,-1.1506055350232929,-0.32496607710131203,True
422,smoothie,Italy,-0.9388728666293756,-0.4035361462499026,True
423,smoothie,Spain,-1.008031964976359,-0.3296814216590689,True
424,smoothie,Ukraine,-0.7668203915418018,-0.2718607181277187,True
425,smoothie,Poland,-1.3110818632153731,-0.32231850333708845,True
426,smoothie,Romania,-1.2343928713988086,-0.33381286108531066,True
427,smoothie,Netherlands,2.7784357908804997,-0.07870140871445662,False
428,smoothie,Austria,-1.1149329891296291,-0.31727368361244,True
429,smoothie,Mexico,0.4240953888340209,-0.23299029743869515,False
430,smoothie,Canada,0.9563730786229028,-0.06919864103629113,False
431,smoothie,Guatemala,0.34786376033291005,-0.10935325366268976,False
432,smoothie,Haiti,0.020788321146188216,-0.1463038702868407,False
433,smoothie,Cuba,-0.2032904044878304,-0.22098807091787376,True
434,smoothie,Honduras,1.6819149782232892,-0.0582043209842809,False
435,smoothie,Nicaragua,0.6107114072260529,0.022751454508475284,True
436,smoothie,Brazil,1.4328982899016185,-0.18887038292570815,False
437,smoothie,Columbia,1.0597790038607282,0.1761977564182557,True
438,smoothie,Argentina,0.7529575448994023,-0.22043152462097124,False
439,smoothie,Peru,0.3800960783056969,-0.2476738578382849,False
