index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
accountant,0.05421602067409241,0.04636602443887195,-122.38243,-34.764137,9.567903999999999,-1.413891
air traffic controller,-0.005348891112614589,0.226867963444256,-188.93065,-8.577461999999999,13.868787,-2.6657853
architect,-0.20173675152405188,-0.09725117282110132,75.43616,68.1137,10.310626,8.377347
artist,-0.11158242015221008,-0.0983487467532906,32.850838,-21.082987,8.450244,3.0793904999999997
attorney,-0.29758993978379666,-0.10862233479499936,21.327679,39.367683,9.926485000000001,10.193810000000001
baker,0.1923268328353632,0.018696920420201445,-35.036175,-140.28935,3.8473919999999997,4.085627
banker,-0.17349269066884773,-0.11303564294284715,56.22875,-20.610352,8.3171835,3.36856
bartender,-0.025990855122165032,0.11431391787310705,-116.98401000000001,52.64299000000001,11.462157000000001,-2.267014
barber,0.030468606879624868,0.0051709719610132,-112.79708000000001,-25.218782,9.834011,-1.4562813000000001
barman,-0.7413225376689847,-0.1179760704195944,206.85992,-0.36425903,-15.422289000000001,-4.737929299999999
barmaid,1.3289801103069452,-0.11083212590495706,153.78638,-217.86317000000003,-0.25889868,3.4624843999999997
bookkeeper,0.008017786548808867,0.03926682353524906,-117.90273,-12.262547999999999,10.234925,-1.7710702
broadcaster,-0.0935598468005875,-0.057780544880268535,-12.717528,31.680002,10.661056,0.41986644
builder,-0.6498628851976171,-0.08440199169604387,219.55835,-3.6575366999999996,-15.301596,-4.6172466
businessperson,-0.3061471447486865,-0.10720023799672176,172.44432,220.5452,9.772449499999999,10.403347
businessman,-0.018325069617336855,-0.03066896681461173,-46.089515999999996,-18.71658,9.784975,-0.41041055
businesswoman,1.4029962662672215,-0.12064981330023565,149.91959,-206.36539,-0.34224140000000003,3.3714147000000003
butcher,0.1078515264511466,-0.002861869491140845,-16.304998,-90.43632,4.585025,4.055536
captain,-0.139139162804801,-0.09761052542447367,33.353176,-35.468452,8.114027,3.260565
carpenter,-0.09951382392417957,-0.059805052171379075,25.74421700000001,-55.44625,7.6561713000000005,3.3468418
cashier,0.0436823992831594,-0.009965768691165234,-104.57779000000001,-36.46845,9.666674,-1.052027
chef,-0.06215247186865501,-0.05365772580544447,-2.3586204,5.794386,10.160724,0.39834908
coach,-0.7795447734764633,-0.12611206843462872,198.13626000000002,-13.542608999999999,-15.525079999999999,-4.8407290000000005
cook,0.1855343671842511,0.0013406303981454801,-46.2413,-138.5282,3.873906,4.0883474
computer programmer,-0.12133410631959445,0.18559208538195227,-95.24874,121.816635,12.908058,-1.5857286
dancer,0.7778084644313571,-0.05512720328290468,102.81886,-222.43336000000002,0.14987378,4.1161566
dental hygienist,-0.06829682307394172,0.1303485216251568,-115.75518999999998,76.89873,11.671089,-2.166054
denstist,-0.10947563610730382,0.24854250683998186,-190.31255,40.7468,13.57032,-1.9991546000000002
designer,-0.3190256652850833,-0.002442917645586813,49.615066999999996,157.58131,10.864635,10.361695
dietician,-0.01216372629908581,0.23884767283864386,-198.96696,-4.0602965,13.946717000000001,-2.5757127
doctor,-0.15544942748900245,-0.07723506331816189,52.80285600000001,-69.099174,7.6905675,3.6727924
economist,-0.046702327348801684,-0.03336195312307648,-36.30369,-7.667617,9.846169,-0.13581975
