index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling
Nigeria,1.2776938436225618,0.7928691895918708,0.3804486665066311,-0.11346813985399076,-0.009627354679664423,0.5654211740202844,0.009065995802469832,0.6045021525099333,0.5694389266188145,2.0324919415465406,1.1203157903311232,0.7158908284759307,0.49624013165066716,-0.07335997307596437,1.0185376693765915,0.8849566522641397,-0.1254512600447459,0.02050509240644894,-0.1847503407572922,0.007775434816658908,0.25661845421558377,-0.06282433218031762,0.528009068805308,0.5746091938955965,-1.2994608482159198,0.11637191087783556,-0.437294697028434,0.6167385538437884,0.5007194330676739,0.403273976970062
Ethiopia,-0.6917770614869627,-0.5615383125379912,-1.129162407145007,-1.4930380627299178,-1.0230117421944533,-0.2655053562477842,-0.9979985896167664,-0.5654360724085664,-1.308508944034497,0.13897951059726646,-0.8115073314458509,-1.3415258882871477,-0.5322946020878933,-1.0010368106123846,-0.06711929888366357,-0.5886866073330319,-1.3875188222961914,-0.41007413243540247,0.09903579700002209,-1.4662797777108953,-0.4140773684459232,-0.19932483596442385,-0.28657536668764644,0.38417921033452,-0.8939630563660845,0.23224344200397196,0.6215007944868924,-0.14522638285794187,-0.6410620321719314,-1.1150031043089628
Egypt,-0.9424273948393043,-0.7204490117082593,-1.4726156051545058,-2.727510628283056,-1.336382452588768,-1.110119731053625,-1.3231191926566628,-0.9242930787495641,-1.452240147898404,-0.5108112809056512,-1.6915150070691842,-1.2794169854435171,-1.1891474017849546,-2.0031651810877933,-0.17772531820279605,-0.8051581612591016,-1.7762803017226299,-1.7344533452512085,-0.3234460690283707,-1.1659044948796737,-0.7569974534124275,-0.9710064605354991,-1.0435920558164882,-0.1527244119515483,-2.0642509925152726,-0.49272259055776985,-0.25995800528488294,-0.8249024534158415,-0.9666580204976173,-1.6512878394786483
Congo,0.09451014427268446,0.06313924409265687,-0.716058498074884,-0.3028819358005374,-1.317736090459714,-0.2643298433448235,-1.4856406441976775,-0.5158165662076273,-0.46678344372954517,0.9617232584257855,0.39008165908545833,-0.7584545708158784,-1.4599391585393326,-0.9651394028746726,0.5252181369825596,-0.9839111940629369,-0.742510919481311,-0.759490300096571,-0.37763362388753174,-1.1088850110752813,0.36689634298343243,-1.0156259259294849,-0.46545656867458024,-0.09424509287259225,-1.1798795634594745,-0.41232079091031326,-0.032047487178681576,-0.2853409355628019,-0.508217031402714,-1.2953502040137013
Tanzania,0.2565365231249685,0.19593479853233894,0.4829398855182637,-1.1160269856233769,-0.1390943138517727,0.31491110846035,-0.21507841071289413,-0.2618296181850674,-0.5536877735535352,0.7521204494372485,1.0072496211683095,0.010872746101247034,-0.56298273599896,0.6206270171648735,-0.23226017529634693,-0.38593638874870906,-0.5939271051212364,0.5031534690226173,0.10266865157392628,-0.6636481396844581,-0.27597481387721573,-0.5527234821499716,0.3488309747270564,-0.03934546962081652,-0.8186949967105093,-0.1563456079402888,0.3723805012575662,0.15503424510630553,0.2138404496195058,-0.26417573906280667
Kenya,0.15847066428310624,0.6924533282249508,0.9531576287544651,-0.38310247066762015,0.2794328937808182,0.025903989898521607,-0.3413950650639756,0.09579345031944113,0.02996744790702703,0.4609189748309339,1.3738287844771038,1.0449900306338835,-0.1055001002307333,0.3160974508254783,0.38727573035499535,0.41356449156752156,-0.13252100841632505,0.19620273188759663,0.45653093745147705,-0.2749342027240855,0.2783143095244294,-0.05712294987778837,-0.17585808772402448,0.5138181243582362,-0.44396141312887527,0.6365772754355559,0.2419949842082616,-0.1097210495717998,0.20869011333651535,0.007146529281468674
Uganda,0.7936729073669981,0.9791455365523984,0.45561897899206977,0.13558406240515047,0.31508870283035284,0.8483106572855333,0.09389635727638429,0.7457786892514078,0.4173753675098867,1.3623229355091973,1.1417635898412795,0.2698518137171848,0.2631378701561997,0.5792593771606737,0.7186915986029487,0.30339108360623046,-0.2873988324366729,0.522520001865839,-0.1533648342548895,0.10719819946806783,0.3078599655310131,0.3565051342559194,0.4130861527762478,0.8032589800212869,-0.5149622679395086,0.742949028650096,0.4169702616287215,0.525104020776505,0.45470177034671966,0.35399965538722894
Sudan,-0.14522582310875107,-0.32925201956880173,-0.6087187119912181,-1.5270959106602406,-0.7077254802042385,-0.5272207201145127,-0.9464440609933692,0.020027376352661705,-0.8230545702664587,0.3142067523807565,-0.45970343394908053,-0.45071642802300954,-0.7158888994267512,-0.3716687976814931,0.24776637439381238,-0.13839889283028367,-1.2165438915045268,-0.8928682539164887,-0.23702477568996064,-1.3797480645253435,-0.12021509247731782,-0.6344617652976935,-0.5477052353682059,0.5239116787370518,-1.0897386458526943,0.2570734148191894,0.20719562865408028,-0.5670926650693057,-0.8229193607300971,-1.2206786678652013
Algeria,0.22184349402548936,-0.41755461556202583,-0.4779301977625088,-1.4359547646048905,-0.22123334560542277,0.12587107063775346,-0.2575665417498336,-0.3283670860360484,-0.7964045803955805,0.6306868372777563,-0.07566671597231261,-0.24562443521883287,-0.4307995598456909,-0.8237180037726246,1.1603369116609021,0.6713741560297197,-0.021223403243464996,0.1500282683713481,-0.09373731309149724,-0.21673554906881082,0.6791854535363716,-0.2965139882250051,0.20641984164560664,0.3447032807981636,-0.1857548623695531,0.5727562036790758,0.5101309409564193,0.04980133415410557,-0.21859014357886725,-0.7865201693564217
China,-1.3148973042057217,-0.2837619408047057,-1.5321829290287572,-1.0636042418156626,-0.7735899267309859,-0.5767929098139694,-0.41715318054099304,1.17207845976193,-0.8831921899566801,-1.2261068213598914,-1.6204310529556465,-1.0927181046848449,-0.9414260514374462,0.15618077218455453,-0.16642679553227674,-0.23165688267748466,0.7998085391457426,-0.8946569476730778,0.0633974032870878,-0.9817733076582779,-0.6063849645458661,0.17969409933370675,-0.596473407212137,0.024550330503019437,-1.2708094523021847,-0.7383179064192219,-0.1922765618961958,-0.8879420205198858,-0.30702244380210625,-0.5078362824374916
