index,yob_isomap_x,yob_isomap_y,yob_tsne_x,yob_tsne_y,yob_umap_x,yob_umap_y
accountant,-0.526675655492789,-0.014516051608097387,157.0976,-130.0652,9.866076,7.6076155
air traffic controller,-0.36437038582950776,-0.012563728436686229,136.09988,-141.0811,9.829696,7.930896000000001
architect,0.38423496986040573,-0.031381043767841954,-28.332748,126.57933,3.2729517999999995,9.165217
artist,-0.2512102566187654,-1.0534235993061158,-127.89313999999999,-106.9092,7.314122,12.594555999999999
attorney,0.2914314630204488,-0.08066632904089763,-13.866048000000001,130.95718,3.7321824999999995,9.135850999999999
baker,0.12978149668603406,0.3983717068701103,5.639941,46.01297,2.8363535,8.077376
banker,1.281743330743165,0.354282115873035,-110.27677,164.15208,1.4777621,9.432647
bartender,-1.122268631139739,-0.07614005710528368,243.78317,-85.95645999999999,9.843547000000001,6.218397599999999
barber,-0.24332567711188444,0.29926582549184216,76.47465,-53.53788,7.0202217000000005,8.103055
barman,0.9160195760652636,-0.0438644926268072,-132.8353,124.35413999999999,0.7018019,9.826855
barmaid,-2.0586299598523303,1.2323993017920445,274.8811,58.844531999999994,13.787783,-9.830326
bookkeeper,-0.21059061625561226,0.465129033421753,71.93561600000001,-2.3347054,6.432268,7.8038177
broadcaster,-0.4897559716842812,-0.05226193515751859,144.07639,-127.16748,9.978605,8.002083
builder,1.5142378699836367,0.2358852968255062,-151.0107,161.22359,-0.01092697,9.485778999999999
businessperson,0.017114072383908236,0.30732640327388183,59.94716999999999,64.45711999999999,4.7500279999999995,7.922408
businessman,-0.26179902645787223,0.4386728689191426,83.84125,-3.3910038,6.631077,7.744003999999999
businesswoman,-1.8134563222063795,1.115865374258331,261.21286000000003,49.250164,13.918218,-9.959316000000001
butcher,0.3375164547102341,0.5845640353591601,65.02266,129.01663,2.659842,7.817450999999999
captain,0.6709717631362498,0.2313360404455139,-229.89229,117.76678000000001,2.5576189,8.841153
carpenter,0.6635551336735338,0.2735913308428442,-69.745026,122.35122,2.2518432,9.0060625
cashier,-0.7486452802060186,0.059161470160709,199.32962,-114.03693999999999,9.70513,6.785792
chef,-0.20207182297805976,-0.4729022680820295,-742.71027,409.71356000000003,7.732207300000001,10.954678
coach,1.0681352370687778,-0.7117286622532776,-147.74326000000002,114.46521000000001,0.5462491999999999,9.935260000000001
cook,-0.4739120161858998,0.5041266538848433,106.45236000000001,-24.391317,7.0994225,7.622685000000001
computer programmer,-0.4319046918278647,-0.4736589325252489,67.78111,286.03632000000005,7.733185000000001,11.265853
dancer,-1.0059773003492778,0.04535378330742223,176.35506999999998,-75.06537,9.09057,7.184962
dental hygienist,-0.3369176105935792,-0.4127930481803358,-66.9603,-167.29163,7.827250500000001,11.055049
denstist,-0.04534139571756709,-0.2956761422961375,-80.2176,-82.76737,6.460974,10.37335
designer,0.06521111864370494,-0.8341374328000833,-154.86113,-46.716409999999996,5.8605547,11.549083
developper,0.2716374224122898,-0.6384356497006154,-154.65611,-14.651071,5.2494955,11.440814
dietician,-0.491167377623125,-0.20020885181991116,146.2693,-160.78098,9.664449000000001,7.9799074999999995
doctor,0.9825849369851216,0.21110558553023867,-103.25197,150.57692,1.5887234,9.512350999999999
economist,0.2081593617899356,0.21221221659755188,3.8940506,98.87849,4.4044557,8.325094
editor,0.18168937860254952,-0.3827818457003595,-124.70093999999999,-1.7226985000000001,4.3800435,9.523344
electrician,-0.17143392413837233,-0.13851670115649142,22.092776999999998,-122.81631499999999,7.3492527,9.658107000000001
engineer,-0.4909917589392652,-0.13888927204158552,151.98105,-150.12996,9.7180805,7.815227
farmer,-0.1738803612379435,0.18144865982358235,28.07122,-22.105154000000002,6.3351073,8.744649
filmmaker,-0.28938779143255483,-1.0527721480171703,-134.22421,-117.488304,7.421663000000001,12.463055
financier,0.1849098025853319,0.6302213635201328,65.30152,114.50079,2.781218,7.681012599999999
fireman,1.182901458587718,-0.10959904660515356,-144.06877,130.78905,0.39851046,9.768180000000001
fisherman,-0.7918529152562093,0.3471479994706139,152.45872,-45.380684,8.413578,7.177914
flight attendant,-1.6541265805827416,0.22408648033886255,260.81955,-48.263477,9.952286,5.8443685
gardener,-0.2000025188428148,0.5119765750844649,52.594627,-7.2618446,6.351554,7.9911885
guidance counselor,-0.24384978837250426,-0.20476818657860088,45.48225,-124.34364,7.6295156,9.536448
hairdresser,-0.20024007570587649,0.07034606486797475,31.299402,-74.39822,6.900787400000001,8.885027000000001
homemaker,-1.88556587074994,1.15425983141306,273.7306,42.228806,13.709297,-9.7511215
housekeeper,-1.3887006099434305,0.877375008955514,266.26093,24.401222,13.910062,-9.948202
interior designer,0.08656490061222483,-0.719621618573321,-155.26335,-34.226433,5.466624299999999,11.406276
jeweler,0.14491837853111378,0.4666993445099328,11.919967,56.403940000000006,2.617977,7.965749000000001
journalist,-0.1726349992893498,-0.5083253998830358,-97.63416,-81.48555,6.473970400000001,10.848797
judge,3.0903492401503017,0.4611962004373555,-171.5048,226.81767000000002,-1.504924,8.866297
lawyer,0.15068847164490862,-0.1142645085515206,-0.79056877,135.06035,4.2420297,9.197500999999999
librarian,-0.010192474779899138,0.2332385986919816,36.069664,80.81794000000001,4.7384319999999995,8.203597
maestro,1.4946366715288728,-0.20881954880940615,-154.37274,146.11674,0.2951462,9.712474
magician,-0.22077134611771027,-0.13529920014054886,0.8753594000000001,-26.706822999999996,6.1366744,9.096019
mason,2.1005880569299995,0.31304215495224497,-160.81133,186.67157,-0.9848617000000001,9.198144000000001
mechanic,-0.7370132401476105,0.07644956955321425,213.3586,-114.73557,9.620906,6.929013
musician,-0.4610507539702075,-0.8034730912377616,-140.75024,-157.49243,7.8395333,12.130980000000001
nanny,-0.7068237966261144,-0.09520334020582763,184.81297,-109.975586,9.44777,7.1931386
nurse,-1.6330470616199968,0.9986092575486988,255.87552000000002,29.307781,13.858891,-9.896436
nutritionist,-0.10467531315180548,-0.6767152474270118,-162.88055,-85.84854,6.2848825,11.049971000000001
optician,-0.18832846886696095,-0.12111782150447427,14.194264000000002,-92.93789,6.925585300000001,9.517953
painter,-0.26637193979406504,-0.20443284289289645,15.546443,-28.616112,6.240200499999999,9.053161
pharmacist,-0.23323627067951655,0.2183719156144625,70.05492,-64.00394399999999,7.089652,8.5149555
philosopher,2.649271827941145,0.43275013229393344,-170.0889,206.73856,-1.1971257,9.058977
photographer,-0.485840117434595,-0.8402703689781641,-124.35416399999998,-147.25046,7.77372,12.257563000000001
physiscian,0.4156989858863009,0.17333406792265646,-49.554695,115.616,2.9026744,9.067166
physician's assistant,0.09156945642051133,0.1375377670817769,26.305246,90.16856,4.542658,8.348854
pilot,-0.7716815762648828,-0.1014116725245702,196.88966000000002,-130.03843999999998,9.795372,6.717288000000001
plumber,-0.27771746812531056,-0.1188619798533432,35.515438,-136.11008999999999,7.8134521999999995,9.48938
police officer,-1.1632277425378317,0.06536356936313466,250.14082000000002,-74.14356,9.886514,5.9516573
policeman,-0.7983977744651508,0.5318162267953229,143.41977,-36.759609999999995,8.112095,7.1899557000000005
politician,0.6382161724890513,0.2672646255911957,414.5164,-105.545074,2.6456902,8.748177
postman,0.6203925991454411,-0.04226293783980907,-73.64473000000001,148.85117,2.2183082,9.543934
