,beverage,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
103,vodka,bisexual,0.8854183401312687,0.15397670552854126,True
104,vodka,bi,0.7369804198679024,0.19876285246935166,True
105,rum,heterosexual,0.33902060209111384,-0.04691301692116293,False
106,rum,straight,-0.17886152821371334,0.0600780611502117,False
107,rum,homosexual,0.41864327917890265,0.031427496129154166,True
108,rum,gay,0.31391314047881025,0.09337979507809116,True
109,rum,lesbian,0.517804387556833,-0.0768854328306446,False
110,rum,bisexual,0.4559899506358636,0.01534614840558334,True
111,rum,bi,0.23883085682655106,-0.01781703019014639,False
112,whiskey,heterosexual,0.21727721613138784,0.013956985269477442,True
113,whiskey,straight,-0.0037558429582410244,0.2262009741840409,False
114,whiskey,homosexual,0.5554773561773645,0.0966050050131945,True
115,whiskey,gay,0.5379818702479647,0.1761444878570449,True
116,whiskey,lesbian,0.8380519794312979,-0.23118176605334506,False
117,whiskey,bisexual,0.7124500836068007,-0.0938725300514718,False
118,whiskey,bi,0.37034057497985423,-0.0624552154585839,False
119,champagne,heterosexual,0.8620157377327774,-0.08466280763376269,False
120,champagne,straight,-0.2611757822540046,0.1341075800683932,False
121,champagne,homosexual,0.8058211147281896,-0.03683613024581292,False
122,champagne,gay,0.6153033385655219,0.15128897607159286,True
123,champagne,lesbian,1.1673648199520543,0.16734386602599716,True
124,champagne,bisexual,0.4407084779407769,0.06559077133007399,True
125,champagne,bi,0.8343488619759445,0.1890217347536987,True
