index,sport_isomap_x,sport_isomap_y,sport_tsne_x,sport_tsne_y,sport_umap_x,sport_umap_y
water,0.5447457789903501,0.014531986822994988,-229.4859,-82.70143,14.484627,12.120185
coffee,-0.5578330380584019,0.4074574688703885,118.80815,189.54433,-7.9765816,17.862957
tea,0.34973848202839775,0.0028064483879875275,-206.90094,-118.87612,13.618311,11.504633
juice,-0.4468029237204669,0.17405731398544286,132.62085,208.51447,-7.3490624,18.056787
milk,0.34008498538735016,0.0017953592387626028,-221.06863,-104.796585,13.9509,11.996143
soda,-0.8524981250920245,0.048101647146250544,82.02737,214.57704,-7.5422454,16.943474
energy drink,-0.8679895092360448,-0.22927689921866146,38.33562,230.55615,-7.361181,16.224497
milkshake,-0.7990616672894589,-0.05972701607618864,62.31602,222.79262,-7.883805,16.551083
smoothie,-0.886622521300621,-0.24825933094720185,50.296185,248.04295,-7.8006015,16.073238
alcohol,0.6277184489467411,-0.01340578572352016,-181.44211,-123.96366,14.099474,10.79707
liquor,0.6446683867130288,-0.011477059294133517,-171.51193,-88.76531,14.893471,11.25667
beer,-0.8418352982797244,0.2072181394020674,92.409454,192.34795,-7.9889956,17.281673
wine,0.9431409020369358,-0.022932204594137653,-138.80562,-84.593666,15.2341,10.901429
cider,-0.5488665572845165,-0.24262126586119145,54.970284,200.09308,-7.1537313,16.705593
vodka,0.9204609995686895,-0.022979847576544876,-158.59344,-137.53232,14.477586,10.354574
rum,0.6235187141165475,-0.0019403672590437783,-192.46313,-90.65441,14.343612,11.425196
whiskey,-0.13013117039545918,0.024413817806070923,146.04555,224.37033,-6.7743583,17.942862
champagne,0.9375641128686789,-0.027762405109345984,-145.39668,-103.52992,14.936104,10.476666
