,occupation,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
0,accountant,heterosexual,0.33300301926964143,0.31819808016690154,True
1,accountant,straight,-0.11381497186641225,0.056641704688250125,False
2,accountant,homosexual,1.1170323036499077,0.3339355489272285,True
3,accountant,gay,0.23321673751899044,0.18086406366342211,True
4,accountant,lesbian,-0.3894396806182503,-0.06280487124907733,True
5,accountant,bisexual,-0.11638227190605885,0.16118930313783875,False
6,accountant,bi,-0.2384206534216452,0.1453866172094219,False
7,air traffic controller,heterosexual,0.2891621231735589,0.2965488161541843,True
8,air traffic controller,straight,-0.6294985541883521,-0.04559315434388186,True
9,air traffic controller,homosexual,0.8954650266684915,0.2981019808263205,True
10,air traffic controller,gay,-0.6526461929151172,0.09127299312602186,False
11,air traffic controller,lesbian,-1.1491760812714165,-0.08284475409154955,True
12,air traffic controller,bisexual,-0.7737362510119566,0.1348012852981173,False
13,air traffic controller,bi,-0.7117995956723441,0.06183354067291926,False
14,architect,heterosexual,0.5180019694583081,0.3597394554906055,True
15,architect,straight,-0.05853785139012184,0.08559004819362914,False
16,architect,homosexual,1.5210434234300554,0.4297488777646179,True
17,architect,gay,1.0004114201111092,0.239458049406752,True
18,architect,lesbian,0.0188586412495013,-0.16957674385808805,False
19,architect,bisexual,0.02730092328795364,0.14050958774252614,True
20,architect,bi,-0.4583657303543607,0.09906834794860933,False
21,artist,heterosexual,0.9885295792321788,0.31915952341224996,True
22,artist,straight,-0.3000872550621117,0.04052162966172696,False
23,artist,homosexual,1.4486703044840377,0.3755675935347149,True
24,artist,gay,1.2042517541478222,0.2157139608668404,True
25,artist,lesbian,0.9741620198383169,-0.15368921192116644,False
26,artist,bisexual,1.0576233522567782,0.1275180004549901,True
27,artist,bi,-0.3312318163921409,0.0964350238125544,False
28,attorney,heterosexual,-0.04503833168383465,0.3757128509562877,False
29,attorney,straight,-0.3422819656881172,0.1258741464717173,False
30,attorney,homosexual,1.2373552576240248,0.4543029921366279,True
31,attorney,gay,0.5101872534543453,0.2624371040532293,True
32,attorney,lesbian,0.1798411508258473,-0.23262707711485936,False
33,attorney,bisexual,-0.2730693657548424,0.10840982214626678,False
34,attorney,bi,-0.4944196156211071,0.060535284609154714,False
35,baker,heterosexual,-0.40036700027549377,0.2206799189330549,False
36,baker,straight,-0.2585506604706889,-0.0213047228558518,True
37,baker,homosexual,0.3666368806424826,0.2408075964007137,True
38,baker,gay,0.5320026799861923,0.12278456528866385,True
39,baker,lesbian,0.2752823533839269,0.010257249897892623,True
40,baker,bisexual,-0.34989884313961017,0.1456316867909962,False
41,baker,bi,0.5590477599266049,0.16611070338368605,True
42,banker,heterosexual,-0.9014637161342132,0.15614051947991714,False
43,banker,straight,-0.0874424446870433,0.27010055070940364,False
44,banker,homosexual,0.1610236313839309,0.2565068537646477,True
45,banker,gay,0.8437824112374069,0.2775332435880734,True
46,banker,lesbian,-0.3252747962747321,-0.1093536395813184,True
47,banker,bisexual,0.05409333214548922,0.06787376528670065,True
48,banker,bi,-0.4069562999407036,0.17589431065334904,False
49,bartender,heterosexual,0.7283499011546505,0.22475881520572286,True
50,bartender,straight,-0.26006948193707885,0.06331184113744019,False
51,bartender,homosexual,1.5906103350468777,0.2570421732398863,True
52,bartender,gay,1.046370997911954,0.1629043417779123,True
53,bartender,lesbian,0.2519714824468272,-0.14155325006897695,False
54,bartender,bisexual,0.8280776364338829,0.06159117380481102,True
55,bartender,bi,0.07160564022890609,0.11333136490076795,True
56,barber,heterosexual,-0.11877736237718778,0.3069660532301334,False
57,barber,straight,0.2751288090333918,0.00938805517998657,True
58,barber,homosexual,0.9202604140616584,0.33930021757270096,True
59,barber,gay,1.4776956449768046,0.16265565579073674,True
60,barber,lesbian,0.31398431005253585,-0.09250677979884016,False
61,barber,bisexual,0.5985268216191252,0.1446092640188073,True
62,barber,bi,0.3576042147685257,0.1101770497137348,True
63,barman,heterosexual,0.9903706608426758,0.3507843219827718,True
64,barman,straight,0.031289306232009616,0.22079210879897126,True
65,barman,homosexual,1.8062889316353476,0.5262776285211256,True
66,barman,gay,1.4983258554661127,0.35354456479060625,True
67,barman,lesbian,0.3648706244618254,-0.40446122518085104,False
68,barman,bisexual,1.2131144414147204,0.03570151192718768,True
69,barman,bi,0.25372749145240303,0.03242115286370294,True
70,barmaid,heterosexual,0.7677850100214755,-0.0943512880612781,False
71,barmaid,straight,0.1723206159461184,-0.3307333126604957,False
72,barmaid,homosexual,1.0837022281148947,-0.3042113239697385,False
73,barmaid,gay,1.682320706376077,-0.3506997825149279,False
74,barmaid,lesbian,2.411609721647013,0.3981156729097397,True
75,barmaid,bisexual,2.021810385051497,0.07779566361193405,True
76,barmaid,bi,0.4155904042446429,0.13514223292227634,True
77,bookkeeper,heterosexual,0.5302956603465098,0.25831294997715026,True
78,bookkeeper,straight,-0.2717713668023876,0.06437823088978571,False
79,bookkeeper,homosexual,1.0743165373493568,0.3095721515044585,True
80,bookkeeper,gay,-0.3410763249048193,0.1590190713223048,False
81,bookkeeper,lesbian,-0.3167954075744375,-0.08843452494991524,True
82,bookkeeper,bisexual,0.2937011964774125,0.12201680823666733,True
83,bookkeeper,bi,-0.3070899137424932,0.1429566348711789,False
84,broadcaster,heterosexual,0.2674373779207792,0.2947203832224619,True
85,broadcaster,straight,-0.3118522528475975,0.03900067926075413,False
86,broadcaster,homosexual,0.3009504453344661,0.3307137171869373,True
87,broadcaster,gay,0.3362722188533029,0.17711361468501705,True
88,broadcaster,lesbian,-0.10999880596384252,-0.1714399462275649,True
89,broadcaster,bisexual,-0.40703692647554013,0.09986556036237787,False
90,broadcaster,bi,-0.5677790173423851,0.05573927944874578,False
91,builder,heterosexual,0.3714190301483559,0.3014341606220506,True
92,builder,straight,-0.5276019498383279,0.232424663314525,False
93,builder,homosexual,0.954847293020554,0.4713590798932519,True
94,builder,gay,0.09954740050253733,0.3434312326529866,True
95,builder,lesbian,-0.5942377207345525,-0.38755777060272334,True
96,builder,bisexual,-0.8760133255713334,0.009762563255661159,False
97,builder,bi,-0.3843707959097136,0.013858932336597105,False
98,businessperson,heterosexual,-1.1597969117753941,0.3090645276637976,False
99,businessperson,straight,0.053882839636983884,0.1566460210533976,True
100,businessperson,homosexual,-0.1951662209591037,0.3975252776782246,False
101,businessperson,gay,-0.6202934035910712,0.2735401248530318,False
102,businessperson,lesbian,-0.8120091746240817,-0.226755404412024,True
103,businessperson,bisexual,-0.91334342832404,0.0702446397281381,False
104,businessperson,bi,-0.6634938912662418,0.13222229336460015,False
105,businessman,heterosexual,-0.37281060395346,0.2935981672234354,False
106,businessman,straight,-0.05911066164026465,0.10310206420581217,False
107,businessman,homosexual,1.28476361163756,0.3372619448554929,True
108,businessman,gay,0.5253966131135409,0.21339780203295453,True
109,businessman,lesbian,-0.5605769134476993,-0.08776141126630016,True
110,businessman,bisexual,-0.1942363993159526,0.13314502681547566,False
111,businessman,bi,-0.558994373727031,0.1788133054203774,False
112,businesswoman,heterosexual,0.41529625340780735,-0.13833998990176502,False
113,businesswoman,straight,0.3840208930490592,-0.2260507204849223,False
114,businesswoman,homosexual,0.5750582063737376,-0.3555751148746492,False
115,businesswoman,gay,0.7316917859869727,-0.30629404616345784,False
116,businesswoman,lesbian,2.4004860546892,0.4909166433671856,True
117,businesswoman,bisexual,1.1695668089670728,0.09555543517344348,True
118,businesswoman,bi,0.4328395509303401,0.2438906109277628,True
119,butcher,heterosexual,-0.9993389902738558,0.17306057033587605,False
120,butcher,straight,0.2897955779468353,0.15886239928014956,True
121,butcher,homosexual,0.7468435407818215,0.2291474361409093,True
122,butcher,gay,1.769068821246405,0.21268626245219716,True
123,butcher,lesbian,0.7387534048753587,0.006250632708361379,True
