index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga,Arab,Asian,Black,Hispanic,Latino,White
Virgil,-0.22500219034708285,-0.352158828728102,-0.012606028872490104,0.3624800471838424,-0.4455009484852943,0.2840471568776061,-0.21010358493995562,0.022124741951374666,-0.09980555798078922,-0.09145750273311988,-0.942179079095344,-0.6895015657171043,-0.5217894011335219,-1.1093679992402563,-0.6811706990323843,-1.7787414747188284,-0.039221771360425955,-0.04113564941903467,-0.6803954220083449,-0.34865078832301455,-0.2284016377582138,1.1530390615962542,0.93113417509863,0.7108566905006994,0.4323785412093747,0.615119590397768,0.2144755272046492,0.3201787396349234,1.4175441609753272,1.2707389956170194,0.7139837273584636,0.9175066388395618,0.5004562625148112,0.4629345651231813,0.33659083140609336,0.761480624480846,0.4553888340922886,0.2983497989438276,0.3930279306423731,-0.030762511236117052,0.43826247334498813,0.5224282049540687,0.624627246874422,0.294056435661799,0.37495163221450367,0.2934164726476509,0.12898210531816076,0.28336154514569767,0.10436138131347092,0.41077395866552374,0.3680122156329628,0.28706540852573686,0.3047643476220509,0.3403957084839634,0.19188891362757257,0.12895079871840337,0.31026609660044985,0.6668421985039297,0.5120100962531869,-0.09640767802799681,0.022217021378905768,1.4871576364497772,0.9694782920464334,2.8286142152648615,1.748646790808334,1.119252766904846,2.2610611374656857
Kyle,-0.4896848176856222,-0.8656846064709277,-0.62130855537196,0.001203712607016248,-0.5731143288416678,0.3113523524503558,0.17349715861323642,-0.38397806973349796,-0.15770623643134257,-0.44009151527868107,-1.1788347856304233,-0.44734957168375183,-0.5653706338204555,-0.37308954028536706,-0.21417440702241408,-0.9698813007279778,-0.036906385202008375,-0.6148940527982331,-0.8810402841664499,-0.6225660598664561,-0.7480306655815421,1.0612067330486599,1.0347817481973212,-0.2450018232456021,-1.139143951069133,-0.30199140304582467,-0.05092553793832474,0.21475035358536207,-0.9532678766711845,0.7356850440125033,0.4836684165250148,0.9096579518160135,0.32267344950531446,0.8703219238031226,0.15459068974005566,0.4536529063396365,-0.1959668415853789,0.32200890817864086,0.3193028088582148,-0.23157410786347796,0.09619358444611287,-0.4671174245373222,0.45249619028540633,-0.12714822134494902,-0.3063286442845579,-0.06851471703406037,-0.45236798823302,0.07568705690148989,-0.09915781694273441,-0.29365945263572635,-0.2413350868023939,0.21225559001754266,-0.15050897037176542,0.4468559415201991,0.007190568171764244,-0.06919136864710819,0.33867574199621386,0.10206960914626205,0.7837838430229468,-0.5576802787055519,0.18671333508334473,0.5557227472762541,1.3131553770868496,1.7977906647500799,1.522135289618909,0.9364463943428925,1.6569630873579893
Dakota,-0.34110866363109843,-0.44947246016787884,-0.9806578357457914,0.6937903344858342,-0.14231349597557863,0.14375937061232544,-0.02828757055509954,-0.055018513654757954,-0.353190222624955,-0.37283023642717117,-2.10894350351425,0.07930893622554595,-0.6536894344920583,-0.5581376529483528,-0.4749868242350995,-1.287038698601688,-0.6814693073265421,-0.8783186595948668,-1.246148509020027,-1.2837192063290286,-0.22923942274790932,0.29973087643802476,-0.4291532046266592,-0.29743564612196205,-0.18828547807212162,-0.16588208904761423,-0.0004826643339018591,-0.479106800457583,-0.2878122004658528,0.09742487271911215,-0.3590151406383597,0.29950133175655713,0.8853663929197167,0.424255741154937,0.2919082155172941,0.3551389069454856,0.10871379342990059,0.34366171532144,0.5273950270926682,0.1449067754080041,0.5354955167558354,0.6739454181014303,0.46335719455504987,0.2696299438471125,-0.036423351209279545,-0.044737783478100604,0.012425415849981324,0.0013401548177007898,0.04752635530830272,0.05891600973397417,0.15383866842396535,-0.331389609221191,-0.41958450050464247,-0.20546445453928522,-0.08093621486928201,-0.45962966011821266,0.1470873678941257,0.17048317674611935,0.8052205684027731,-0.46459563216569505,-0.28702151029556733,0.2133660497569588,1.137192989167822,1.3178148973902266,1.204914359783794,0.454913901383077,1.5467293048619735
Fred,-0.8446285269674804,-0.8612621715866695,-0.6809643213545837,0.4488904547498707,-0.7154692292974139,0.3344404992288089,0.08622973266203392,-0.09817006989362212,-0.6596582153065673,-1.090955281290398,-0.9579192682987366,-0.8439167766392369,-1.053058696853058,-1.5896933048016493,-1.3617685559557104,-1.03316880830298,-1.1755010530382048,-0.8445094442088117,-1.6277878237289989,-1.3517486081127292,-0.5499659385826839,1.679322284119246,0.7038469149768776,0.2743226790408617,-0.6586975205788324,-0.44210067946136733,-0.5939820053522236,-0.6456836313078411,-1.433454975755877,1.237065502282579,0.11076704525833225,0.6570403201675988,-0.03966134142486904,0.5460037505553169,-0.5912846554330772,0.4944375020957991,-0.1632003428899865,-0.7486790241009661,-0.322591289763919,-1.1322371497050092,-0.5766697884165151,0.11862273086209972,0.7042604316855834,-0.7088315890972232,-0.6895403649319229,-0.6081843206552333,-0.7119564772280252,-0.28094668221909813,-0.5408336913134216,-0.6195668077565337,-0.9019422315699084,-0.00010729045028506094,-0.3637832267746515,0.3027746017432855,-0.45288142299913275,-0.8444828258945226,0.1513917905115473,-0.08318521547884587,0.6558495122438757,-0.6835439693408334,-0.3770478826773205,0.766717641727175,0.7970118779646773,2.173981311963607,2.133446684117715,1.298444911282888,2.0541406024367777
Henry,-0.8210081539245457,-0.8262568348656628,-0.030889015420610587,0.7608430321176539,-0.6396185522122652,0.061566465422965226,0.11630386561829674,-0.22819422937423894,-0.13473066700072986,-0.7514551030162617,-0.9593454222652248,-0.9834032644990338,-1.0770983423357254,-1.2256146781257342,-0.694230198068162,-1.7009221024922618,-0.8935635988291245,-0.13737770856169024,-1.6286290837170252,-1.6510846702242976,-1.0851301113630007,0.8649961844381195,0.9220585846972381,0.3681333017895081,-0.7391528526352267,-0.26861180082389763,-0.41697402990038845,-0.15791775860215543,-0.1937964314591692,1.1584554894458319,-0.04055666531699295,0.4387614302711709,0.2973423033416687,0.3538873773437005,-0.008389048735238328,1.236231727192505,0.06813056057331775,-0.33274968719394543,0.42878738482693485,-0.43958063206188375,0.1899713765909057,0.1372415652904639,0.4336474093162902,-0.040021254731591696,-0.40350560218868936,-0.42936180477164476,-0.2505354495307875,-0.1256061437021927,-0.3612580558398043,-0.2250191133993443,-0.20448337263392233,-0.43688270825937897,-0.4335317913578898,-0.08353591154593332,-0.4272184727058093,-0.4615505694676924,0.28759895934705104,0.003296620844041774,0.9427265653040455,-0.4473410486777224,-0.1753303247266965,1.1057161358796495,0.9611790929916904,1.6723838573762833,1.5518671025235293,0.848412694880679,1.9587838290740873
Stanley,-0.1359676948026508,-0.4341219533633708,-0.2011513062570299,0.7034271437631631,0.06543197438954194,0.3130372215668302,0.6246044536057493,0.5489067842364629,-0.03840412009057609,-0.894211060528772,-0.5276407428459475,-0.42976219281596756,-0.41383223291724835,-0.531004316233385,0.05984560420305991,-0.645937343670142,-0.4367773537760982,-0.35376919862136585,-1.1315857047793705,-1.0947347107977226,-0.495472899566738,0.30708256185668237,0.9566668555100825,-0.734865296314246,-0.8263197297698631,-0.6954688112952748,0.03514627088050867,-0.14290974146172222,-0.6953410035982553,0.23361588313042267,-0.20544675711995417,0.5467501370219054,-0.01792094949239684,0.7229606686960822,-0.009058670118388425,0.4841959716453294,0.1246080038771581,-0.3129976703782749,0.35246335556639097,-0.2753740465491458,-0.12204354621229449,-0.25044014917480145,0.6666932731013484,-0.17836532137592284,-0.28891124053832523,-0.2720452321318947,-0.34906692179939125,-0.06949353966894241,-0.1678588532044665,-0.15527377642289583,-0.4117502255175135,0.008444656465645338,0.08526705362754887,0.536951618308676,-0.019442789355502248,-0.411193730993655,0.511906964194088,0.1466894874998487,0.861172430596836,-0.5370768125178178,0.17605342541018773,0.30780859077541595,0.9919350658274498,1.6563983677053666,1.5892657243199402,0.8786706509341274,1.6808324437240951
Rebecca,-0.1673430023362412,-0.35792604958427776,0.40758937857251365,0.3410080615748201,-0.5877075420793416,0.5400645302896266,0.2574303695161992,0.03799088818674694,-0.4167767880736604,-0.5602073584154291,-1.3503559397248361,-0.3162106015683435,-1.191922136629291,-0.8824879297783608,-0.9411932577257434,-1.5509855025595178,-0.7309861161765935,-1.1224918069074388,-0.8633445937322477,-1.431034726217254,-0.461113691459648,1.3281007892433627,1.4184606196420144,0.12773066092427862,-0.0297403496314355,0.6876460697552115,0.07023046905344749,-0.14389997141244165,-0.1937791904149509,1.1708165497703027,0.3492587629923142,1.0492862854980607,1.1566174932658668,0.8487618380242598,0.4199490141001281,0.6586872042042753,0.47018132229456694,0.6237557708315183,0.5854977953911173,0.14940618784185242,0.7358799871901304,1.0005266962290698,0.8163260200496476,0.6094106338854213,0.47206274878248516,0.25412040778141437,0.30995480499429234,0.29481129818237767,0.18426168098888146,0.4301176495776669,0.49407136184820544,0.5277202784877942,-0.13351300383660308,0.689664841240716,-0.04464901680455225,0.05914127611781643,0.5487170287568417,0.14025863791489854,1.3367236788425714,-0.17230578941363525,-0.42264353437442265,0.3338689588293767,0.7487356511700539,1.7943712587427427,1.4047477060012041,0.664634244329103,1.5145700513154716
Ernest,-0.4267720535177295,-0.3407971662875723,-0.8255827974521286,0.3626625177073523,-0.374579193001593,0.3141572845239979,0.2882972787631154,0.08665091967767295,-0.4391087438427407,-0.11477807666531313,-1.5033962644475747,-0.6226016021753817,-0.7563618576805118,-0.7073810507096593,-0.4120558108606654,-1.3072448064962159,-0.704980634714372,-0.8669614999087092,-0.9238009543510108,-0.40787161529769395,-0.3873038891772315,1.3759034898507205,0.8364066465296778,0.3302355218338424,-0.2381088291751313,0.07844982125942176,0.15114340900510354,0.2791725585866395,0.1559141268353184,0.8831772736498592,0.657928879419905,0.7303607817983834,0.009785158117312445,0.5408775218894576,0.007457522030009305,0.618369126658577,0.12768953496159247,0.3988583438598397,0.20406982801814239,-0.2853770460255216,0.18113976762028874,0.015314179274997668,0.5636990993569315,0.03175132968705947,0.01395045611144236,-0.30808742107381587,-0.00878812379276045,0.01878700288833318,-0.021626251555576428,-0.052441547324225846,0.08749263349855654,0.21229100880849458,-0.0624559531510265,0.3811175577851219,-0.10277147256424222,0.04518483372575952,0.3768625112212712,0.057874696001737835,0.6261269746879874,-0.11875588872997182,-0.1376647586489317,0.545723699879763,0.529371819152189,1.4633470957346906,1.5041279110946917,0.9843763921974338,1.4168303523909105
Dawn,-0.5277095019788112,-1.0160906552192517,1.0409427239982418,-0.0696246078406016,-0.929731034924098,0.3395823154421334,-0.008770625695663756,-0.16752518384344783,-0.5849969143208323,-1.2098333119723694,-1.7415912061930618,0.2610190955946575,-1.1545874074982,-0.7854715724873574,-0.6612667329254912,-1.5679078066795866,-1.4639491910535543,-1.085483082068597,-0.781449888477258,-1.4296510403081009,-1.0773752718426426,0.42812653954226265,0.4794217039950863,-0.4317932002378577,-1.0564180899237838,-1.007059720162583,-0.39265912582011947,-1.0329587424267141,-1.098406931274951,0.1744221173761446,-0.5975441993777495,0.2227723249379541,0.0557664353073943,0.5290164559881002,-0.7021982842839772,0.21791387746014754,-0.7458675654827044,-0.8056417166291924,-0.2830900993551094,-1.0070345261298546,-0.593877905020381,0.17558519797043814,0.5172133196658718,-0.5235541650775044,-0.6953583184922518,-0.5455764521468731,-0.8033182197921641,-0.5659357548595102,-0.8893738183192732,-0.898686889989541,-1.0099437343835926,-0.029079652620716063,-0.49277073142163685,0.3528397722878043,-0.2050753314540648,-0.8072560769405306,0.34449853401800196,-0.17784019058977274,1.2084040186664062,-0.9857092690768013,-0.6260642510921687,-0.44692022957824284,-0.24468316096587603,2.2750257280145645,-0.376821241539779,-1.361751130200817,1.2170566614545129
Judy,-0.5406048655382696,-0.6959991608473075,-0.5383258775699976,0.3194336225065983,-0.523136472133093,0.049735220182879875,-0.23874217157288308,-0.3740654821248557,-0.5378905149835308,-0.8109345179465068,-0.2596435851772372,-0.5732319222651137,-0.2727945004971479,-1.0188317807239793,-0.8266813534138769,-0.48302486217328716,-0.15343265905044065,0.20557601603869144,-1.0643701995525074,-1.012551079090351,-0.4147452246753077,0.9740132141588171,0.2262713044371902,0.39478886356163545,-0.1555095323328593,0.6026688977438747,-0.2460272603913644,0.19473197549669574,-0.2938995574174146,0.7128265715189719,0.09625196140671352,0.2892803819837876,1.2844518308365322,0.3537124832708886,0.46914083626889563,0.5654116650418118,0.6570720501817419,0.3503092304708095,0.7643808583487601,0.19450252128169507,0.7177239547363805,0.3022585155729331,0.405812429055785,0.6726339745962828,0.4400799121955947,0.42016708044864864,0.5269672064174713,0.46687732975530144,0.22295584813172886,0.48656588538655976,0.2537818813670482,-0.20012051663752317,-0.15215667067602442,0.13828255287024968,-0.04263599835736494,-0.2165669778995577,0.11401786741470878,-0.13319775341260345,0.6765151126323378,-0.3448135699223116,-0.2687479457355938,0.41702419686113623,1.1158102995250436,2.722212324088396,1.3258950841156925,0.6691534492377131,2.3949917928875397
