index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling
water,-0.5965357346952979,0.4330419859558662,-0.27654961760918034,-0.6123675422610574,-0.6329732556570776,0.44987739564982515,-0.6275293674680064,0.17563530768590926,-0.7128630428382824,-0.6439642902620928,-0.6277463073338769,-0.6909552664904711,0.455736000966478,0.09543248512357791,-0.7310138486421193,-0.7955930288726988,-0.37091714479685345,1.1389197807513964,1.7580615667794786,-1.6015532988702954,-0.05505472424237841,0.9115981174718681,0.48030864507923804,0.08727856374851377,0.051982758596883324,-1.1285049636082631,0.10320912241013606,0.08116906229672256,1.1617720946721268,-0.3344540840388036
coffee,0.08509041064171283,0.49802061213009347,-0.1458444262330583,-0.14271257011778332,0.3762437607421397,0.11126785023927498,0.5955707762887831,-0.05385627760106213,0.042554397805408435,0.2266337319894983,-0.24279664030927917,0.225978289969393,0.45802781961230127,0.5678952898661404,0.22859046392384869,0.25586444918019824,0.07161723183164317,0.6307498969888712,-0.175710944955717,-0.21630251084033983,-0.06055372328648703,0.36049617678401585,0.2233025287142988,-0.265283862359461,0.44805881366746664,-0.211283012761891,-0.7696150401922013,0.012822413940177132,0.06794686634899687,0.4277040359698761
tea,-0.8422776947341752,-0.9663614274498744,1.2650954625624857,-0.6369368696922382,-0.1181980824470464,-0.8039438340589179,0.768499359204747,0.5111966653910855,-1.4431944417807707,-1.3566715626070651,-0.40258871539070973,-0.44214628533963946,-0.3575549104602458,0.9059938325668274,-0.613894751121653,-0.5931220964082812,-0.9688978330737626,-0.16875803584889756,-0.005303566540778457,0.5335624331359546,-0.5047235170679139,0.17322822039783856,0.36010520910220983,-0.7207543287275995,-0.13765930289282582,-0.19700552101959287,0.34845415865257784,0.16274740323412273,0.08131993860425274,0.2187836209103031
juice,-0.08533981562051272,1.2440512566261146,-0.5026199091806038,-0.1522906270541477,0.3362172867400766,0.7518964586098834,0.10626894066823644,0.19996634172443975,-0.018289678746448705,0.2780477429164998,-0.2213802108677718,0.15575886648726478,0.3626247486431665,0.5325634207856929,0.04244190492968052,0.2243392669752466,0.43657542373787567,0.9870380434345657,1.040828625778595,-1.0687458498211788,-0.11572210058794265,1.7465781263316666,0.5859831785093242,0.5329626060558793,-0.46393432362843634,-0.5830823327658498,-0.044165691797157805,0.9027961010855394,0.5299981622400797,0.2004817305978837
milk,-1.2361668503579892,-0.7222857344586963,-1.0891389959717022,-0.9063477370321592,-1.4602612283065712,-1.001485517089238,-0.8129203807196786,-1.0988313431836687,-1.1882898590407962,-1.2017639123695494,-1.0153379052941665,-1.6651965844734669,-0.8916263412687373,-0.6293105349312036,-1.5799236772377536,-0.6495312780318354,-0.5602353286299748,-0.1748446911514293,0.6852043478409151,-1.7358501359644425,-1.2898968989570045,0.21580204378097026,0.06453032308331487,-0.5055514534870652,-0.6698267126914296,-0.878785142727711,0.5180891398067096,0.0539310749404549,-0.21044769300033953,-0.9809696136289374
soda,0.19714349157211303,1.4699866788928182,-0.846507505665057,0.45334082317449886,-0.5298927568892726,0.9034433184070468,0.10592016711360165,-0.25219590928841656,1.1428353564936717,0.9465469021706061,-0.8767414273656072,-0.09676515984037097,0.338501503755072,0.08259223165943794,0.057565814815884214,-0.002210030911979889,-0.10656097761681659,0.46454467149060985,0.0731020389489899,-0.9346677892041313,-0.25850651253357576,1.0347159869243385,0.6857297168330636,0.41981749564992465,0.20341164055644592,-0.7191335969494628,-0.7067066525685901,1.0044372498657148,0.44179509394343996,1.299365219842168
alcohol,0.06506664607656346,-0.4723665854079842,-0.3840220551299696,-0.5055523354221745,-0.5306466395311842,-0.1703619089228234,-0.4946002579009434,0.5259877674958984,-0.8624030496342973,-0.02713899551748584,-0.2643654457754531,-0.4773424719479572,0.46670581059393906,-0.3069875735389103,0.11635925184356183,0.4320545667845521,0.174604916994135,-0.4282860061926129,-1.1987839795580824,-0.4886652352724742,-0.2879649975544045,-0.26598605736764364,-0.07402915007891155,0.0895382179833891,-0.5275152745352747,0.09487399000592393,-0.9893596792061448,-0.5733376423795994,-0.7366914552305979,-0.4675760443571046
liquor,-0.7630546761184497,-0.3844740677321004,-0.29263952998470294,-0.4339060445183467,-0.6108619129736214,-0.30960839566362053,-0.5115622422085073,0.5298168292908673,-0.5771711381537731,-0.20951512760173296,-0.7814905152487751,-0.20049861141910827,-0.11644343849618755,-0.5777755063524608,0.36301635844944435,-0.4965494854841157,-0.08845811761814037,-1.5780838339361942,-1.3008534852651734,-0.18743138025026065,0.44310557955683016,-0.48869323855906155,-0.5104228834006334,0.13005142526775923,-0.5113020844137198,0.6211672682476037,-0.421015147757681,-0.6795731978863555,-0.949388435657816,-0.16044692281323567
beer,1.1788759908611928,1.034994273310119,0.8380789756298654,1.1532051346160297,0.4190126217156629,0.9535796741064473,0.48800160652901325,0.3411847195070063,1.5056410661558708,1.2185918914923164,0.9533649663427801,0.609230351926329,0.463302971409661,0.8761485683682854,0.7090519563029849,0.17076152048726173,0.6759386085165379,0.2451639520660666,-0.7013224585745028,0.8498293779817278,0.6041522341733673,0.20130758706475682,0.8178431484822285,0.8248299891306525,0.5747886603686033,0.4133392454850963,0.5053402391148519,1.0013479604681714,0.5138626188266718,1.0149086564944907
wine,-1.0426012487892984,-1.2118901675326608,-0.9309643924671493,-1.1988734297047314,0.09850114802928629,-0.7745741662014964,-0.10491199410285999,-0.9667396316600528,-1.5380737302700391,-1.4367021160027067,-0.4720650285524147,0.02739554282326744,-0.7693163031897056,-0.8438174808817389,-1.1603840983300566,-0.6090642855854802,-0.8721229436451347,-0.5343518964660084,-0.795409268338232,-0.6793057368256954,-0.9106403926471758,-0.8996061306263138,-0.9624290631190904,-1.1766833895889404,-0.4704724620552356,-0.10570221857209301,-0.16051473521599824,-0.7652124254257968,-0.8098164649408891,-0.8714182774007045
vodka,-0.03212069432403571,-0.05835739853235708,-0.503764675238975,0.9781564356691057,0.3560798951808434,0.527121186320316,0.14949134442126313,0.8372137048655607,-0.8359869170784516,-0.00994830652274072,-0.11873178714872645,-0.2995979503294189,0.08872711227808851,-0.09519148643788279,1.0814347149593657,0.842530455260695,0.878975888009639,-0.30670956206495426,-0.8345470104566691,-0.025776754231493795,1.1068119058422465,1.0288211202891084,0.42908598789052943,0.8281474010176991,1.3518446725474587,0.4325547664361243,-0.6001630534670501,0.19975284249091735,0.2935625805644261,-0.145943687422401
whiskey,-0.005874423136881406,0.0847247866058262,0.46569984250763286,0.5178030624118375,-0.5211572008241302,-0.6167366017346116,-0.20170813105566504,0.421175463001985,0.3331424140367845,0.4977946955044399,0.4438086593355344,0.7460656297048308,-0.4561593205135393,-0.6819155100143935,0.8835483219918847,-0.1218884807775468,0.035813562126478016,-1.5090989432654602,-1.5113081370746897,1.193468462450266,1.488882441117792,-0.5289675143562839,-0.45253532502974403,0.5279657528169631,-0.32706844708441446,1.1015200110215904,-0.10244446365346233,-0.05231843916388769,-0.658495904655437,0.7240315450427727
champagne,0.24193217363796557,0.35648822859491164,0.2035727518456622,0.10072328809735212,1.7148870301082955,0.4636301094435945,1.1544007072731608,-0.669697274175879,-0.16159761938193468,-0.23967961119856696,0.5180776466897459,1.137609659799287,0.41491782650283454,0.5178462209393638,0.34921054709596455,2.8324681714210813,1.6719961264251302,0.38264000922250174,0.431911818744925,0.7216469907538181,-0.22302764150310742,0.9920077842226402,-0.03917063473502041,-0.3345647881140832,1.0759248147279652,1.664231204028207,-0.7719360938768558,0.03803008855016935,1.0135936983171505,0.2698205751908821
