index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Michelle,0.6094133940125456,0.6895169953149691,0.9019654517627474,0.48556391767999046,0.7170799460881526,-0.41085097117739483,-1.1777734195501697,-0.19944109255197784,-1.5612067543866868,0.4132544686837654,0.609251439556357,0.7310646012703595,0.9531844050448999,0.2906614002160745,0.32324604619266695,0.5710177870518075,1.394418401650918,2.057865015813488,-1.2534053482631906,-0.26105649739586195,-0.751895564034079,-0.9767722137519808,-1.1655228680652876,-0.5985006168079463,-0.7224088161232617,-0.865172352899828,-2.44911778454694,-0.41920401054728235,-1.1039965872605604,-1.500469555310945,-2.078878356193809,-1.9323575876998274,0.26111133331257874,-1.30398872557735,0.03651425598882819,-1.9441648565787433,-1.4546471205857667,-0.5751587414616268,0.39493930965382745,-0.12009324479478065,-0.46892895653912464,0.09957665982243627,-1.6695776631746202,-0.29528466508370343,-0.5267934817006591,-0.5614072972655177,-0.37663047408026545,-0.2504489702955024,0.989189119809145,-0.10020406214584912,0.18179574494963555,0.18126184987677516,0.24950920623153128,-0.6243748162193894,-0.1644680743700474,-0.5396174450610258,-0.1879064023500651,-1.1026486323121418,-0.17673593638850596,-0.9201732125108673,-0.732167605934962,-0.7440698332975391,-1.2329862164725793,0.6217286774407563,-0.3689691873962274,0.49015452747302624,-0.8124852604834275
Deborah,0.1998803299388124,-0.14598846963035916,0.018631799091053187,0.27210127959912,-0.14033587182015356,0.6157525567827167,-0.8185859924652358,-0.036193222305356064,-0.7999180080480974,0.2548528758279976,0.5470497427388289,0.5999159164191519,0.4833941432035724,1.5457296249226615,0.11314464076353149,0.39853876111182474,1.0440348119461784,0.27556800625394684,-0.6049496122528129,1.452901003272769,1.1514052618901482,-0.5301465474204405,-1.029752131116763,0.001691260211480486,0.5789874639470078,0.5256263872611237,-2.0327339921022167,-0.8603643239981053,-0.4317212763983462,-2.0378168150371785,-1.9400804436068115,-1.2637153432991541,0.016681631965453202,-2.253184882772832,-0.205148220537529,-1.045957279254668,-1.275039116881774,-0.00041353296441420885,0.018437829143311935,-0.5763204191876761,-0.8046380110649891,-0.24752163139018551,-0.5694468357176288,-0.30652088597218335,-0.09668042544250512,-1.5881274441976563,-0.8964238386827752,-0.3670070202418703,0.6913333984781115,-0.4571277745072283,0.5126728190317178,-0.16328241721127154,0.2939345769633875,-1.0656177194505572,-0.3784841650945744,-1.2680652995294783,-0.5932914340968762,-1.5998975969408162,-1.777346958631178,-1.9337550596310595,-0.8550381719871853,-1.2370196762305758,-2.117227959762732,0.32057617397152083,-0.06858046602617772,0.0749794193930263,-0.8132859247324398
Scott,0.8122614010059027,0.9130161617534742,0.2731251538624016,0.4216057995937296,0.8204699681293228,0.246668485540572,-0.8727251229209091,-0.15206047361733563,-0.8575092844970839,0.1897401761415946,0.3935444008108083,0.6067866965318496,0.6804136147779412,0.7711094277580843,0.06676573786460567,0.09164409439463707,1.2886108633620699,0.45917095071387487,-0.8415492006893072,-1.0673542451747198,-1.5619356756691767,-1.4765341386815773,-1.343297168728074,-0.13614720358315288,-0.8971245383749986,-0.11093698358085946,-2.3185291264114767,-0.9245106965499159,-1.78683093791131,-1.724671019298153,-2.0120781913156365,-2.0537719099988374,-0.5976970098694381,-2.4208563522099937,-1.0292476004994437,-2.33291049905901,-1.0482201867471015,-0.7720219596386809,-0.44266653717546145,-0.7021931291093275,-1.2450866369533888,-0.7168759951024494,-1.5686131912493235,-0.8137280861928122,-1.3886538214543835,-0.9706137670123666,-0.9225970252042364,-0.9537474792450354,0.808973948279725,-0.4922791787547654,-0.5193863988224383,-0.7017335797400857,-0.28628107882946063,-0.989695384327428,-0.6104857799471594,-1.1892515289573895,-0.6987294189619309,-1.4241876453007978,-0.45837271808420754,-1.0149547590983592,-1.5489453022010056,-1.109901459504757,-1.2772983934821545,0.7205853330589236,0.017439919561157126,0.1220606275864698,-0.19144274605770487
Wallace,-0.046120380711789546,0.07283458184013308,-0.15510174543891544,-0.08830073530677579,0.890696207822518,0.09851247805588426,-0.5506422006246191,0.21496612994535805,-0.6279012193699932,-0.14782807688204816,-0.03502029636550856,0.3493870992906703,-0.3269926101846137,0.603463944710652,-0.6497298946031655,-0.18244601320662676,0.7054536808861579,-0.42286264716880423,-2.553661483559355,-1.4343156125224685,-0.8687138137938509,-0.9414014326798259,-1.8388369254075234,-1.209522426856929,-1.6185700058408061,-1.6100713025312892,-3.0300952155315586,-0.544275305966025,-1.0656772661447351,-2.744272491585428,-1.9503019700737947,-2.0903723945497856,-0.2816927467520151,-3.3267777864141967,-0.7061883801339329,-2.7572426232640623,-1.437779867769965,-0.029670463531509938,0.747306642582137,0.039876764851593895,-1.0599241085440625,-0.4815396448345511,-2.124855485718333,0.14456385964402912,-0.8491823344061044,-1.0491661635254277,-0.31845848576076025,-1.3763419534273784,1.4622326914499795,-1.7870844020423253,-1.1682756706793676,-0.9361540045792356,-1.1455526727878043,-2.4166810242154395,-1.4198284288776264,-2.106704547122198,-1.5844767822940176,-2.902247279176782,-1.9253063824368908,-2.839351081985475,-1.9332422062490553,-2.193344345816575,-2.239609275512451,0.9634013855049558,-0.8804885610174753,0.11400916465933691,-1.3599147204100033
Hazel,0.8861126548303048,0.33051500447134896,0.6366207188155857,-0.22217204792678222,1.557698322128243,-0.0717133577620057,-1.0456099242914445,0.0485297624453754,-0.7058363108445745,0.5449593394627702,0.6886230789487552,0.5729395344763005,0.19181562086318354,1.933719477149166,-0.2684028144614626,-0.18687828233869141,1.3637554636261298,-0.011524360261392837,-1.9404700648006556,2.053578708713249,1.5360299067126142,-1.072591716766744,-1.1889516871484378,-1.5748910397000389,-1.5951230651564456,1.3094320692541834,0.21225962647122928,-0.2342652875033827,-1.8408102721200057,-1.4028159312822517,-1.3068140168388147,-1.8404968681475014,0.06835251082799071,-2.657817973759565,-1.0241554014951877,0.8965155225155669,1.9614017482535568,1.0705583186547158,2.6553997081359624,0.37100871655806694,-0.1775904155135484,0.6167986120566343,-0.8049281261488321,0.6156817808412031,-0.029169518089684494,-0.048783259825737474,1.925709810509556,-0.7075854928394231,-0.23277239538069422,-0.1270016386417355,-0.4221925151002194,-0.5746759074724345,-0.6208238602323425,-1.6917278114485714,-0.7909957935358516,-1.410191691636847,-1.145498829377919,-1.735966195343338,-0.6695982283115509,-1.8513557267019913,-1.4443412503206081,-1.378249454541519,-2.0191778566736907,-1.0244511428878227,-1.7741822475967484,-1.2125780789410063,-1.9590133884914385
Whitney,0.5684663191358789,-0.4526715311814315,0.25035813989768446,-0.2857520205003421,1.309921200509585,0.13795529544990184,-0.8850935963563114,0.02609762333015979,-1.4747372682349773,0.1382315490577247,0.9462307637773686,-0.35126484932689017,-0.286287126574348,0.20543330342832988,-0.23945954914619447,0.49823649069165105,1.6954858568466087,0.933854275596431,-0.9835314166837805,0.04719094191227357,-1.5145721148143758,-1.934637153303573,-1.4227325259233894,-0.9278712937922475,-0.5569684026282089,-0.9789844793895381,-2.4389426235311555,-1.0192611514116088,-2.0815084172170626,-2.8833683381455573,-3.313236628746654,-2.2010289952721735,-0.7643076851742462,-2.191807158217548,-1.0648080473567205,-2.8632485170731434,-2.1515722493160405,-1.6164383618321971,-0.8797111568800005,-0.9266514144456885,-1.6547681425976841,-0.9884596474601465,-1.9132189377931828,-1.6082360616956168,-1.6027477434428044,-1.2439957048896608,-0.7779153447520606,-1.0343022903590573,0.09723837630624219,-0.7480869543177397,-0.2902245993249,-0.8327250989029218,-0.26309932209354703,-0.8895799336780172,-1.543135338138386,-2.335005129529231,-1.1828678093510672,-1.233919385243387,-1.495586336034158,-1.7676683849831827,-1.8399523929743773,-1.5833443038846033,-2.3393600370281398,-0.34200699091768777,-0.9650647394571201,0.015965102940880167,0.4888986687002594
Paige,-0.7482471004104069,0.12877935432402518,0.1948600274872242,-0.3374448463723728,0.08214613264214668,-0.8645561194653983,-1.486298700531674,-0.811070381264243,-1.531375948158173,0.24145217967730637,0.506824053063691,0.19975921583905018,0.05319031968258057,-0.062401918176744404,-0.0473163930062109,-0.12056915529703477,1.4360212828854233,0.20461476916992688,-0.6547460377727512,1.2309680095924012,-0.8508210120719049,0.9657669550882627,0.36462831762950926,0.2196321777361331,0.6640249614862467,0.7545968762656358,-1.5809028807855265,0.07978135828468208,0.6301566166249306,-0.6168750315684324,-0.5054276876608941,-0.5248375927900686,0.7345575826686095,0.7877592674931897,0.049553840445136936,-0.9649496141494285,-0.333466020047817,-0.3944959591133013,0.5656573492766361,0.1989586302969175,0.6118453965713493,1.629497421876662,-0.04645321861793705,0.9325047209923869,0.50603195103773,0.2727305559431501,0.9362729807186263,-0.03908859099668834,0.9804724886871033,0.41452307771470986,-0.3942476132492693,-0.7639231373629436,1.6647343914914832,0.006283203384120421,1.3458818738023877,0.5160985777992896,1.7813336101236026,-1.195729577849489,0.5163312465016805,-0.18904178405999297,2.08212970843927,2.2386540512564816,0.3826785552518207,0.8180140553934742,0.3779347361449017,2.0104031800769717,0.18590213382757131
Sylvia,-0.4853798519644883,-0.005956039807380683,0.6006612672191546,-0.1388283299824678,-0.14261939707758203,-0.921432200449911,-1.868083738868985,-1.0523448492555412,-1.7268588844311554,0.15527605783553552,0.5178481620207717,-0.21263769998535653,0.8433158831063511,0.514034940777562,0.06196566779184735,0.06083798915682392,0.5532436897180781,1.2525015853436283,-1.9959944500665194,-0.9710844636946835,-1.2075569452230852,-1.426559571627147,-1.9121203809133227,-1.757166526830739,-1.580849557912557,-1.6563924466984086,-2.192107408153607,-0.6391625232019106,-1.2840573839791756,-2.3592089058569643,-2.265034787949241,-2.1573492716006606,-0.043247479286984865,-1.1016392423528172,-1.2630674610789987,-1.3871562130009532,-0.6321344244323991,2.2874882292737286,0.09569430976099332,0.3414523816523079,0.15377694160606473,1.7946855616336543,2.061744810103465,1.5873903024293567,1.7928197934314263,-0.6715741992305647,1.2411043837660392,-0.550132524864638,0.5105505239899568,-0.5038219280560409,-0.6357046375445788,0.08274902802148626,-0.516973353004117,-0.8786724980468762,-0.35875162571412594,-0.7020636622609185,0.16752487258941054,-0.20098120293081015,-0.6645594941536291,-1.0703731884585288,-0.15064187952714495,-0.09086003812390984,-1.472772784814239,-0.5721944420510672,-0.7862601131442911,0.017771112077579088,-1.0917817489279553
Shelby,1.0546369443310426,-0.47952426559616024,-0.008390208834185493,-0.7081064591961148,1.54460427160847,-0.7761170619935657,-1.5540907972997329,0.06108789165761263,-1.335270129007243,0.6087296315576368,1.0141212144550054,0.3051833128356878,0.432784645022627,0.6271594378356798,-0.06485330510853331,0.734549143649614,2.2078148323717226,0.8112397177029261,-0.5720536101196304,-0.06457289845256227,-1.6434549931121443,-1.5375040310142667,-0.8858993215669142,-1.2704556428675022,-0.46803567538546403,-0.6637334533460186,-0.69103070622143,-1.0094198775532084,-2.05551960534901,-1.766772444544927,-2.201925512670898,-1.1459863484070707,-0.44185156123022645,-1.356748245512989,-1.2139910907119347,-2.361269018033103,-1.2187238065636308,-0.8673865698380249,-0.4579211258324892,-0.2645680005321698,-0.90718847559058,-0.40640830420832413,-1.6524353107107235,-1.0656051418578678,-0.9883139338116181,-0.9873689893365014,-0.9024689812976597,-1.005068541656712,-0.03913116254500187,-0.8718476747008514,-0.9746715944939887,-1.0745674136475587,-0.7817281956175053,-0.4601939762081327,-0.8140069386896325,-1.457563005978157,-1.0452550103991725,-1.085056257176405,-0.17144657949278963,-1.1235175976588108,-1.390169393916857,0.013622521661300574,-1.0186508163090238,-0.1659321740323525,-0.24009860600815863,0.7193047084034064,1.3107852396193294
Olivia,0.6539030948017582,0.16794716801276158,-0.3838041551064366,-0.7118958318320724,0.12015470581861158,-1.4847167952603333,-2.4531071821948385,-1.4139623978021651,-1.842213305897176,0.20279052750080628,0.4394152515837142,-0.12229916811375208,1.3582054603256417,0.9695402921092622,0.18195811688975955,-0.39854161608794075,0.33053060128872447,0.9600262102183618,-1.0001824655812526,0.9027938727756054,-0.9347759019241093,-0.6425773200199232,-1.1609864587825063,-1.1517671378970429,0.3023484823074298,-0.33406766642187763,-1.5994569865829105,-0.49866986311850214,-1.517911872030002,-1.683334224644316,-2.3395270829130226,-1.86688432878829,-0.13438464555492585,-0.5799697532454766,-0.9636405477396874,-1.4633162899147385,-0.598035426386018,0.747728394275979,0.09232843351447982,0.0770058904355206,0.6092234244139796,1.0194643871891642,0.8303648343101833,0.8442962135687155,1.909496788251027,-0.3842732182743076,1.519028924341504,-0.46696703703091136,0.7829870739743191,-0.13960684418432662,-0.046019117446134655,0.2351997641732242,0.5972891408375107,-0.17812869431593945,0.07855801930950654,0.11199750480512158,0.13735780997026284,-0.12477804904221357,-0.060963742730770834,-0.23967255524654782,0.7186654727819121,0.6858512075840077,-0.7087707604959753,0.39120080206663377,-0.31399705969247604,0.689099251763722,0.004745563713115344
