,sport,age,direct_correlation,indirect_correlation,same_correlation
204,cricket,1,-0.4054461351702138,0.006471183185330294,False
205,cricket,2,-0.7102259563776738,-0.03975405699914833,True
206,cricket,3,-0.7342146619024148,-0.056890133114928826,True
207,cricket,4,-0.5213775960623241,-0.03956666316631565,True
208,cricket,5,-0.4076203780421645,-0.03869135238147278,True
209,cricket,6,-0.2468550423457304,-0.016160372799859882,True
210,cricket,7,-0.19513788077786026,-0.013789314407886078,True
211,cricket,8,-0.18352471445826013,-0.01663408246095935,True
212,cricket,9,-0.10975247453018204,0.0008443601750191382,False
213,cricket,10,-0.0007709978153999714,-0.026698153564514143,True
214,cricket,11,0.18702012227388284,0.002994351203984481,True
215,cricket,12,0.1826348208944498,0.020650559074786246,True
216,cricket,13,0.14186665910308846,0.01585117236994845,True
217,cricket,14,0.4317020124516841,-0.004916405280657901,False
218,cricket,15,0.3531584202885055,-0.031283121700320965,False
219,cricket,16,0.4121800468597664,-0.0010017770261970943,False
220,cricket,17,0.4552129756520305,0.013427513776284707,True
221,cricket,18,0.5381130073760532,0.03535536260049245,True
222,cricket,19,0.5519833096599462,0.023023839356435837,True
223,cricket,20,0.11256010051728252,0.01636574582990099,True
224,cricket,21,0.38211707450235455,0.04309841156043366,True
225,cricket,22,0.36820569857673535,0.028765184060316477,True
226,cricket,23,0.3716350745179898,0.031629988796741004,True
227,cricket,24,0.16563886648971132,0.06229168615435075,True
228,cricket,25,0.10328186540691577,0.042767798110536936,True
229,cricket,26,0.15690830507797374,0.06296074391160689,True
230,cricket,27,0.057910320676867376,0.04349441025267011,True
231,cricket,28,0.008217196898198206,0.049409280247535874,True
232,cricket,29,0.07144863440768108,0.04705761227118041,True
233,cricket,30,-0.19573233486504907,0.04857891665742727,False
234,cricket,31,-0.11147761335491982,0.02263544714280557,False
235,cricket,32,-0.1886857965251686,0.06019978999611302,False
236,cricket,33,-0.24114242621776025,0.08128268181544883,False
237,cricket,34,-0.06683386331142141,0.0597000744928429,False
238,cricket,35,-0.17953146223293828,0.047890050305279465,False
239,cricket,36,-0.17560437491587566,0.07525548662716462,False
240,cricket,37,-0.2055737927524026,0.08616815238206679,False
241,cricket,38,-0.30768899353309265,0.06628963279116387,False
242,cricket,39,-0.3761069491260325,0.08206890674001598,False
243,cricket,40,-0.6673083660743668,0.10703862034778394,False
244,cricket,41,-0.4794373066362741,0.09155983220157457,False
245,cricket,42,-0.39643257490175454,0.10476568397218168,False
246,cricket,43,-0.6252257196243414,0.07557462027138412,False
247,cricket,44,-0.4313454550298519,0.0918093770212037,False
248,cricket,45,-0.5707675117879554,0.07977316952229238,False
249,cricket,46,-0.4500932883527429,0.09350736729053036,False
250,cricket,47,-0.620409391842243,0.09527900751093914,False
251,cricket,48,-0.6709440901169994,0.09354635261698638,False
252,cricket,49,-0.6158700650204959,0.10183271998733577,False
253,cricket,50,-0.9075612324116218,0.088200463874593,False
254,cricket,51,-0.6176960562722773,0.10423498987515524,False
255,cricket,52,-0.9152927626230342,0.10651271275357643,False
256,cricket,53,-0.8512560228092327,0.07496628310624033,False
257,cricket,54,-0.7876432232025664,0.06799541869029495,False
258,cricket,55,-0.6522925216719082,0.07034726671648026,False
259,cricket,56,-0.6198317219592481,0.07557509641898895,False
260,cricket,57,-0.8066753492606554,0.0691877100225332,False
261,cricket,58,-0.7961359207311492,0.06425917199796166,False
262,cricket,59,-0.6068772266940001,0.08473646749887709,False
263,cricket,60,-0.9616280952679016,0.06580792292524253,False
264,cricket,61,-0.91607622193547,0.09508265120464372,False
265,cricket,62,-1.0274237054673914,0.07894912016587627,False
266,cricket,63,-1.0613972874246156,0.08478091289239886,False
267,cricket,64,-0.9975670063519152,0.09631012829275874,False
268,cricket,65,-1.0510030991263513,0.07810042407637466,False
269,cricket,66,-0.7954414021855047,0.10725739897255918,False
270,cricket,67,-1.033939531106245,0.07744857992476313,False
271,cricket,68,-1.2422083555819303,0.0854984008476047,False
272,cricket,69,-1.2395593718791795,0.08611347129425208,False
273,cricket,70,-1.293066626900069,0.09305531440058584,False
274,cricket,71,-1.0162899411626023,0.07944102712396056,False
275,cricket,72,-1.2424878948441052,0.09002430300477429,False
276,cricket,73,-1.2113636249551547,0.07881491124418276,False
277,cricket,74,-1.0260823221956017,0.08070523992836774,False
278,cricket,75,-1.3646297179245288,0.060571467110673065,False
279,cricket,76,-1.1595321129032878,0.07260095997382436,False
280,cricket,77,-1.2569405695378058,0.0871261351252005,False
281,cricket,78,-1.2246341848548288,0.07985424232873205,False
282,cricket,79,-1.1721638444934437,0.053495123260225486,False
283,cricket,80,-1.4488816632331374,0.06566278914727237,False
284,cricket,81,-1.3257441886736172,0.07483714513594443,False
285,cricket,82,-1.4577053030785816,0.06741768157114066,False
286,cricket,83,-1.3997190922215477,0.05676431112171386,False
287,cricket,84,-1.2529189341191078,0.09109315176064366,False
288,cricket,85,-1.3689344053228218,0.0648194768224089,False
289,cricket,86,-1.4110034574572612,0.0755777838377395,False
290,cricket,87,-1.5093881154877125,0.07525173689765982,False
291,cricket,88,-1.5237668042462882,0.07247498531059615,False
292,cricket,89,-1.6604937432589688,0.06585338046973951,False
293,cricket,90,-1.6533171953030574,0.059168226538461086,False
294,cricket,91,-1.6632785417660294,0.04604236161934755,False
295,cricket,92,-1.5139163417424617,0.04115996673294644,False
296,cricket,93,-1.5684835120562786,0.04245313998717007,False
297,cricket,94,-1.4991950803556076,0.03798783780033407,False
298,cricket,95,-1.5363061903631139,0.04786668341201676,False
299,cricket,96,-1.4408911140239435,0.0358748488456029,False
300,cricket,97,-1.6341873622312375,0.04153386707786968,False
301,cricket,98,-1.4481073287699266,0.03748472890730265,False
302,cricket,99,-1.6032220484489206,0.05179333768007094,False
303,cricket,100,-1.300323830077606,0.02548266374351048,False
304,cricket,101,-1.706710813715643,0.030391909503819464,False
305,cricket,102,-1.4949078137779588,0.01888843042757061,False
306,hockey,1,-0.2854741192112412,-0.10977815210973063,True
307,hockey,2,-0.6722936323748341,-0.12869938664537475,True
308,hockey,3,-0.8056258197281669,-0.15003935575800587,True
309,hockey,4,-0.4915517703467814,-0.11000791272555233,True
310,hockey,5,-0.2604591889330733,-0.09171602801868617,True
311,hockey,6,-0.08146925649742012,-0.0441503715674284,True
312,hockey,7,0.023195983784343698,-0.033675284938197346,False
313,hockey,8,0.0922643815786654,-0.038231290337926514,False
314,hockey,9,0.14658023466515654,-0.012086680784940152,False
315,hockey,10,0.13861844780294613,-0.042852074608074296,False
316,hockey,11,0.37097961458879136,0.017429674017051526,True
317,hockey,12,0.4025498563772531,0.034593832879499166,True
318,hockey,13,0.4867450204224814,0.059665022918784075,True
319,hockey,14,0.6349981093794128,0.0413061175104139,True
320,hockey,15,0.5823877420431791,0.023902678068630542,True
321,hockey,16,0.6940465404991273,0.06836326629564672,True
322,hockey,17,0.7717511298455633,0.08774289517595935,True
323,hockey,18,0.6331404789187479,0.11597911520630745,True
324,hockey,19,0.6419507458333787,0.1121576060377508,True
325,hockey,20,0.1840277532153722,0.09217261351458694,True
326,hockey,21,0.27268047324035444,0.13028349413794402,True
327,hockey,22,0.2391197948336249,0.11145840231590044,True
328,hockey,23,0.15755679131171432,0.11780284184657425,True
329,hockey,24,0.06257811820199394,0.13498754749748024,True
330,hockey,25,-0.20300921809203706,0.12508909892221673,False
331,hockey,26,-0.1328276701310211,0.14432809933356672,False
332,hockey,27,-0.2892679229057469,0.1149668736602758,False
333,hockey,28,-0.24226895397725465,0.12578613778428854,False
334,hockey,29,-0.3944557579185709,0.11710864124181035,False
335,hockey,30,-0.8015760963311087,0.08523279054558128,False
336,hockey,31,-0.6454034750682601,0.06819723024249387,False
337,hockey,32,-1.0056237723325512,0.10452879289753783,False
338,hockey,33,-1.0280800081571917,0.1021538362266146,False
339,hockey,34,-0.8575549547042125,0.09623685028968933,False
340,hockey,35,-1.1183656926652743,0.07283920662920966,False
341,hockey,36,-1.1511164914901255,0.08604448120626254,False
342,hockey,37,-1.256558656275255,0.11441654556729325,False
343,hockey,38,-1.130766841967596,0.10625256226583267,False
344,hockey,39,-1.2760947668553946,0.10471229113483736,False
345,hockey,40,-1.6005509886126126,0.1021151529659899,False
346,hockey,41,-1.4425223227753623,0.11902289105819434,False
347,hockey,42,-1.302529431358208,0.13220512790121142,False
348,hockey,43,-1.5977885290707925,0.1054224317768777,False
349,hockey,44,-1.4691759466877008,0.11104411300592323,False
350,hockey,45,-1.6419298263748172,0.08647516779171957,False
351,hockey,46,-1.4413241435901682,0.12039565135422801,False
352,hockey,47,-1.6323326623584702,0.10826339662665596,False
353,hockey,48,-1.5433502244815325,0.10093119921845167,False
354,hockey,49,-1.5385860616858118,0.1074789371480386,False
355,hockey,50,-1.92985535736034,0.05417758959017265,False
356,hockey,51,-1.7413249333246992,0.09853106949269394,False
357,hockey,52,-1.9257722384498257,0.09398821580204746,False
358,hockey,53,-1.9414086365812409,0.0668200190892881,False
359,hockey,54,-1.915522859363016,0.05538045953797916,False
360,hockey,55,-1.858156863771504,0.056852365662767475,False
361,hockey,56,-1.8099018709619457,0.07092583964364994,False
362,hockey,57,-1.9763692127674104,0.048634732682594,False
363,hockey,58,-1.958146891743305,0.04775012237937799,False
364,hockey,59,-1.842535578294155,0.07466442551038299,False
365,hockey,60,-2.0323098799971504,0.008188322108338825,False
366,hockey,61,-2.263692753137413,0.06444378571303576,False
367,hockey,62,-2.4077652586738667,0.036331675791150514,False
368,hockey,63,-2.5616280584409195,0.0448583894084308,False
369,hockey,64,-2.374772353732686,0.05240388444970958,False
370,hockey,65,-2.396535973278266,0.02656247348227438,False
371,hockey,66,-2.2348186552710665,0.0647336803060408,False
372,hockey,67,-2.5615584186204767,0.02386635016179944,False
373,hockey,68,-2.6271209765105192,0.04015485565665269,False
374,hockey,69,-2.398428288131147,0.03312379223726144,False
375,hockey,70,-2.741276180739185,0.021961963336367237,False
376,hockey,71,-2.654937749305552,0.0226406510647388,False
377,hockey,72,-2.8531962100659753,0.00010830366896730815,False
378,hockey,73,-2.8690888685931264,0.01591808826375738,False
379,hockey,74,-2.6440431150768657,0.01622940652045129,False
380,hockey,75,-2.7902671921608646,-0.009352639084210551,True
381,hockey,76,-2.8020053511717733,0.005612432318297979,False
382,hockey,77,-2.629357891717706,0.02652492126120672,False
383,hockey,78,-2.6249239935289364,0.007251582519532051,False
384,hockey,79,-2.5629530443399253,-0.021285334956697162,True
385,hockey,80,-2.6550058322294467,-0.022707609514459333,True
386,hockey,81,-2.735709715795756,-0.012614835424901341,True
387,hockey,82,-2.648508740988476,-0.020680905625716527,True
388,hockey,83,-2.73911778525234,-0.0255131420288376,True
389,hockey,84,-2.6583550506717524,0.0050816489319198,False
390,hockey,85,-2.4323395362096383,-0.022403619640399167,True
391,hockey,86,-2.5294738047567367,-0.0031464707137539693,True
392,hockey,87,-2.78289280075654,-0.023087801403887824,True
393,hockey,88,-2.6929995091488457,-0.031140070128714625,True
394,hockey,89,-2.6080164705798605,-0.023540066835299103,True
395,hockey,90,-2.61273737741454,-0.06537040608265321,True
396,hockey,91,-2.904010673045614,-0.07050237880336799,True
397,hockey,92,-2.7789036246786343,-0.07636837563595046,True
398,hockey,93,-2.694428451015647,-0.06148234646139988,True
399,hockey,94,-2.8088560024464977,-0.06780383959090512,True
400,hockey,95,-2.7514158603701984,-0.05917213983207965,True
401,hockey,96,-2.765638078326329,-0.07676510387676919,True
402,hockey,97,-2.8515865582795388,-0.0590481862247821,True
403,hockey,98,-2.754918597059876,-0.05431709131671484,True
404,hockey,99,-2.9250434094892617,-0.060853999283607164,True
405,hockey,100,-2.1436636778938194,-0.09547415071041694,True
406,hockey,101,-2.624146221839022,-0.0960169751905468,True
407,hockey,102,-2.5978696457217847,-0.10985528563011354,True
408,tennis,1,-0.7268788466736212,-0.041018139867067434,True
409,tennis,2,-1.348417089651797,-0.006713352561135955,True
410,tennis,3,-1.4000273632878135,-0.0043457715431433055,True
411,tennis,4,-1.3683824181471034,0.0192822499553019,False
412,tennis,5,-1.2311767593860887,0.038495191629425024,False
413,tennis,6,-1.0989986270518952,0.006734518976635123,False
414,tennis,7,-1.2663291066279527,0.04389968041593982,False
415,tennis,8,-1.254942438289401,0.07195306758012689,False
416,tennis,9,-1.1892005545209567,0.05522704278087653,False
417,tennis,10,-0.8848010272551277,0.07499823689414695,False
418,tennis,11,-0.7929639937734123,0.07010364917408222,False
419,tennis,12,-0.6863270726148837,0.08166543988178702,False
420,tennis,13,-0.5390116642063913,0.06636887435144563,False
421,tennis,14,-0.2322257814857108,0.06089100637969535,False
422,tennis,15,-0.1011654426372412,0.052799444111199384,False
423,tennis,16,0.07126004483408199,0.07059825868320548,True
424,tennis,17,0.31380600679336823,0.054023279016512375,True
425,tennis,18,0.4664571030034313,0.052803101623518936,True
426,tennis,19,0.611863877378333,0.033613921278353484,True
427,tennis,20,0.40354040566824295,0.039815364633660866,True
428,tennis,21,0.7199851499459997,0.04047934376543375,True
429,tennis,22,0.7185108334798992,0.026682465810104125,True
430,tennis,23,0.7665252863545278,0.01808714691966324,True
431,tennis,24,0.7671005988536874,0.030600056646976657,True
432,tennis,25,0.6840520551375482,0.022363847839050405,True
433,tennis,26,0.8882067303142075,0.006018784119831637,True
434,tennis,27,0.7244528065282753,0.008521163438071376,True
435,tennis,28,0.8547459314598715,0.0044042161929818595,True
436,tennis,29,0.9283079963738406,-0.011272470976650387,False
437,tennis,30,0.5872036122200666,-0.016540700224818645,False
438,tennis,31,0.6641440908938355,-0.005098390888597357,False
439,tennis,32,0.7018448028509169,-0.016660265557900046,False
440,tennis,33,0.6471468770465411,-0.014996138460332646,False
441,tennis,34,0.8976337239794019,-0.03997797892080802,False
442,tennis,35,0.6072991867963529,-0.02001139798717552,False
443,tennis,36,0.6223272351588092,-0.035348686486837776,False
444,tennis,37,0.586225534878391,-0.015616752502661613,False
445,tennis,38,0.626797076195535,-0.025022303723320743,False
446,tennis,39,0.53705036093173,-0.03130103489156238,False
447,tennis,40,0.2577111642257572,-0.007194000730276585,False
448,tennis,41,0.3594514967998699,-0.01708806908712332,False
449,tennis,42,0.4716612418767818,-0.01813978034631684,False
450,tennis,43,0.3280908690006729,-0.037097862481533024,False
451,tennis,44,0.5267456501464729,-0.047740639447354384,False
452,tennis,45,0.27955377910112805,-0.019799473282722763,False
453,tennis,46,0.44933853995767997,-0.04563600196263255,False
454,tennis,47,0.13988675083063631,-0.0490336160666484,False
455,tennis,48,0.19372309665561988,-0.035015143877828746,False
456,tennis,49,0.3919169755372776,-0.01636116677270209,False
457,tennis,50,-0.09533884389538948,-0.021972320563364026,True
458,tennis,51,0.17702843361678433,-0.04426744705845168,False
459,tennis,52,0.021419221778570224,-0.016515013519185585,False
460,tennis,53,0.030001342080961994,-0.046359754971174484,False
461,tennis,54,0.0952431190912294,-0.06293421995459793,False
462,tennis,55,0.08946281348070739,-0.056244378702149364,False
463,tennis,56,0.06950112393940315,-0.08119862767052165,False
464,tennis,57,0.007561000079315616,-0.0736593048403884,False
465,tennis,58,0.10967193938806373,-0.07055081351752038,False
466,tennis,59,0.2028373304304752,-0.06587024422308105,False
467,tennis,60,-0.29867839998823165,-0.06663163950294533,True
468,tennis,61,-0.22441463900800007,-0.050508171566774535,True
469,tennis,62,-0.3988248761695256,-0.06454066784497987,True
470,tennis,63,-0.41660382801401097,-0.07049016626223066,True
471,tennis,64,-0.3792975729803146,-0.07016174112247238,True
472,tennis,65,-0.5101942348293601,-0.06459249933802308,True
473,tennis,66,-0.22529767980496496,-0.05891747023757723,True
474,tennis,67,-0.487013709597471,-0.06730457158763542,True
475,tennis,68,-0.5913681463289738,-0.05873353022005207,True
476,tennis,69,-0.4363972329716975,-0.05348669979852648,True
477,tennis,70,-0.8580980361856131,-0.03594065472165001,True
478,tennis,71,-0.5460952971633454,-0.06517859051140096,True
479,tennis,72,-0.7911099761769459,-0.041102761445506765,True
480,tennis,73,-0.7578657212732218,-0.061618008637136026,True
481,tennis,74,-0.6644623725840618,-0.07443047587482092,True
482,tennis,75,-1.009721551616542,-0.05697739384179438,True
483,tennis,76,-0.8113087817001416,-0.07676651902085073,True
484,tennis,77,-1.0065697248856045,-0.07715264301688587,True
485,tennis,78,-0.6398729157838807,-0.05988015062208784,True
486,tennis,79,-0.7695576409587144,-0.07249854717579228,True
487,tennis,80,-1.1308082940362871,-0.039635910778016405,True
