,country,gender,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,male,0.3693266330616744,-0.03499861066812905,False
1,Nigeria,female,0.2946898198022484,-0.02177699428366104,False
2,Nigeria,boy,-0.5424024574376142,-0.06428347056054831,True
3,Nigeria,girl,-0.5008939911069168,-0.04797808799084087,True
4,Nigeria,man,-0.4313934462052352,-0.03340993671692917,True
5,Nigeria,woman,0.01987044394452066,-0.02432762109512128,False
6,Ethiopia,male,0.14232178844449853,-0.027585628133445717,False
7,Ethiopia,female,0.0385501291322818,0.12597679654187707,True
8,Ethiopia,boy,-0.32978388171343104,-0.06948498741740625,True
9,Ethiopia,girl,-0.4846385801373426,0.12196142382038284,False
10,Ethiopia,man,-0.3498350704874727,-0.0928208838882632,True
11,Ethiopia,woman,0.08227906659296548,0.11868118831068493,True
12,Egypt,male,-0.3107552032278793,-0.1497706043205743,True
13,Egypt,female,0.09450994980445207,0.2959718949772255,True
14,Egypt,boy,-0.6200286910527328,-0.22884718009169744,True
15,Egypt,girl,-0.3991597340936235,0.3226440492213078,False
16,Egypt,man,-0.2483228557901,-0.3078019276878068,True
17,Egypt,woman,0.4391584526573393,0.2788074757045078,True
18,Congo,male,-0.057633247850027165,0.0211971263056223,False
19,Congo,female,0.0691304825927054,-0.01881001198526466,False
20,Congo,boy,0.1978723074522049,0.08333377415843961,True
21,Congo,girl,0.09800366048766004,0.028494580506218614,True
22,Congo,man,-0.2178610145550752,0.07285733134440095,False
23,Congo,woman,0.15258290457202886,0.028639901040684444,True
24,Tanzania,male,0.14100290411932292,0.03684923242254628,True
25,Tanzania,female,0.1375769404910636,-0.01411873231400921,False
26,Tanzania,boy,-0.5563730121187961,0.022994548920407108,False
27,Tanzania,girl,-0.5956517200630456,-0.03123617350367457,True
28,Tanzania,man,-0.6938284178914058,0.04452184429862464,False
29,Tanzania,woman,-0.2346910857184364,-0.013335399993554379,True
30,South Africa,male,0.36544093635511504,0.07708919296844888,True
31,South Africa,female,-0.0031591173715578274,-0.08587393690711068,True
32,South Africa,boy,-1.1458023620307938,0.12102330033213253,False
33,South Africa,girl,-1.029238478454222,-0.05520269521959205,True
34,South Africa,man,-0.7994501794089747,0.17941834299699536,False
35,South Africa,woman,-0.538205214168846,-0.0005929914136288051,True
36,Kenya,male,0.2259809228007625,0.1510139759230808,True
37,Kenya,female,-0.09084562774433687,-0.11175912583125316,True
38,Kenya,boy,-0.5492227135490707,0.21290393879428351,False
39,Kenya,girl,-0.7166522530495691,-0.08968654002978275,True
40,Kenya,man,-0.6841758414624391,0.2611745376945085,False
41,Kenya,woman,-0.2741409076947819,-0.038357191231096585,True
42,Uganda,male,0.0987608014601748,0.05819298221177045,True
43,Uganda,female,0.023845807182808453,-0.12656786650127744,False
44,Uganda,boy,0.0008455126930511749,0.10584253877005298,True
45,Uganda,girl,-0.2443241067700724,-0.11880922312361468,True
46,Uganda,man,-0.5355966908567829,0.1413285134773673,False
47,Uganda,woman,-0.0916868303802622,-0.09400375753460002,True
48,Sudan,male,0.5494342543346349,0.0005629011546640821,True
49,Sudan,female,0.510507492982277,0.11412571531797043,True
50,Sudan,boy,-0.4729835883399474,-0.04665556386412044,True
51,Sudan,girl,-0.4702497528096733,0.10756632017629034,False
52,Sudan,man,-0.2455607218855388,-0.05836249841281884,True
53,Sudan,woman,0.4169976599624201,0.10215689452143403,True
54,Algeria,male,-0.13565419199897555,-0.07873387069654864,True
55,Algeria,female,0.1638761137797685,0.16439670061794673,True
56,Algeria,boy,-1.0091788365181955,-0.1095440107635044,True
57,Algeria,girl,-0.4952480149709438,0.1989670813299263,False
58,Algeria,man,-0.3517703503421282,-0.16248742744293254,True
59,Algeria,woman,0.3589940023173062,0.16712686129413892,True
60,China,male,-0.08497401368364571,0.05086830819956471,False
61,China,female,0.3928303677623292,0.003869393834449396,True
62,China,boy,-0.2750857377671863,0.012784528288092466,False
63,China,girl,-0.1621992263625422,-0.03891008407331332,True
64,China,man,-0.3449351059419748,0.033262550014606325,False
65,China,woman,0.14067969860391166,-0.035027770169464616,False
66,India,male,-0.33304079693444777,-0.030776294445391032,True
67,India,female,-0.39058618889486696,0.07766010054954788,False
68,India,boy,-0.6904191372233499,-0.05566404880306136,True
69,India,girl,-0.6631402557098484,0.08742219184269485,False
70,India,man,-0.7785063669055601,-0.05631522778501581,True
