,country,occupation,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,accountant,0.07835018089031152,-0.1545640073501193,False
1,Nigeria,architect,-1.2477105929855188,-0.09704376058407327,True
2,Nigeria,artist,-0.6073284651195636,-0.1140712345011961,True
3,Nigeria,attorney,0.2422675770469156,-0.05120169775701349,False
4,Nigeria,banker,0.4139624467268184,-0.12945695799454968,False
5,Nigeria,bartender,-0.4602067995036838,-0.0846933930098175,True
6,Nigeria,barber,-0.13943425324106334,-0.02101144790174426,True
7,Nigeria,broadcaster,0.9308077336098064,-0.04665612312694359,False
8,Nigeria,businessman,1.036788477357004,-0.03930628230880635,False
9,Nigeria,butcher,-0.9018354559926296,-0.10414361906866428,True
10,Nigeria,captain,0.3036638896845746,-0.011684307113967049,False
11,Nigeria,carpenter,-0.6153137974627271,-0.03972379584335739,True
12,Nigeria,chef,-0.5396074206027739,-0.12545642544513236,True
13,Nigeria,coach,0.7669216884619127,0.011453909697490777,True
14,Nigeria,cook,-0.2307932576231901,-0.057735489404405926,True
15,Nigeria,dancer,0.3265435696566649,-0.115925460914819,False
16,Nigeria,designer,-0.485301111327529,-0.11579466528118415,True
17,Nigeria,doctor,-0.4477914752724849,-0.12216126406819297,True
18,Nigeria,economist,0.207779097138112,-0.1446604999575314,False
19,Nigeria,editor,0.04370206363823546,-0.04820420121289398,False
20,Nigeria,engineer,-0.2038308315375031,-0.0579862364028754,True
21,Nigeria,farmer,0.02829062751396653,-0.05447946950205525,False
22,Nigeria,filmmaker,0.3366521342003552,-0.08685346125863644,False
23,Nigeria,financier,0.15605223935639012,-0.06790994533625475,False
24,Nigeria,fisherman,-0.314532582376928,-0.042769327055585636,True
25,Nigeria,gardener,-1.1476045777969115,-0.059639775797021635,True
26,Nigeria,journalist,0.5293307785636089,-0.17087868821889088,False
27,Nigeria,judge,-0.3239190732346965,0.02628154066258706,False
28,Nigeria,lawyer,0.011895990578081298,-0.14020628679018465,False
29,Nigeria,librarian,-0.17363471026261018,-0.08611350956082997,True
30,Nigeria,magician,-0.518400095301641,0.0027312815892722503,False
31,Nigeria,mechanic,-0.6862592111321999,-0.03829214943605327,True
32,Nigeria,musician,0.2548824825669098,-0.1101014739523188,False
33,Nigeria,nanny,0.17749314755112824,-0.021081575664129045,False
34,Nigeria,nurse,-0.24757465991724956,-0.053016160667275006,True
35,Nigeria,painter,-1.512143174622942,-0.12969800181111776,True
