index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga,water,coffee,tea,juice,milk,soda,alcohol,liquor,beer,wine,vodka,whiskey,champagne
Michelle,-0.5075693030901521,-0.4970821748375984,0.5437342807155142,0.6588694405438738,-0.48390918783098197,0.24943523471929485,0.2673718621394949,-0.1423282276319631,-0.40605984286210756,-0.4642343400255161,-0.7754169549471231,-0.3331155828247544,-0.608368385142814,-0.9585888844698015,-0.9971439638702533,-1.3822101398279416,-0.5983013597371624,0.18508655199509833,-0.9979794456409828,-1.4597031322848517,-0.8037007903032168,1.0409657590249133,0.12171157148778777,1.0990117518039257,0.04561944316979958,0.907446888303347,-0.5540737634078111,-0.8019445912337935,-0.4611286875697308,0.6120254141142409,-0.22953380945565122,0.4682491944383756,1.5967679294700092,0.5662134695630324,0.7803388112685724,1.4835657387155512,1.2679338290007307,0.7951585127784719,1.2295718867862382,0.4434407182918862,1.183609312191776,1.2357614239607573,0.9758712677279267,0.5447718023841106,0.5512442909261916,0.583559724589978,0.696292908969462,0.3618621284097211,0.28398658714599506,0.32426837012520926,-0.18104079580006835,-0.2756387735545507,0.23936486588366046,-0.09001543771017669,-0.5181796036709355,0.41356158005073473,0.044354672477447794,1.109276626361067,-0.5187007993653991,-0.3585451424397282,0.1152165325247154,0.48308587843917306,-0.2540537752697239,1.190611245519954,0.25205343920590767,0.9409666747814144,-0.3785453590320737,-0.8850799764570138,-0.9917310466204028,0.1885801221010496,-1.809742743774785,-1.3626378450977548,0.23278443023732426
Deborah,0.14754959495520284,-0.07497893842392081,0.2978777773288761,0.28207760495361145,-0.006966566696666405,0.61946114964283,0.42063523462030866,0.3366756557745398,0.14246832939348197,-0.32462336878158965,-0.3515518283951956,-0.38131071655882426,-0.5248036816384136,-0.5533369429934781,-0.3594542225323148,-0.5993356457148726,-0.4191897838978285,-0.3903611450439267,-0.36531913618812967,-0.9604208516558553,-0.436225194269219,1.4860327174880197,1.3952088019788393,0.45220941073498494,0.23693502952054002,0.3974078285907313,-0.12608211218024346,-0.43972265124816207,-0.5195455415369299,1.0273327286154472,0.5562553233171842,0.5735769760471375,0.5427355261180726,0.8303603215753246,0.23219114116983142,0.5138433873583239,0.1378281441143775,0.3556453506838366,0.5069637639278839,0.010591253588592791,0.3537509987967932,0.14007204034318335,0.352031707031465,0.24703631977169946,0.21354348267488882,0.20016841437775612,0.433776406300832,0.03343121037191712,0.31540593575192644,0.18586459083627813,0.46134067360459463,-0.007235830718953163,0.6321944873930881,-0.19121919698705456,0.2202825157882953,0.3596287237247634,-0.12893982481056046,0.7449346762051176,0.03211811619395331,-0.1420451686639995,0.49399563749725695,-0.047712779045933344,-0.0855517849281108,0.7254329586199731,0.6659826510730681,0.49293785577613713,-0.049865413720764744,-0.30015222185064194,-1.2057531855479702,0.028397770317344074,-1.351794865856134,-0.42062286233847046,-0.2187323305123537
Scott,-0.6028689873219082,-1.2206694886990963,-1.143801154384822,0.017310502700966353,-0.8213227361942217,0.5688408670617637,0.2386826839048371,-0.2998434912602431,-0.7618651938114824,-1.168292219758079,-1.2134141977518877,-0.11357610146683922,-0.9557478045939819,-0.8167159228647664,-0.8446491269543257,-1.0456714636797053,-0.5601208721424407,-1.0411449668733497,-1.3369174511667243,-0.8565294410629092,-0.6532533469496031,1.3295512499822617,1.4258349877263585,0.24195647742953988,-0.35723916130929123,-0.4075430563193423,-0.21156841141093588,-0.32556310040473124,-1.2030113840556467,1.0941449348055154,0.4088741807731178,1.358682302521611,0.03146516255716805,1.1600342873444496,-0.34801781637788554,0.46220792560491647,-0.4058412128187689,-0.15767420214478728,-0.0663624089217188,-0.8070293090576981,-0.41983415297561516,-0.13621387642869953,-0.20971548037200324,-0.47371105706854755,-0.42619808672668963,-0.29721687796796564,-0.28814753423324907,-0.5743092919506293,-0.6090087614335512,-0.4321110728358254,0.6628148625041773,-0.017219287053586566,0.9829498866095969,-0.037889978357442795,-0.44596689072355233,0.35849354118704035,-0.02674519790931899,0.9259051837164284,-0.27648098470840876,-0.3081325396445866,-0.11339079023094147,0.29858640798000435,-0.519295983562234,0.05719621920721002,-0.6594578317442981,0.381717312272486,-0.08337725655160395,-0.35330605651424446,0.44911366754545123,-0.26939189163585636,-0.7045876397134343,0.29294603777466227,-0.6193369982427815
Wallace,-0.2499959418936376,-0.5334446566292687,-0.6911326135113656,0.22010298466253844,-0.17592479617387127,0.3914187193974637,0.19306125127222867,0.07842633995006697,-0.28161242925529945,-0.6596048683140725,-0.6031805374287877,0.16574400038414205,-0.1770481225977517,-0.1613390406603453,0.3173706892658383,-0.8775358984808715,0.03803458214836261,-0.18506785581633672,-1.0608312450446393,-0.6805785658385467,-0.903552234828404,0.22629844926489862,1.0388371157744676,-0.5012481036472948,-1.3309994202082955,-0.6454204518929452,-0.7071400210725302,-0.3409817106213792,-0.4897083423319206,0.5797300830410055,-0.30247414649201826,0.34315526349580217,-0.46862766797561795,0.1560000955750051,-0.27093392033908564,0.07034623265378571,-0.7231250834186138,-0.6378168503520044,-0.2417541918979449,-0.4766967205765279,-0.26045001297189074,-0.2686459533497157,-0.6930054127421994,-0.6127197959087983,-0.629094468520931,-0.7143740034327214,-0.41288908633285576,-0.29446280769747696,-0.6669461698493346,-0.5235603820634432,0.38967719077902574,0.19124373097677577,0.5727974633618301,0.12080128755188099,-0.01005886443231018,0.5101727018539068,0.21384308517006087,0.5694506181784075,-0.3393793519329406,0.20609177156782196,-0.10872470589774973,0.09830795171996151,0.17368274348472795,-0.1806756098639416,0.05827294058476523,0.31305756554029995,-0.09144934030405345,-0.07540012295353654,-0.093895193363622,-0.09620635809423098,-0.8436725816665461,0.4500703472878526,-0.0397456638414214
Hazel,-0.20125316062723073,-0.14338087677120953,0.6322694362515897,0.3827295958456707,-0.397369497707323,0.3135705453504302,0.22426199713544862,0.029798052730176404,0.16030120420949578,0.06083427263185993,-0.6652392813360036,-0.26544213830483854,-0.5877075887024802,-0.3260551832115368,-0.4570015941859549,-0.893906757761558,-0.6476873810215341,-0.11284322248918481,-0.29859431192000196,-0.4298284169950038,-0.7510734596672585,1.0599573266216467,0.9256253502135551,0.11621528417602303,-0.28217451375166586,0.04253241478519799,-0.06770445976467371,0.6732266248865906,-0.25928129931375815,0.681717235093964,0.24588067142472383,0.5129996256177983,0.2626161333932882,0.7315994387691797,-0.07367044828170562,0.27495174363638,0.07335070424448893,-0.3648455801623866,0.10942092662385748,-0.192995853447503,0.04374095575503221,-0.2192731315901417,-0.07173959081410626,-0.2734191192887569,-0.27596615328560614,-0.05319271041712239,-0.08177416187811977,-0.21944136900896052,-0.2776621482863505,-0.37975642065596943,0.5510815689680718,0.04979079030889302,0.8282273205394798,-0.01518646566584438,-0.2793965300098156,0.33039453462040347,0.19575358795810974,0.5716175434740044,-0.36940210090131004,0.22449866995333762,0.507887253723986,-0.3440375148946308,-0.16959499788097887,-0.019751139798907216,0.08276671507789059,-0.015983722196081823,0.029297601526576636,-0.37502598536472787,0.01725206882141368,-0.14720314170687185,-0.4658331082685423,-0.4678990533173181,-0.1258939071360895
Whitney,-1.1447410173101595,-1.2126430935029928,-0.598558767217752,-0.38327740618073686,-1.2555123994420525,-0.47574645187635084,-0.3993642879231425,-0.9266792207168998,-1.2205576383948857,-1.635057419590574,-1.4548464982998057,-0.6069735145329196,-1.5614423613532555,-1.2202103269004425,-0.9593074457168684,-2.0393923700363317,-0.8845696190900529,-0.7296131614692175,-1.9642541788232613,-2.217085923091711,-1.192679439218305,-0.8035179167046218,-0.6514863514978655,-1.011477106712678,-1.9570747334123133,-1.6354217471425991,-0.8112262099092528,-1.5331616516385727,-1.7028561423818847,-0.9156299646920428,-0.7507342962455911,0.12518339238088486,-0.3229623642620108,-0.11365319383732198,-0.7146727907643239,0.34291508271918203,-0.41651962286871513,-0.6088550749533845,-0.3742799410225382,-1.1101349592465246,-0.6658694836763696,-0.9174431994436524,-0.5971879432960849,-0.6607926303043682,-0.6629814562254958,-1.2312734252273778,-0.6912337563673477,-0.7482086117348428,-1.077562827015618,-1.0664330378727092,-0.7983607563590668,-0.7299925444091159,-0.36407298393443926,-0.8321954012759556,-1.3116391380674859,-0.26149501447318707,-0.6947489622010212,0.3412474794303529,-1.1301053747098506,-0.8270789694765884,0.14919488739427156,0.26600254919309363,0.11515601447636074,0.5584550046209301,0.31928927347280717,0.5402763583905892,-0.1823164878129972,-0.319254807592206,-0.7865986464845283,-0.012342749495194871,-1.3389381773633469,-0.26198288893748845,0.2523291026941862
Paige,-0.27922095262591756,-0.7678347081568582,-0.002634657434913073,-0.034265271692532025,-0.3046852568945074,0.15498368133831747,-0.32987397605706026,-0.30152267341737704,-0.2706627836010217,-0.5358626104468316,-0.7634752106548738,-0.8156942726478946,-0.671944434237661,-0.4855515207899013,-0.6153166479987023,-1.0290571305223042,-0.211130772611591,-1.1519947754646567,-0.16956010162071086,-0.9627544623113741,-0.8033487302878659,0.20971448355793929,1.0152765046280976,-0.1506702456482775,-0.826113960447204,-0.08809243983768679,-0.455742619821681,-0.2517651563989039,-0.7163459937222703,0.581238172051302,-0.36037359537474517,0.9967884541456145,0.4283768287094448,0.46132463906136156,-0.06308562035066043,0.32192678296763066,0.044800334554470245,0.01797804855994937,0.27981841274381974,-0.05163674672198187,0.029793419242310312,-0.10242614135333655,-0.2983932099709242,0.0023932075885156863,-0.0076259942381204345,-0.31899892785416933,0.0039703842080416486,-0.16119519088118353,-0.10694389204130854,-0.3624912688707455,0.26071081555676995,-0.24944336623455735,0.01641305856167629,-0.6242483778606449,-0.1433594608274367,-0.008644584613646169,0.037870147715155664,0.3730914612637406,-0.6101135038801673,-0.6845368582265288,0.49262794418031036,0.29140189818798684,0.11159990928578312,0.9163862230969927,0.9243922958566038,0.46578580302747336,-0.45754186965812427,-0.9003716658644374,-1.0487487821572394,-0.3730034843050594,-1.7592915913673202,-0.9053957817519404,-0.3385981542863994
Sylvia,-0.3455960496969607,-0.574868124187345,0.5715781433421958,0.5607528768049305,-0.3455687200537711,0.43841996306803155,-0.11969985609275613,-0.14419860593267414,-0.12786805414054478,-0.044033208503026555,-1.0264865989624081,-0.7105346800209883,-0.5264574522774856,-1.1445453200281275,-1.066971030433716,-1.6423263148100136,-0.595290933135076,-0.24018943002749882,-0.7013872224701838,-0.8768678914031297,-0.4433130549549655,0.9937139138271737,0.7624840936607215,0.9113500183136608,0.485859069167282,1.2962277627613352,-0.06136834530110232,0.14762818844171097,0.02671558707656244,1.0387091465125475,0.15892990202481672,0.5481445336342191,1.6667955154969196,0.6163607526595141,0.7943491754562609,1.0555946670793612,1.2105279046390507,0.5111732283658297,1.1796235933196457,0.7225139980630348,1.3265227221002147,0.890916467669737,1.1252890701799494,0.8188292277442917,0.9504398556228556,0.7532577355626864,0.8768596935988447,0.5470797417066414,0.8160772449099163,0.6020616979741733,-0.04661996027173181,-0.03042714517710502,0.3718606378270015,0.025108025893318845,-0.1844523126967513,0.4986348923000243,0.3609067083341305,0.7157689177999468,-0.29386645710304166,-0.11718349368284381,0.10577388523106553,-0.26360541284405414,0.14941732743805516,0.6426821683601917,0.7135006238177138,0.008702462658376429,0.16799017587655624,-0.147708677065736,-1.323963536840746,0.2859095644183388,-0.2758771263283279,-0.875993238903726,0.5815990678043969
Shelby,-0.4445731865004764,-0.4460698970980105,0.311323663031866,0.24300487750343275,-0.6429630920558563,0.058171773175110325,-0.09784173242761485,-0.32803985588814977,0.2175971967177103,-0.5029002208014783,-1.0546259423426982,-0.695169294315392,-1.1464968910868114,-0.8163660866338055,-0.7283202304092299,-1.7164237060158583,-0.5717784858665352,-0.24687898524339635,-0.4372234920458642,-1.3970949517718803,-0.9868014414593417,0.36651058627761585,0.24561542969716485,-0.3119408621345709,-0.6345407947974424,-0.3160861258184741,-0.48895729537255117,-0.9156621196754325,-0.21274404218833734,-0.37393750137901244,-0.1400236441172,0.8020320999799155,0.44257837993078786,0.3135482614287394,-0.00783674265283813,0.4012933967304114,-0.07195223695900023,-0.1496327182962703,0.4138286251193882,-0.2530271661089126,0.31059373922441913,0.22478886788424876,0.0588935463846782,0.03803233880268472,-0.001359979731073002,-0.320198909402166,0.027809009988662297,-0.06279673638138525,-0.022634904689412007,-0.19842559223668124,-0.24659721490139452,-0.42743531454404565,-0.10695493242895507,-0.22477025525925717,-0.5183196027252905,0.33524451730758176,0.568721594561458,1.0727261353280886,-0.3719726801330099,-0.04994472703350476,0.28443694149362514,0.11280994320236068,-0.1914891801008576,0.4590969978229788,0.2563226163776017,0.4164810220010062,0.006614483663996018,-0.2608005793960483,-0.0037949576957347414,-0.34420610793008727,-0.8329036010208571,-0.11150157020415925,-0.2827243454749679
Olivia,-0.5215621825390837,-0.35205286779783923,0.676931582677209,0.38392006511363497,-0.6758645026434787,0.024763729225147198,-0.08178074660112532,-0.1438105790636016,-0.562475550179603,-0.12675377420675177,-1.0431856807632558,-1.1688250946163365,-1.0737269496719877,-1.2441240734560788,-1.3161416091141542,-2.2767148949412563,-0.8618620692169682,-1.2797398983833537,-1.1575073504322282,-0.8035489432907315,-0.02546055882021812,0.5146016543418296,0.6210698468560617,0.6598907798817598,1.247344951286047,1.29945032905017,0.1929417913320247,0.24399399414217138,0.7254023433843843,0.30449760738905784,0.29269314019021786,0.07129133834965536,1.1251757392628885,0.38829506385003326,0.738819795280713,0.9880311325396176,1.3412535348839023,0.8579019982332703,0.9960434024800503,0.5041237019366782,1.0875588980137514,0.7782582419071695,1.3743309999838083,0.8288490735136054,0.5387466912155982,0.8685990600005802,0.5671366451209954,0.4697711587382816,0.6483180069240071,0.8234711235690851,-0.1801716427087805,-0.14204206114833728,0.1882308281749829,-0.1061726308038902,-0.2861797569395975,0.25815826786931684,0.05339698921123854,0.9181280242990152,-0.5771390620495719,0.016604472696982762,0.4367718280138086,-0.032797981428993817,0.2056562023866434,0.8923149331573123,0.9676238316282881,0.22861504471316754,-0.12856068480070412,-0.55874864632162,-1.3007671778282865,-0.07141210831587193,-0.8878391683555721,-0.9369132267239472,0.12432028630584847
