index,race_isomap_x,race_isomap_y,race_tsne_x,race_tsne_y,race_umap_x,race_umap_y
water,-0.06613036266888124,-0.3572225278683906,127.58266,45.002995,5.620597,1.9317812
coffee,-0.29897764706110663,0.19138369748419265,-268.13202,-138.42278000000002,11.683916,-2.1853830000000003
tea,-0.02935539372171822,-0.1807928430261356,38.61301,47.320683,6.619081,1.6873481
juice,-0.09179280867870324,0.06669895829426092,-111.17138,-13.716686,9.877536,-2.4017286
milk,-0.0615861165741545,-0.2653597444533489,83.577934,34.436646,6.152399,1.9048296
soda,0.19377726402292747,0.1417790306531975,-64.02048,122.19981,7.672330400000001,0.89282966
energy drink,0.4109588253736983,0.2749065425626093,-109.487465,186.93968,8.680833,1.5122433000000002
milkshake,0.4075807320598228,0.008263358492683634,-46.203423,186.54802,8.179508,1.1847192
smoothie,0.5575770188010202,0.13210888001326565,-82.7371,219.03427,8.265626,1.6976513999999998
alcohol,-0.17704412911352044,0.03835170947726571,-149.35715,-96.93143,10.537622,-1.8243287
liquor,-0.2641855743734387,-0.005002194737973344,-154.24671999999995,-46.65248,10.477337,-2.680253
beer,0.06277364669338806,-0.0693362357590106,-12.536916,64.92997,6.9944587,1.0018415
wine,-0.3292840262245728,0.08200012560555332,-208.48412,-138.3677,11.319656,-2.6387835
cider,0.2312142816024688,-0.2980690162872865,77.39317,136.42836,6.2808533,1.1569551000000002
vodka,-0.059053693264690725,0.37043824328613256,-265.18408,-33.645256,11.011063,-1.5916761
rum,-0.28205916098815953,0.14920863444851426,-244.49446,-101.64361,11.370125,-2.0941389
whiskey,0.03561422426880813,-0.35103738255999056,100.48905,87.271675,5.761413,1.5852227
champagne,-0.2400270801531873,0.07168076437446018,-189.43086,-80.1353,10.875572,-2.4074252
