index,beverage_isomap_x,beverage_isomap_y,beverage_tsne_x,beverage_tsne_y,beverage_umap_x,beverage_umap_y
football,-0.3914938190204692,-0.04207712689868786,23.341997,-504.45165999999995,14.947000000000001,29.58742
basketball,-0.4559100191632897,-0.0636056366703518,80.2295,-508.03415,14.644480999999999,28.85432
cricket,-0.07062531736744322,-0.002223906342761762,-140.48615,19.246046,11.416322000000001,0.14807576
hockey,-0.4816725105854141,-0.06059307921298875,3.8574773999999996,-442.48227,14.575895999999998,29.43485
tennis,0.5737030151935253,0.23739270073377824,247.4137,26.72232,10.890702000000001,3.3300165999999995
volleyball,0.2802701192188137,-0.2186698840849509,131.1968,132.23935,11.877261,2.2852936
table tennis,0.3354380306158864,0.17439137260236062,203.39302,-17.658829,10.242248,2.8641883999999997
martial arts,0.4417287049233942,-0.3063094766948059,213.57812,146.0739,11.983182000000001,2.9406
baseball,-0.4830733811521024,-0.057169029265655674,45.47201,-469.87903,15.123582,29.221138
american football,-0.6291784453345532,-0.08202088057828992,-19.366160999999998,-568.2573,15.387413,28.943632
rugby,-0.06266987433567144,0.11766062797366185,-187.80069,39.619957,11.184915,-0.4025275
golf,0.02021371400961078,0.3577587165456525,-236.19267000000002,155.27925,12.063975,-1.0718246
athletics,-0.16660742883108806,0.04552190178532398,-164.44044,-50.705807,10.863172,0.28096825
badminton,-0.03491975799285979,0.2524973291056745,-211.69957999999997,103.76756999999999,11.642831,-0.9894860999999999
boxing,0.08968859347901248,-0.07297086147880043,-22.891758,60.722556999999995,11.534787,1.5763426
Formula One,0.3243799922022537,0.04403542727738243,171.29846,-32.84752,10.486228,2.5267977999999998
MotoGP,0.6774620471614943,-0.14122233758906044,271.85892,71.99375,11.288152,3.4778373
cycling,0.05715191418388536,0.0620299537819833,44.457813,-45.6292,10.240669,1.8265581000000002
swimming,-0.42664598331832093,-0.058922597850195574,58.4543,-543.1775,14.730533,29.129690000000004
snooker,0.14952430318880788,0.3434283803256728,-317.8321,125.298065,11.990788,-1.6879058999999998
shooting,-0.031846185193708444,-0.14937625759761106,-19.374537,100.59504,11.540386999999999,1.1191744
gymnastics,0.5702530227593867,-0.2645800265415531,246.09264,115.49988,11.589675,3.3808703
handball,0.18745299075947275,-0.22123010647303648,99.868454,151.35654,12.168660000000001,2.0604525000000002
wrestling,-0.642091419242443,-0.08600843475164388,18.256937,-594.8839,15.025547,28.605320000000003
skiing,0.16613838470597087,-0.10087285605950284,62.477196,23.5331,10.651308,2.0565045
horse racing,0.05867751277151801,-0.06259253626169116,-86.81464,64.58115,12.013008000000001,0.78310585
horling,0.014422808462719318,0.12174469353453833,-165.08327,70.42763000000001,11.686367,-0.507154
pickleball,-0.2105380534735248,-0.017492288629389573,-129.85234,-69.693474,11.07371,0.6006233
water polo,0.06606336316150536,-0.10170070892446248,31.236532,0.16270557,10.633747999999999,1.7025458999999998
bowling,0.07470367821363103,0.35317692823941155,-275.55472000000003,136.94447,12.220017,-1.5059125
