,beverage,age,direct_correlation,indirect_correlation,same_correlation
0,water,1,1.822384108255372,0.06182281792706953,True
1,water,2,2.1480378653376317,-0.009056009922487009,False
2,water,3,2.0447607384332307,-0.01947685554396614,False
3,water,4,1.9560512322047836,-0.019530209608446952,False
4,water,5,1.801728200345997,-0.047352596222490766,False
5,water,6,1.6259054900623362,-0.043002968613531915,False
6,water,7,1.4339881351181687,-0.05536905916770971,False
7,water,8,1.4829235935004117,-0.07090885288819368,False
8,water,9,1.076381178889385,-0.0600730252147115,False
9,water,10,0.8166504628601702,-0.0733571798015597,False
10,water,11,0.4504191015479908,-0.1028342856538254,False
11,water,12,0.25747065065747593,-0.04457406695338949,False
12,water,13,-0.044274572838095085,-0.0740502890119625,True
13,water,14,-0.08150708765787301,-0.10488705429799734,True
14,water,15,-0.28882797717962816,-0.1359002582551605,True
15,water,16,-0.6088768960602206,-0.13302755091329846,True
16,water,17,-0.9357119913521421,-0.12182665544855405,True
17,water,18,-1.0023897280327396,-0.1095254112694336,True
18,water,19,-1.2453600718280349,-0.1165624574665601,True
19,water,20,-0.7834002347393924,-0.08705216382110455,True
20,water,21,-1.1841968121394808,-0.10295322023432812,True
21,water,22,-1.184389332418271,-0.1136530910093098,True
22,water,23,-1.202357362880993,-0.11081552265364,True
23,water,24,-1.1210520671650477,-0.036270431617709965,True
24,water,25,-1.103399807838098,-0.06309896044264833,True
25,water,26,-1.0859880783988412,-0.075833016786754,True
26,water,27,-1.2205316789630254,-0.08441305325474906,True
27,water,28,-1.1002683224493484,-0.07372815243239783,True
28,water,29,-1.3187738991865234,-0.08280961620018958,True
29,water,30,-0.8806389806895046,-0.035996572911194964,True
30,water,31,-1.2608034866858615,-0.12927156901668174,True
31,water,32,-0.9472330659641118,-0.062192302003085814,True
32,water,33,-0.8301940008437766,-0.007453049778715954,True
33,water,34,-0.9079186020942888,-0.060648297197992126,True
34,water,35,-0.7913090517591586,-0.0522610204185275,True
35,water,36,-0.8312904211166162,-0.0377557600120481,True
36,water,37,-0.8851818802188038,-0.01829559573311269,True
37,water,38,-0.8231126242723253,-0.059835601942340826,True
38,water,39,-0.936475879382364,-0.024397017655987747,True
39,water,40,-0.5260921968904057,0.07351013012967593,False
40,water,41,-0.8570396157726468,-0.049579066498646296,True
