index,sexual_orientation_isomap_x,sexual_orientation_isomap_y,sexual_orientation_tsne_x,sexual_orientation_tsne_y,sexual_orientation_umap_x,sexual_orientation_umap_y
water,0.18072629530544693,0.0048319463827143465,171.58678999999995,58.506874,11.949716,0.5406733
coffee,-0.3968064360246438,-0.2189186238250403,-254.94633,133.82022,-9.007153500000003,10.484456
tea,0.26482183153377675,0.0067261389473101,194.12971,19.5737,11.189436,0.620771
juice,-0.3090201753479317,-0.14894802925943915,-244.13692000000003,167.35703999999996,-9.442173,10.297263
milk,0.2118874812510209,0.006278066700371296,212.88243,45.126587,11.151037,0.20600696
soda,-0.5256051307442474,-0.07839812391279427,-215.9205,132.00182,-9.371606,10.929676
energy drink,-0.53932572277131,0.2344787940845597,-135.98735,138.32256999999998,-9.026848,12.502661
milkshake,-0.5734799439021353,0.13245309092949242,-147.30637,171.25146,-9.213796,11.992074
smoothie,-0.35845856034608264,0.3261931057170246,-112.24856,163.33577,-8.8459015,12.246389
alcohol,0.5435787348092679,0.0022706945055488647,229.31267000000003,-93.50689,14.175568,-24.516438
liquor,0.41842689892456,0.004919998701516186,226.00821,-5.8590225999999985,10.883607,0.99139047
beer,-0.4561208916930611,-0.2811117612555212,-281.44458,153.7534,-9.729633,10.560839
wine,0.5554088735510063,0.002246813769744225,261.07346,-83.45855999999998,14.248611,-25.283121
cider,-0.5407699710964651,-0.00979912262005134,-193.6388,159.43703,-9.412701,11.373558
vodka,0.6240285589061689,0.0006665317385065133,282.6982700000001,-112.89669,13.967169,-25.000294
rum,0.27894039143277016,0.004946572634111192,172.88431,-1.4602232,11.549303,0.88929206
whiskey,0.02557417515988393,0.009206782825204844,196.5284,87.054565,11.861513,0.09424927
champagne,0.5961935910519749,0.0019571239367418398,246.79303,-123.40907,14.524083,-24.935266
