,occupation,yob,direct_correlation,indirect_correlation,same_correlation
0,accountant,1920,-0.7465459881411456,-0.1874280479282339,True
1,accountant,1921,-0.7625505759243498,-0.1243085868987078,True
2,accountant,1922,-0.8813571778255596,-0.15955598923635522,True
3,accountant,1923,-0.5662932639205445,-0.11103893651112677,True
4,accountant,1924,-0.572244381331553,-0.11539731571527323,True
5,accountant,1925,-0.5958287886026638,-0.13481330517007895,True
6,accountant,1926,-0.6386140972681614,-0.15369229257284742,True
7,accountant,1927,-0.6210450833755502,-0.16462207702700424,True
8,accountant,1928,-0.6015572630649336,-0.11158876317835367,True
9,accountant,1929,-0.4187486964752123,-0.14519781950373012,True
10,accountant,1930,-0.6168192115514624,-0.10060052981040436,True
11,accountant,1931,-0.4524802474227373,-0.05571920882421119,True
12,accountant,1932,-0.36546832219321773,-0.04430397220360082,True
13,accountant,1933,-0.2232809748234952,-0.07813987120644647,True
14,accountant,1934,-0.3376291771484685,-0.0242694446010882,True
15,accountant,1935,-0.3184544714906604,-0.06077859927218145,True
16,accountant,1936,-0.301892940948174,-0.033403981273653516,True
17,accountant,1937,-0.3647006280092613,-0.06673994074733537,True
18,accountant,1938,-0.27107223081224696,0.010858876160800396,False
19,accountant,1939,-0.09968129104739556,0.025038023347570604,False
20,accountant,1940,-0.07924782308484561,-0.008863336861176874,True
21,accountant,1941,-0.2726883876926663,-0.029072602910588594,True
22,accountant,1942,-0.1810710410761689,0.0427524881134607,False
23,accountant,1943,-0.12706767437078104,-0.0018421206780234707,True
24,accountant,1944,0.1125942975227777,-0.003997927256418798,False
25,accountant,1945,0.17976362831538625,-0.038319053809874486,False
26,accountant,1946,0.11921965836420233,-0.02563123467566413,False
27,accountant,1947,0.18962540632532596,-0.029917036891092475,False
28,accountant,1948,0.3435996242794492,0.03957167117974195,True
29,accountant,1949,0.1875711618565292,0.04589959340543517,True
30,accountant,1950,0.10579196882171632,0.06628691397754115,True
31,accountant,1951,0.31812327042454125,0.12454335436625916,True
32,accountant,1952,0.1490652201057886,0.07428607097961848,True
33,accountant,1953,0.21231908043816053,0.07000137289189877,True
34,accountant,1954,0.2670512879572296,0.14016982725727273,True
35,accountant,1955,0.2154968621439189,0.11241858329217568,True
36,accountant,1956,0.4244977359324569,0.15673690329165504,True
37,accountant,1957,0.23350608213399804,0.11454405331977988,True
38,accountant,1958,0.3044234463956578,0.17044389442462865,True
39,accountant,1959,0.4779180482018721,0.14694388463129693,True
40,accountant,1960,0.4625840992089657,0.12083099433247428,True
41,accountant,1961,0.5988917196245105,0.1279180915320238,True
42,accountant,1962,0.4438311352333182,0.18264314837006185,True
43,accountant,1963,0.492380286843535,0.12587938801709905,True
44,accountant,1964,0.5807383383658928,0.1955271394171884,True
45,accountant,1965,0.5666158175253053,0.17996871874688086,True
46,accountant,1966,0.5921317865479375,0.2225426145044524,True
47,accountant,1967,0.5611585604026517,0.124246556076394,True
48,accountant,1968,0.7806298371964749,0.2231612387131345,True
49,accountant,1969,0.6563765271599873,0.16400122139802728,True
50,accountant,1970,0.5939581635261519,0.18090866208630005,True
51,accountant,1971,0.6790422094189443,0.2535489810008637,True
52,accountant,1972,0.6501081475348538,0.2346252360098269,True
53,accountant,1973,0.6153418455486801,0.15853196010629295,True
54,accountant,1974,0.6942899593139786,0.2412286937568789,True
55,accountant,1975,0.69938551504051,0.2582469064096079,True
56,accountant,1976,0.613152996248402,0.2262086743020269,True
57,accountant,1977,0.4774593998181031,0.21841985775843767,True
58,accountant,1978,0.5329526273062173,0.21204855920381244,True
59,accountant,1979,0.455602716307931,0.1906660485152108,True
60,accountant,1980,0.5762123126135237,0.252239684361105,True
61,accountant,1981,0.6149841210842769,0.1635209352120068,True
62,accountant,1982,0.5891859279091127,0.2133017074544505,True
63,accountant,1983,0.539654070283355,0.1960593146820962,True
64,accountant,1984,0.7419165634528928,0.22567274747164204,True
65,accountant,1985,0.7265052052023347,0.2266325869180412,True
66,accountant,1986,0.7076319149943461,0.23055047964210265,True
67,accountant,1987,0.7332206677120009,0.21562540871882774,True
68,accountant,1988,0.7488658744552394,0.2686931073247181,True
69,accountant,1989,0.6099150365028109,0.21640828012485924,True
70,accountant,1990,0.5777526568407935,0.2279394548777224,True
71,accountant,1991,0.4667654867701027,0.20816204412985298,True
72,accountant,1992,0.4710301930799741,0.19531326918591585,True
73,accountant,1993,0.5477540528717749,0.1959748861703252,True
74,accountant,1994,0.4301241000241189,0.22186703602736527,True
75,accountant,1995,0.5544400458217358,0.2271771454327604,True
76,accountant,1996,0.3979111938963863,0.2012455606838604,True
77,accountant,1997,0.5432618228233466,0.17633265352996347,True
78,accountant,1998,0.4594949525732594,0.23221145958538386,True
79,accountant,1999,0.3173240734217431,0.18059830579527275,True
80,accountant,2000,0.36154089690667146,0.08042033745315401,True
81,accountant,2001,0.3472380085687192,0.15147187663375095,True
82,accountant,2002,0.3188726433883526,0.1910369641054492,True
83,accountant,2003,0.2644396840819533,0.17797145625804128,True
84,accountant,2004,0.22665416367820435,0.1589980600120937,True
85,accountant,2005,0.2531874615616167,0.13783032517604502,True
86,accountant,2006,0.1640711386040636,0.195437894623834,True
87,accountant,2007,0.14330209062338353,0.1385354039636692,True
88,accountant,2008,0.053254640219584815,0.13285188650244315,True
89,accountant,2009,0.03659569828453242,0.08833086081231238,True
90,accountant,2010,0.0344877048608929,0.09745129108351297,True
91,accountant,2011,0.05186837937153591,0.07895168320125277,True
92,accountant,2012,-0.042119613922881084,0.0252906130474786,False
93,accountant,2013,-0.0201288242998333,0.06192932285783888,False
94,accountant,2014,-0.17011125806158606,0.10409771347323056,False
95,accountant,2015,-0.12438888803217987,0.07884306409294603,False
96,accountant,2016,-0.2014301356502932,0.09244810206184634,False
97,accountant,2017,-0.2757226542379861,0.07561989992125905,False
98,accountant,2018,-0.32221468251111945,0.13138091803712235,False
99,accountant,2019,-0.6081363386720267,-0.03419281279337237,True
100,accountant,2020,-0.4018827572940596,-0.06274668297830817,True
101,air traffic controller,1920,-0.6086100994617489,-0.17076635091515366,True
102,air traffic controller,1921,-0.5730758567232316,-0.10904799838531183,True
103,air traffic controller,1922,-0.6014616838508732,-0.13275523504706516,True
104,air traffic controller,1923,-0.35320450479400084,-0.0967054254866316,True
105,air traffic controller,1924,-0.41740641919708216,-0.09556423888125892,True
106,air traffic controller,1925,-0.4095725729367513,-0.11654857369278547,True
107,air traffic controller,1926,-0.4137049589240478,-0.13480392455417795,True
108,air traffic controller,1927,-0.2839423542423705,-0.14954935121090912,True
109,air traffic controller,1928,-0.1603697074246016,-0.09225785879411356,True
110,air traffic controller,1929,-0.10622900602437492,-0.12813366928186334,True
111,air traffic controller,1930,-0.3481512436289001,-0.0889762918076661,True
112,air traffic controller,1931,-0.13649402851782574,-0.05014685235986517,True
113,air traffic controller,1932,-0.09721198174518478,-0.03982288125862496,True
