index,accountant,air traffic controller,architect,artist,attorney,baker,banker,bartender,barber,barman,barmaid,bookkeeper,broadcaster,builder,businessperson,businessman,businesswoman,butcher,captain,carpenter,cashier,chef,coach,cook,computer programmer,dancer,dental hygienist,denstist,designer,developper,dietician,doctor,economist,editor,electrician,engineer,farmer,filmmaker,financier,fireman,fisherman,flight attendant,gardener,guidance counselor,hairdresser,homemaker,housekeeper,interior designer,jeweler,journalist,judge,lawyer,librarian,maestro,magician,mason,mechanic,musician,nanny,nurse,nutritionist,optician,painter,pharmacist,philosopher,photographer,physiscian,physician's assistant,pilot,plumber,police officer,policeman,politician,postman,professor,programmer,psychologist,receiptionist,salesperson,scientist,scholar,secretary,server,singer,skipper,soldier,socialite,stylist,surgeon,teacher,therapist,translator,undertaker,veterinarian,videographer,waiter,waitress,warrior,writer
1920,-0.7465459881411456,-0.6086100994617489,0.00851502098674373,-0.9666412397964259,-0.5169851388965213,0.6437588295978783,0.17790297566208116,-0.8200718672185175,0.4816188366963102,0.07738434435762592,0.13469010652784555,0.2767402367605754,-1.0271870297877763,0.38688541519508873,-0.8304654417817022,-0.37089196386705786,-0.44474496238857536,0.554357275772131,0.7242334092100597,0.9719111181352255,-0.6674857571516105,-1.6996064174623782,-1.0574408836921827,0.3075637982296053,-2.640041950868408,-0.598926904762904,-0.9593086724895096,0.07770546973189739,-1.729697081384961,-0.9201777726448774,-1.1020007920087656,-0.059247726374556685,0.009363548291848506,-0.8895322702788829,-0.023391722790775078,-0.5114690255558194,1.1927730036142747,-1.7881597645973613,-0.10202708915391259,0.12850747105877122,0.4573988488160602,-1.6825405367506712,0.4434572285419959,-0.8217973986648331,-0.5937470036480231,0.2671401809043386,0.40337491425561933,-1.3795537549953587,0.6501107978301429,-1.0504988176526822,0.24680200037903527,-0.31593987246229666,-0.29125286050336,-0.3210397038378733,0.8882911493157976,0.8003901222178167,0.0234907566611173,-1.0894529950615606,-1.2560920427200255,0.00034961667041329586,-1.7387390894710306,0.13437157574513314,0.4165236326267177,-0.14772921167921582,0.621678921265214,-0.9786201387082307,0.7685303841959623,0.1401470430132509,-0.776877302018051,-0.06501509462593927,-0.7457863076137466,0.2640513628992742,-0.18377646221615218,0.818739158603381,0.064136362303833,-2.5086547636839005,-0.40582446547761847,-0.6525999456361177,-0.982081715261458,-0.07356405759143571,0.4924040983694538,-0.02916253094158994,-1.421016369152507,-1.4599356113075403,-0.21543921622916942,0.42473270996485957,0.6754812843141568,-1.8226235851702695,0.3160778239267256,-0.07172230354289073,-0.9672161130514674,-1.2858354903921143,1.1328899805276578,-0.9010421664100052,-2.458337253526585,-0.13257615924397842,-0.8660801209754696,-0.37087573947733443,-1.0744090619195605
1921,-0.7625505759243498,-0.5730758567232316,-0.015656236909052997,-1.0783759369457864,-0.5373126770441544,0.4335565444961562,0.06471563517283913,-0.9044353734018503,0.4743741681652478,0.03303977846377908,-0.13665114085521646,0.234739976774299,-1.1062422379091696,0.37206575288412314,-0.8566276089549598,-0.39391496297016637,-0.5936247306422474,0.38681720546525306,0.7239748508952959,0.9307386777800409,-0.7482051370984087,-1.8794271192225669,-1.0424019208857565,0.14680879130255226,-2.6748269761840837,-0.6695152928921825,-0.929314009580158,0.15106209325304681,-1.870119162494698,-1.0184215159178027,-1.1253785754540893,-0.129648023558409,-0.11616197006680064,-1.0507998933972182,-0.06734006207609163,-0.5986268270824431,1.1552157384720054,-1.9959005064149236,-0.1747163781822083,0.1840008747335057,0.4779554421582832,-1.757403149487279,0.41975470777009266,-0.7424582252717272,-0.626397027658367,0.3137827986854924,0.257260353726129,-1.4844538135395104,0.5637317090975237,-1.1739574526810501,0.06285985169198036,-0.35405543684343993,-0.3863234469130155,-0.2845750949881787,1.1630159825969968,0.8361889219694277,-0.12892099122950162,-1.1733985931657167,-1.3735399925353802,-0.08394890112615759,-1.7674372872265898,0.09433093997056376,0.2856012753961648,-0.2201312427467221,0.44527686063452393,-1.1106188574933982,0.7825872268183661,0.09556837794598473,-0.8021686693438268,-0.08329030920559641,-0.6845885315764716,0.33137286987761616,-0.19058597592994186,0.8328560141560251,-0.03288739920584214,-2.5990447081671126,-0.392922724839921,-0.5761944942475197,-0.9925065781150916,-0.13256599461857205,0.39531694850659216,-0.08371395355635661,-1.5382255339000594,-1.6240750496104324,-0.15569227960558696,0.40084875219664196,0.46138819839121015,-1.9603533925812484,0.21695024754988002,-0.07037856702872959,-0.992560094734871,-1.3762012019950025,1.216051147566089,-0.9079228913627295,-2.55761227124353,-0.32445741669671846,-1.0454570901155014,-0.4137959027988767,-1.230142082911273
1922,-0.8813571778255596,-0.6014616838508732,0.003839455515707142,-0.9534643743797662,-0.5763234602789644,0.4745078209778561,-0.06991116308804965,-0.9586873258944709,0.42719265003892953,-0.026124480298733394,-0.19666124126058415,0.11456325418194001,-0.8830851054009099,0.29377987370770653,-0.9962426941094031,-0.46284955003509515,-0.7277652464350475,0.45769698283301413,0.6061510859619406,0.9268167778854755,-0.8450662291331709,-1.8571401807531027,-1.1248293290301237,0.14417077364708777,-2.7327219426154192,-0.5732311563761788,-1.0290508600189503,0.15667933933361947,-1.8503332728215243,-1.032838557232608,-1.1807577129555278,-0.1844052383861137,-0.08982257842301272,-0.8457903962134948,-0.23948306562511407,-0.6571069914987037,1.125150326138904,-1.7410721507517137,-0.1797595764950226,-0.01824400086414375,0.464522563772314,-1.816979893348684,0.3802591607871891,-0.8656866201767979,-0.7166680841722127,0.16483259272321474,0.18488091667431744,-1.511349842321663,0.443409454488268,-0.9134662729379637,0.07593220994257933,-0.34762562509982725,-0.32236986049135385,-0.3075236298870764,1.5260985791662536,0.7543495724525768,-0.2114470382596605,-1.1145582370104845,-1.4777689374932668,-0.1761586400970605,-1.764371141106889,0.0857997901169477,0.37452085444640204,-0.2561247548746081,0.7142874189186076,-1.0405327959401667,0.8674881653185986,0.011182181930331075,-0.8936660700979387,-0.24036897303731972,-0.9155526070872395,0.18248730011729405,-0.05761741692796009,0.7824852812733759,0.09445235179882369,-2.618904560746331,-0.45403786000623114,-0.5238449144078736,-1.1187085274714244,-0.1392627979288217,0.5645879722946491,-0.09170736971973754,-1.4326950771688813,-1.4758287070742926,0.026375598320597465,0.12474581570778902,0.3536199601797868,-1.9253303492448892,0.17834673510365986,-0.08065013148824143,-1.0435832269645862,-1.1770831266253334,1.1535833221818044,-0.9761898034481881,-2.539446725545814,-0.271321313713774,-1.1122205270954657,-0.32575821527898735,-0.9371420086703706
1923,-0.5662932639205445,-0.35320450479400084,0.14122106045005622,-0.8195380372567419,-0.44901172854711474,0.8877708288978545,0.27089929844744237,-0.8239330398844915,0.6104424461111989,0.19684854255680354,0.014238513636536351,0.43359834075596837,-0.7573066265083782,0.5644201702074024,-0.822943835950166,-0.2436055288411122,-0.5603368241907056,0.6727547039706341,0.7259816951954813,1.0935754370326374,-0.5229435057557259,-1.6714093234537843,-0.9670659301830127,0.36832857074721825,-2.525374258038681,-0.5345598470216301,-0.9153179697457389,0.3029626246834729,-1.7286609274154185,-0.8978333523632155,-1.0983852799683533,-0.1408385366141627,0.09508584346986143,-0.6471753402848588,0.008352706598535693,-0.36832371084689386,1.4463041429572125,-1.631797002959993,0.07054646322914322,0.24851344337110287,0.750392054885917,-1.6863252281512229,0.6556681682019343,-0.786346154356914,-0.4594068858455655,0.2535120311736808,0.41472127737198305,-1.3940903235609068,0.5886822899627681,-0.7403628974449908,0.22367177093651952,-0.1343823661235834,-0.1324794603281855,-0.3120811042200716,1.5647654604364085,0.9581512522812531,0.069580792911221,-1.0806421435718538,-1.3805679973701708,-0.07942764870147169,-1.7552118543206534,0.29233437204761065,0.5609259164396335,0.01277568595495978,0.8159073183566244,-0.8418117793761157,1.0278282315071692,0.15020444928443138,-0.7984389621007261,0.027544089718506175,-0.646101658634703,0.3727360570439024,0.023963089101565974,1.162794184029788,0.1977055533758974,-2.396651393991134,-0.2767569619770647,-0.3706932397119155,-0.9437147394124847,-0.03697022582197642,0.583208445684781,0.21004644393748031,-1.335755770603835,-1.475109300690298,0.14005915316816056,0.21175063244153436,0.5144105866714708,-1.7736174869459922,0.1886438056673415,0.0967974539600814,-0.9272680277672917,-0.9934256747187059,1.3282817542998657,-0.9571825854083659,-2.407532444436272,-0.04020391235909681,-0.9592270342781335,-0.6522930959986533,-0.7822363248450678
1924,-0.572244381331553,-0.41740641919708216,0.03779638943728104,-0.8803399220961543,-0.5039201814753517,0.6733501667092651,0.0041198339456608585,-0.8365424786631577,0.43975880061977185,0.12293898594713684,-0.04236994987428202,0.3906863397442287,-0.7372023503626804,0.4345538788947908,-0.7406115840115188,-0.2872834107611915,-0.5159335081403442,0.4403767539832581,0.6214675238256148,0.8048028941477438,-0.5644288529760757,-1.5129527171247836,-0.9316579067088133,0.39953170300446633,-2.399188903686398,-0.47669593502776525,-0.7603510855079402,0.2796920950924518,-1.6122445724551493,-0.9034152905047861,-0.9767676963396308,-0.1284387104962837,0.00554535375491251,-0.6762295706306801,0.001611826593595236,-0.4096972250300626,1.1289279292343648,-1.7373074350185584,-0.2062776492134524,0.1108137570100718,0.6206423942790181,-1.61987602124127,0.5798908426392357,-0.7626482687809136,-0.45269588986133363,0.32125955230936487,0.4085045887199381,-1.2294493294705489,0.592059357092773,-0.7393636170879465,0.0970901562209662,-0.24055563090344234,-0.18414092245516334,-0.23063838792947555,1.0772588610088418,0.7467536757023523,-0.08718251579408101,-0.9734071433581065,-1.3484816425974118,-0.08429016190145207,-1.5833103053572226,0.3016691046714003,0.4255515863360279,-0.059378392278369094,0.704686525074458,-0.8440154059480062,0.9808934886287913,0.24441905856319296,-0.7756140888178871,-0.09012044501338604,-0.6516956944884401,0.31862570394866696,0.0394614838140233,0.8852736271582989,0.1835396425859387,-2.385278428187642,-0.21488372857446383,-0.3616926712933378,-0.9170416233036226,-0.07004551864195697,0.5494993006028408,0.15848074575865093,-1.3338202535197894,-1.2886490502044297,0.17845882794226356,0.11816235422746063,0.6073666418963704,-1.7032047700379735,0.22371060151285446,0.02660196815817471,-0.88050561302029,-1.0346736642214434,1.141393923469465,-0.8576428394329947,-2.304235555928301,-0.029542204155238408,-0.943150405658277,-0.643010788553525,-0.8602199733108215
1925,-0.5958287886026638,-0.40957257293675126,0.30405664753026757,-0.818169042909227,-0.32903841684935836,0.6424476952864462,0.23054246108043952,-0.9814217576972661,0.5501932068682414,-0.018940118352832165,-0.10658025077207876,0.4125308405151039,-0.6509706248001538,0.5290896425277704,-0.739867059986917,-0.16706029370644562,-0.4055813675691055,0.40282600789983253,0.510835026869414,0.9137575532947874,-0.6335747878226505,-1.6428528803159388,-0.9198138446585882,0.36093986885858304,-2.597434612887035,-0.5440387809926519,-0.7255313496934347,0.2603880273865526,-1.625494719347613,-0.8830855681861062,-0.9413584299218194,0.009795802182406383,0.10524680217619717,-0.7383859181124758,0.03169910913283618,-0.38048013472240816,1.1912113538790323,-1.707806946526807,0.09487610232278909,0.14902309472813116,0.4554536329930724,-1.6556030299124158,0.5959590747504208,-0.6657811155740493,-0.39213464014062227,0.5045720255888307,0.49288882262445805,-1.1864874926241828,0.7557179808713015,-0.7746760522082884,0.3898932626532116,-0.062331827131068496,-0.15182907300581408,-0.08974871041248993,0.8417595442484936,0.8152807737904513,0.004412974301628723,-1.0141758340188358,-1.2580595880333632,0.09406273354115098,-1.6010019574403604,0.36232369218575455,0.6046458302192433,0.015041183676487256,0.6659727219571571,-0.8692952307678445,0.9543822698616748,0.3440146624538158,-0.7473656875038597,-0.0013154923225859,-0.6194603472426533,0.39073508274902163,-0.015529612221089855,0.9146146450182848,0.2245544721328136,-2.561971828711049,-0.17483320212590686,-0.4417394942324605,-0.8472913385868044,0.06924233241468906,0.6890529713865022,0.18571403331843275,-1.6758615732054922,-1.3135872497721925,-0.06415042027214068,-0.14306573947686732,0.8455614742534893,-1.7256353248874448,0.37725556412705014,0.16157726254453078,-0.8796283879031,-1.0675299245054164,1.294888708932785,-0.7544563104091984,-2.4010918075774867,-0.13410640099324395,-0.9542864032957847,-0.8047780355548027,-0.9035570252556633
1926,-0.6386140972681614,-0.4137049589240478,0.17113787104646647,-0.9537218484805988,-0.49076781742551895,0.7095635256032382,0.19838378112307978,-0.7963661195131582,0.5369878092638289,0.22245199538266125,0.29177462850024727,0.45451089594853145,-0.8523892032031574,0.47980289209397,-0.8748491130823933,-0.34041913935524,-0.4576968881418152,0.46802345103549114,0.633538019614689,0.9675206803313293,-0.5248027303603109,-1.5982187920975683,-0.9788746838737664,0.49630718656080997,-2.6940676699523434,-0.529034465107845,-0.7290824305939104,0.22296285509120434,-1.7246006760667667,-0.9585636306226151,-0.9904274617155397,-0.07259607841507858,-0.05543750347696524,-0.8862470029903105,0.03044814514477904,-0.4777784422266556,1.1695767625078686,-1.8884674656282503,-0.030343354735224256,0.23921857351173134,0.49074119488459517,-1.5196919301212106,0.7314283317732789,-0.710517687305478,-0.31670708178348606,0.5966031978939361,0.6598549025452346,-1.2355038934501337,0.7355216823206833,-0.8825762819324255,0.22635062226137587,-0.21247903021557277,-0.19655347598757295,-0.17491475147259544,0.9968365959858528,0.8448527619436825,0.07697201054624302,-1.098267306809563,-1.1241832616048086,0.20751525656514905,-1.6354092500228912,0.2815633137774882,0.48160779168777007,-0.02440770454593166,0.5474018465837955,-0.9706125491739573,0.8928236195212846,0.3668915931019004,-0.6873204030539033,0.020531601574301794,-0.5841654425817129,0.48798402416459313,-0.20319556953094292,1.0844327033251002,0.2222106426124987,-2.6488837330770654,-0.2829746006499957,-0.4238928991793829,-0.9237804966371672,-0.14227616404950294,0.5775233283650087,0.3074174763679881,-1.4981230784187096,-1.4721415560581477,-0.05329142622671649,-0.09078938388430546,0.9193974900359883,-1.8561266171135213,0.2561937008549571,0.17855498484269572,-0.9538181915279089,-1.1685586745752168,1.3849553813297912,-0.8455865275580482,-2.513380743417999,0.15211799889923674,-0.7765457713609675,-0.7739504360208541,-1.0801097101591417
1927,-0.6210450833755502,-0.2839423542423705,0.25134818642196927,-0.8727373955398179,-0.3999473877052167,0.5533744963385945,0.28018581890789923,-0.8062679548199688,0.470946081336854,0.1298686596918693,0.06652311726338964,0.4364698290617309,-0.7057720254981109,0.5107897837398794,-0.7800806870878575,-0.2237786697204359,-0.39855956409406673,0.30515458637561227,0.699732061285367,0.8749576166483592,-0.5771854266039369,-1.5989300762102434,-0.9753970010573615,0.39100894901096395,-2.5705431122375457,-0.5140848856159485,-0.7904161878392453,0.2541823117158542,-1.6822652170910055,-0.9058789862061573,-1.0747504961292471,-0.01033865504021192,0.06346460103455849,-0.8146217112107892,0.10115907028659396,-0.31325232225425015,1.1817425541371087,-1.695954649294199,-0.02189012308746864,0.23947554143885078,0.5047368335710237,-1.4848562252887296,0.650954459835516,-0.7450119390809335,-0.4691595116739016,0.5853970574707418,0.5087858462186514,-1.2221026904315404,0.7225235304210973,-0.8319757161060776,0.36486836551815327,-0.12986988192872567,-0.13912465451973244,0.07119707487021434,0.45153871157120085,0.8180552632688411,0.05577487751149235,-0.9181497984681671,-1.2626469007973613,0.1817942900693952,-1.6982236544374458,0.3413448623934978,0.47829735735308815,-0.08151433126658707,0.48217942081558857,-0.8718130157922311,0.8640875249232686,0.36319972732352884,-0.47050472592927445,-0.03142878876301482,-0.539112623352123,0.5355196748964525,-0.1786801149867026,0.9732462634799596,0.29429060913175603,-2.5084696488985365,-0.2267386663988604,-0.3758441686854232,-0.9144674703241321,0.06803578254242326,0.6070513791091551,0.23301666813950228,-1.5061870535775979,-1.2862695371631032,0.07251188746895,-0.09552259706605364,0.8596936509630114,-1.8706883421756237,0.40704513364330885,0.1480401927313032,-0.9517007136943729,-1.0469489563891716,1.2932812446497095,-0.8045071590293217,-2.432866248882602,-0.004591351448325237,-0.8423876680045825,-0.7956811741965265,-1.0539871428023335
1928,-0.6015572630649336,-0.1603697074246016,0.23900046925910245,-0.8415425090058601,-0.46349528576337307,0.6645561469809368,0.3156178360158931,-0.8605185045519266,0.5148307129289901,0.05558549705664553,0.015246904502054357,0.41318073060624283,-0.6168979249107978,0.456953824536698,-0.7302458308753883,-0.19020301069496587,-0.38016626611376525,0.24487487046074377,0.39970853753679014,0.7728771288101002,-0.5726218403091673,-1.5407295972155413,-0.9419614494471166,0.38306267547397416,-2.6363063611437916,-0.48776346625840966,-0.6125221307567484,0.28100155289097,-1.613343785176591,-0.8019932504361827,-0.8987899197784325,0.0971224342820825,0.2570957400904134,-0.7175287368555175,0.022378420138177223,-0.3499810448863948,1.1100389652332383,-1.727421682678761,0.10254248752844901,0.07538684404052154,0.4700326231157275,-1.3943808250866163,0.6557486825256437,-0.7438440056926527,-0.40802404502633627,0.5473424791460619,0.5096289383451941,-1.1670141174681774,0.7076394341134349,-0.7298573622724661,0.23290623629502855,-0.17660120636906934,-0.19530210079592727,-0.1669416061922415,0.5515844388623969,0.7005609112728746,0.004457306936447151,-0.9739735913625529,-1.2020309934268691,0.17669115120611376,-1.4910782522386479,0.36710803922087243,0.5026455763617781,0.054916593230647244,0.4873798198915972,-0.841644296493585,0.9327824738276757,0.36258045320402527,-0.4371766459445868,-0.017626806425739643,-0.6351902572786031,0.387746504296928,0.08952406717333883,0.8748648794348486,0.24849242185905918,-2.587101841277611,-0.2165933745197939,-0.38395837977327457,-0.8757609010558005,0.1313527946884964,0.511852073577391,0.22184022768068903,-1.6110131578342697,-1.274729154036698,0.16118185760316814,-0.3121263396082526,0.7687313800980963,-1.7496266165328436,0.40086168083639495,0.10078130923544805,-0.8475202638408659,-1.1579336926506894,1.1515079323073776,-0.7198668396805917,-2.4263401396377584,-0.06376267309703629,-0.876970391880665,-1.12108319291053,-0.8940480534567518
1929,-0.4187486964752123,-0.10622900602437492,0.3291673419661736,-0.8643189734466642,-0.2961137025417642,0.6428489093716373,0.7285583021332767,-0.8604034680667122,0.6106616576935522,0.12026494871811591,0.07749227608677633,0.5095425169674576,-0.7060305879812767,0.5752703434707851,-0.49176430531945586,0.10769750024269543,-0.15788351006634957,0.4930265245052959,0.45409713667216756,0.9142202123418814,-0.45940709070160146,-1.5813982973791179,-0.968892257418283,0.4065678948541709,-2.3699048526986912,-0.4317852697929225,-0.6738028739335732,0.23218663106142126,-1.634974085183604,-0.7315373215170459,-0.9334645417097227,0.12212138169986525,0.53219053080389,-0.7500222570831592,0.09272808381113765,-0.12576325938670016,1.270321092993684,-1.7597354759375237,0.603381630692155,0.25483922237201195,0.4501811301449932,-1.3540081899439462,0.6636400112579969,-0.6170263448352195,-0.3833608028976816,0.5646462733119628,0.5380120710909225,-1.1686611503894648,0.8211574545480522,-0.6824054116511802,0.3405319376526222,0.0023863137034118983,-0.19838795591223954,-0.08042571126472531,0.5428808297477802,0.6893994164341992,0.20564070856457128,-0.9953419864859837,-1.2468734393802825,0.17066210488436104,-1.5740177444653674,0.45807221568591494,0.5438305484142051,0.09285447600766472,0.38239005015411304,-0.8268897315147173,0.8326585038456925,0.4754544656326881,-0.3458962034119671,0.10666543513870194,-0.5435109879001716,0.5435542494845195,0.1284958146008614,0.9631586374015497,0.34636536173211285,-2.4580068945355285,-0.169530638867825,-0.36693442696480255,-0.6231121183371,0.17134477945112048,0.5730716097685523,0.3634842653470246,-1.537471102558281,-1.3708152839278323,0.056302809317773046,-0.1507479040228248,1.0571078678895824,-1.8302219910804354,0.47045753548721825,0.16291354249678067,-0.877566849649003,-1.1390147185978652,1.174952712775208,-0.6469166120551649,-2.485406402654832,0.08908159749110987,-0.7475946134273918,-0.9477831439901633,-1.0487379784737476
