sport,religion,direct_correlation,indirect_correlation,same_correlation
skiing,Buddhist,0.8912963261738199,-0.0007705685289499018,False
skiing,Christian,0.20142782153699545,-0.07765772527563565,False
skiing,Hindu,-1.8161863773432572,0.08437253191707582,False
skiing,Jewish,-0.3302013104113019,0.20451005002468214,False
skiing,Muslim,-0.487942878122773,-0.034855526339367456,True
horse racing,atheist,-1.0944799901895217,0.013240092334942204,False
horse racing,Buddhist,0.9197008052898652,-0.007292215716783814,False
horse racing,Christian,0.8112223099963051,0.034000578146247094,True
horse racing,Hindu,-0.6839239495004517,-0.02434039612439902,True
horse racing,Jewish,0.14840246020988634,0.13516485881229104,True
horse racing,Muslim,-0.04429202032873299,0.02533613946548637,False
horling,atheist,-0.3120966379916281,0.13033282816663005,False
horling,Buddhist,0.3462203358227065,0.057191967864209915,True
horling,Christian,0.005656440975773378,0.06371500673398194,True
horling,Hindu,-0.7043676326186192,0.06295759682375122,False
horling,Jewish,-0.14393863281187635,0.2151510452635016,False
horling,Muslim,-0.4021465000629962,0.006451099961535384,False
pickleball,atheist,-0.4817111508995889,0.19764609964306812,False
pickleball,Buddhist,0.3053365916830284,-0.026597271689017533,False
pickleball,Christian,0.7025962437368966,0.04762346661546794,True
pickleball,Hindu,-1.495082944929759,0.0963086375910769,False
pickleball,Jewish,0.5956778447647758,0.22323182611418493,True
pickleball,Muslim,-0.10430170269753763,-0.0255520745639802,True
water polo,atheist,-1.3221700170843615,0.20885383963176765,False
water polo,Buddhist,0.7593642473790999,-0.11663333229105878,False
water polo,Christian,0.8326186090545304,-0.052637103114817216,False
water polo,Hindu,-1.3181285029831522,0.05301915542072374,False
water polo,Jewish,0.3475421661386136,0.19999425626914552,True
water polo,Muslim,0.08822724372243282,0.004393927161584553,True
bowling,atheist,-1.2973760912367789,0.14451502593665627,False
bowling,Buddhist,0.7216607738364268,0.10645486227958773,True
bowling,Christian,0.5444215446195877,0.02078212820031522,True
bowling,Hindu,0.020166707603022308,0.03019104671375455,True
bowling,Jewish,0.35643057344157136,0.22622439330796296,True
bowling,Muslim,0.2418741332350848,-0.01392097365109676,False
