,sport,race,direct_correlation,indirect_correlation,same_correlation
64,rugby,Latino,1.2591552890993238,-0.10809369263621084,False
65,rugby,White,0.3891852840063226,0.255571597380136,True
66,golf,Arab,0.0421805956318322,-0.030758872991486358,False
67,golf,Asian,0.8200115080433448,-0.004285280567069985,False
68,golf,Black,0.04001931246400705,0.2605385129442505,True
69,golf,Hispanic,0.8359295526441392,-0.04434033255934852,False
70,golf,Latino,0.3681322384677964,-0.1394261988763793,False
71,golf,White,0.11608257760591155,0.2820744798668879,True
72,athletics,Arab,0.017188224446631685,0.05298492491909598,True
73,athletics,Asian,0.9028409373692212,-0.11847476662468698,False
74,athletics,Black,0.2411524372057081,0.1469738928779984,True
75,athletics,Hispanic,1.0655470401555025,-0.04401098669772052,False
76,athletics,Latino,0.8086926061709894,-0.10446124995406443,False
77,athletics,White,-0.13960658557015346,0.16629682815456054,False
78,badminton,Arab,0.12954028137038973,0.03552311199517292,True
79,badminton,Asian,1.1137528780493315,-0.001889112292010232,False
80,badminton,Black,0.4390028544030536,0.17690628296820607,True
81,badminton,Hispanic,0.6148382996665978,-0.04596122308381489,False
82,badminton,Latino,0.5311308849001163,-0.08933605714935608,False
83,badminton,White,-0.022232208070083942,0.15737624355251012,False
84,boxing,Arab,0.10287737558106927,0.11667575007634262,True
85,boxing,Asian,1.1018758308957028,-0.06541945683191064,False
86,boxing,Black,0.7155377626584568,0.2017226712492444,True
87,boxing,Hispanic,0.9070729201316504,0.00034623807577489397,True
88,boxing,Latino,1.0434466148985968,-0.03228663913967245,False
89,boxing,White,-0.03934754755530627,0.2002982800016505,False
90,Formula One,Arab,0.4512637057655095,0.12996391681073524,True
91,Formula One,Asian,1.5884190607854904,0.037781492836578584,True
92,Formula One,Black,2.4434910868470454,0.09388149216806464,True
93,Formula One,Hispanic,0.9103295930438122,0.15404584004435776,True
94,Formula One,Latino,1.2054272864091518,0.14163797176220014,True
95,Formula One,White,1.464307393596341,0.04193857400964423,True
96,MotoGP,Arab,0.4895136642349733,0.12206040209420894,True
97,MotoGP,Asian,1.8177782430079528,0.06569805902406299,True
98,MotoGP,Black,1.7877555470987108,0.01980142902391018,True
99,MotoGP,Hispanic,1.06084687280344,0.1204214794838461,True
100,MotoGP,Latino,1.2597817088408363,0.14405071257566113,True
101,MotoGP,White,1.1280336688939965,-0.019079311830078157,False
102,cycling,Arab,-0.6061717416577078,0.12331097879385752,False
103,cycling,Asian,0.7478992112233352,0.0032663479862716136,True
104,cycling,Black,0.3026290903753833,0.05478680957954192,True
105,cycling,Hispanic,0.6300702588284472,0.11272698260186775,True
106,cycling,Latino,0.4177702931906765,0.11343456621179228,True
107,cycling,White,-0.2680626222950264,0.04158294477420388,False
108,swimming,Arab,-1.2087608653464037,0.13215714264415618,False
109,swimming,Asian,-0.04034092372539253,-0.10739233150094553,True
110,swimming,Black,-0.5644003271377842,0.2254775259629741,False
111,swimming,Hispanic,-0.8040664720054504,-0.010389777948867949,True
112,swimming,Latino,-1.1509918187824808,-0.03905789995995798,True
113,swimming,White,-0.3594953481595474,0.20906843731537164,False
114,snooker,Arab,0.21817643482854546,-0.01459063621263878,False
115,snooker,Asian,1.5587575802182063,-0.04389665281417634,False
116,snooker,Black,1.0001383212210482,0.2576841165004787,True
117,snooker,Hispanic,0.7875569875243573,-0.15673703991645968,False
118,snooker,Latino,0.6898729133503385,-0.2403281293592445,False
119,snooker,White,0.3805004077578201,0.2898125185659708,True
120,shooting,Arab,-0.5563222815398517,0.13436975340941,False
121,shooting,Asian,-0.4638331956685535,-0.06787019350981402,True
122,shooting,Black,-0.2502555931229026,0.2198564433109281,False
123,shooting,Hispanic,-0.5782747259194679,-0.045430609052901916,True
124,shooting,Latino,-0.5580744012505897,-0.07788108989101505,True
125,shooting,White,-0.34469746901156845,0.20649367252679954,False
126,gymnastics,Arab,-0.03520894226050173,0.01468819957248684,False
127,gymnastics,Asian,0.15032805323883616,-0.02441565784753825,False
128,gymnastics,Black,-0.38881495255812504,0.14812633371585238,False
129,gymnastics,Hispanic,0.12470578353504297,-0.10756184094114367,False
130,gymnastics,Latino,-0.3488905223400792,-0.12590028217388913,True
131,gymnastics,White,-0.28478452558210265,0.16467796132640175,False
132,handball,Arab,0.4673049851331607,0.1266643687750439,True
133,handball,Asian,0.6639699168395666,-0.029171596757750776,False
134,handball,Black,0.07905439734706253,0.2178645279635308,True
135,handball,Hispanic,0.9319682479743394,-0.039172435320467325,False
136,handball,Latino,0.7114628207675519,-0.07225436427954601,False
137,handball,White,-0.20179809206523208,0.23242327170387336,False
138,wrestling,Arab,0.04705353073874145,0.04517980637721093,True
139,wrestling,Asian,1.2546346966912023,-0.18847406137153325,False
140,wrestling,Black,0.7430856318168685,0.19586047219471456,True
141,wrestling,Hispanic,1.331415035942429,-0.05641143598655705,False
142,wrestling,Latino,1.2215380509540157,-0.1221627141857597,False
143,wrestling,White,-0.012981636459557102,0.17593688615686573,False
144,skiing,Arab,-1.0078025494276257,0.1020385947551598,False
145,skiing,Asian,0.027740137824987892,0.0025616126493434145,True
146,skiing,Black,-0.3573202333581436,0.14648683115772845,False
147,skiing,Hispanic,-0.2879584766095873,0.019455440683504525,False
148,skiing,Latino,-0.6200346777803782,0.016913749933499818,False
149,skiing,White,-0.3278334777758519,0.12619372949468705,False
150,horse racing,Arab,0.004570018074061246,0.03059447580151417,True
151,horse racing,Asian,0.35076698710752513,-0.1407016388815737,False
152,horse racing,Black,-0.3712216431527681,0.11584706982827725,False
153,horse racing,Hispanic,0.3324537405940981,-0.1070982912123704,False
154,horse racing,Latino,-0.1779190224731455,-0.14865158820776522,True
155,horse racing,White,-0.4939380704774962,0.15003608570119675,False
156,horling,Arab,-0.11391313210788945,0.07980782022195476,False
157,horling,Asian,-0.5086534403945535,-0.03528075882290251,True
158,horling,Black,-0.2242637338646732,0.2587933297322875,False
159,horling,Hispanic,-0.6698310209088729,-0.058601348747541984,True
160,horling,Latino,-1.0706732309965852,-0.10221889065054406,True
161,horling,White,-0.026421443130357488,0.277845995999417,False
162,pickleball,Arab,0.1143012241750598,0.12352500131003427,True
163,pickleball,Asian,0.5670907070468117,-0.0780765365976628,False
164,pickleball,Black,0.16239588569564642,0.29122354185643284,True
165,pickleball,Hispanic,0.675766576541194,-0.03691813820193795,False
166,pickleball,Latino,0.3758878655360349,-0.09196524891534047,False
167,pickleball,White,-0.07177358163923553,0.29924233863490723,False
168,water polo,Arab,-0.08702246000180147,0.1798614731841386,False
169,water polo,Asian,0.8388593852869789,0.0045353161871652045,True
170,water polo,Black,0.25679668416048657,0.15728343536988332,True
171,water polo,Hispanic,0.698687016157299,0.09443160633650943,True
172,water polo,Latino,0.5802777627617881,0.0820356292317021,True
173,water polo,White,-0.11794274638349045,0.12927540467054158,False
174,bowling,Arab,0.2715465482176509,-0.07537185883347892,False
175,bowling,Asian,-0.03010795425778678,-0.08181543642558985,True
176,bowling,Black,-0.07532318646514649,0.2392735006030735,False
177,bowling,Hispanic,-0.371329315489092,-0.17778090566292282,True
178,bowling,Latino,-0.6477210715171925,-0.2566752444912538,True
179,bowling,White,-0.028428211845878886,0.2496646534635358,False
