,sport,beverage,direct_correlation,indirect_correlation,same_correlation
103,martial arts,champagne,-0.6696972741758791,-0.03812612323303603,True
104,baseball,water,-0.7128630428382824,-0.08972617114875918,True
105,baseball,coffee,0.042554397805408435,-0.017187468597744653,False
106,baseball,tea,-1.4431944417807707,-0.2374021179511745,True
107,baseball,juice,-0.0182896787464487,-0.10667859752213296,True
108,baseball,milk,-1.1882898590407962,-0.21553579043937227,True
109,baseball,soda,1.1428353564936715,0.09961410301709664,True
110,baseball,alcohol,-0.8624030496342973,0.03540983673751673,False
111,baseball,liquor,-0.5771711381537731,0.0908013159161409,False
112,baseball,beer,1.5056410661558708,0.31274346353781984,True
113,baseball,wine,-1.5380737302700391,-0.08104419561666225,True
114,baseball,vodka,-0.8359869170784516,0.020016156408448758,False
115,baseball,whiskey,0.3331424140367845,0.3004181215281246,True
116,baseball,champagne,-0.16159761938193468,-0.2654662920769532,True
117,american football,water,-0.6439642902620928,-0.037431889245769664,True
118,american football,coffee,0.2266337319894983,-0.06622057539917395,False
119,american football,tea,-1.3566715626070651,-0.331084334076634,True
120,american football,juice,0.2780477429164998,-0.2221674238746432,False
121,american football,milk,-1.2017639123695494,-0.32575995298491817,True
122,american football,soda,0.946546902170606,0.06705820100391449,True
123,american football,alcohol,-0.02713899551748584,0.13847880799577147,False
124,american football,liquor,-0.20951512760173294,0.17631304378797827,False
125,american football,beer,1.2185918914923164,0.377007994420141,True
126,american football,wine,-1.4367021160027067,-0.13005024572049806,True
127,american football,vodka,-0.009948306522740721,0.016352774512658274,False
128,american football,whiskey,0.4977946955044399,0.3205648541780829,True
129,american football,champagne,-0.23967961119856696,-0.27314810998186945,True
130,rugby,water,-0.6277463073338769,-0.10955976134398167,True
131,rugby,coffee,-0.2427966403092792,-0.03484722499865983,True
132,rugby,tea,-0.4025887153907097,-0.056099674240553454,True
133,rugby,juice,-0.2213802108677718,-0.10436511630149474,True
134,rugby,milk,-1.0153379052941665,-0.13901799363295622,True
135,rugby,soda,-0.8767414273656072,-0.01639746427989489,True
136,rugby,alcohol,-0.2643654457754531,-0.028838274272605494,True
137,rugby,liquor,-0.7814905152487751,-0.014360445833854015,True
138,rugby,beer,0.95336496634278,0.13400094186086076,True
139,rugby,wine,-0.4720650285524147,0.03276677496793297,False
140,rugby,vodka,-0.11873178714872645,-0.008263629904809711,True
141,rugby,whiskey,0.4438086593355344,0.1734032499930026,True
142,rugby,champagne,0.5180776466897459,-0.11432464087547844,False
143,golf,water,-0.6909552664904711,-0.18151183668421847,True
144,golf,coffee,0.225978289969393,0.10668574137058527,True
145,golf,tea,-0.44214628533963946,-0.030184317240315832,True
146,golf,juice,0.15575886648726478,-0.018470454277694958,False
147,golf,milk,-1.6651965844734669,-0.12121617680310133,True
148,golf,soda,-0.09676515984037096,0.1132366667743409,False
149,golf,alcohol,-0.4773424719479572,-0.1030870775329725,True
150,golf,liquor,-0.20049861141910827,-0.02523608693627043,True
151,golf,beer,0.609230351926329,0.13953386026179487,True
152,golf,wine,0.027395542823267442,0.002810926686640554,True
153,golf,vodka,-0.2995979503294189,-0.03288032644966464,True
154,golf,whiskey,0.7460656297048308,0.1639730176597904,True
155,golf,champagne,1.137609659799287,-0.09981961684748712,False
156,athletics,water,0.455736000966478,-0.09177217292935856,False
157,athletics,coffee,0.4580278196123013,-0.0244308296516228,False
158,athletics,tea,-0.3575549104602458,-0.08425950578751118,True
159,athletics,juice,0.3626247486431665,-0.17954123565112065,False
160,athletics,milk,-0.8916263412687373,-0.19579037010560552,True
161,athletics,soda,0.33850150375507204,-0.008295209647535155,False
162,athletics,alcohol,0.4667058105939391,0.05670494970320863,True
163,athletics,liquor,-0.11644343849618755,0.07788166742534655,False
164,athletics,beer,0.46330297140966104,0.18533674882385748,True
165,athletics,wine,-0.7693163031897056,0.010147846491157894,False
166,athletics,vodka,0.08872711227808851,0.013037213121971907,True
167,athletics,whiskey,-0.4561593205135393,0.2056866589082285,False
168,athletics,champagne,0.41491782650283454,-0.16098644906239198,False
169,badminton,water,0.09543248512357792,-0.08139258529036743,False
170,badminton,coffee,0.5678952898661404,0.06247806683971471,True
171,badminton,tea,0.9059938325668274,-0.023163003117584468,False
172,badminton,juice,0.5325634207856929,-0.04964937776821248,False
173,badminton,milk,-0.6293105349312036,-0.14639580269019706,True
174,badminton,soda,0.08259223165943794,0.059432435932946365,True
175,badminton,alcohol,-0.3069875735389103,-0.013525204798097318,True
176,badminton,liquor,-0.5777755063524608,0.00036349877139390337,False
177,badminton,beer,0.8761485683682854,0.13774446171230126,True
178,badminton,wine,-0.8438174808817389,-0.02629163662728391,True
179,badminton,vodka,-0.0951914864378828,-0.027990220648854952,True
180,badminton,whiskey,-0.6819155100143935,0.13254712218626913,False
181,badminton,champagne,0.5178462209393638,-0.09989176454980657,False
182,boxing,water,-0.7310138486421193,-0.010730965146327546,True
183,boxing,coffee,0.2285904639238487,-0.1037693963680618,False
184,boxing,tea,-0.6138947511216529,-0.12554533480213073,True
185,boxing,juice,0.042441904929680516,-0.07401599559202197,False
186,boxing,milk,-1.5799236772377536,-0.09013937537487908,True
187,boxing,soda,0.057565814815884214,-0.005373638358702242,False
188,boxing,alcohol,0.11635925184356186,0.017540832754437453,True
189,boxing,liquor,0.3630163584494444,0.06646513817212084,True
190,boxing,beer,0.7090519563029849,0.10420543311753257,True
191,boxing,wine,-1.1603840983300566,0.003053620477288311,False
192,boxing,vodka,1.0814347149593655,0.02738986138358817,True
193,boxing,whiskey,0.8835483219918847,0.1138964790116072,True
194,boxing,champagne,0.3492105470959645,-0.0952023314252302,False
195,Formula One,water,-0.7955930288726988,-0.11989249401301558,True
196,Formula One,coffee,0.25586444918019824,0.010324319959029814,True
197,Formula One,tea,-0.5931220964082812,-0.10135838161170822,True
198,Formula One,juice,0.2243392669752466,-0.009729891243532036,False
199,Formula One,milk,-0.6495312780318354,-0.12322475560749753,True
200,Formula One,soda,-0.002210030911979889,-0.005794828975447602,True
201,Formula One,alcohol,0.4320545667845521,0.09397552765527054,True
202,Formula One,liquor,-0.4965494854841157,-0.012040859561158999,True
203,Formula One,beer,0.17076152048726173,0.020578400093071342,True
204,Formula One,wine,-0.6090642855854802,0.22006774145563926,False
205,Formula One,vodka,0.8425304552606949,0.08920015514574119,True
206,Formula One,whiskey,-0.1218884807775468,-0.02472845385818517,True
207,Formula One,champagne,2.8324681714210813,0.036221403017950814,True
208,MotoGP,water,-0.3709171447968535,0.024935834065609664,False
209,MotoGP,coffee,0.07161723183164317,-0.09581650624042197,False
210,MotoGP,tea,-0.9688978330737626,-0.06977751638272958,True
211,MotoGP,juice,0.4365754237378757,0.062481812843392284,True
212,MotoGP,milk,-0.5602353286299748,0.029795740729413524,False
213,MotoGP,soda,-0.1065609776168166,-0.05105618220054033,True
214,MotoGP,alcohol,0.174604916994135,0.05038205054305362,True
215,MotoGP,liquor,-0.08845811761814037,-0.0656515106645331,True
216,MotoGP,beer,0.6759386085165379,-0.13373625055882288,False
217,MotoGP,wine,-0.8721229436451347,0.20472034782019824,False
218,MotoGP,vodka,0.8789758880096391,0.0451910139521788,True
219,MotoGP,whiskey,0.035813562126478016,-0.19092195810459345,False
220,MotoGP,champagne,1.6719961264251302,0.10160822096228543,True
221,cycling,water,1.1389197807513964,-0.12256331681133215,False
222,cycling,coffee,0.6307498969888712,-0.00910661539601878,False
223,cycling,tea,-0.16875803584889754,-0.14173672217959268,True
224,cycling,juice,0.9870380434345656,-0.13312555172105575,False
225,cycling,milk,-0.1748446911514293,-0.1967271676239654,True
226,cycling,soda,0.4645446714906098,-0.009136065693403141,False
227,cycling,alcohol,-0.4282860061926129,0.09645103160312236,False
228,cycling,liquor,-1.5780838339361942,0.04479755784159895,False
229,cycling,beer,0.2451639520660666,0.15527512242983452,True
230,cycling,wine,-0.5343518964660084,0.13991613465518984,False
231,cycling,vodka,-0.30670956206495426,0.08481929815423539,False
232,cycling,whiskey,-1.5090989432654602,0.08369630060146009,False
233,cycling,champagne,0.38264000922250174,-0.03339031968961482,False
234,swimming,water,1.7580615667794786,-0.02469596791778261,False
235,swimming,coffee,-0.17571094495571699,-0.11714464112531747,True
236,swimming,tea,-0.005303566540778457,-0.25939155194846875,True
237,swimming,juice,1.0408286257785948,-0.16120800309522074,False
238,swimming,milk,0.6852043478409151,-0.19794670519243296,False
239,swimming,soda,0.0731020389489899,0.022740359646471198,True
240,swimming,alcohol,-1.1987839795580824,0.012064891715359577,False
241,swimming,liquor,-1.3008534852651734,0.09817255997369753,False
242,swimming,beer,-0.7013224585745028,0.2774878539408518,False
243,swimming,wine,-0.795409268338232,-0.1179137109210905,True
244,swimming,vodka,-0.8345470104566691,0.031427470615345315,False
245,swimming,whiskey,-1.5113081370746897,0.2556481090252177,False
246,swimming,champagne,0.43191181874492496,-0.269574465848529,False
247,snooker,water,-1.6015532988702954,-0.11066108427917278,True
248,snooker,coffee,-0.21630251084033986,0.010557685720816142,False
249,snooker,tea,0.5335624331359546,0.0613974610866263,True
250,snooker,juice,-1.0687458498211788,-0.026708171216588267,True
251,snooker,milk,-1.7358501359644425,-0.036687969416717404,True
252,snooker,soda,-0.9346677892041312,0.013543213768251938,False
253,snooker,alcohol,-0.4886652352724742,-0.13210839987728368,True
254,snooker,liquor,-0.18743138025026065,-0.07837341103745309,True
255,snooker,beer,0.8498293779817278,0.023780551977179383,True
256,snooker,wine,-0.6793057368256954,0.009115508935545642,False
257,snooker,vodka,-0.025776754231493795,-0.03656265616706463,True
258,snooker,whiskey,1.1934684624502658,0.08938190836807954,True
259,snooker,champagne,0.7216469907538181,-0.0601176721771784,False
260,shooting,water,-0.055054724242378415,-0.0057717671137394325,True
261,shooting,coffee,-0.060553723286487025,-0.12180741149968995,True
262,shooting,tea,-0.5047235170679139,-0.15114806067710346,True
263,shooting,juice,-0.11572210058794265,-0.06637130814113898,True
264,shooting,milk,-1.2898968989570043,-0.08947852670449526,True
265,shooting,soda,-0.25850651253357576,-0.007929624083340546,True
266,shooting,alcohol,-0.2879649975544045,0.010648609659866031,False
267,shooting,liquor,0.44310557955683016,0.013976005038944335,True
268,shooting,beer,0.6041522341733673,0.13778079002836438,True
269,shooting,wine,-0.9106403926471758,-0.01649547328619521,True
270,shooting,vodka,1.1068119058422463,0.05283541890038384,True
271,shooting,whiskey,1.488882441117792,0.14514086639498033,True
272,shooting,champagne,-0.22302764150310744,-0.2033990463762759,True
273,gymnastics,water,0.911598117471868,0.06100501630575037,True
274,gymnastics,coffee,0.3604961767840159,-0.10407738733099337,False
275,gymnastics,tea,0.17322822039783856,0.03735479244531945,True
276,gymnastics,juice,1.7465781263316666,0.08957607479542816,True
277,gymnastics,milk,0.21580204378097026,0.10067101232628417,True
278,gymnastics,soda,1.0347159869243383,-0.04174309892436602,False
279,gymnastics,alcohol,-0.26598605736764364,-0.08245065534232755,True
280,gymnastics,liquor,-0.4886932385590616,-0.095099210320999,True
281,gymnastics,beer,0.2013075870647568,-0.14591607081554206,False
282,gymnastics,wine,-0.8996061306263138,0.05283505574991331,False
283,gymnastics,vodka,1.0288211202891084,-0.040933058325442036,False
284,gymnastics,whiskey,-0.5289675143562839,-0.12797463908327653,True
285,gymnastics,champagne,0.9920077842226402,0.041998108107972436,True
286,handball,water,0.4803086450792381,0.0006923561470558675,True
287,handball,coffee,0.2233025287142988,-0.14978509710999532,False
288,handball,tea,0.36010520910220983,-0.08037069807414085,False
289,handball,juice,0.5859831785093242,-0.043415478790006665,False
290,handball,milk,0.06453032308331487,-0.025203871107486592,False
291,handball,soda,0.6857297168330636,-0.043815379856622406,False
292,handball,alcohol,-0.07402915007891155,-0.04897826812392035,True
293,handball,liquor,-0.5104228834006334,-0.014388007441194716,True
294,handball,beer,0.8178431484822285,0.022562865959161987,True
295,handball,wine,-0.9624290631190904,0.033726007195089794,False
296,handball,vodka,0.42908598789052943,0.004697529924145986,True
297,handball,whiskey,-0.452535325029744,0.045515431791704974,False
298,handball,champagne,-0.039170634735020415,-0.07709863294283104,True
299,wrestling,water,0.08727856374851377,-0.03632938357834595,False
300,wrestling,coffee,-0.26528386235946105,-0.05374006861470717,True
301,wrestling,tea,-0.7207543287275995,-0.2804834027670497,True
302,wrestling,juice,0.5329626060558793,-0.18979756050446014,False
303,wrestling,milk,-0.5055514534870652,-0.24579578244739664,True
304,wrestling,soda,0.4198174956499247,0.079037355733358,True
305,wrestling,alcohol,0.0895382179833891,0.02552032165217287,True
306,wrestling,liquor,0.13005142526775926,0.11149690318933604,True
307,wrestling,beer,0.8248299891306525,0.3901881566237398,True
308,wrestling,wine,-1.1766833895889404,-0.17896591251401894,True
309,wrestling,vodka,0.8281474010176991,0.018171431603240248,True
310,wrestling,whiskey,0.5279657528169631,0.3775440528158833,True
311,wrestling,champagne,-0.3345647881140832,-0.3962871569407598,True
312,skiing,water,0.051982758596883324,-0.05398230288980237,False
313,skiing,coffee,0.4480588136674665,-0.030164785169051862,False
314,skiing,tea,-0.13765930289282582,-0.1317614999838107,True
315,skiing,juice,-0.4639343236284363,-0.008890440357234809,True
316,skiing,milk,-0.6698267126914296,-0.09271817938736662,True
317,skiing,soda,0.20341164055644592,0.050383632329123205,True
318,skiing,alcohol,-0.5275152745352747,0.04501451427115958,False
319,skiing,liquor,-0.5113020844137198,0.020557068994124444,False
320,skiing,beer,0.5747886603686033,0.1045281880830413,True
321,skiing,wine,-0.4704724620552356,0.0655216281380232,False
322,skiing,vodka,1.3518446725474589,0.11189276827902526,True
323,skiing,whiskey,-0.3270684470844145,0.0572059332864926,False
324,skiing,champagne,1.0759248147279652,-0.08378079944274414,False
325,horse racing,water,-1.1285049636082631,-0.005066296464666536,True
326,horse racing,coffee,-0.21128301276189104,-0.06386269664267467,True
327,horse racing,tea,-0.19700552101959287,-0.03418014880155722,True
328,horse racing,juice,-0.5830823327658498,-0.09059800548061714,True
329,horse racing,milk,-0.8787851427277109,-0.0656184263416967,True
330,horse racing,soda,-0.7191335969494628,-0.023101911439877863,True
331,horse racing,alcohol,0.09487399000592392,-0.03628699302758258,False
332,horse racing,liquor,0.6211672682476037,0.050595758722368635,True
333,horse racing,beer,0.4133392454850963,0.08972628532664506,True
334,horse racing,wine,-0.105702218572093,-0.056136732370797006,True
335,horse racing,vodka,0.4325547664361243,-0.008975098741593019,False
336,horse racing,whiskey,1.1015200110215904,0.14933489851196532,True
337,horse racing,champagne,1.6642312040282068,-0.09535733327171857,False
338,horling,water,0.10320912241013606,-0.10710270798519038,False
339,horling,coffee,-0.7696150401922013,-0.02602123104118413,True
340,horling,tea,0.34845415865257784,-0.06578801005457542,False
341,horling,juice,-0.044165691797157805,-0.06668253365454238,True
342,horling,milk,0.5180891398067096,-0.07777997208909022,False
343,horling,soda,-0.7067066525685901,-0.0057524198862804726,True
344,horling,alcohol,-0.9893596792061448,-0.048994913470466264,True
345,horling,liquor,-0.421015147757681,-0.018228831146583,True
346,horling,beer,0.5053402391148519,0.13909773419968555,True
347,horling,wine,-0.16051473521599824,-0.033243388925433305,True
348,horling,vodka,-0.6001630534670501,-0.026180090747513783,True
349,horling,whiskey,-0.10244446365346233,0.15262400829273434,False
350,horling,champagne,-0.7719360938768558,-0.12517030225743694,True
351,pickleball,water,0.08116906229672256,-0.1001756070800608,False
352,pickleball,coffee,0.012822413940177132,-0.08211164671236018,False
353,pickleball,tea,0.16274740323412273,-0.16142760068244927,False
354,pickleball,juice,0.9027961010855394,-0.13856957165843986,False
355,pickleball,milk,0.0539310749404549,-0.15676073428604625,False
356,pickleball,soda,1.0044372498657148,-0.006256237317738712,False
357,pickleball,alcohol,-0.5733376423795994,-0.01656146774459957,True
358,pickleball,liquor,-0.6795731978863555,0.05662019452105509,False
359,pickleball,beer,1.0013479604681714,0.2070582215373228,True
360,pickleball,wine,-0.7652124254257968,-0.018241800456125282,True
361,pickleball,vodka,0.19975284249091732,0.031903358519732514,True
362,pickleball,whiskey,-0.05231843916388769,0.22035576694691356,False
363,pickleball,champagne,0.03803008855016935,-0.1803231764778309,False
364,water polo,water,1.1617720946721268,-0.044498638022833104,False
365,water polo,coffee,0.06794686634899688,-0.05276202464577304,False
366,water polo,tea,0.08131993860425274,-0.1507430205965644,False
367,water polo,juice,0.5299981622400797,-0.06815179693721822,False
368,water polo,milk,-0.21044769300033955,-0.15582611937141613,True
369,water polo,soda,0.44179509394344,0.0359439754117527,True
370,water polo,alcohol,-0.7366914552305979,0.08325996373555762,False
371,water polo,liquor,-0.9493884356578159,0.06628441050965372,False
372,water polo,beer,0.5138626188266718,0.12547407394851887,True
373,water polo,wine,-0.8098164649408891,0.07771592772998996,False
374,water polo,vodka,0.2935625805644261,0.0669707118084909,True
375,water polo,whiskey,-0.6584959046554371,0.0976851853938714,False
376,water polo,champagne,1.0135936983171503,-0.10266491065366916,False
377,bowling,water,-0.3344540840388036,-0.10130970698701312,True
378,bowling,coffee,0.4277040359698761,0.07753960897373205,True
379,bowling,tea,0.2187836209103031,0.028728788430522408,True
380,bowling,juice,0.2004817305978837,-0.011978111346018708,False
381,bowling,milk,-0.9809696136289374,-0.07583290870992733,True
382,bowling,soda,1.299365219842168,0.08709896148222007,True
383,bowling,alcohol,-0.4675760443571046,-0.12380336105229907,True
384,bowling,liquor,-0.16044692281323567,-0.0650735035619503,True
385,bowling,beer,1.0149086564944907,0.10810062837085044,True
386,bowling,wine,-0.8714182774007045,-0.05171316262610669,True
387,bowling,vodka,-0.145943687422401,-0.06309754575667323,True
388,bowling,whiskey,0.7240315450427727,0.14052620173818153,True
389,bowling,champagne,0.2698205751908821,-0.12738181755422096,False
