index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga
1,-0.2516761502784917,0.3032560765613008,0.15326323126201463,0.1868276022130248,0.30205228984208793,0.027538811711091887,0.01597833279952692,0.1725286739993972,0.26227972233165026,-0.44917404704624714,0.3253083000863796,-0.10912900409917708,0.06687703025396013,-0.26697253482544897,0.11448776213177941,0.18878661555479503,0.21741323490504122,-0.10121274808072442,-0.009346820526753546,-0.2512261518411083,-0.4332855415668497,-0.42111060895856295,-0.16778290960883988,-0.4192308580190588,-0.4733724176922514,-0.37969736687899114,-0.10288156846061176,-0.10328674008318751,-0.0013076633964138368,-0.20230580513066748,0.0690382562473878,0.02537152280523613,-0.05957836741225765,-0.10699143655679474,-0.13386497692499927,0.15686385280126147,-0.25003216122002814,0.1700336689954928,-0.05307259370644184,-0.17679033055605547,-0.10343481223261275,-0.16089551454604764,-0.2402784676960805,-0.08180212024963507,0.004345262049474548,-0.25820291365037096,-0.0014426719699107775,-0.11665925117272596,-0.04904782753149607,-0.11465410285597158,0.0009282364224793904,0.5409512912428285,0.08586845073823257,0.028459524331833515,0.40851720575083716,0.36317825043053403,0.4703028410097871,0.20195250461420375,0.9303360824507427,0.5341744081068124
2,-0.6057535169653196,0.13425111690205174,0.031167742682806046,0.10959401488362103,-0.07195946386255983,-0.30044123621617846,-0.2638141388456104,-0.04758545587804369,0.002998693369832287,-0.8801690687940313,0.027880573502582794,-0.15224469488267062,-0.22266213004908078,-0.5604334231347485,-0.29070411153058046,-0.16843814134290339,-0.32006193211097606,-0.45180183171360155,-0.4456552947375568,-0.5588913682251105,-0.8578748037797486,-0.8231455389382045,-0.7474871507936717,-0.6473233768045717,-0.6775922800062961,-0.6365934315159623,-0.6224883269415405,-0.45189743905906526,-0.4291200658417801,-0.5166559661783319,-0.29666594670759555,-0.47456823226605765,-0.2283285063455573,-0.3905550064306129,-0.3759619949879317,0.07464630987495985,-0.6040121357466254,-0.3280271434640147,-0.2813430196305471,-0.6219322093613228,-0.4859829662866486,-0.45630021018951405,-0.7298732033577806,-0.3716019300431726,-0.45555640325630037,-0.8474018224887891,-0.35627990542181065,-0.4463714439241756,-0.5614723383719401,-0.7145106688268058,-0.3815632678200436,0.025925882038574547,-0.29385384053271824,-0.32105625481074385,-0.1393422417804252,0.12107904431879206,0.16954212081063508,-0.1635292563583367,0.6613687441605391,0.19702046736951767
3,-0.6285587707199868,0.1426116233818117,0.08268620211950499,0.12833379992996835,-0.1733293559725431,-0.3826456821159495,-0.3207634171366492,-0.06095809661321092,-0.018463969732392903,-0.8409921564783583,0.0636961135160627,-0.2119448352583549,-0.24263735815026397,-0.6104512320211466,-0.36228937096926267,-0.21367927696818348,-0.4342153841084352,-0.40494066593295447,-0.5143495056439783,-0.49428445818173783,-0.9114647012138972,-0.8607382085740944,-0.865414027723004,-0.6564543852694695,-0.6442044489535379,-0.6087644221241868,-0.6752566296184932,-0.5023509365843973,-0.41341918641264835,-0.5840556722709284,-0.32610785268603626,-0.6340951865608909,-0.2909121417883765,-0.5377496843102072,-0.35910951269817915,0.08663343701728052,-0.5776869799134546,-0.3660356144624863,-0.3205891805999932,-0.6278333072185469,-0.4851999502312895,-0.4698404887536427,-0.7808671521426722,-0.3784906272759139,-0.5002442704317059,-0.8172739383523587,-0.3726694125533571,-0.48805845945929016,-0.6010089746281856,-0.7759150316665184,-0.4730398949032917,-0.09743338266622864,-0.39668139260005775,-0.3629527952064602,-0.2225388037719162,0.07006842882911636,0.09239449728985284,-0.2500547672862076,0.5748251126293016,0.16355993517404993
4,-0.6399785521079403,0.12129198285976439,-0.03094143813509764,0.14421341673924024,-0.14015097463893597,-0.34833038979866804,-0.28991461038534594,-0.0645241930481149,-0.038758688641480916,-0.9335112434252845,0.018964115412952467,-0.2162189203188384,-0.2901553156496336,-0.6217532007079982,-0.37692586007094464,-0.25358136615806326,-0.5215696610400189,-0.5093470572827805,-0.4803150569022924,-0.5532795034912865,-0.9317221003794337,-0.9049837695617912,-0.8656995383675112,-0.7419809659566244,-0.7270220074279857,-0.6531110921781782,-0.6582207539427479,-0.4949260437140813,-0.4875185304802838,-0.5717478038287189,-0.4021119451146885,-0.6822131783244632,-0.3583834660989484,-0.48456205289724835,-0.4352884063103713,0.07690557511358058,-0.62693409039673,-0.49749054396963777,-0.3494216352001754,-0.7277731994807626,-0.5785990844277479,-0.5402434518546604,-0.8896494254901111,-0.4577364568789657,-0.5999409078327451,-0.969917643683777,-0.4685830827255816,-0.5521059332279183,-0.7139636487967143,-0.8766523955747701,-0.49228962861568043,-0.16201138586885666,-0.40135137404089644,-0.36442192060707806,-0.2862209292820865,0.039067450980447005,0.11556578241492141,-0.3000148349621113,0.5180377741843092,0.163347186317962
5,-0.697006599944075,0.12163842304327294,-0.030368021038544125,0.1821933605277121,-0.1880188221380439,-0.4129014428915761,-0.323331804090144,-0.046268841483138715,-0.033930985549265165,-0.9050475542553652,-0.04476973695060443,-0.23714333793088005,-0.36441882692080446,-0.6350590340089969,-0.42573677431809215,-0.28214598800156704,-0.63184234598886,-0.5273724104999931,-0.5607727707513411,-0.5676599337162372,-0.9278494248097189,-0.9243812091933343,-0.9559355884828035,-0.7146463785755098,-0.7555597554283051,-0.6745656285147483,-0.6835845993800933,-0.49994948315774035,-0.49978665019233653,-0.6023649778652446,-0.4017307804901439,-0.6765868373881256,-0.3518577730268526,-0.5172240393165466,-0.38027097055708514,0.09628708133137698,-0.6584687299857781,-0.5515629797360512,-0.35232364707850244,-0.7420879020387073,-0.5552582562851286,-0.5974747925166043,-0.9311297935292117,-0.5025466730184327,-0.6442091815562333,-1.005905128720078,-0.5317405725367434,-0.5570090399543297,-0.7545481365490949,-0.9637065451827833,-0.5876936299901878,-0.20357920839303714,-0.46101931909666777,-0.44294131654739854,-0.30836687629448706,-0.02997341310461924,0.07252612717268399,-0.3667682815324568,0.4737885952555257,0.08510437067137598
6,-0.7082528416908463,0.10381284242922233,-0.05657627673552659,0.17578983342486793,-0.18348069822085558,-0.3867685329545593,-0.3410323085819671,-0.07744130325390837,-0.0569200465243177,-0.9339188271516338,-0.0033284958654674953,-0.20744250141849263,-0.31260223930348935,-0.6061292221622361,-0.38656394886720297,-0.19019832698437247,-0.5941052271016083,-0.5373114530777066,-0.5476104898171256,-0.5203578945898739,-0.8440018425784168,-0.8677097605443574,-0.9793351426574374,-0.7132869210531796,-0.7108342922185263,-0.6635679609472003,-0.6413938500510338,-0.4707212050828202,-0.47664171416067613,-0.5649109053736505,-0.3792519087835565,-0.7111588920116622,-0.3447375381820104,-0.46094803766304115,-0.43254327400780446,0.0576813456318271,-0.650498362977008,-0.5250736809549051,-0.35363896158263397,-0.7921004007083882,-0.6214120018742783,-0.5745883161788711,-0.9409703324365224,-0.4912836744178844,-0.6741552549374134,-1.0673409403151022,-0.5379467732375467,-0.5692863259961282,-0.7472007317275278,-1.0110311298551011,-0.5669244990022014,-0.20318787581595432,-0.45865395632482087,-0.36497257587421134,-0.26767000152983284,0.0008665872129766673,0.1347237920907497,-0.32809237211970654,0.5813423922408479,0.15965982491999337
7,-0.7187318032364053,0.16044960487728985,0.004111678439108778,0.23266092985336037,-0.20348798496476317,-0.4651460445546362,-0.37279755137087106,-0.0357478660487915,-0.008033705118524302,-0.9263483077525557,0.003963480526491171,-0.18164562474322044,-0.34384456604193386,-0.5819322804847277,-0.38811009556133896,-0.152422640659468,-0.7005102814580131,-0.5348409746215248,-0.47630525243215277,-0.5162714367290832,-0.8231069224094791,-0.9192913752859123,-1.0426209381970573,-0.7376619419692593,-0.7474512432009385,-0.6357498284412996,-0.6386240775918282,-0.4501076649996725,-0.4496069627657465,-0.6051712201454899,-0.4149389668096023,-0.7935706537941946,-0.351658350631848,-0.47395859885867864,-0.39506413247099087,0.10398878066371811,-0.6783584671010632,-0.6325879427635692,-0.3503612409936124,-0.7807149945324882,-0.6116722741275239,-0.572335978020861,-0.9504338878699137,-0.4226464872563748,-0.6509191347374713,-1.0409861915485563,-0.5289986140220877,-0.4929048975760499,-0.751670719741322,-1.0618916565526204,-0.6332648722945415,-0.20415501507592232,-0.4976454216232922,-0.4041535262864283,-0.26339315425364473,-0.010016118229632305,0.10052512549189357,-0.33993817848756464,0.5265968766598662,0.1507499240274992
8,-0.7712337940459977,0.13518286103279517,0.019951571819996506,0.23547671714333795,-0.281340477677129,-0.5264998653845525,-0.44527502505231786,-0.06166100887498863,-0.013347347130141969,-0.9018654447298037,0.03237311567674682,-0.19803657520423387,-0.3613570482122851,-0.5814778549216096,-0.41389730026682786,-0.14799685426332806,-0.7151383396986591,-0.5292012100206399,-0.4791105358574461,-0.494058637441024,-0.7891178689423485,-0.9293690433080859,-1.0996247886471715,-0.6857513611474196,-0.7119009241533548,-0.6300919907106993,-0.6827122830127786,-0.4418904968411789,-0.44705239958308723,-0.6013913348959353,-0.41985244263123916,-0.8171894481895166,-0.32679158663483104,-0.5554551461091073,-0.38355774803563675,0.15712885184058178,-0.6504147218230658,-0.6774153452099311,-0.324006003359097,-0.7805098316775114,-0.5875781288073101,-0.5556841449646593,-0.9888431745683863,-0.44852535618562417,-0.6613079322317076,-1.0800516853243642,-0.5627966074226888,-0.5270675712083625,-0.7879132951776033,-1.0965278686772055,-0.708820253201439,-0.2783938881700912,-0.5861269514937494,-0.44260883685241675,-0.3370530324817821,-0.06646138745864318,0.10174783749556124,-0.4375449779585704,0.5104500036466855,0.12964594951285216
9,-0.6978381940961109,0.12247752138538498,0.015665310999380632,0.2024530496657307,-0.24532248924950795,-0.419478996896751,-0.39367037612960865,-0.056232438092713034,-0.011196023130534145,-0.8767265812127275,0.010305325413764952,-0.18419041999317776,-0.3388404039088064,-0.5633181882160745,-0.428789206491995,-0.11040572924695537,-0.7649066420628142,-0.5400065851755386,-0.45779586535351324,-0.4857111713495481,-0.7294573410695266,-0.8226202253280223,-0.9539658667242242,-0.6503233704799501,-0.692010698463642,-0.5959954819176355,-0.6089578431342189,-0.37281835035813643,-0.4050728554277355,-0.5135046862315049,-0.3460322422970237,-0.7259975449400777,-0.33625633163919383,-0.49353149835656035,-0.36915109931866646,0.10931612728613241,-0.6250744428742347,-0.6396771477014382,-0.3327751079628002,-0.758313829250141,-0.5794863525545769,-0.5343263827726157,-0.9335945367923347,-0.43342812112958934,-0.6150201701285017,-1.0494383979515614,-0.5487090132571261,-0.4955383121774648,-0.761940842816022,-1.0637029366872535,-0.6008011516861529,-0.24262792613740972,-0.502374483177198,-0.4123644676374479,-0.30944401871918503,-0.03697183793691793,0.0655472022953785,-0.3937687128413822,0.47397185254064067,0.12914908646018475
10,-0.7104876422832719,-0.04815884484121458,-0.03303735859413723,0.13319427758945865,-0.3374513192750086,-0.5916312040079427,-0.5230615181532337,-0.12732411123312626,-0.16472571587204674,-0.7040217949083591,-0.06218018068334306,-0.2657784605107018,-0.4293686620832316,-0.5419664867578612,-0.41973744316409256,-0.29944993278174364,-0.8071778555588932,-0.5336302731042476,-0.5465072435629512,-0.4559653446073939,-0.6726383193795841,-0.8531098672700567,-1.034033584517313,-0.6080052550234174,-0.6670371155800044,-0.5567291209166563,-0.5836271355791375,-0.36693488944654257,-0.4365104229915584,-0.6238813981824208,-0.4395717522338034,-0.816181046193636,-0.3386398202282165,-0.6070667162400977,-0.35228852800339544,0.030118998825411768,-0.5574056146377384,-0.6905475053608932,-0.33496898169034317,-0.6817298739121004,-0.5323078274235251,-0.5676101364719738,-0.8772791077432348,-0.46118358511459234,-0.6160448138830742,-0.9723951788113259,-0.5344992391770251,-0.46922796404981265,-0.6867363072838261,-1.0288605231061736,-0.7596701753203137,-0.3847508499764642,-0.670686414741967,-0.5020279718764282,-0.40985436188159124,-0.18897390607068956,-0.08878158220826471,-0.5296817707459062,0.16183778593224057,-0.04982942803091865
