index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,Nigeria,Ethiopia,Egypt,Congo,Tanzania,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,Mexico,Canada,Guatemala,Haiti,Cuba,Honduras,Nicaragua,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Fiji,Samoa,Tonga
Michelle,0.9504938472810317,0.8044435327400103,0.3755261151220098,1.0207219979392985,0.758225856942207,0.49383151573469203,0.33759302775394084,-0.10172697083055367,1.171777919949752,0.03865171227818059,0.8487798542479659,0.8230749454132268,0.05526578526879367,-0.09257711544554106,0.38209774776457134,0.11692019842400056,-0.18111810005293222,0.0736469721457689,0.19022464987310672,1.2262029281029536,0.3966545114031548,0.7182906420482835,0.5301842991394411,0.17011527778726243,0.5384495984770824,0.04863638326458526,0.48161924485812146,0.8497823509791563,0.256894382719015,0.8542921970808834,-1.2534053482631906,-0.26105649739586195,-0.751895564034079,-0.9767722137519808,-1.1655228680652876,-0.5985006168079463,-0.7224088161232617,-0.865172352899828,-2.44911778454694,-0.41920401054728235,-1.1039965872605604,-1.500469555310945,-2.078878356193809,-1.9323575876998274,0.26111133331257874,-1.30398872557735,0.03651425598882819,-1.9441648565787433,-1.4546471205857667,-0.5751587414616268,0.39493930965382745,-0.12009324479478065,-0.46892895653912464,0.09957665982243627,-1.6695776631746202,-0.29528466508370343,-0.5267934817006591,-0.5614072972655177,-0.37663047408026545,-0.2504489702955024,0.989189119809145,-0.10020406214584912,0.18179574494963555,0.18126184987677516,0.24950920623153128,-0.6243748162193894,-0.1644680743700474,-0.5396174450610258,-0.1879064023500651,-1.1026486323121418,-0.17673593638850596,-0.9201732125108673,-0.732167605934962,-0.7440698332975391,-1.2329862164725793,0.6217286774407563,-0.3689691873962274,0.49015452747302624,-0.8124852604834275
Deborah,0.8412262630947388,0.8459091127529795,0.5595156211065359,0.9785831726080165,0.9094572895256136,0.8473010898079866,0.877525205442593,0.4600341582335906,0.923971072001736,0.4768015976554629,0.9958792477211771,0.8254594728618816,0.6021219615896497,0.3822602004564219,0.6676555217508371,0.9123354347930479,0.7553118082467655,0.40913986280398673,0.27583531837743946,1.119148418767892,0.6452461042554757,0.9464554931814515,0.6722026775328449,0.5992589304494297,0.4166366455994058,0.3504045783742626,0.39955365082871774,0.7915812780749554,0.5054442033343084,0.984671620250897,-0.6049496122528129,1.452901003272769,1.1514052618901482,-0.5301465474204405,-1.029752131116763,0.001691260211480486,0.5789874639470078,0.5256263872611237,-2.0327339921022167,-0.8603643239981053,-0.4317212763983462,-2.0378168150371785,-1.9400804436068115,-1.2637153432991541,0.016681631965453202,-2.253184882772832,-0.205148220537529,-1.045957279254668,-1.275039116881774,-0.00041353296441420885,0.018437829143311935,-0.5763204191876761,-0.8046380110649891,-0.24752163139018551,-0.5694468357176288,-0.30652088597218335,-0.09668042544250512,-1.5881274441976563,-0.8964238386827752,-0.3670070202418703,0.6913333984781115,-0.4571277745072283,0.5126728190317178,-0.16328241721127154,0.2939345769633875,-1.0656177194505572,-0.3784841650945744,-1.2680652995294783,-0.5932914340968762,-1.5998975969408162,-1.777346958631178,-1.9337550596310595,-0.8550381719871853,-1.2370196762305758,-2.117227959762732,0.32057617397152083,-0.06858046602617772,0.0749794193930263,-0.8132859247324398
Scott,1.4758726967935838,1.4045856812333326,0.8051760637040049,1.8143835732829836,1.017492245785444,0.7249206601290937,0.5453384041237161,0.44371912753898435,1.5152761553827057,0.791850680407685,1.3814242095326512,1.304523115670575,0.7632519966333509,0.3151415191493844,0.8897649566134106,0.707095776841398,0.4400871765199789,0.5864519123022378,0.817450810893989,1.50251047415909,0.8942873128562555,0.9768983452942479,0.8248363883506118,0.8940527277867755,0.8565573071956009,0.599202007988009,0.844486606473606,1.3573907296081293,0.5523287991054499,0.9940889067434527,-0.8415492006893072,-1.0673542451747198,-1.5619356756691767,-1.4765341386815773,-1.343297168728074,-0.13614720358315288,-0.8971245383749986,-0.11093698358085946,-2.3185291264114767,-0.9245106965499159,-1.78683093791131,-1.724671019298153,-2.0120781913156365,-2.0537719099988374,-0.5976970098694381,-2.4208563522099937,-1.0292476004994437,-2.33291049905901,-1.0482201867471015,-0.7720219596386809,-0.44266653717546145,-0.7021931291093275,-1.2450866369533888,-0.7168759951024494,-1.5686131912493235,-0.8137280861928122,-1.3886538214543835,-0.9706137670123666,-0.9225970252042364,-0.9537474792450354,0.808973948279725,-0.4922791787547654,-0.5193863988224383,-0.7017335797400857,-0.28628107882946063,-0.989695384327428,-0.6104857799471594,-1.1892515289573895,-0.6987294189619309,-1.4241876453007978,-0.45837271808420754,-1.0149547590983592,-1.5489453022010056,-1.109901459504757,-1.2772983934821545,0.7205853330589236,0.017439919561157126,0.1220606275864698,-0.19144274605770487
Wallace,1.0156475550703237,0.9423897888036253,0.782053509052327,0.8127673523358823,0.510701451900803,0.4676364917574505,0.4073740210742966,0.46412356149204537,1.007269727114674,0.4778090004578907,1.0926975700213488,0.8371908372958378,0.6268146816918596,0.5240015647225307,0.49332932440865424,0.46636078394136443,0.25442672190351523,0.5571034207086418,0.6103298820414296,0.988739270433463,0.6356131491412962,0.456905877130497,0.6242698407465094,0.6715255361720016,0.34365448800072307,0.5241515446955098,0.8942664159205458,0.7372422198983302,0.35771076228341875,0.6417070908823886,-2.553661483559355,-1.4343156125224685,-0.8687138137938509,-0.9414014326798259,-1.8388369254075234,-1.209522426856929,-1.6185700058408061,-1.6100713025312892,-3.0300952155315586,-0.544275305966025,-1.0656772661447351,-2.744272491585428,-1.9503019700737947,-2.0903723945497856,-0.2816927467520151,-3.3267777864141967,-0.7061883801339329,-2.7572426232640623,-1.437779867769965,-0.029670463531509938,0.747306642582137,0.039876764851593895,-1.0599241085440625,-0.4815396448345511,-2.124855485718333,0.14456385964402912,-0.8491823344061044,-1.0491661635254277,-0.31845848576076025,-1.3763419534273784,1.4622326914499795,-1.7870844020423253,-1.1682756706793676,-0.9361540045792356,-1.1455526727878043,-2.4166810242154395,-1.4198284288776264,-2.106704547122198,-1.5844767822940176,-2.902247279176782,-1.9253063824368908,-2.839351081985475,-1.9332422062490553,-2.193344345816575,-2.239609275512451,0.9634013855049558,-0.8804885610174753,0.11400916465933691,-1.3599147204100033
Hazel,1.2351396668238623,1.0844205336418848,0.8538662019650187,1.3244499240268701,0.9231513775485125,0.7855507846039294,0.7009452175873886,0.19169926775213794,1.3174223966591854,0.3614458147758488,1.2780368703766853,1.3400963141149649,0.5260124437015311,0.6765474190344019,0.6786930360638815,0.3719596768979355,0.2172892840003175,0.5026886717559828,1.124641051883033,1.5781398200666112,1.071848655519993,0.8246340571218506,0.8821402051485284,0.7394391668178961,0.843447113855644,0.399128046043406,1.4376475814690677,1.3412957116707067,0.6373033664118385,1.2867504751229462,-1.9404700648006556,2.053578708713249,1.5360299067126142,-1.072591716766744,-1.1889516871484378,-1.5748910397000389,-1.5951230651564456,1.3094320692541834,0.21225962647122928,-0.2342652875033827,-1.8408102721200057,-1.4028159312822517,-1.3068140168388147,-1.8404968681475014,0.06835251082799071,-2.657817973759565,-1.0241554014951877,0.8965155225155669,1.9614017482535568,1.0705583186547158,2.6553997081359624,0.37100871655806694,-0.1775904155135484,0.6167986120566343,-0.8049281261488321,0.6156817808412031,-0.029169518089684494,-0.048783259825737474,1.925709810509556,-0.7075854928394231,-0.23277239538069422,-0.1270016386417355,-0.4221925151002194,-0.5746759074724345,-0.6208238602323425,-1.6917278114485714,-0.7909957935358516,-1.410191691636847,-1.145498829377919,-1.735966195343338,-0.6695982283115509,-1.8513557267019913,-1.4443412503206081,-1.378249454541519,-2.0191778566736907,-1.0244511428878227,-1.7741822475967484,-1.2125780789410063,-1.9590133884914385
Whitney,0.4305849710571944,0.36382518275139814,0.20513499275104954,0.57659474211724,0.3059091636206489,0.07762780436798096,-0.019595200674404352,-0.20058925038165787,0.7341781739673725,-0.18577685581711836,0.06824453041225471,0.30451059063011315,-0.07032029258147071,-0.25455468532417014,0.24564254870735378,-0.4310815134212699,-0.40688313499865586,-0.6191424291100809,-0.10088731641451722,0.5327456094568578,0.37125661289049033,0.16640403223874542,0.26844721389646403,-0.05786737811710332,0.18301880240829682,-0.04043501377676459,0.2387882131670249,0.3740780041138352,-0.193040244901392,0.6057643932193977,-0.9835314166837805,0.04719094191227357,-1.5145721148143758,-1.934637153303573,-1.4227325259233894,-0.9278712937922475,-0.5569684026282089,-0.9789844793895381,-2.4389426235311555,-1.0192611514116088,-2.0815084172170626,-2.8833683381455573,-3.313236628746654,-2.2010289952721735,-0.7643076851742462,-2.191807158217548,-1.0648080473567205,-2.8632485170731434,-2.1515722493160405,-1.6164383618321971,-0.8797111568800005,-0.9266514144456885,-1.6547681425976841,-0.9884596474601465,-1.9132189377931828,-1.6082360616956168,-1.6027477434428044,-1.2439957048896608,-0.7779153447520606,-1.0343022903590573,0.09723837630624219,-0.7480869543177397,-0.2902245993249,-0.8327250989029218,-0.26309932209354703,-0.8895799336780172,-1.543135338138386,-2.335005129529231,-1.1828678093510672,-1.233919385243387,-1.495586336034158,-1.7676683849831827,-1.8399523929743773,-1.5833443038846033,-2.3393600370281398,-0.34200699091768777,-0.9650647394571201,0.015965102940880167,0.4888986687002594
Paige,1.0873619992490255,0.9651914277973963,0.2958356421930097,0.8250516626004379,0.8301434417496727,0.5989274417869466,0.45446651021511575,0.13995583310580617,1.2286465323078883,0.36487343134986633,0.9592028523287303,0.8156891301832154,0.6505129799286392,0.024113975855410988,0.5486230621123591,0.16218808587831599,-0.39569487092539873,0.17216249993652694,0.2867384157617226,1.1212614442116815,0.42657970005221724,0.8397616215995894,0.48827495725178666,0.47006676988413687,0.4535902448497026,0.26761998686544985,0.1773100764964057,0.2838587383723251,0.15599577650181023,0.8130797204999878,-0.6547460377727512,1.2309680095924012,-0.8508210120719049,0.9657669550882627,0.36462831762950926,0.2196321777361331,0.6640249614862467,0.7545968762656358,-1.5809028807855265,0.07978135828468208,0.6301566166249306,-0.6168750315684324,-0.5054276876608941,-0.5248375927900686,0.7345575826686095,0.7877592674931897,0.049553840445136936,-0.9649496141494285,-0.333466020047817,-0.3944959591133013,0.5656573492766361,0.1989586302969175,0.6118453965713493,1.629497421876662,-0.04645321861793705,0.9325047209923869,0.50603195103773,0.2727305559431501,0.9362729807186263,-0.03908859099668834,0.9804724886871033,0.41452307771470986,-0.3942476132492693,-0.7639231373629436,1.6647343914914832,0.006283203384120421,1.3458818738023877,0.5160985777992896,1.7813336101236026,-1.195729577849489,0.5163312465016805,-0.18904178405999297,2.08212970843927,2.2386540512564816,0.3826785552518207,0.8180140553934742,0.3779347361449017,2.0104031800769717,0.18590213382757131
Sylvia,1.050551694947599,0.6798897784423217,0.0905517832635594,0.8599886145383137,0.6608703198740873,0.6248458994849283,0.3905718320418303,0.060454011467229424,0.7622052863286852,0.1939434848722862,0.9305464411503458,0.5806700775381572,0.5525307147505841,-0.13312052402297211,0.6055434125336747,0.6011529378238132,0.5070373758724155,0.2174219234507622,0.35504584929878835,0.9844005954077013,0.5755682088594191,0.9334260194466435,0.669072689275139,0.15921280649785374,0.5467218618997094,0.26518770482803017,-0.02692709823947174,0.786774570747982,0.08840840312210839,0.6812781930860216,-1.9959944500665194,-0.9710844636946835,-1.2075569452230852,-1.426559571627147,-1.9121203809133227,-1.757166526830739,-1.580849557912557,-1.6563924466984086,-2.192107408153607,-0.6391625232019106,-1.2840573839791756,-2.3592089058569643,-2.265034787949241,-2.1573492716006606,-0.043247479286984865,-1.1016392423528172,-1.2630674610789987,-1.3871562130009532,-0.6321344244323991,2.2874882292737286,0.09569430976099332,0.3414523816523079,0.15377694160606473,1.7946855616336543,2.061744810103465,1.5873903024293567,1.7928197934314263,-0.6715741992305647,1.2411043837660392,-0.550132524864638,0.5105505239899568,-0.5038219280560409,-0.6357046375445788,0.08274902802148626,-0.516973353004117,-0.8786724980468762,-0.35875162571412594,-0.7020636622609185,0.16752487258941054,-0.20098120293081015,-0.6645594941536291,-1.0703731884585288,-0.15064187952714495,-0.09086003812390984,-1.472772784814239,-0.5721944420510672,-0.7862601131442911,0.017771112077579088,-1.0917817489279553
Shelby,0.8847781618953252,0.7853105691729808,0.21895425317784237,0.6661193876708239,0.42606896291655855,0.5295403327565102,0.05672002526348102,0.0674615495748015,0.9595644193609499,0.5514693910031454,0.7733626091938489,0.49076943039216936,0.31830312929027504,-0.08335317055104066,0.49229544527741653,0.04126188006572829,0.14702734286867133,-0.41435293569967463,0.10967722587202884,1.0143975071799707,0.276233230198043,0.5562316132223102,0.5792997723749673,0.45983775535410765,0.07978274462387759,0.39386426757290904,0.40515090918286994,0.8152972367223676,0.03843000830734283,0.6630612193741403,-0.5720536101196304,-0.06457289845256227,-1.6434549931121443,-1.5375040310142667,-0.8858993215669142,-1.2704556428675022,-0.46803567538546403,-0.6637334533460186,-0.69103070622143,-1.0094198775532084,-2.05551960534901,-1.766772444544927,-2.201925512670898,-1.1459863484070707,-0.44185156123022645,-1.356748245512989,-1.2139910907119347,-2.361269018033103,-1.2187238065636308,-0.8673865698380249,-0.4579211258324892,-0.2645680005321698,-0.90718847559058,-0.40640830420832413,-1.6524353107107235,-1.0656051418578678,-0.9883139338116181,-0.9873689893365014,-0.9024689812976597,-1.005068541656712,-0.03913116254500187,-0.8718476747008514,-0.9746715944939887,-1.0745674136475587,-0.7817281956175053,-0.4601939762081327,-0.8140069386896325,-1.457563005978157,-1.0452550103991725,-1.085056257176405,-0.17144657949278963,-1.1235175976588108,-1.390169393916857,0.013622521661300574,-1.0186508163090238,-0.1659321740323525,-0.24009860600815863,0.7193047084034064,1.3107852396193294
Olivia,0.5317856365431944,0.4643457841098239,0.019500185809321387,0.7085814960947718,0.5084322554272482,0.3484149307306264,0.0980186262078009,-0.2396604694325461,0.594065198213823,-0.06717167936249249,0.6366016632645879,0.004617445642974814,0.08345650693593056,-0.24410251566026853,0.08156661029940204,0.1753380963919235,-0.023120882680518134,-0.4101589844670416,-0.0765529329366651,0.4812320842254259,0.02652789179962948,0.4593370640342102,0.4281679633965547,-0.1379457462766232,0.06550415187846714,-0.08227430083397749,0.09302600321265961,0.6922688432786365,-0.08200962248558294,0.5205175440401746,-1.0001824655812526,0.9027938727756054,-0.9347759019241093,-0.6425773200199232,-1.1609864587825063,-1.1517671378970429,0.3023484823074298,-0.33406766642187763,-1.5994569865829105,-0.49866986311850214,-1.517911872030002,-1.683334224644316,-2.3395270829130226,-1.86688432878829,-0.13438464555492585,-0.5799697532454766,-0.9636405477396874,-1.4633162899147385,-0.598035426386018,0.747728394275979,0.09232843351447982,0.0770058904355206,0.6092234244139796,1.0194643871891642,0.8303648343101833,0.8442962135687155,1.909496788251027,-0.3842732182743076,1.519028924341504,-0.46696703703091136,0.7829870739743191,-0.13960684418432662,-0.046019117446134655,0.2351997641732242,0.5972891408375107,-0.17812869431593945,0.07855801930950654,0.11199750480512158,0.13735780997026284,-0.12477804904221357,-0.060963742730770834,-0.23967255524654782,0.7186654727819121,0.6858512075840077,-0.7087707604959753,0.39120080206663377,-0.31399705969247604,0.689099251763722,0.004745563713115344
