,sport,gender,direct_correlation,indirect_correlation,same_correlation
133,handball,female,0.0324956070996824,-0.08533245867897442,False
134,handball,boy,0.059431655008930176,0.12956139472492972,True
135,handball,girl,0.11796402219874348,-0.03521877373301635,False
136,handball,man,-1.8991165530560088,0.13860496217487733,False
137,handball,woman,-1.7143127083602006,-0.01388373958051416,True
138,wrestling,male,0.06357961539092152,0.1433955806543728,True
139,wrestling,female,0.2685772093566825,-0.3235554049400936,False
140,wrestling,boy,-0.5212637338481185,0.2376668763532319,False
141,wrestling,girl,-0.11113614959721264,-0.3377560987027252,True
142,wrestling,man,-1.4522698368769125,0.32088433071733186,False
143,wrestling,woman,-1.2411181844777344,-0.2992796034399716,True
144,skiing,male,-0.15459682857222565,0.11442760983354325,False
145,skiing,female,-0.00521223161268655,-0.0982541010815864,True
146,skiing,boy,-0.3468435012935303,0.21062963391324446,False
147,skiing,girl,0.22953723313209906,-0.03698149276587498,False
148,skiing,man,-1.0781703923343404,0.2172263177706495,False
149,skiing,woman,-0.7206179536692949,-0.02123157076070642,True
150,horse racing,male,-0.5710183096698039,0.02257470254779332,False
151,horse racing,female,-0.23969827935320295,-0.12201380561295015,True
152,horse racing,boy,-0.8610334469237643,0.043458727266627736,False
153,horse racing,girl,-0.5821105384690736,-0.13241614395583856,True
154,horse racing,man,-1.0234945696967657,0.07864591187900342,False
155,horse racing,woman,-0.5669740366245958,-0.11789427640769187,True
156,horling,male,1.2001087264231811,0.10896609641777576,True
157,horling,female,0.9775428732594448,-0.12211179943310473,False
158,horling,boy,0.8658378082689813,0.1457979504919942,True
159,horling,girl,0.7571474440550237,-0.12128663630808485,False
160,horling,man,-0.15107658593058687,0.193406176382472,False
161,horling,woman,-0.15489741738026333,-0.0838143687191204,True
162,pickleball,male,-0.1402848385515383,0.11463563916353316,False
163,pickleball,female,-0.1629549615419129,-0.19313255201879875,True
164,pickleball,boy,-0.11589462052344432,0.20607534539140815,False
165,pickleball,girl,-0.029720329736762818,-0.17236467995431048,True
166,pickleball,man,-1.8933235820879748,0.2684512841999344,False
167,pickleball,woman,-1.7784376266820896,-0.12377074723025162,True
168,water polo,male,-0.4778205872853531,0.07397205102653627,False
169,water polo,female,-0.4510537345933319,-0.13577993785566508,True
170,water polo,boy,-0.7796438735393412,0.1862510250422376,False
171,water polo,girl,-0.6960326621951826,-0.07763461513421854,True
172,water polo,man,-1.6042411075123841,0.21100989950215715,False
173,water polo,woman,-1.4362531608600548,-0.04577158351994057,True
174,bowling,male,-0.0978296526814175,0.03733621046543743,False
175,bowling,female,-0.08175686331022458,-0.0454096393429114,True
176,bowling,boy,-0.32136898569146644,0.07121109069290177,False
177,bowling,girl,-0.04405816421772022,-0.0159016700939443,True
178,bowling,man,-0.8894695526662398,0.11462525780696001,False
179,bowling,woman,-0.7083937998537371,0.029638095976697688,False
