index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,atheist,Buddhist,Christian,Hindu,Jewish,Muslim
Michelle,0.9504938472810317,0.8044435327400103,0.3755261151220098,1.0207219979392985,0.758225856942207,0.49383151573469203,0.33759302775394084,-0.10172697083055367,1.171777919949752,0.03865171227818059,0.8487798542479659,0.8230749454132268,0.05526578526879367,-0.09257711544554106,0.38209774776457134,0.11692019842400056,-0.18111810005293222,0.0736469721457689,0.19022464987310672,1.2262029281029536,0.3966545114031548,0.7182906420482835,0.5301842991394411,0.17011527778726243,0.5384495984770824,0.04863638326458526,0.48161924485812146,0.8497823509791563,0.256894382719015,0.8542921970808834,1.445366803827965,-0.42484988950216795,-0.2518051276994383,-0.853568768919857,-0.03033150150888151,-0.9672212630914669
Deborah,0.8412262630947388,0.8459091127529795,0.5595156211065359,0.9785831726080165,0.9094572895256136,0.8473010898079866,0.877525205442593,0.4600341582335906,0.923971072001736,0.4768015976554629,0.9958792477211771,0.8254594728618816,0.6021219615896497,0.3822602004564219,0.6676555217508371,0.9123354347930479,0.7553118082467655,0.40913986280398673,0.27583531837743946,1.119148418767892,0.6452461042554757,0.9464554931814515,0.6722026775328449,0.5992589304494297,0.4166366455994058,0.3504045783742626,0.39955365082871774,0.7915812780749554,0.5054442033343084,0.984671620250897,0.9560987190821545,-1.3039985660932598,-0.794633507036343,-0.5418397847204149,0.6101928953241725,-1.9250626009867637
Scott,1.4758726967935838,1.4045856812333326,0.8051760637040049,1.8143835732829836,1.017492245785444,0.7249206601290937,0.5453384041237161,0.44371912753898435,1.5152761553827057,0.791850680407685,1.3814242095326512,1.304523115670575,0.7632519966333509,0.3151415191493844,0.8897649566134106,0.707095776841398,0.4400871765199789,0.5864519123022378,0.817450810893989,1.50251047415909,0.8942873128562555,0.9768983452942479,0.8248363883506118,0.8940527277867755,0.8565573071956009,0.599202007988009,0.844486606473606,1.3573907296081293,0.5523287991054499,0.9940889067434527,1.8976917147593044,-0.12710599433651998,0.09877126315406187,-0.31784071650970136,-0.17314831215501,-1.514855839584153
Wallace,1.0156475550703237,0.9423897888036253,0.782053509052327,0.8127673523358823,0.510701451900803,0.4676364917574505,0.4073740210742966,0.46412356149204537,1.007269727114674,0.4778090004578907,1.0926975700213488,0.8371908372958378,0.6268146816918596,0.5240015647225307,0.49332932440865424,0.46636078394136443,0.25442672190351523,0.5571034207086418,0.6103298820414296,0.988739270433463,0.6356131491412962,0.456905877130497,0.6242698407465094,0.6715255361720016,0.34365448800072307,0.5241515446955098,0.8942664159205458,0.7372422198983302,0.35771076228341875,0.6417070908823886,1.7018811681110297,-0.09097975726767184,0.05394941475460564,-0.5383494595186046,0.006598403289991461,-1.1333432198372009
Hazel,1.2351396668238623,1.0844205336418848,0.8538662019650187,1.3244499240268701,0.9231513775485125,0.7855507846039294,0.7009452175873886,0.19169926775213794,1.3174223966591854,0.3614458147758488,1.2780368703766853,1.3400963141149649,0.5260124437015311,0.6765474190344019,0.6786930360638815,0.3719596768979355,0.2172892840003175,0.5026886717559828,1.124641051883033,1.5781398200666112,1.071848655519993,0.8246340571218506,0.8821402051485284,0.7394391668178961,0.843447113855644,0.399128046043406,1.4376475814690677,1.3412957116707067,0.6373033664118385,1.2867504751229462,0.7248044767985508,-0.5473098757707313,-0.40405878134272066,-0.36684434639822583,0.4488849336743576,-0.19816296962390037
Whitney,0.4305849710571944,0.36382518275139814,0.20513499275104954,0.57659474211724,0.3059091636206489,0.07762780436798096,-0.019595200674404352,-0.20058925038165787,0.7341781739673725,-0.18577685581711836,0.06824453041225471,0.30451059063011315,-0.07032029258147071,-0.25455468532417014,0.24564254870735378,-0.4310815134212699,-0.40688313499865586,-0.6191424291100809,-0.10088731641451722,0.5327456094568578,0.37125661289049033,0.16640403223874542,0.26844721389646403,-0.05786737811710332,0.18301880240829682,-0.04043501377676459,0.2387882131670249,0.3740780041138352,-0.193040244901392,0.6057643932193977,1.1382810025495687,-0.39486234157687683,-0.26459540741673,-0.9845865229342033,0.09676556761201777,-1.8884824293167908
Paige,1.0873619992490255,0.9651914277973963,0.2958356421930097,0.8250516626004379,0.8301434417496727,0.5989274417869466,0.45446651021511575,0.13995583310580617,1.2286465323078883,0.36487343134986633,0.9592028523287303,0.8156891301832154,0.6505129799286392,0.024113975855410988,0.5486230621123591,0.16218808587831599,-0.39569487092539873,0.17216249993652694,0.2867384157617226,1.1212614442116815,0.42657970005221724,0.8397616215995894,0.48827495725178666,0.47006676988413687,0.4535902448497026,0.26761998686544985,0.1773100764964057,0.2838587383723251,0.15599577650181023,0.8130797204999878,-1.256830743633353,-0.05375194273813887,-0.10706249707756008,-0.6762339462126454,-0.2500399425535148,-0.8067853435879874
Sylvia,1.050551694947599,0.6798897784423217,0.0905517832635594,0.8599886145383137,0.6608703198740873,0.6248458994849283,0.3905718320418303,0.060454011467229424,0.7622052863286852,0.1939434848722862,0.9305464411503458,0.5806700775381572,0.5525307147505841,-0.13312052402297211,0.6055434125336747,0.6011529378238132,0.5070373758724155,0.2174219234507622,0.35504584929878835,0.9844005954077013,0.5755682088594191,0.9334260194466435,0.669072689275139,0.15921280649785374,0.5467218618997094,0.26518770482803017,-0.02692709823947174,0.786774570747982,0.08840840312210839,0.6812781930860216,0.6182384769024046,-0.22186606909821854,-0.42933140647374257,-0.8416111402517936,-0.20193492882045497,-1.8052817658600342
Shelby,0.8847781618953252,0.7853105691729808,0.21895425317784237,0.6661193876708239,0.42606896291655855,0.5295403327565102,0.05672002526348102,0.0674615495748015,0.9595644193609499,0.5514693910031454,0.7733626091938489,0.49076943039216936,0.31830312929027504,-0.08335317055104066,0.49229544527741653,0.04126188006572829,0.14702734286867133,-0.41435293569967463,0.10967722587202884,1.0143975071799707,0.276233230198043,0.5562316132223102,0.5792997723749673,0.45983775535410765,0.07978274462387759,0.39386426757290904,0.40515090918286994,0.8152972367223676,0.03843000830734283,0.6630612193741403,0.012325123709076041,-0.3122759278084036,0.07797927248381549,-0.9504392068724706,0.24721868522784735,-0.8193426379147808
Olivia,0.5317856365431944,0.4643457841098239,0.019500185809321387,0.7085814960947718,0.5084322554272482,0.3484149307306264,0.0980186262078009,-0.2396604694325461,0.594065198213823,-0.06717167936249249,0.6366016632645879,0.004617445642974814,0.08345650693593056,-0.24410251566026853,0.08156661029940204,0.1753380963919235,-0.023120882680518134,-0.4101589844670416,-0.0765529329366651,0.4812320842254259,0.02652789179962948,0.4593370640342102,0.4281679633965547,-0.1379457462766232,0.06550415187846714,-0.08227430083397749,0.09302600321265961,0.6922688432786365,-0.08200962248558294,0.5205175440401746,0.23111229101354364,-0.45617492005467714,-0.12670136908714202,-1.0411351786049163,-0.008853677187706495,-1.6884422346830383
Calvin,0.9311399168234528,0.9133693079447907,0.2596182461174433,1.1758615562533645,0.4430274634889242,0.43885969156300725,0.12932382359108774,0.030306531588615983,1.078327644624832,0.09318351946200674,0.7372831701457176,0.6823550885613451,0.02405112856033893,-0.19224872270838667,0.6514726306169876,-0.12019719679053367,0.017511620993921503,0.16169380473861442,0.5817231182340528,0.7587324078649123,0.5607627305734342,0.5544133498823172,0.5751370256447756,0.6175482182525717,0.3007825523181437,0.21100882761832723,0.619130938880249,1.1259518167685674,0.4415551837638473,0.6836921767296904,3.2554837555811544,-2.325603544380016,-0.4872146100187411,0.0016237324392677627,-1.7280185922684577,-4.236230597739564
Mateo,0.7800854187072636,0.4107209950511896,-0.12221794579165683,0.3170175228015553,0.21922987692391496,0.5874944360966036,0.06779175879667362,0.07262825230290587,0.7241862515631248,0.35094609363480805,0.357065604141096,-0.2105898098225108,0.20685511762371478,-0.3459490056852345,0.32854359197171507,0.09855183874097248,0.10992773311520403,0.0667767187591539,0.23316602763252275,0.007470117940026032,0.1880656376990591,0.605513726568948,0.5618928137529013,0.208182536616431,0.3414003203193161,0.13358044044915707,-0.20819279463823465,0.18245461712523603,0.33155436393374516,-0.23832020132422826,-0.12624180316962755,0.45064973806110786,-0.5284934120926835,-0.6306096846241687,-0.3373625010144336,-1.1195337445399896
Ethan,0.9004349676095524,0.8443245340904758,-0.03977804926242526,1.152075653706992,0.35785668301562734,0.3334980875974422,0.10801695531773857,-0.07859144211243496,0.9702635298197234,0.15923538679890203,0.6089869405628484,0.6447997365316014,0.18029779083533604,-0.6213964953252475,0.18952859384876855,0.005083695234983761,-0.06910580831452875,0.034551578723619504,0.335001031261707,1.0861788596901853,0.4978483791480336,0.4267531767079262,0.4924539703670776,0.4691907334436139,0.36005411198535936,-0.01229717444964445,0.6365232425836742,0.8330605489073604,0.21415068424740835,0.6817770970948547,2.19971265678301,-0.6531188953535993,-0.07986847494461144,-0.4856372029882086,0.4055423922069374,-1.4024446580494034
Dominic,0.9700301530156219,0.5604293286282684,0.2204450595266045,0.754813343082142,0.2867329256460807,0.3003150215664197,0.023439113193277794,-0.16132832021057023,0.8531736739245546,-0.15092392700344243,0.7175662784999403,0.1765076706467049,0.05080181896441021,-0.4220212971355777,0.47958282975551936,0.21942543391748884,-0.14766316067124324,-0.2302783887347077,0.030095631445761235,0.7894946282982291,0.35481136943520286,0.36363762220030693,0.3101146658694741,0.3876744804699962,-0.017953920983488757,0.12417205651090843,0.05307997221777437,0.6455551285206004,-0.03861570425487531,0.338573431314534,1.677438667784409,-0.5301980414890238,-0.8001729641281227,-0.354181677029098,-0.5078270004242389,-1.8203995104034476
Riley,1.5871769685565076,1.480608003114554,0.7504537990275411,1.283631216263157,0.9024523926796164,0.9013404139417265,0.4346364225392467,0.49249871823195535,1.2842007293311943,0.7847270884898525,1.5867777090997213,0.705464435025914,0.7417358109247578,0.2429612943530224,0.9240986842148596,0.4475529917626125,0.23942650300900642,0.10114850759019767,0.5842779335888025,1.4847071922050825,0.7425641914690729,1.1283982270534167,1.0411600649876125,0.9461501375282778,0.25910990776476495,0.913739535401647,0.9459117140471583,1.1326704058508947,0.4640381868823831,0.7489274248928813,-0.18590458139079324,0.1846507704581808,-0.35487979370651995,-0.3102169100839941,0.16207678596848824,-0.8030221400458973
Dominique,0.5229501552647396,0.6657551951564301,0.027130475142534582,0.6537123670956051,0.652502651123048,0.652197489063924,0.4041034962356909,0.13316393481147368,0.6581521506950758,0.2984286076323531,0.47118406644644356,0.24576653060441095,0.1349202621393959,-0.08475261283848667,0.2073065745761974,0.42933280817047764,0.4423384530197869,0.3772569306108382,0.22754697342516433,0.5206787096635661,0.16502873070807092,0.8028202334361907,0.4126085380910945,0.04614800809873933,0.5728070507900375,0.2888745448207009,0.3028729271058642,0.4714401207290363,0.35263517965608043,0.12609082177458483,1.1767059501728967,-0.32017493482733406,-0.4902632201735471,-1.4338964865924149,-0.11832116427854483,-1.1894905166347343
Ellie,1.4725415670363977,1.2239388150217825,0.6925413454429343,1.384142785030664,0.8677432929338863,0.9651462404003801,0.779511586798765,0.6689286045980349,1.4022216262450105,0.9407363396344397,1.4049434114105221,0.984138391863163,0.548371659320814,0.13349571975487326,0.761026476221137,0.4180539521346762,0.3456219971056622,0.2463413737040133,0.40525862243843047,1.628458396676612,0.8366840586132213,1.1490246844958913,1.3291312974411365,0.8265888373981185,0.6717347918518317,0.9531152774816773,1.3450747998450994,1.533825886292234,0.7538780214868883,1.2615883676743564,0.7344762339626412,-0.7860128178520162,-0.018798962736458688,-1.0512990918624485,-0.04418071447021316,-1.5076175242031096
Vera,0.9774055790886782,0.6101755510154135,0.19049433678560543,0.7423011997055208,0.6349613626177624,0.632672180603866,0.2947827758477203,0.2129092337464027,0.8915279291991139,0.08953494351270119,0.7928784486179871,0.3581079918745501,0.23554574862417088,-0.117173274918335,0.5716188268228379,0.06825058304227945,-0.026891529795721937,-0.1425933925794782,0.15220940829544,1.1762667396489852,0.509367201611015,0.8746719344588313,0.7776132808182281,0.2885167043917042,0.4478949413717973,0.19289652448597364,0.5087464178063289,0.8800979430401638,0.156599231874211,0.5076966793093357,0.9095368643649626,-0.2662341687355788,-0.632473768807732,0.23081998024482123,0.01979718213755541,-1.2022120594451813
Carter,1.0955452053401513,1.0394376605384525,0.3638096803916868,1.1631800235258944,0.4200911195614604,0.6427521796249245,0.21178163672402217,0.09986544115875777,1.2358189451189814,0.5949873640720295,0.7223427435263349,0.6976648058566459,0.4200485568438851,-0.009619334453306125,0.5631872109151852,-0.013695926920624692,-0.028293193680357487,-0.0020196961709516206,0.6168647896098003,0.8236180037737176,0.4833684017615749,0.6082703652547801,0.6399341861547225,0.5768123340612301,0.3701608391148921,0.1627769039223728,0.37931892397986583,1.1362196444632724,0.3069697286039334,0.7308905865323341,1.6690235966142606,-0.11911661829127211,-0.015630722767969497,-0.5687767109897277,0.005226485881143961,-1.2431615012722894
Herman,0.9249512772233844,0.5742447128306201,0.353118257148458,0.980077404598498,0.6233154357035631,0.7565236128717112,0.5998890315393487,0.10283211084431615,1.2358480567965395,0.28351493428958063,0.701549465545763,0.7248378499216179,0.21206881977319644,0.42784015981211754,0.6347033556992487,0.05396030871466729,-0.05582575243707256,0.3323015003329912,0.752954806498615,0.8375884712977899,0.6645034257914122,0.6301437840565961,0.7579528519321879,0.5027360057251917,0.6538371115363345,0.46451248537088613,0.9887643565617718,1.2844294060340993,0.5734704995292162,0.8865806918439777,3.3252913684635543,-0.27178169301423544,-0.2738383130490671,0.5537409569720094,0.5984324736781007,-1.5786876013093658
Melvin,0.8503195277826561,1.0079204363778076,0.3452259335893665,1.0084127556123583,0.5538266492037901,0.5973961877068213,0.4519203530959944,0.00796504306357587,1.1922327339176144,0.10709389286331703,0.6099551247098604,0.6175025447307017,0.3383170535517455,0.5255861630344699,0.4371606396751726,0.045150844599006035,-0.15500936568150214,0.29842730384228305,0.515169619484783,0.31054424448703255,0.5162707934082927,0.48926029336501214,0.47079891330104295,0.5858615192759272,0.33345317444733386,0.07301582542196595,0.2743705998032294,0.8292857690322764,0.3946794347020866,0.7216645840343284,1.0147240292056376,0.07454048663934262,-0.0859518281261114,-0.19183266898818663,0.18709603011465023,-1.7539009134324688
Lucy,1.1136555133437118,0.711376280425025,0.38786581548030796,0.7837867698955584,0.5257613572805699,0.47283580093255173,0.08328754198264562,0.19525946379052075,1.0466674877797357,0.3158725846805995,0.9974699563686692,0.7326330791376974,0.28972063414699656,-0.1490509327425076,0.43919588028413614,0.08405064968904322,-0.24424906599694546,-0.22296060717402447,0.2249964202434508,1.1001344300995919,0.2625454489071975,0.5631369490494881,0.6166960123177427,0.30137272093945106,0.3722811600752777,0.23873154242147215,0.2735032775665038,0.8430226120928924,0.09174072634629162,0.9207261604872966,0.930492543816491,-0.3027309974761094,-0.09024410160107843,-0.9608338330887992,-0.13227156178225716,-2.029741345197409
Clyde,1.0399165206455014,1.1805769565000512,0.788521296986493,1.1644800555423043,0.668897322349812,0.5615030997384035,0.44748593527202135,0.058188052182818986,1.3292725432163868,0.5693265972324606,0.9543152985307274,1.073722358541892,0.5479594030723824,0.18893932387253845,0.5841964863053232,0.10637381795511487,0.02120253335573449,0.19304316635715207,0.5348873677164667,1.2513092465934639,0.574885232987291,0.5528860820065508,0.6477137857279984,0.7749877012703987,0.4600189435536437,0.5410784619225856,0.6849100033920867,1.136686005857702,0.3317231873012905,1.2160367436753086,1.3048861914784105,-0.48264506269897006,0.4190652316124595,-0.5080032095305675,-0.2358990256357183,-1.6626653432690344
Myrtle,0.609327120103314,0.4523704333042857,0.14622823527461515,0.1580224257162036,0.3385411699710864,0.23491307789213486,0.1357594789101758,-0.14309613738566562,0.4719827575787667,-0.14616884247427508,0.6160824826901444,0.6020909553508101,-0.022421489980831304,-0.3670321759752033,-0.03420670540285964,0.11038377198034965,-0.2795610548198576,-0.11802931710041525,0.0827267197170884,0.789241961004071,0.04024894498376465,0.30397833275618485,0.406673845621892,0.16893902889170112,-0.02835432304928013,0.33721688442965697,0.80483662162171,0.7205855264376593,-0.07478433091687339,0.24662747367355586,-2.329725969832181,-0.00301019964135869,0.020368861997769803,-1.3617363014230688,-0.6443885881341648,-1.3318003423587326
Lena,0.6892262724940714,0.506932140403398,0.20616256580358275,0.8165050234572104,0.4652832260966171,0.31219084385722945,0.2513895829593158,-0.0037096191762690358,0.6451018192837724,-0.11909413267289173,0.42857425656802456,0.35407122410065894,0.07078969516389486,0.09099468399865747,0.2030439518790754,0.07209095700157347,0.019999959418445453,-0.06726094875030388,0.4068769287084273,0.7673795527385054,0.4355301313647562,0.6566017334452032,0.4945254318039681,0.12528668640164098,0.5453943501181767,-0.049462559600147234,0.6711992832592796,0.6400915580587317,0.16590705686777749,0.5111710564304126,0.7699983396024636,-0.3382083598411836,-0.4892248962732558,-0.6666134375012974,0.6916782408975167,-1.06805832029455
Elijah,0.730118015158451,0.9766075709659011,0.30883706055281085,0.8816312802503523,0.36759829927717574,0.6272188520001644,0.2668011955253838,0.09897949608291014,0.8909257622315392,0.035899645487534375,0.5461500294216696,0.4566784477651404,0.1448830700818091,-0.12865070851986407,0.4131676267201099,0.20827571221564586,0.15585135721056048,-0.1507451656684198,0.5026674702246867,0.7710779946458572,0.7769356994468626,0.4862802471121431,0.7612472989099089,0.7823769913554144,0.46529078697701826,0.4052876494266351,0.5538159690833421,0.9922272688799252,0.4066883651182103,0.5514990456023378,2.566644036988279,-1.5051546942633638,-0.010174650350236925,0.45929575954070145,0.4547741163984492,-1.4671034929393758
Janice,0.7129001671351703,0.6124231061755406,0.5726864370633828,0.6790794637634463,0.8817569866261914,0.46049601516526345,0.6352657485788462,0.5796596556111593,0.4943763521244402,0.23663030888275155,0.9468506734760518,0.8226316900540831,0.4613658062439686,0.6278324740997718,0.5260315286938524,0.2858809258575854,-0.03534462250887322,0.19547165728595906,0.019549217542567887,0.9204622841862392,0.36085354770564804,0.651068513245584,0.514919411580059,0.39540277482607056,0.1678223841281029,0.5267328612343228,0.8567676158064715,0.5423738312738519,0.3104832897949906,0.8301257328178683,1.31806832757298,0.10559559131882928,-0.2523656580937941,-0.2691106774093648,0.23948527406721956,-1.292755235769355
Gracie,0.5492980597145221,0.5818357272296458,-0.3943280415789862,0.4624333540690676,0.22418788433344242,0.2762186367585274,-0.24323150642239047,0.2076523199869973,0.6076916485427992,0.2212451526831149,0.4541365215010252,-0.0205864519371877,-0.038009149717501904,-0.5291903014478184,0.36598587434736635,-0.22221521117188958,-0.2649017814509687,-0.5792781728261946,-0.2051132872639737,0.8302464533851467,0.05717997257317071,0.5724945572704094,0.2972183771393971,0.32075045231250365,-0.32964807279733527,-0.014930779342362541,0.2412188164551858,0.490035054381947,-0.2580344039625796,0.31531488670416646,0.6829472243234159,0.33042330947207,-0.3739510677593088,-0.80349183170466,-0.001157113177458189,-1.2654244158354822
Alice,1.0500769560054493,0.7659525184040905,0.5988532445310061,0.9563705328754293,0.9761002906804542,0.5671846932089716,0.4342465712920367,0.2979626359641234,1.0974921309493006,0.16727448592151448,1.0651107292730926,0.9204858179894692,0.22093927983864456,0.34692623591425004,0.7019449671369,0.37428730425971524,-0.01304936284230675,0.30246847976957036,0.46897487744756355,1.272738696711944,0.6049062754858726,0.937763500931192,0.9095173161286982,0.230200012489385,0.5658249513815106,0.2422702201557515,0.7178826615318602,0.9883993729598628,0.36165365837075414,0.7988928944835687,1.5539329867880975,-0.11192590741517133,0.024107573431917096,-0.9597061808251524,-1.169144685021441,-3.3242682158292425
Naomi,1.2076760425300208,1.164981256576415,0.972958087249973,1.3533211418011568,1.0133614211271067,1.102229050111183,0.864379347030349,0.6994128753284199,1.3217815375399964,0.33081514392764194,1.2658845824495932,0.974020554506278,0.6711345922664892,0.9301624562293784,0.7850104978124114,0.35271790593627256,0.5783873054004851,0.46051759585866514,0.6486588085503353,1.227902631733946,0.834628173217694,1.0571566421528562,1.0534282984834813,0.7345042653890574,0.8348263408011681,0.44359406106692617,0.8607440176427346,1.2117132196340628,1.0067350013227674,1.2361800756067112,1.5902974624535262,-0.6701561757609049,-0.5832093452239835,-0.13193203833412662,1.4454932615745906,-1.4134970585497604
Lawrence,1.7624873289733254,1.3686932082279502,1.0801143232906512,1.6300008164294073,0.9350193081831516,0.8486035580140422,0.5686091102597863,0.19688708462212584,1.6738559110383293,1.1084396278071758,1.8176336089022502,0.9551193477624069,1.1092372597240427,0.5088244621025145,0.86761768591408,0.1772771449930646,-0.12381024683534848,0.8031723729245394,0.9948555170911442,1.5973041448564576,0.6806212540642719,1.1738041135554418,0.985154991053751,0.8778885330615797,0.7067822025104376,0.5905615781677249,0.9885023444764509,1.1533304527012578,0.4803945406043998,1.0226866917441138,0.9289040754482145,-0.037193036635401584,-0.10811263207508778,-0.38677131487618577,0.7399406591630965,-0.5743876048999073
