index,water,coffee,tea,juice,milk,soda,energy drink,milkshake,smoothie,alcohol,liquor,beer,wine,cider,vodka,rum,whiskey,champagne
Nigeria,-1.5834724153526847,-0.11956075806699007,-2.388049078385307,0.3779722109683253,-0.7482446482323775,-0.3876733060731113,0.3921145249435217,0.5239679851965839,0.09644950181105198,0.4431435967987227,-0.171469420716386,-0.2990640677692887,-2.183846224320614,-1.779780879827977,-1.391081205029575,0.024453826687322485,-0.869927924276129,-3.29950428581581
Ethiopia,0.05920725999159276,0.8117120855868271,-1.1449245705645479,0.3937394473849065,0.9814946106667892,-1.9060043131850182,-0.8464960570552216,-0.5761934043927459,-0.049777680727383464,-0.5320869593506735,-0.662605013606053,-1.0281939014200292,-1.6571594733541002,-0.7056968621930014,-1.5818190012793742,-1.6619540357667222,-2.141510811540376,-2.891665811649649
Egypt,0.5701939142922063,0.3778477195898775,-0.7171642614474342,-0.670355459164867,0.760257834169696,-2.172618690004598,-1.5421514898977613,-1.6439644908409905,-1.1978408473117559,-0.1966988049160413,0.14753105291368324,-1.7934880094257313,-0.42610986374218746,-1.0082487641861817,-1.806968848994266,-0.2294803641496842,-1.8956500583529539,-1.14974459996543
Congo,-0.05032554408164831,0.4147099987215465,-1.1577276782499066,0.7343351826045996,0.6065703731704327,-1.706386228481494,-0.5089593411469835,0.6207557975297603,0.8529332912929432,-0.4261629115881399,-0.31195792522523413,-0.9862474047128912,-1.625519632373364,-1.3024347045008617,-0.971297859960391,2.1384541354699955,-0.15976459119461886,-1.1813466674921518
Tanzania,0.5285827089016037,1.1295280687961067,0.5666775510734015,2.204526717297271,0.9033317821439353,-0.9687383993132763,0.8810121999428239,2.106345947425152,2.2663567255759585,-0.54276446462108,-0.9276875050720238,-0.7106674598670633,-1.667958260423082,-0.513756475035503,-1.6446681324255439,0.7815248898740108,-1.4710082357831258,-2.0130693154282056
Kenya,-0.30052521188254105,1.0623226196935243,0.1085624260323149,1.719688490193571,0.9170762673886381,-0.6690448986414999,0.596168717676507,1.180189977710795,1.3924552047513619,0.09359503215783127,-0.4066204992388272,-0.8363570251208124,-1.756289274360522,-0.8080839661583874,-1.3620682270363658,0.17089229553853674,-0.6359686209416741,-2.017398682426102
Uganda,-0.5375267232875566,0.517980329527447,-0.5472361810870933,1.3670916402993292,0.6968375265403051,-0.2938383629665771,0.5035940311906295,1.3375987096646202,1.028149524834027,0.43144901570162125,-0.20505437431525048,0.22326905275020392,-2.4292899194527657,-0.9261408052439014,-1.4330764726471668,-0.6368823077931746,-1.1131127253571054,-3.270717719095144
Sudan,0.2706888041989821,0.4131096550004626,-0.464776796825455,0.310029318460804,0.9290459710839212,-1.95846505570683,-0.6060275868702775,-0.34755508076323627,-0.3085105756803989,-0.14129854460114374,-0.44868736110894936,-1.4142512610367903,-1.783114512233918,-1.1848091467654422,-2.016738420479356,-0.26173382439986964,-1.7309259258908258,-2.6988039074436916
Algeria,-0.08936396385442315,0.2928800462072124,-1.9580352963168641,-1.0456364053644243,-0.18349539047329036,-2.4270719592656067,-1.3565029343749246,-2.119347256395575,-2.2646869472186597,0.47420111137136184,0.5102714856605384,-0.3043503456698308,-0.10152659581024008,-1.5218708406096781,-0.5941082284281436,0.36593198834356194,-0.8975130879384787,-0.305423900511798
China,0.7259872242200758,-0.012300871897135633,1.7670148453180081,0.9955018906299713,0.6384557884982119,0.49175499270248657,0.5285677034299051,-0.28339567024804657,0.6815849907166596,-0.7870624422125136,-0.29088685314239743,-1.1013599033900063,-1.7293806439441994,-1.1695803746049402,-1.6965107875128278,-0.41866466414904835,-1.543711639108139,-2.0326048421413137
India,0.6744936146647919,1.1031014688640208,1.8632400143428036,1.352323770071184,0.6093778371292435,-0.26917518361283554,0.3886625546551629,0.2675981511072149,1.2152473481844903,-0.2523943088939216,-0.28657689125447156,-1.7326114607896979,-1.9049279529800254,-1.6449140331990442,-1.6344932751231165,-0.06625537613161843,-1.491968320379085,-2.9248565939537756
Indonesia,0.6340699935360868,1.99309707896071,0.3272164351037312,1.4946082045227806,-0.030795185222855202,0.7702665260715169,1.4529788795266452,1.0146147569453854,2.245715581537527,0.07820289282528671,-0.6426132202399505,0.23175280718711555,-2.3498127135736984,-3.2009745669273753,-1.314720196662584,2.1561956785267875,-2.066692224027481,-2.7938403191205916
Pakistan,-0.17500921257967994,0.8472846647903581,0.8033875941257888,0.5729393518582575,-0.5629139420297932,-0.39603430482099655,0.12127438548259489,0.5670536307798328,0.5541405605802872,-0.15082441980133335,-0.6367658294600099,-0.5185112715933569,-2.3952306691896554,-1.2521980266209618,-1.0164333339835094,-1.4812533736380136,-1.5347170441157671,-3.4385215901970954
Bangladesh,0.016073247621255476,1.0495854084990377,1.25907408348882,0.6037236866933339,0.5858800405061769,-0.05228189630010408,0.790895801995987,1.3596974973435523,1.0381247441256782,0.13139091194375463,-0.3029221905574172,0.16780688294153961,-3.2896811784051665,-1.3091527249751007,-1.3586539250081624,0.07585988451574871,-1.1318264457627303,-3.8525206780877315
Japan,-0.5103060506412268,0.08605761854869681,0.9172005363884056,0.5210697114246662,0.7004445480021108,1.4357655043932513,0.9179770138811058,0.6131191049456333,1.0682262010216448,-0.3003326072155139,-0.5616086614333411,0.16481025380792672,-1.5598157387729659,-2.874380890749458,-0.44841167572993634,-0.8231503545285719,-1.6493630167514277,-1.1807374182885892
Philippines,-0.4238915233994233,1.0579867249845463,0.19140630978773213,1.8063727217831174,0.18973545536411765,1.1955442542837786,3.1739634559307275,3.496281777297182,4.580728686461524,0.433205545922183,0.5270673620298758,0.18750125094527884,-1.2771425426087668,-2.712558579627157,-1.2153419414463205,2.630657321930233,-0.990590629623778,-2.482512821487508
Vietnam,-0.6167251276164132,1.660707686980041,0.24180438490553888,0.5128592463536633,0.12810502210575583,0.2785980623071509,0.1754679875627988,0.13649747327484682,1.0221156485041356,0.7081775844718744,0.2658109553369765,0.4431868946383971,-1.160255986979946,-1.8522825991901049,-0.631670662436519,2.378220700501839,0.6939746509002898,-1.542650802151238
Iran,-0.3551424525353063,0.10917100863208576,-0.18617050507298522,-1.3061342350284453,-0.25218708704381115,-1.3379611685786519,-1.573689951741544,-1.319590031273708,-1.7040397849793203,-0.09721262302107782,-0.38889550391998506,-0.9408924111416214,-2.0497648974213565,-1.625886496905157,-0.19855524965807916,-1.5084621908734703,-1.324693421842841,-3.523699127279063
Turkey,-0.5736075116164049,0.6596538277614743,-1.161785053061916,-0.5672892659102696,-0.08228756942132094,-1.3761921829751738,-1.3024962449321393,-1.298202258976485,-0.9621694069482128,-0.03948218614732537,-0.17970018147081682,0.1272429182877063,-0.6767857558533968,0.2556006902766481,0.2577464319741568,-1.4425566599773745,-1.321314711889634,-1.8655834061085774
Russia,-1.5196134002412256,-1.2490330110651904,-1.6204330622989447,-1.6268768877513369,-0.012706023016644646,-2.0550568441563497,-2.1002132296721396,-2.271716318342657,-2.605981105686692,-0.4864220476074204,-0.31831728059023634,-1.3168855189545188,-1.5177857025084296,-2.337913433529218,1.8734612290599504,-2.749774520009886,-1.6260864868076206,-2.1645335164669883
Germany,-1.5760380593092136,-0.2110601164502583,-1.1621426590773243,-1.0091519405795937,-0.39427128799464733,-0.43858657810964713,0.15756398925810522,-0.7328516550145949,-0.48967056388793817,0.5909959514220963,0.16754889828306097,2.150654053043284,0.2794425417333638,0.44976985710316986,0.3931664384127075,-3.057108615371797,-1.2671080061060858,-0.16871104295250935
France,-1.4357781602163104,0.22292888732338326,-0.5865452965390828,-0.8926607884322089,0.238946643098398,-1.1439115023266415,-1.3334356473734335,-1.0599936247510335,-1.1506055350232927,0.13102462944253393,0.39950470693791806,0.2922437978497476,2.5921855028314704,0.5697681181652582,-0.08942386376069797,-0.020088642886230444,-0.41143958661439145,3.0330733100474125
Italy,-1.273238249945491,0.04965707734526523,-1.5083336851770701,-1.0131343461011322,-0.21965271522855803,-0.5430240082411335,-1.065886919258418,-1.149693238698212,-0.9388728666293755,0.7588655651639609,0.8797974984959429,0.0013987817430256163,2.4468633544384795,-0.858192512377498,-0.0032227969734978353,-1.9778055865935276,-1.735083158850599,0.6213048659097307
Spain,-1.3646551202477175,0.07131093031897712,-1.6122435967109807,-0.4056540827744948,-0.8739749217429362,-0.9356166548397477,-0.7851730793627285,-1.7157188333887974,-1.008031964976359,0.9190307710669022,1.2565457094650223,0.0239624869339618,2.3799758069396506,-0.6941271441457756,0.31556267014782097,1.1910030278813086,-0.7617182777187834,1.0557705881367787
Ukraine,-1.457755526293412,-0.968636302121251,-2.0128518790077083,-0.2007802584342235,0.868030253344145,-1.94147255147548,-0.946558916435901,-0.627985178383104,-0.7668203915418018,0.12197521945396352,-0.06135493659564442,-0.5697932150224274,-1.0155433104051044,-0.35530223678339323,2.3468563353576255,-2.9954509398345954,-0.3504629492812997,-2.806415986152732
Poland,-1.5725198596557137,-0.6199698562336269,-1.6132808474806544,-1.1094666379651983,0.5396415744952946,-1.2854236703826492,-1.6828496608609698,-0.7596303902769236,-1.3110818632153733,-0.24121405548150032,0.0152072605927675,0.7256283038257937,-0.3295657209877839,1.2141351549944135,0.938692400246554,-2.3880434544251137,-0.6942298271320037,-2.160052390015257
Romania,-1.212076644012331,-0.11028733098289152,-2.303701618645799,-0.10607352495659783,0.74571394324271,-1.3857437196508686,-1.7498626903176777,-1.2704638579339202,-1.2343928713988086,0.31022047130172187,0.20158922581983876,0.05618768144581383,0.2329024546257798,0.28621184397278504,0.6645150214871298,-2.172795982910016,-1.2583292660188001,-0.7183016094042208
Netherlands,-0.9640228673128682,0.7101488537682307,0.032386872300059086,0.3540955689150836,0.20098914319227085,0.1343221111594991,1.9812773400324117,2.293343296199644,2.7784357908804993,0.34272647129797706,-0.036412076085190856,1.5597486788282957,-0.3906827428950792,-0.27789978290596434,-0.764690150022171,-1.243644097648521,-1.3039123493515747,-0.7480613853618702
Austria,-1.8026639866088447,0.01097032778429243,-0.9283439333677429,-1.5606214714198123,0.3359305962216072,-1.1771269413572367,-1.2276971692622225,-0.6500120506460798,-1.114932989129629,0.07920124106952174,-0.1092999572426068,1.4074905795942818,0.7621587306703627,0.035097674906251604,0.9697276453332215,-3.8429804797205485,-1.5216367988575163,0.7381344103062946
Mexico,-0.4079143012137146,0.8215444744455291,-1.356490795993519,0.7483051381090409,-0.08835347211747382,0.7558970371052646,0.3118675350310468,0.20801300178361776,0.42409538883402104,0.6714828187457157,0.936148892191342,0.12524793460087616,-0.7004720930005756,-2.647059757871577,0.02305426753213857,1.826716540406864,0.7101529032619562,-1.4329043009081357
Canada,-0.3757266330251804,0.28280040032896697,0.06777495268688136,0.2227221070804143,0.268667144281523,1.5850770801137983,0.8698924735113898,1.4113894064202535,0.9563730786229029,0.3287938667902585,-0.09345247760734024,1.2483023273002407,-1.5015721937578477,0.8568427751297734,0.37537037206261203,-0.6662383564264175,1.221483201195992,-0.7449372574957521
Guatemala,-0.10164021892945901,1.6185846076112504,-0.9308587585676372,1.0229487543444438,-0.602549365957457,-0.002322510407126828,-0.7775836858598515,-0.18337935599170524,0.34786376033291005,0.12229191688955691,0.3912824059024863,0.2823066503623086,-1.4614121677261027,-1.6953281588462634,-0.7948654698985071,1.786813611037049,-0.4223591383947602,-1.393698694541158
Haiti,-1.2323081283442088,0.5002317121016716,-1.971863047673128,0.4494878771038705,-0.9591401900833486,-0.46686340307624935,-0.8213326442600623,-0.000783639332963867,0.020788321146188216,0.09724866116653137,0.5672737017833134,-0.8665648895263577,-1.5087895200996853,-1.4608019950050914,-0.6423215027134298,4.019069692353008,1.0801811634624259,0.6813172718915022
Cuba,-1.055014411012991,1.1404984579931379,-1.3053077098688055,0.08929780505077087,-1.1223782530304927,0.10725459134889208,-0.5515758307907078,-0.36217509383478913,-0.20329040448783042,0.44514971842860895,0.9418611818645249,-0.27293458522114816,-1.0195508242403535,-1.9546591313786694,0.9443545067503617,4.9472065359005315,1.332126978441234,0.31086595054025384
Honduras,-0.8683922854633404,2.276322821114512,-1.0337933425142516,1.6578327339675412,-0.5925195830208378,0.7918193470444123,0.43843616188834117,0.9528256388148523,1.6819149782232892,0.7887428619387911,0.8977432823495389,0.12385535967879904,-1.4460741289640682,-0.8332416163485991,-0.4819658567709529,3.845316936519316,0.6686081077434689,-1.195703072185122
Nicaragua,-0.9319460420002593,1.698176041863387,-0.8803214393064682,0.6942279422398246,-0.36316706650681835,-0.34506053070576326,-0.7142065292797334,0.27165049837934724,0.6107114072260529,-0.22522557164680124,0.25365525304031644,-0.5959629668376477,-1.8583200775291366,-2.0914303432508023,-0.8798098501927669,2.480484114840985,-0.17092478705711023,-2.8694653020480305
Brazil,-0.091818655721669,1.6121341924866113,-1.5270381144551566,1.600704110206985,0.037368879443266556,1.1302817081356278,1.3138135693330404,0.7782403704065086,1.4328982899016183,0.17397207446311344,-0.00018220093575929832,0.14889131912083556,-0.8642811058777919,-2.3410254486564006,-0.3764265504810736,1.3350745936781594,-1.5434241634927302,-0.28528714367756736
