index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga,male,female,boy,girl,man,woman
Calvin,-0.4994376395846192,-0.6480838117328048,-0.996701004851726,0.2546491834871839,-0.5945056251468587,0.4449597617707398,0.07762074029921621,-0.07800862964724262,-0.7820481894460036,-0.7196315972052512,-0.8426654029752801,-0.9155372037875077,-0.6451460341548817,-1.5960552971945192,-1.3163078175214442,-2.0143611380781894,-0.7374072723469791,-0.34547789746230906,-1.262215975401527,-1.514574097654418,-1.288662805092865,0.9218645530511766,1.090848053421866,0.36905804456864627,-0.594981049418303,0.0172392020730615,-0.6121426740898489,-0.1830784513137447,-0.05436041338142788,1.3413270774622317,0.49237432676684867,0.9506480108777924,0.4300739162404575,0.6237092921714676,0.16992425427737468,1.0562457866589485,0.5940831479739147,0.5354450887344164,0.6852626329289713,0.02743195986806965,0.3660717901695527,0.37945045363461233,0.3211837519327762,0.03143086928344741,0.34759398460959,0.4017816891059598,0.24882937614525963,0.05481771728880681,0.26722465265739387,0.2788894254355877,0.07941401883158827,-0.16200980924869243,0.5749817041805897,0.07277499214857389,-0.26351886765621657,0.3397421616532493,0.20185674323974204,0.8346113186403811,-0.5694114018232079,0.003820085242153127,2.666410433639732,1.2423230287083438,2.7404841872807064,0.601657930549554,1.9560069328822751,1.0573520053122534
Mateo,-1.0337827222475657,-0.4824200318841434,-0.137814447834058,0.46110306245514016,-0.3487606412538187,-0.41595040757946317,-0.40047625756884553,-0.1963014467060179,-0.43918095818267333,0.419255427198835,-0.695893606623427,-1.3457075339384066,-0.3775044115396501,-0.8716275357250663,-0.6886529958106897,-0.6559323384732835,-0.4463493344990139,-0.3407971857764412,-0.9077479048918693,-0.527537778161666,-1.0506011937330093,-0.1487881286565065,-0.4557025154374655,0.14646158977466442,0.6351979535707517,1.8770216361039678,-0.47424306564217084,-0.1998622836306329,0.7536724304453192,-0.263351911475019,-0.5683868868668326,-0.29895610851604665,1.9041161727745441,-0.31491296495848276,1.4741914895073553,1.1830245149333878,1.5585673479672038,1.0539571357548148,1.6645503369610253,1.1480463708949777,1.8314498360011795,0.9048154201087848,1.4613265457219065,1.228055233341053,1.006055080768123,1.1556338360030063,1.1440876177553503,0.9490960083018508,0.9802315428799868,1.0193140299539432,-0.9127035936961527,-0.4248653169528037,-0.5811511821826238,-0.3192073866513168,-0.4903926520925602,-0.0368919802555415,0.171056250488246,0.2137609887230029,-0.46227117235592574,-0.13723858047057003,0.7239646400991211,-0.0100689185949834,0.4835204779049695,-0.5509777288933931,-0.3932247247169496,-1.1778622318941607
Ethan,-0.7940952678743881,-0.8488732000666739,-0.6613944079423821,0.02000827780267722,-0.7942855075016388,0.009302446377436022,-0.1892292910744607,-0.5118767535037434,-0.8636169511591453,-0.41725763577147007,-1.5631826345254798,-0.31898058601128626,-1.448607795204118,-0.9519949980986462,-0.9120834631710788,-1.6871375193229743,-1.117160605712005,-0.692028367055774,-0.6191394702167639,-1.2007840712865447,-0.6776924341773245,0.4186108652388031,0.5527963445713561,0.7842857499600179,-0.7714638009634074,-0.3186413584501077,-0.0740641292746808,-0.285227065677845,-0.6573202653757004,0.07071312060205343,-0.14610624590257149,0.5485954605620095,0.24578163193091565,0.6354911132601676,-0.04950713555581005,0.7097403557495134,-0.1180465285126695,-0.0951763266181864,0.21171822478555846,-0.02666740518706894,0.023857133405131892,0.007445414929102359,0.09946202533192004,-0.18964881839193615,-0.2370672546304519,-0.2605527398684777,-0.06415319787179835,-0.08579112875339667,-0.08840919972725479,0.08959611845466235,0.01524545484336479,-0.5849270522879676,0.16511261178417078,-0.19072043266871092,-0.5089312057697971,0.0943426330124553,-0.12525752627057346,0.42620274665627905,-0.7634974499751805,-0.35441868973562896,3.842916514077687,1.9586868143304066,3.498252879234956,1.4213982001753585,1.9250126418253042,0.8537578367746798
Dominic,-0.43872192325001486,-0.6478776847910029,-0.35930402177461856,0.8544206076572902,-0.13918959219970206,0.09652230922247207,0.07259576041712879,0.08649272190694161,-0.2853362382970931,0.27095662161550677,-1.4412716432076327,-1.238951157524459,-1.0046588324078152,-1.2380945839406259,-0.7912882859327358,-2.3026770030682684,-1.072737399935686,-0.15649521740317465,-1.5838738017214247,-1.3871113387119691,-0.7871362856058455,0.1189261513668941,0.7965846659762997,0.995122594766808,0.20826239647299755,0.4220502047286051,-0.6923444611240023,-0.9704133757618144,0.32208594655484823,0.16374262365269074,-0.17024477973695276,0.09227417347500382,0.6530451158390871,0.5945433728096682,0.4534740467570548,1.8212153083899278,0.9402329829616195,0.8164902541666136,1.0340768866921526,0.40721007466866593,0.7837825272066542,0.05126380665781202,0.3032890343009543,0.3466766459342236,0.33935326365245316,0.08848302125820857,0.4976307935061179,0.06993513984010367,0.2890504270316685,0.4445705837048367,-0.38782114095541453,-0.1656094997687945,0.12014365766905614,0.3432381673396289,-0.17421087819449813,0.6955199198554779,0.4010631939239629,1.248464978871077,-0.4507358089391426,0.24232633715248106,2.3751163367940045,0.7243271567339445,2.4909362965336457,0.39689071651278657,1.5901585186517677,0.41779137648674447
Riley,-0.1636230612493586,-0.5894836492678098,0.7969288402132059,0.6930152509865166,-0.04343025334571722,0.5669363255148582,0.3760408562428306,0.5584692727974725,0.28040064703711,-0.272949684468187,-1.2537124667873543,-0.1280370007861975,-0.7294071680886828,-0.4527403317377678,-0.41649819853807585,-1.336724954211781,-1.1475685106793283,-0.6989064311668274,-0.6366859060541317,-1.3444192376911943,-0.8450675238875983,0.06682131446705142,1.2386485770574929,0.07918196334345891,-0.36041179143536284,-0.4008532491804627,-0.3832797258276947,-1.03881088185488,-0.824182216659578,0.5026409985138334,-0.1533103839753631,0.5979031060880695,0.16146442102636652,0.5115656299963834,-0.13452318291568482,0.8775857934594142,-0.26951835590668183,-0.0165638477439031,0.198684301273753,-0.4646730772418282,-0.17608205109867042,0.072445663722503,-0.17782229766652358,-0.09248338306801286,-0.2592620272431217,-0.5034271979254916,0.008233842115725703,-0.21092846061546253,-0.2124955600727675,-0.2441463375458266,0.2407722803413224,0.17753636665982714,0.41597655423174945,0.24814866635009813,0.1054885828346794,0.9528414144251883,0.47560270415322803,1.8088460619745668,-0.21875107206575364,0.4154416960383681,3.6675662499053403,2.9324073686081733,2.5421581410585694,1.336071040030732,1.062234888314886,0.7555064450098011
Dominique,-0.5256757675133156,-0.5599973626578275,-0.4969351120695803,0.7574789255205041,-0.12326434886710501,0.30097117313012367,0.0699952970968789,-0.09085570929759765,-0.5338380279692284,0.8252470220404456,-1.2749221047478065,-0.6280709329438605,-0.5431966016801147,-0.9591419500385359,-0.45569836836499455,-1.4060893595639021,-0.22066642228764688,0.6669648540198578,-0.8336171380025879,-0.5224849015283485,-0.434024860772631,1.215861290032448,0.18887998081635024,2.6083263363169475,0.6635825563417046,0.8896163979329029,-0.34012198570338664,-0.09907978801703186,0.3029431765765589,1.2447283168807937,0.8559662610023796,0.01390375193282161,1.1560427608878154,0.7145180396164708,0.8323332329539826,2.032897139375196,0.7757621131733933,1.1893828907978163,0.8843928878688456,0.459412206904974,0.9727250706985998,0.7675733104516204,0.7168479670100151,0.723307305162871,0.45210433700224806,0.9047355416227865,0.8533939786079463,0.5703919104840033,0.6542667861512989,0.9621925230772744,0.010493038007567181,-0.13675416948388536,0.21229420114497266,0.3916411012724128,-0.1142071666356372,0.593584477389108,0.2897362388244216,0.9210851747175471,-0.08935549370624689,0.08443033735446659,3.0726432214423087,1.951230987969971,3.0651033993116146,1.7686672082557906,1.9500465256014352,1.625261270400695
Ellie,-0.44977920457001785,-0.5944311825116071,0.4908532753627098,-0.12076392329837604,-0.690534988920047,0.23802801961872688,0.08532358887705792,-0.20462236387094315,-0.21559259228468292,-0.5625030231829425,-1.597157436491834,-0.7002667360567061,-0.7163718454047783,-1.035218368783164,-0.9690354679796244,-1.0837442856839978,-0.8807959683745447,-1.0442012508364649,-0.6650020335832212,-0.9899672766795964,-0.9734804780452941,0.9172225408221241,1.2751630352968195,-0.019981259284394468,-0.2431173011526392,0.3169355051035752,-0.3923222154565537,-0.6849062753402475,-0.6191193266009426,1.0431880857516094,0.2149945113464164,0.5066410695323389,0.6096961449713746,0.3647373818108733,0.11048047732163441,0.24420612558275848,-0.03973467684563246,0.2557316857517547,0.2865465072678849,-0.35667740621505417,0.3550637614672541,0.4929527564098922,0.2966724632284676,0.2128837464821439,0.08181673588029588,0.01866863120969161,0.20121806693077196,-0.1623084559668498,-0.034326678233731096,-0.04417636428757511,0.0368190324175936,-0.46724761101975165,0.20621040188674306,-0.21271308678934966,-0.29032018303983226,0.39276237855444296,0.06617219470384632,0.9818427303362325,-0.44393552106305967,-0.13209069208006508,2.5191651108949205,4.101692166120274,2.088838559111927,3.924511007593904,0.05783649571503214,3.0683288503163513
Vera,-1.2472597294413605,-1.3016699223516814,0.7238721085618609,0.2443294576155712,-0.9212853562283068,-0.5276070896126455,-0.8048493344961902,-0.8050468123541196,-0.7188775427728363,-0.5971284550031908,-0.7402569446621085,-0.5700301214900769,-1.2536187467356317,-1.175293196829826,-1.1111391672611797,-0.8058080899054556,-1.2612196278798058,-0.7988279491892163,-0.9141788286775767,-0.6360758569022456,0.9905700631935712,0.6674111013937206,0.10259749207022471,-0.6800394299541346,0.43705358046262965,1.4597436012182539,1.4753718360723491,0.26350131335331145,0.6873877596653402,-0.062405462010808134,-0.048686129433695526,0.4110867941195899,2.153002560524966,0.06444416394754243,0.7154725472532352,0.35199025921120025,1.5215356215288391,0.5854067445866692,1.1526825964961371,0.3453650356478288,1.1786637313632975,0.723241343700404,1.098787755237111,0.8555949982514168,0.8339523548028327,0.4881883943423082,0.4772751887638303,0.47363103147001484,0.5146848356885007,0.34750094025603967,-0.9628566344977785,-0.6558158027488497,-0.4202398867873596,-0.6233903941176849,-0.8305261403720434,0.11062572534897616,-0.4123861898006274,0.7780222457401349,-0.8346418428415768,-0.7261969959991885,3.205226954596478,4.867921743211802,1.8835697271866796,4.0606938053151005,0.6084574940331403,3.705860105557916
Carter,-0.37805398408688773,-0.347572063682448,-0.14783641316893847,0.5511425578127416,-0.32261248194538866,-0.11056998185838912,0.09699944980121537,-0.08548991514123772,-0.4023896181272445,-1.1541598032121967,-0.17104110693742475,-1.0047036718244893,-0.9514881106116838,-1.3190883940571905,-0.8189121801971435,-0.8526789898961465,-0.9624974602570998,-0.11807724620068537,-1.5316246305340429,-1.8259513277554364,-0.695980434442044,-0.537541271572917,0.23514622747131322,-1.129286049402243,-1.5438078575534686,-0.76949567100778,-0.8250080931154499,-1.329090626894894,-0.947683927342173,-0.17479872944927985,-0.954616985369475,0.8694029832664757,0.2691127139835853,0.5634343693891595,0.09558856830187637,0.6680470484367075,0.3033362281698527,-0.5093978926156371,0.5064903244519935,0.11170601678672633,-0.02184427122163751,0.12710344743784022,0.1503453540985937,0.08498022762580247,0.07897670566192512,-0.1648100489605729,0.31959670608583196,0.03983259458721446,0.04543218533807312,-0.3265313804593923,-0.39249452220493414,-0.11529904477010203,0.09545868325554692,-0.22172507802547725,-0.647022639655098,0.21011383849979468,0.2224021828332231,0.8650275646976026,-0.505388184155296,0.016408646989171452,2.7120285024993245,2.3430462521094886,1.7201518003322709,0.7505226994350629,1.4522952824077473,1.8817557597353949
Herman,-0.5633316161569799,-0.16247157115225633,-0.14514792094559972,0.7428036499686144,-0.4792723229879227,0.12705915268884438,0.11500242169513739,0.022251688408132204,-0.06282139782068726,-0.1950234031362623,-1.0409307300108255,-0.9589637053109508,0.09096694194514239,-1.3029616895387373,-0.5934008150983344,-1.1095142369431028,-0.6889094343693384,0.2312125696553687,-1.2852604218551402,-0.9653969719232747,-0.6962284543753543,1.609234855853399,-0.11596056651525616,-0.1584972698298726,-1.3199919989419329,-0.3064296808221489,-0.28255508294453996,0.5242962047697323,-0.28202266225010614,1.9986664902423887,0.6106361042970118,-0.05172813582114308,0.7946422643413863,-0.026794044318955063,0.5540796784609237,0.974816095295796,0.519089641783328,0.06757578540244878,0.7781994418741042,0.16096372823355082,0.5292092992254815,0.3239488292321668,0.16490336882106385,0.11429990813113092,0.24071973751845924,0.060763603684091,0.2619003554499304,0.3911205126819336,0.1246940619624912,0.0006378409165119888,-0.36953210352757,-0.05963274438031294,0.06663267627670472,-0.27779406933326745,-0.40433289503725073,0.4144357277391709,-0.07334196664483238,1.1451141342773254,-0.2611828973565435,-0.31135661361380446,2.714542371429981,1.462831490331979,3.716180698945849,1.9778481224178366,2.8549613878765863,2.15885542788663
