index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
football,-1.0241143672434883,0.02123572382101993,21.758278,-400.57013,1.7749674,2.550945
basketball,-1.0188879997596885,0.020672375919075187,48.544666,-420.01144,2.0374858,2.8503785
cricket,-0.23057086772273727,-0.020325016783737847,-88.982544,181.41637,13.205135,5.4574513
hockey,-1.0512731219320295,0.03117116501478134,62.58367,-349.2095,2.3361142,2.1671112
tennis,1.4417608300459197,0.46542950170504155,158.67038,69.34492,12.495179,1.5556457
volleyball,0.399018246454056,-0.5840295083869304,-78.17559,-21.549362,13.991671,3.96492
table tennis,0.8190001590330945,0.5904358433420271,104.37069,49.62114,11.998852,1.6104567
martial arts,1.0106641410861381,-0.6547816858566227,147.86154,171.70503,13.102824,2.4917436
baseball,-1.0581405676018822,0.02114685982720294,45.397514,-376.66412,2.260231,2.4826555
american football,-1.4873606344669443,0.032350677611032434,-18.108942,-467.3299,1.5623165,3.454924
rugby,-0.06571365874189124,0.17972907648190356,-96.35661,144.82846,13.041088,4.9716315
golf,0.3934860161565891,0.34069609972418363,-212.87054,133.81306,11.235187,2.157061
athletics,-0.3915718510329848,-0.00800647624599967,-99.37281,222.98009,13.160249,6.08971
badminton,0.28251673370079666,0.40789046080173286,-186.88348,119.214294,11.255199,2.6344008
boxing,0.0255222964309311,-0.43330127273461766,-131.18144,15.810545,13.439159,3.8957162
Formula One,0.6649080378695146,0.7487931902153445,103.2824,22.324787,11.568156,1.7169828
MotoGP,1.5305481115914121,0.285798568220803,174.6044,95.561165,12.848199,1.7528833
cycling,-0.0953724500795308,0.17806634511698552,-7.573583,124.47522,12.345507,5.253531
swimming,-1.2868283050107303,0.02711236738157973,-1.4422239,-427.9253,1.9882365,3.2003253
snooker,0.9556231469986168,-0.15720531411405764,95.18382,137.63588,12.184457,2.30602
shooting,-0.2918493092080422,0.08486329570862738,-53.221207,194.47433,12.693533,5.8630023
gymnastics,1.4400431497062334,-0.5038340659651949,168.14117,149.67186,12.880171,2.1267285
handball,0.38045179062018897,-0.5235438361287377,-105.97542,-21.100712,13.930192,3.5917366
wrestling,-1.4666388243853066,0.03283437885430309,20.175219,-465.34128,1.7519056,3.2361119
skiing,0.10946079571190247,0.18706095007411314,-48.372807,99.392555,12.323835,4.982119
horse racing,0.12004047966581287,-0.5881234298508945,-148.252,-10.7772875,13.62423,3.7997549
horling,-0.02076451761472321,-0.042481129418461105,-127.14717,150.44962,13.311287,4.636359
pickleball,-0.5690968893685086,0.008137771034736927,-64.08954,236.74123,12.920899,6.3142605
water polo,-0.015849079064357313,-0.08587160114219905,-53.927673,129.82944,12.593757,5.0776052
bowling,0.5009885081616375,-0.06192131422703889,-211.1619,169.67834,11.692125,2.4144857
