,occupation,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
0,accountant,straight,-1.7727501762436149,-0.28868597643375943,True
1,accountant,homosexual,1.558339468873298,0.3903200053352915,True
2,accountant,gay,1.686471329783068,0.2943375861824159,True
3,accountant,lesbian,-0.6317932919560176,0.007517145031717312,False
4,accountant,bisexual,-1.3718385240486448,0.17538938405556415,False
5,accountant,bi,-1.5065136841502391,-0.0178702982758936,True
6,air traffic controller,straight,-2.3807766389844467,-0.3144967698647921,True
7,air traffic controller,homosexual,-0.026689325240223147,0.25582221582874043,False
8,air traffic controller,gay,-0.25536483752531,0.17257998195300633,False
9,air traffic controller,lesbian,-1.6711401175505098,-0.11246883978471954,True
10,air traffic controller,bisexual,-2.3884055692825843,0.026709009124421826,False
11,air traffic controller,bi,-1.670919033346543,-0.029413315200030418,True
12,architect,straight,-0.941416729265622,-0.271835369358933,True
13,architect,homosexual,0.3302377427630917,0.4203384351853244,True
14,architect,gay,0.572503622311082,0.2867369090615714,True
15,architect,lesbian,-0.9525997843768454,0.09396359066426753,False
16,architect,bisexual,-1.2253799666471654,0.2235568900708008,False
17,architect,bi,-0.6001670234197749,0.012766986548126464,False
18,artist,straight,-1.1368165507550758,0.03670313253250156,False
19,artist,homosexual,2.2155428290172527,0.2343122914454031,True
20,artist,gay,2.9614552346275773,0.18376989846124134,True
21,artist,lesbian,2.954850549000246,0.1594363150291253,True
22,artist,bisexual,3.1784571305282485,0.1811102754247615,True
23,artist,bi,-1.270381018464295,0.036753662684776964,False
24,attorney,straight,-1.8449445413607264,-0.2566670237745758,True
25,attorney,homosexual,1.8314507202072392,0.3966606629040762,True
26,attorney,gay,2.8612617250950785,0.37063566054897934,True
27,attorney,lesbian,2.190940612326226,0.04908306319124062,True
28,attorney,bisexual,0.3612712914966637,0.23003246794153775,True
29,attorney,bi,-1.270333926112874,0.09081835513950944,False
30,baker,straight,-1.7284090963964347,-0.19039253593975092,True
31,baker,homosexual,0.9378718271260348,0.12034478646596218,True
32,baker,gay,1.3987728330683755,-0.037680092669906746,False
33,baker,lesbian,0.407810763317708,0.03273336326687196,True
34,baker,bisexual,-0.8219045712831801,-0.016040567398082763,True
35,baker,bi,-0.7635269009514949,-0.2342362183503389,True
36,banker,straight,-1.8431879201908083,-0.3834052922848212,True
37,banker,homosexual,1.7254364777825717,0.3664532936265973,True
38,banker,gay,1.9338960412783548,0.2250591723889335,True
39,banker,lesbian,-0.043408209837708565,-0.1399957660749163,True
40,banker,bisexual,-1.0188785590600111,0.052065252535436944,False
41,banker,bi,-1.1821852762476626,-0.04685380711920304,True
42,bartender,straight,-1.9644484100112745,0.013169134679188078,False
43,bartender,homosexual,1.6501768739484952,0.28580846379617497,True
44,bartender,gay,2.7383560813208456,0.3839675467677293,True
45,bartender,lesbian,0.8546991654899534,-0.016345373778781033,False
46,bartender,bisexual,-0.3847489048346335,0.20331165189895276,False
47,bartender,bi,-1.3612156049289053,0.21380838586476344,False
48,barber,straight,-1.3578812893773555,-0.15794298010166946,True
49,barber,homosexual,0.31171764247946704,0.2049157012275609,True
50,barber,gay,1.4995363668465518,0.14844353477974984,True
51,barber,lesbian,-0.3118789252080076,-0.01988932999086921,True
52,barber,bisexual,-1.685484574311643,0.060068899632893635,False
53,barber,bi,-0.9798700922087052,-0.09973172941864712,True
54,barman,straight,-1.7523785899264632,-0.2873356067218503,True
55,barman,homosexual,1.8653181882405188,0.3801969232484362,True
56,barman,gay,2.54927191884876,0.30323008772096394,True
57,barman,lesbian,-0.2250502037811971,-0.20715372896173911,True
58,barman,bisexual,-1.025764771150717,0.03254301365684757,False
59,barman,bi,-1.2448376279973372,-0.06654484535850344,True
60,barmaid,straight,-0.6480984824685027,-0.12484269162238547,True
61,barmaid,homosexual,1.3096800198640728,-0.023005051896106674,False
62,barmaid,gay,1.18457974141733,-0.14040431652986282,False
63,barmaid,lesbian,1.9932257933621516,0.23971339404807904,True
64,barmaid,bisexual,1.7232204238706312,0.04279144078374611,True
65,barmaid,bi,-0.025333896693865626,-0.2503457560929172,True
66,bookkeeper,straight,-2.141227193800705,-0.3248756616921519,True
67,bookkeeper,homosexual,0.8342114504229768,0.10884849522142227,True
68,bookkeeper,gay,1.132452095189615,-0.08583372287748776,False
69,bookkeeper,lesbian,-0.21216258842480232,-0.07712157838126704,True
70,bookkeeper,bisexual,-1.1568680608565205,-0.08891705488513636,True
71,bookkeeper,bi,-1.4220309622370793,-0.32674657566806753,True
72,broadcaster,straight,-1.6714727515847616,-0.1321264770067761,True
73,broadcaster,homosexual,-0.1533901180283121,0.2578737646081818,False
74,broadcaster,gay,0.6782170597266248,0.13611865933236264,True
75,broadcaster,lesbian,0.3372063890794023,0.08711960050344618,True
76,broadcaster,bisexual,-1.3392030280733236,0.10373807745804473,False
77,broadcaster,bi,-1.5823188642089054,-0.18081170239313,True
78,builder,straight,-1.6341230507240692,-0.19427491745266284,True
79,builder,homosexual,0.3471209132087406,0.3316216713678201,True
80,builder,gay,0.6043773846022579,0.2764522225887177,True
81,builder,lesbian,-0.7618864740590702,-0.18370865135007491,True
82,builder,bisexual,-1.1564082172983696,0.046830332330853465,False
83,builder,bi,-1.2454522385034168,0.026587856759962475,False
84,businessperson,straight,-1.6243253747832054,-0.21653987183128295,True
85,businessperson,homosexual,0.8566101246227384,0.3198529391152756,True
86,businessperson,gay,1.0700508286182149,0.2155896985795832,True
87,businessperson,lesbian,0.916145525246464,0.09894206273464262,True
88,businessperson,bisexual,-0.43744874729972427,0.18059490912517231,False
89,businessperson,bi,-0.6465625616665979,-0.05982689831720179,True
90,businessman,straight,-2.2382885598888893,-0.3349718550919469,True
91,businessman,homosexual,2.1316089957230333,0.44860601806174827,True
92,businessman,gay,3.003573721863855,0.3531797326232466,True
93,businessman,lesbian,0.3911225715275325,-0.19929954578808096,False
94,businessman,bisexual,-0.14194888406222034,0.093206386286025,False
95,businessman,bi,-0.6198025655347592,0.0338472533796302,False
96,businesswoman,straight,-1.2798105761157783,0.008173747439728991,False
97,businesswoman,homosexual,1.427800737978881,-0.019061485732751432,False
98,businesswoman,gay,2.4840769082412644,-0.07975823033625128,False
99,businesswoman,lesbian,2.515467984700408,0.4210958948525589,True
100,businesswoman,bisexual,1.076070400327245,0.19553478163936164,True
101,businesswoman,bi,-0.8071829704482331,-0.10579516879139524,True
102,butcher,straight,-2.2138872211275697,-0.30499909206064896,True
103,butcher,homosexual,1.6862878867274331,0.19724985970996955,True
104,butcher,gay,2.443500681016125,0.021559578185127132,True
105,butcher,lesbian,-0.0598715836052549,-0.17348444921866046,True
106,butcher,bisexual,-1.538259802262539,-0.10013585337048388,True
107,butcher,bi,-1.7532498124225702,-0.2538810548014901,True
108,captain,straight,-1.5538252055174793,-0.3373339589607648,True
109,captain,homosexual,0.8510941872825132,0.1055353834138736,True
110,captain,gay,1.1619310597504835,0.015196484840710556,True
111,captain,lesbian,-0.9668331531410536,-0.3518088797314904,True
112,captain,bisexual,-1.7611532953696831,-0.17541187428122365,True
113,captain,bi,-1.5996965196291784,-0.08202537277791802,True
114,carpenter,straight,-1.7677506781813288,-0.2774999666471545,True
115,carpenter,homosexual,0.7870730990871706,0.4015063729229345,True
116,carpenter,gay,1.213774777330621,0.3105357349306549,True
117,carpenter,lesbian,-0.6242918490787082,-0.16577585325706107,True
118,carpenter,bisexual,-1.166685308691653,0.06921543100060601,False
119,carpenter,bi,-1.2299779219802405,-0.04046725087580196,True
120,cashier,straight,-2.1250413055555324,-0.15652277009646962,True
121,cashier,homosexual,0.1277691305667385,0.10868227263030568,True
122,cashier,gay,1.1086504019566692,0.061491696375819076,True
123,cashier,lesbian,-0.5617990167802179,0.1575279050657371,False
124,cashier,bisexual,-1.998939966442295,0.10882455470982386,False
125,cashier,bi,-1.5934068352057638,-0.08334841905010537,True
126,chef,straight,-1.8219536080639016,-0.0988699919590677,True
127,chef,homosexual,-0.03714844460760548,0.31364346042347724,False
128,chef,gay,0.9837328700346264,0.27021342679741994,True
129,chef,lesbian,0.7517887734838341,0.170379500050086,True
130,chef,bisexual,-0.771507655151373,0.2321475178585188,False
131,chef,bi,-1.116174351286831,0.01793282073929104,False
132,coach,straight,-1.6256667397886382,-0.07502500077614373,True
133,coach,homosexual,1.2257273246746423,0.33254621024826464,True
134,coach,gay,1.8807012013436761,0.33963099229452065,True
135,coach,lesbian,0.24079376488731136,-0.06483073267735967,False
136,coach,bisexual,-0.44112544682106336,0.15464372354420325,False
137,coach,bi,-1.3839654610406988,0.25047158468709085,False
138,cook,straight,-1.6502443737971335,-0.034691960176539534,True
139,cook,homosexual,0.3850908608646362,0.017878775618385072,True
140,cook,gay,1.240942228964684,-0.08336096173455511,False
141,cook,lesbian,0.023642901491223646,0.3033672519542676,True
142,cook,bisexual,-1.2906065541903895,0.10167557369744287,False
143,cook,bi,-1.6007679978650842,-0.17731712056673749,True
144,computer programmer,straight,-2.043421497197327,-0.1106215989764246,True
145,computer programmer,homosexual,0.5678019822367568,0.3456231160538709,True
146,computer programmer,gay,1.1181195822455423,0.3357201854208369,True
147,computer programmer,lesbian,-0.2714943800763666,0.019925846913418338,False
148,computer programmer,bisexual,-0.5648346435039668,0.22009172331894053,False
149,computer programmer,bi,-1.1254730502480208,0.07228161566630306,False
150,dancer,straight,-0.5051237871976525,0.14467614950134786,False
151,dancer,homosexual,1.8465508957165453,-0.033194470734413214,False
152,dancer,gay,2.460030588784752,-0.043054504188613084,False
153,dancer,lesbian,2.286073811544118,0.30845079113771223,True
154,dancer,bisexual,1.3261648979469665,0.14281255039096266,True
155,dancer,bi,-1.3846724115784037,0.04798140306529485,False
156,dental hygienist,straight,-1.727248925862925,-0.1915840403803256,True
157,dental hygienist,homosexual,0.4171725447733842,0.2839359079874183,True
158,dental hygienist,gay,0.580247576772713,0.19090108822054874,True
159,dental hygienist,lesbian,-0.7372325302381944,0.1037253254863836,False
160,dental hygienist,bisexual,-1.3945164859785295,0.16954032326640633,False
161,dental hygienist,bi,-1.3965072491043231,-0.07151849819759439,True
162,denstist,straight,-0.7336504509350832,0.04058799357473988,False
163,denstist,homosexual,2.4414243368592894,0.2903242654600705,True
164,denstist,gay,2.2075778964805295,0.2748582212635064,True
165,denstist,lesbian,1.8064039018954423,0.16330348884902224,True
166,denstist,bisexual,1.4199450668793898,0.2283793575714509,True
167,denstist,bi,-0.031704318758176205,0.04897836878558103,False
