,country,yob,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,1920,-0.16582904467051407,-0.028056392670667462,True
1,Nigeria,1921,0.07704189391847041,-0.031225515702906787,False
2,Nigeria,1922,0.19287611113728528,-0.04758721819056225,False
3,Nigeria,1923,0.053592970326509067,-0.037001316663537634,False
4,Nigeria,1924,-0.08869897160353701,-0.052256833767748784,True
5,Nigeria,1925,0.03801366793118177,-0.01601422943465551,False
6,Nigeria,1926,-0.0550351438875538,-0.0176443196275732,True
7,Nigeria,1927,-0.24545883260203305,-0.030005243218533907,True
8,Nigeria,1928,-0.3596676265752115,-0.04186278641934234,True
9,Nigeria,1929,-0.4100234586282064,-0.03332104307501845,True
10,Nigeria,1930,-0.4348061131552833,0.015026692932920653,False
11,Nigeria,1931,-0.3456122620308126,-0.02543825188539386,True
12,Nigeria,1932,-0.09810043807421594,-0.008705319378083559,True
13,Nigeria,1933,-0.08360047752804496,-0.020508907676510285,True
14,Nigeria,1934,-0.36018967322819107,-0.040490522500003255,True
15,Nigeria,1935,0.11395799038703155,-0.014863553514557603,False
16,Nigeria,1936,-0.06449382589574094,-0.0028963890936928747,True
17,Nigeria,1937,-0.14184821850029436,-0.025135609214553118,True
18,Nigeria,1938,-0.07269308705702872,-0.051633495333087163,True
19,Nigeria,1939,0.1010593825251142,-0.033765907432915784,False
20,Nigeria,1940,0.11460954657942338,-0.058395057171728985,False
21,Nigeria,1941,0.2873244206983183,-0.04037159989655771,False
22,Nigeria,1942,0.2764400900930846,-0.03588272557068668,False
23,Nigeria,1943,0.2290664531489276,-0.0313552922014174,False
24,Nigeria,1944,0.014539052681891032,-0.08185069070875614,False
25,Nigeria,1945,-0.17595816016103544,-0.03053079991572731,True
26,Nigeria,1946,-0.13398270937001724,-0.07102566585214218,True
27,Nigeria,1947,-0.14085733704359388,-0.05552652117026682,True
28,Nigeria,1948,-0.1375524627830134,-0.03202506642214861,True
29,Nigeria,1949,0.07599660723490967,-0.056547229252111725,False
30,Nigeria,1950,-0.3433438858241116,-0.02649838436570585,True
31,Nigeria,1951,0.074613233916885,-0.03304325854585583,False
32,Nigeria,1952,0.19685663194910008,-0.043614345975071966,False
33,Nigeria,1953,0.3562764263179881,-0.022026491982697616,False
34,Nigeria,1954,0.2002904298756391,0.016905055625619482,True
35,Nigeria,1955,0.33392334499883786,-0.015387056515379806,False
36,Nigeria,1956,0.5132728444206051,0.003429741615241961,True
37,Nigeria,1957,0.6532933964466501,0.012818445281952496,True
38,Nigeria,1958,0.4070911769746572,0.013537489993340264,True
39,Nigeria,1959,0.635871611697,0.029904015271524493,True
40,Nigeria,1960,0.674682116840916,0.05605473112970355,True
41,Nigeria,1961,1.000950201215863,0.053087248484939176,True
