,sport,country,direct_correlation,indirect_correlation,same_correlation
0,football,Nigeria,0.4590831421414727,-0.13758268449299302,False
1,football,Ethiopia,0.09046830723433658,-0.3070354202625091,False
2,football,Egypt,-0.33043171139090244,-0.3042922552497663,True
3,football,Congo,0.1424763233965285,-0.21513435676214931,False
4,football,Tanzania,0.07645250847133336,-0.275477864889112,False
5,football,Kenya,-0.10331857068475207,-0.13011349203228068,True
6,football,Uganda,0.25936909178103984,-0.21588263467519256,False
7,football,Sudan,0.13969892914280166,-0.300862491329431,False
8,football,Algeria,0.5215155280704665,-0.3679102127282384,False
9,football,China,-0.20342123259911865,-0.1991003487266934,True
10,football,India,-0.5046267635636088,-0.336575854269737,True
11,football,Indonesia,0.2213211470799211,-0.3426101499780888,False
12,football,Pakistan,0.07625230137213193,-0.2654159760031464,False
13,football,Bangladesh,0.22505814002923805,-0.2669758466597277,False
14,football,Japan,0.0633633818596261,-0.20489876281071265,False
15,football,Philippines,0.3078410827389284,-0.1040751501900694,False
16,football,Vietnam,0.19898569936158395,-0.09949834600813456,False
17,football,Iran,0.2542942144309812,-0.3133932014183129,False
18,football,Turkey,0.7093406160292971,-0.2971858197499904,False
19,football,Russia,-0.15498789954021233,-0.3804672529021156,True
20,football,Germany,0.4700932918865407,-0.39985413955000215,False
21,football,France,-0.08579391529706018,-0.455929108411616,True
22,football,Italy,0.019707727939451587,-0.4475955500933794,False
23,football,Spain,0.03653215625644382,-0.3718841624562129,False
24,football,Ukraine,0.2215225827415604,-0.2216422261042548,False
25,football,Poland,0.3122005600661707,-0.3424707579569744,False
26,football,Romania,0.2429201141503489,-0.330445233489546,False
27,football,Netherlands,0.7027952453371482,-0.37275137204321657,False
28,football,Austria,0.34074274443997493,-0.4677753543033774,False
29,football,Mexico,0.15406715594490325,-0.038302762964489125,False
30,football,Canada,0.29011887467354136,0.13693707844093406,True
31,football,Guatemala,0.17756192326678416,-0.12136574654819834,False
32,football,Haiti,0.26007343565663577,-0.0743038589580536,False
33,football,Cuba,0.3381870633808189,-0.008674730044645624,False
34,football,Honduras,0.5424838473420367,-0.009004929194832943,False
35,football,Nicaragua,0.2328479858038692,-0.04277545705577152,False
36,football,Brazil,0.3396875186202563,-0.20315606845858736,False
37,football,Columbia,0.5692557220118571,0.27996639626906383,True
38,football,Argentina,0.4817431402948089,-0.2795145398594889,False
39,football,Peru,-0.01878281235956019,-0.10628002205987856,True
40,football,Venezuela,0.25603472473134803,-0.1389583287919465,False
41,football,Chile,0.21983688152270284,-0.23779226311772275,False
42,football,Ecuador,0.024109453876055183,-0.13404596882324082,False
43,football,Bolivia,0.4268306561475841,-0.13161969158122944,False
44,football,Paraguay,0.5100637194879953,-0.22949228983274814,False
45,football,Uruguay,0.5847030422208206,-0.2354423523928328,False
46,football,Australia,0.41817035968708394,-0.0968479338970612,False
47,football,Fiji,0.32960162026579304,-0.013182479739823505,False
48,football,Samoa,0.5649677397912493,0.11793877155499408,True
49,football,Tonga,0.6449823074658425,-0.14577141914724231,False
50,basketball,Nigeria,0.3743035339988526,-0.17215457124973982,False
51,basketball,Ethiopia,0.20658680422830294,-0.22985128028774185,False
52,basketball,Egypt,-0.2481234317812485,-0.24573100481531826,True
53,basketball,Congo,0.2249805372793134,-0.1508099403289374,False
54,basketball,Tanzania,-0.0818644873243908,-0.2302836174956216,True
55,basketball,Kenya,-0.07606200456342513,-0.12100927412481173,True
56,basketball,Uganda,0.13783153636590856,-0.2031925556097097,False
57,basketball,Sudan,-0.1249609754267248,-0.2779777394784209,True
58,basketball,Algeria,0.4056735508707001,-0.3123391815464121,False
59,basketball,China,-0.001821295675077936,-0.1324049500976502,True
60,basketball,India,-0.6198856626933639,-0.2685702817329058,True
61,basketball,Indonesia,0.2550306576112381,-0.2829630990663066,False
62,basketball,Pakistan,-0.22244567091342848,-0.2319605413976598,True
63,basketball,Bangladesh,-0.2067513846466944,-0.206591953451076,True
64,basketball,Japan,0.19018336310044875,-0.11349823554412992,False
65,basketball,Philippines,0.5161891362516909,-0.033125750417837684,False
66,basketball,Vietnam,0.20421582247989384,-0.04534894689453842,False
67,basketball,Iran,0.08811463359445862,-0.28329217270245577,False
68,basketball,Turkey,0.7329933631228487,-0.24345705427159536,False
69,basketball,Russia,-0.03336230593828168,-0.3031646270770492,True
70,basketball,Germany,0.4905568653251383,-0.3467212874410481,False
71,basketball,France,-0.05500007234463198,-0.3563696763728293,True
72,basketball,Italy,0.15175431470525727,-0.35145316293424506,False
73,basketball,Spain,0.05468259310740137,-0.3040693662952955,False
74,basketball,Ukraine,0.3680646794617577,-0.2133020534665502,False
75,basketball,Poland,0.5310856195065904,-0.3011506710632783,False
76,basketball,Romania,0.2961447159464345,-0.2601743860798153,False
77,basketball,Netherlands,0.605383892521927,-0.2912472868649381,False
78,basketball,Austria,0.4129780589636953,-0.366415162932485,False
79,basketball,Mexico,0.3961718436967974,0.014517424817159653,True
80,basketball,Canada,0.4941803115009088,0.16619635057272078,True
81,basketball,Guatemala,0.35368600729945576,-0.08901301971976579,False
82,basketball,Haiti,0.5730208339094036,-0.050879518817396815,False
83,basketball,Cuba,0.8422200424214472,0.018732760233795737,True
84,basketball,Honduras,0.5883949693441262,-0.01974569900788491,False
85,basketball,Nicaragua,0.4131129578768365,-0.023057274815528755,False
86,basketball,Brazil,0.5861844791133977,-0.16251942946539136,False
87,basketball,Columbia,0.7980311644737462,0.28416522694981905,True
88,basketball,Argentina,0.5568191924125303,-0.2460030039587714,False
89,basketball,Peru,0.11924102735725478,-0.09896724121599897,False
90,basketball,Venezuela,0.654133372025279,-0.11621502022480605,False
91,basketball,Chile,0.2360671784641933,-0.21691378139049264,False
92,basketball,Ecuador,0.2234247555583865,-0.09601536017723644,False
93,basketball,Bolivia,0.44782363803763703,-0.11112994872824962,False
94,basketball,Paraguay,0.5459618252228209,-0.2110557623054666,False
95,basketball,Uruguay,0.5987812370616384,-0.2378974611975384,False
96,basketball,Australia,0.14686795506324735,-0.11471508455200792,False
97,basketball,Fiji,0.07508225003131494,-0.05292460381699415,False
98,basketball,Samoa,0.3862320709400275,0.016338139827817733,True
99,basketball,Tonga,0.31347602965223403,-0.21206773440336504,False
100,cricket,Nigeria,0.4798430010504875,0.1622215057055602,True
101,cricket,Ethiopia,-0.13825743242820412,-0.05928342195893169,True
102,cricket,Egypt,-0.31109760033793216,0.07603016912167213,False
103,cricket,Congo,-0.07745281155511391,-0.15908717929477265,True
104,cricket,Tanzania,0.4342647173564877,0.01765222831475455,True
105,cricket,Kenya,0.539173408494636,0.17051880479901335,True
106,cricket,Uganda,0.6413363532782039,0.15860541077943438,True
107,cricket,Sudan,0.3323982086606917,0.15119325521926266,True
108,cricket,Algeria,0.1686865337252329,0.015248573687062996,True
109,cricket,China,-0.3075340988471892,-0.031247984851636688,True
110,cricket,India,0.8371371996499987,0.2326730527388141,True
111,cricket,Indonesia,0.2222969501506231,-0.05565586927283495,False
112,cricket,Pakistan,1.3949260815902154,0.216480625209242,True
113,cricket,Bangladesh,1.6357174553272469,0.26301023367394416,True
114,cricket,Japan,-0.3842873310402009,-0.15445481916262338,True
115,cricket,Philippines,0.11623811531349244,-0.12572340482702152,False
116,cricket,Vietnam,-0.20491637146889574,-0.06475563837533073,True
117,cricket,Iran,0.33796018991182675,0.029809610200082794,True
118,cricket,Turkey,0.134657591082575,0.05996169662979867,True
119,cricket,Russia,-0.6591549616317952,-0.09140335232556084,True
120,cricket,Germany,0.01962630513992707,0.07708275458221818,True
121,cricket,France,-0.3227682205156847,-0.051812003882719816,True
122,cricket,Italy,-0.33653281870717044,-0.06423404097756855,True
