,occupation,yob,direct_correlation,indirect_correlation,same_correlation
0,accountant,1920,0.17571092912670158,0.04079380691145293,True
1,accountant,1921,0.2849808033327957,0.07217475225430157,True
2,accountant,1922,0.3691747200180322,0.08490682970394545,True
3,accountant,1923,0.41278625885838827,0.057124581504295224,True
4,accountant,1924,0.3022215267891744,0.043975680585542534,True
5,accountant,1925,0.467098164787409,0.005850508708783866,True
6,accountant,1926,0.5254282983763447,0.03275002697220964,True
7,accountant,1927,0.5443865005023419,0.0016038711542968331,True
8,accountant,1928,0.41244812083977,-0.009123460239809842,False
9,accountant,1929,0.6607373876879504,0.07503323829228327,True
10,accountant,1930,0.486667849021143,0.0937440570600346,True
11,accountant,1931,0.5536760345839299,0.060165888490905026,True
12,accountant,1932,0.5293310780773235,0.0869077813366492,True
13,accountant,1933,0.5439225261897964,0.059506432450908614,True
14,accountant,1934,0.5907380782289415,0.09475022206734053,True
15,accountant,1935,0.542174792109954,0.06857003383157002,True
16,accountant,1936,0.5025399229982191,0.06667245274268889,True
17,accountant,1937,0.5681051155793854,0.0963090601822021,True
18,accountant,1938,0.5318565089911419,0.10492595444880523,True
19,accountant,1939,0.2969836428251327,0.05538892642999999,True
20,accountant,1940,0.2388112058527013,0.07878622377104552,True
21,accountant,1941,0.3286656460091008,0.07556834151629317,True
22,accountant,1942,0.2827329009134605,0.06682340668202902,True
23,accountant,1943,0.2638774943967882,0.037668650754898135,True
24,accountant,1944,0.2178834062973447,0.04631548396972536,True
25,accountant,1945,0.20882771502676167,0.017000816517581133,True
26,accountant,1946,0.42610469735558293,0.0945314029364986,True
27,accountant,1947,0.3749326935884155,0.06365125541076494,True
28,accountant,1948,0.4481398535488849,0.07451001900525991,True
29,accountant,1949,0.6005993144674161,0.0748637327701145,True
30,accountant,1950,0.4456567628841252,-0.017703053090582833,False
31,accountant,1951,0.7208666315323783,0.13309111914385746,True
32,accountant,1952,0.6260238679829301,0.0739514149586243,True
33,accountant,1953,0.7122036815363016,0.034751404573329515,True
34,accountant,1954,0.7335557479021058,0.06554578461493628,True
35,accountant,1955,0.7240111665451895,0.02603189227071037,True
36,accountant,1956,0.6291986489457211,-0.0015168271937498331,False
37,accountant,1957,0.686513280703239,-0.004217462226798807,False
38,accountant,1958,0.5294013331667564,-0.020858011798767992,False
39,accountant,1959,0.7120190017897532,0.04919309206120522,True
40,accountant,1960,0.6106983478967501,0.038839292917171496,True
41,accountant,1961,0.6855126814849699,0.04742007916638289,True
42,accountant,1962,0.5919076612673715,0.03860204386926416,True
43,accountant,1963,0.5916838378685787,0.02941582786585873,True
44,accountant,1964,0.545913028358993,0.00691058979314035,True
45,accountant,1965,0.5606394580879569,-0.01715853468663769,False
46,accountant,1966,0.6377538500644746,0.052142167892516064,True
47,accountant,1967,0.637530459826554,0.029864411631999495,True
48,accountant,1968,0.5277613302809707,-0.025373154526509237,False
49,accountant,1969,0.6237444403711199,-0.040750540377582176,False
50,accountant,1970,0.5345017669577516,-0.042051682353406686,False
51,accountant,1971,0.5659843511247233,0.015097561535695263,True
52,accountant,1972,0.6018333358640963,0.004111536104494792,True
53,accountant,1973,0.6409565075188665,-0.019991664688675102,False
54,accountant,1974,0.7173081535973548,0.03584208219506438,True
55,accountant,1975,0.5496238562327345,-0.08899191279685167,False
56,accountant,1976,0.4994808981960497,-0.09653192063095403,False
57,accountant,1977,0.5324421546308891,-0.1052666850848675,False
58,accountant,1978,0.5056836559683962,-0.14280068406470134,False
59,accountant,1979,0.43505302724823375,-0.18366017139859056,False
60,accountant,1980,0.4322740330601036,-0.17305410711851102,False
61,accountant,1981,0.43029040866015217,-0.16213729708530625,False
62,accountant,1982,0.4287024069215289,-0.15293541008489736,False
63,accountant,1983,0.33841452118369714,-0.19465623499088985,False
64,accountant,1984,0.2827721626355767,-0.2080452820566416,False
65,accountant,1985,0.2696407889243559,-0.25426725977867665,False
66,accountant,1986,0.27949234156537284,-0.2809064343589533,False
67,accountant,1987,0.2913682404809505,-0.2848915682561061,False
68,accountant,1988,0.19493290422086051,-0.3093990158961979,False
69,accountant,1989,0.1802342200990236,-0.36319762993630256,False
70,accountant,1990,0.04363951729337419,-0.3357230048071071,False
71,accountant,1991,-0.026348508509675832,-0.3446421209528545,True
72,accountant,1992,-0.09136536046786313,-0.3765972295121432,True
73,accountant,1993,-0.07034931339404263,-0.3611915074764997,True
74,accountant,1994,-0.1258760171605378,-0.3594891063165453,True
75,accountant,1995,-0.12833568801786288,-0.3541497615267559,True
76,accountant,1996,-0.19569669463686387,-0.3926709744025518,True
77,accountant,1997,-0.1407167554426801,-0.4008577102117893,True
78,accountant,1998,-0.2120501017222596,-0.40075935486165537,True
79,accountant,1999,-0.27801676352400395,-0.42164637218197415,True
80,accountant,2000,-0.2843453219017806,-0.4327978055502209,True
81,accountant,2001,-0.3527026227390902,-0.4173713839083891,True
82,accountant,2002,-0.32075079803759754,-0.4418176621740782,True
83,accountant,2003,-0.4076198313253531,-0.4389946390888029,True
84,accountant,2004,-0.4014823949786755,-0.449810613217801,True
85,accountant,2005,-0.4639280139108317,-0.4796530647333452,True
86,accountant,2006,-0.5687143590510578,-0.4775355195944308,True
87,accountant,2007,-0.5520732758307474,-0.4628996194148736,True
88,accountant,2008,-0.6217175127993018,-0.4664289394578821,True
89,accountant,2009,-0.6885601114360699,-0.4834561302784686,True
90,accountant,2010,-0.7388200647026176,-0.4897546336973207,True
91,accountant,2011,-0.7977705813009913,-0.4771887406360761,True
92,accountant,2012,-0.7839167409629545,-0.4774464309964457,True
93,accountant,2013,-0.8152460819609159,-0.4908428376689374,True
94,accountant,2014,-0.8095773567277984,-0.4835327825397704,True
95,accountant,2015,-0.8279690583862542,-0.4651390733058166,True
96,accountant,2016,-0.8096853388406282,-0.4935338953008184,True
97,accountant,2017,-0.868999033911353,-0.4840784758412999,True
98,accountant,2018,-0.921115912946014,-0.46993004440353103,True
99,accountant,2019,-0.8270604864030036,-0.441088124727716,True
100,accountant,2020,-0.7055712912299706,-0.5062328401877204,True
101,air traffic controller,1920,0.016726619472461627,-0.06782686584831947,False
102,air traffic controller,1921,0.13596885676139234,-0.04514959644424802,False
103,air traffic controller,1922,0.15541850592677908,-0.05039375984598467,False
104,air traffic controller,1923,0.17496459030022074,-0.07155053499485954,False
105,air traffic controller,1924,0.1808268775094842,-0.0725278936507522,False
106,air traffic controller,1925,0.28751713231207066,-0.11082969367608904,False
107,air traffic controller,1926,0.3901169460468568,-0.0760825394407449,False
108,air traffic controller,1927,0.4046937661807665,-0.10113846822048844,False
109,air traffic controller,1928,0.3826213320357145,-0.10481064583962073,False
110,air traffic controller,1929,0.4793951870589279,-0.027678334499220667,False
111,air traffic controller,1930,0.4360394956845344,-0.015421752554605124,False
112,air traffic controller,1931,0.5493982067805765,-0.025462053691254944,False
113,air traffic controller,1932,0.5671963293769682,-0.012571375244694998,False
114,air traffic controller,1933,0.5411765525649452,-0.03880361421177903,False
115,air traffic controller,1934,0.6848765513659661,-0.0058212619604016145,False
116,air traffic controller,1935,0.6978828855907467,-0.03498956394857893,False
117,air traffic controller,1936,0.5923632804179275,-0.0221664719446598,False
118,air traffic controller,1937,0.7049451668508955,-0.010621658480408554,False
119,air traffic controller,1938,0.6621708307565961,-0.010529031511741794,False
120,air traffic controller,1939,0.4934778753546978,-0.02457703985268592,False
121,air traffic controller,1940,0.5678012499260713,0.0032471560925194463,True
122,air traffic controller,1941,0.8386385676416193,-0.011916150048635823,False
123,air traffic controller,1942,0.81750371784103,-0.003986089513239735,False
124,air traffic controller,1943,0.8073896871916509,-0.018869801932640484,False
125,air traffic controller,1944,0.7763983106791421,-0.03138158804024916,False
126,air traffic controller,1945,0.7958470176820208,-0.01107755829274951,False
127,air traffic controller,1946,0.8463406569913141,0.004771358688825339,True
128,air traffic controller,1947,0.7433169127974779,-0.04183391343105652,False
