index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
Nigeria,0.40720025992571707,0.18673727900867765,-192.04324,47.446377,7.3051496,10.157491
Ethiopia,-0.3971027405465916,0.3042324759950491,101.07836,-140.80548,10.468053,10.56185
Egypt,-0.7432105897807887,0.7246329116809761,82.982185,-145.18648,10.8631,10.51668
Congo,-0.10047422192262126,0.09989197351426601,-138.8297,27.226093,8.541338,9.54093
Tanzania,0.16034649423329236,0.3425960665889758,-154.42125,23.286404,8.243754,9.161424
South Africa,0.40457176706796466,0.3925353168948403,-143.38603,98.15874,6.601133,8.992054
Kenya,0.5518554245844645,0.29843516775299045,-155.76883,96.553,6.5862985,9.360536
Uganda,0.2343531288829423,0.2374786925915961,-163.55577,32.77144,8.102241,9.435902
Sudan,0.025008132826595916,0.20613677850214812,-141.26016,40.66372,8.45945,9.621924
Algeria,-0.8570099051413205,0.06867617868325955,130.41176,-97.88937,11.783634,11.250028
China,0.4264944944551897,-0.003546639074568457,-174.27136,72.25602,6.6594,10.008695
India,-0.20427628284704938,0.8220338842192909,-43.393368,-113.49746,10.520578,9.274462
Indonesia,-0.3891779021363772,0.38657616261851035,-52.31228,-73.40354,10.021601,9.136007
Pakistan,-0.2770655983622619,0.880581214560016,-61.72384,-115.009895,10.794244,8.969418
Bangladesh,-0.24183111141860555,0.8071942020095327,-51.610832,-124.98567,10.642448,9.115223
Japan,0.5754756126739005,-0.6864412341948893,-211.87483,76.95414,6.7239943,10.3692255
Philippines,-0.002308280552927745,-0.42570019975137086,76.52944,79.574814,12.924221,14.575156
Vietnam,1.7382366443791397,-0.08877214917390841,-86.591934,18.294598,5.1683793,8.003408
Iran,-0.6512374022879326,0.7549768627580513,-45.574654,-97.19333,10.467982,9.259748
Turkey,-0.7468069540274163,-0.14851654452234747,122.33014,-78.091805,11.889139,11.795141
Russia,-0.9414380541342421,-0.1861317597203447,131.56042,-65.68616,11.720032,12.151817
Germany,-0.7473332994955802,-0.25398237639313703,206.15175,-60.3655,12.8684435,10.210605
United Kingdom,0.8846394924805973,0.12009563702241517,-185.81268,125.271034,6.1169586,9.056823
France,-0.8668383203780254,-0.23124339372778732,198.2139,-71.035774,12.743416,10.360382
Italy,-0.876346245205287,0.31173778915958295,148.75623,-108.363075,12.064983,10.970181
Spain,-0.7553296865133545,-0.23108282195606164,102.82674,-55.22615,11.950909,12.534227
Ukraine,-1.2213077634550555,0.503884578062455,73.906,-130.92384,11.07522,10.572835
Poland,-0.7634516230973878,0.3833144927738938,106.86013,-129.3341,11.274905,10.923416
Romania,-1.2932013877604978,0.3818591191517581,137.76051,-125.696236,11.78359,10.898406
Netherlands,-0.4012629914956966,-0.05804596422300956,212.41595,-49.4244,12.880165,10.169946
Austria,-0.9086500250466554,0.3329985930097301,165.09363,-103.633484,12.302121,10.787958
United States,1.8140796245330992,-0.0969345172261756,-95.86675,7.891946,5.160423,7.9413686
Mexico,-0.25257943588804666,-0.7118707778990229,48.94595,29.616354,12.121878,13.944252
Canada,1.678624464615168,0.5298779344715737,-77.92783,50.54054,5.532639,7.9878006
Guatemala,-0.21916015902015007,-0.7096022324918617,34.740227,62.035038,12.337376,14.407343
Haiti,0.21668838754538358,-0.49922125026610104,60.155254,89.15909,12.886114,14.730556
Cuba,-0.04883386185008644,-0.31382604881647524,99.301254,68.96236,13.2998,14.236181
Dominican Republic,-0.093027099977261,-0.5345575546764542,74.88521,42.799435,12.495682,13.812158
Honduras,-0.06386780073947843,-0.5409509592618551,62.964596,65.732216,12.82732,14.429255
Nicaragua,-0.04997341080072577,-0.6550199521635742,49.314987,59.823933,12.355706,14.33459
El Salvador,-0.2959683459260419,-0.3762807574409522,90.05722,46.811115,13.014415,13.628091
Brazil,-0.360418824663584,-0.5134602715850618,66.61921,5.82237,11.92946,13.252074
Columbia,2.362428594505998,-0.04286656106336565,-79.8083,3.687374,5.3612657,7.8595886
Argentina,-0.4304526878982153,-0.20318913071605277,132.14355,3.0855706,13.2951,12.546217
Peru,-0.5096334042831333,-0.25049036547296977,100.020454,-31.439346,12.160401,12.762414
Venezuela,-0.31191913039340746,-0.4369211034884791,70.83182,18.24217,12.121366,13.51788
Chile,-0.39525094018209994,-0.16246759380801334,144.8917,1.1510991,13.315007,12.299124
Ecuador,-0.5506240437453743,-0.2152599362206653,87.25596,-26.638779,12.48375,12.521614
Bolivia,-0.46248755257317364,-0.22861856474133405,113.828354,-28.851343,11.916974,12.442232
Paraguay,-0.5217598512188397,-0.32817517761021353,150.98026,24.71675,13.573735,12.242269
Uruguay,-0.4692057010039392,-0.2631702042294618,136.32607,17.610325,13.285158,12.463317
Australia,1.5567640499038418,0.11338111352351805,-77.82739,81.2181,5.878201,8.325174
Papua New Guinea,0.7746821646829272,0.05163926407008746,-174.87196,110.32278,6.3766313,9.320146
New Zealand,1.5071752888647703,0.1073555724421412,-77.54435,68.63697,5.7136893,8.144829
Fiji,0.9387475584029247,0.36863954050148073,-154.83635,138.53955,6.2327533,8.69803
Solomon Islands,0.5589998264527374,0.28076050252320867,-146.6707,120.589905,6.663488,8.862594
Vanuatu,-0.17782243582834287,-0.6336356653251635,117.48588,76.6837,13.465458,14.024551
Samoa,0.8405461023065595,-0.054794737498282314,-187.85004,94.72281,6.445743,9.707277
Kiribati,-0.025551076652729342,0.2902497599898723,-59.46478,-60.215534,9.4618635,9.071439
Micronesia,0.33292764914393136,0.016326477331082185,-130.40211,125.26145,7.1613555,8.873935
Tonga,0.6343509857831607,-0.22005909667202475,-191.92198,81.81357,6.7108555,10.124522
