index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
accountant,-2.90419827757079,-0.6212969873258698,-1358.1034,-1210.0681,-2.7040296,1.2981088
air traffic controller,-2.847052366079084,-0.07398422958386731,-87.32128,-107.85083,-2.4110188,2.529278
architect,-2.0485053844865053,-0.3860088842975156,-182.10687,-68.30022,-0.26238713,4.8770814
artist,2.3544188938231616,-0.2560084992191383,129.05336,36.330177,8.265134,7.28398
attorney,-2.0476235374031067,-0.39903291094490567,-164.93172,50.207542,0.04143353,5.316095
baker,-0.12358437391850599,-0.6944431895392859,-8.631632,170.10217,2.1040113,7.1758466
banker,-3.4636281425594957,-0.09499294997168645,-82.30525,-163.48595,-3.3248956,1.701729
bartender,1.5463717933664605,-0.7100219604440408,54.64574,11.316494,5.7690988,7.4208283
barber,-1.3600614955097123,0.11254470293448035,-108.46892,62.693867,-0.013370762,6.6654577
barman,-3.221606474202467,-0.3385230627463459,-109.96826,-142.95721,-2.5294244,1.6018614
barmaid,1.754774138346926,-0.1040580411275183,86.110855,-21.14298,7.44579,6.516984
bookkeeper,-1.49153060542267,0.44574236088577346,-58.741776,-7.7151313,-1.7749922,4.4908624
broadcaster,-1.3061790271257778,-0.4665404286719665,-131.5121,37.02384,0.5679016,6.3113594
builder,-2.3953149407048118,-0.07803664494207692,-63.23007,-82.0727,-2.332049,3.289554
businessperson,-2.2652230443297148,-0.47444071881751354,-280.7603,-37.633537,-0.33280933,4.798569
businessman,-3.1697708426305837,-0.27350782669913826,-91.824776,-148.73778,-2.8682415,1.6166673
businesswoman,2.2827577852220355,-0.2973707078795017,138.38419,-41.103775,8.689455,6.417945
butcher,-1.9198339658978265,0.39810267815739686,-57.31533,-23.538963,-1.9078536,4.1927767
captain,-0.7764379193794879,1.897726376034819,-206.09009,-4.351321,13.22294,0.9594949
carpenter,-3.0159640895088455,-0.5843422325211666,-115.1756,-132.82687,-2.3813415,1.9104602
cashier,-0.1906155535581703,-0.5576151802142941,-19.232262,128.41408,2.6254482,7.1468325
chef,1.4721929641233802,-0.9991784245373597,57.61606,39.295097,5.605525,7.318426
coach,0.10997322302954443,-0.48901920307667923,8.971107,113.08896,3.390541,7.2251754
