index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
football,0.5443432396100214,-0.2775188364331899,99.99424,-154.36432,-3.486478,8.41452
basketball,1.537230842851909,-0.07943259986077986,96.889984,-2.061794,-4.2614846,9.058275
cricket,-1.851785237501138,-0.2125630465499972,-179.03313,130.08818,4.0887794,9.111837
hockey,0.2690129116155656,0.4606236152512031,95.30253,-81.62885,-4.724633,7.325508
tennis,2.9395673326067,-0.4757862255285166,116.74861000000001,69.15632,11.579971,3.84628
volleyball,3.7873507180386334,-0.711745796871596,123.464745,92.94233,11.206057000000001,3.4702702000000003
table tennis,0.7999228136321727,1.4290392442994977,42.617508,-51.425545,-5.209568,8.203531
martial arts,0.5132711209958443,-0.10018259919055016,125.12633000000001,-170.03168,-3.7086157999999996,8.096328
baseball,-0.3136735076244767,0.022906191518367376,148.8355,-119.03402,-3.8630896,6.709434
american football,-0.7962115198334329,-0.02968659264275965,179.5378,-100.27656,-3.8381708,6.2218823
rugby,-0.06089258512493152,-0.18138293160426314,129.55692,-130.58731,-3.7505752999999995,7.16817
golf,-3.2027951082841817,-0.4665584322663317,-246.55896,152.8899,3.6719856,8.521868
athletics,-1.5678331280886328,-0.1446873611336824,-162.39015,121.07168,4.555728,8.9503
badminton,0.20376579154166005,0.7419870870902856,77.14299,-106.65745,-5.067583,7.165094
boxing,-2.3966976561343025,-0.2881933215402812,-197.143,159.67825,3.8359315,8.811397
Formula One,-0.4900364247880025,0.283105006365179,168.62007,-115.19078999999999,-3.6446736000000004,6.448848
MotoGP,1.7003988123666012,-0.2810347162248989,98.29155,14.231523499999998,-4.0512176,8.981574
cycling,-1.509416976217396,-0.15411237978960016,-191.06776000000002,116.17631999999999,3.6715388,9.55528
swimming,2.8725267681044797,-0.4578669663110042,98.10374499999999,66.59658,11.482204,3.7504165
snooker,-3.1340092999884717,-0.4423594206433373,-233.81715,164.04207,3.4333273999999996,8.445057
shooting,-2.236762740552166,-0.25669154476294137,-213.61461,137.63603,3.442746,8.944906
gymnastics,3.2300973837388742,-0.5687713929472038,103.69378,85.49422,11.114993,3.3800871
handball,0.8180609612329426,0.766368526488582,56.28514499999999,-63.12582800000001,-5.432721599999999,7.964909599999999
wrestling,0.28937315081557,-0.07669822292423778,118.46117,-151.06432,-3.3745809999999996,7.897251
skiing,0.28580325096266257,0.6914362294326872,76.403435,-85.080574,-5.270752,7.5456724
horse racing,-2.131266975239789,-0.2252951564343881,-178.26233,159.2829,4.5969515,9.464855
horling,-1.5659615405168918,-0.06962473358533597,-151.16013,135.76677,4.309433,9.382422
pickleball,-0.2709155996761218,0.5067127700074051,109.65574,-106.10908,-4.396312,6.924202999999999
water polo,0.7903130223841864,0.4920095296509328,88.87543000000002,-55.79486,-4.628843,7.9221270000000015
bowling,0.9472201790721158,0.10600407714074647,94.49422,-37.24923,-4.1493835,8.479512
