index,sexual_orientation_isomap_x,sexual_orientation_isomap_y,sexual_orientation_tsne_x,sexual_orientation_tsne_y,sexual_orientation_umap_x,sexual_orientation_umap_y
accountant,-0.05016707065805786,-0.3991993080089587,-70.47327,173.74622,2.1514349999999998,-4.66147
air traffic controller,-0.29791830407330155,-0.12025807312225616,-90.92730999999999,-51.92362,11.8110485,1.1377087
architect,-0.0431034459227572,-0.4022953438932975,-82.048836,178.93743999999995,2.2329826,-4.5787735000000005
artist,0.3596694611139962,-0.12834798700084726,31.903477000000002,88.39001,6.555460000000001,5.485011599999999
attorney,-0.0010472861465869584,-0.5346414926148355,-92.77006,161.43361000000004,2.350844,-4.468236
baker,-0.14827247085670842,0.3403228457136556,67.27086,-81.094505,13.061158,5.203837
banker,-0.39365348620757656,-0.2077854871915004,-142.44948,-61.83338000000001,11.655542,-0.101058885
bartender,0.2195830525707096,-0.6795585265775379,-129.90982,131.78843999999998,3.1073623,-3.7968905
barber,-0.11858005241953995,-0.016041983753426425,-5.4552755,-43.322987,13.073951,3.4881673
barman,-0.4483902500735904,-0.3275479900280399,-173.45145,-29.769926,11.441230000000001,-1.0955268999999999
barmaid,0.19865419144950489,0.4894358211042091,136.04768,-26.163038,6.9225144,9.073599
bookkeeper,-0.32759173873664443,0.38178017381049856,-25.160970000000002,-125.00657,15.362457000000001,3.1985035
broadcaster,-0.014031020090545705,-0.020598088735082044,29.303478000000002,-45.43587,13.0248,4.090084
builder,-0.3130524010497513,-0.2458834284150693,-197.30643999999998,-23.679827,11.317888,-0.72704685
businessperson,-0.009831922113638229,-0.2334571484372641,-37.50844,88.503365,7.0040584,4.0984883000000005
businessman,-0.4436219844487364,-0.4718837999035634,-186.51323,-49.288548,11.918292999999998,-0.90025914
businesswoman,0.5451828872032349,0.4620769130445766,166.64893999999995,32.312073,6.2481794000000015,8.276689
butcher,-0.3968020738621998,0.19789586374469176,-42.859703,-118.049706,15.173095000000002,2.9898658
captain,-0.6015066525343475,0.14848381818639142,20.634698999999998,-195.81564,19.209602,3.6486156000000003
carpenter,-0.4139430618247887,-0.3602084737413396,-175.04608000000005,-39.09251,11.712058,-0.8885665
cashier,0.04281693874791558,0.12051624079643496,35.178416999999996,-68.055756,12.781333,4.2854133
chef,0.2350766052071759,-0.3316698067124332,-1.5159563999999999,104.3102,6.186674,4.279569599999999
coach,0.02522959452686887,-0.6878531490585031,-128.86433,120.548744,3.1647105,-3.7389815000000004
cook,0.3803265739013769,0.4053108422498259,140.48557,0.29576892,6.8222960000000015,8.448673
computer programmer,0.20935006374146364,-0.530462591808495,-101.71473,141.24069,2.8569827,-4.010536699999999
dancer,0.7068022048777823,0.33292620261263844,139.37184,56.533253,6.305034,7.540205999999999
dental hygienist,0.007582941790597311,-0.19656541618056456,-28.720184000000003,86.945465,7.113563,4.073589
denstist,0.35361139458407026,-0.2375801486746144,23.35489,100.3651,6.116454,4.905698
designer,0.5135698811759966,-0.17390125085634706,73.07403000000002,97.32914,6.2290160000000006,5.695034
dietician,0.4877320184094669,-0.0024850096073505113,84.946075,59.987469999999995,6.6609397,6.5494375
doctor,-0.18977770262110816,0.050032971361972337,-22.909155,-47.178764,13.343160999999998,3.121536
economist,-0.03563519274286273,-0.40952189328600935,-80.5838,168.83267,2.0943737000000002,-4.718562599999999
editor,0.10610564506573857,-0.2685354400629424,-16.513325,86.51839,6.776159,4.2866290000000005
electrician,-0.2432644022636392,-0.12256715513850175,-86.83979000000002,-27.046667,11.98297,1.5745931
engineer,-0.3697888506304428,-0.4022477859636299,-179.90605,-57.0004,11.703909,-0.67002237
farmer,-0.3929545217792659,-0.058103292032728224,-114.23151399999999,-36.642902,11.517648,1.3358045
filmmaker,0.3398906954538848,-0.39867705493016203,10.601913,115.48064,5.895993700000001,4.272517700000001
financier,-0.2752033617348246,-0.00782821223144003,-112.694984,-72.81239000000002,11.616978,0.7968856
fireman,-0.3651615010041117,-0.2872947437592576,-191.91371,-16.044348,11.17384,-0.86278385
fisherman,-0.3433315547275093,-0.08296586144546747,-106.71743000000001,-42.643963,11.660815,1.2735791
flight attendant,0.18123245147891304,-0.0257119543181636,54.44988299999999,53.64353000000001,7.3293734,5.744284599999999
gardener,0.009735680916042629,0.2809743955810469,66.79175,-68.07082,12.752305999999999,4.9583864
guidance counselor,0.6280198685494048,0.04756258813680239,128.58435,62.512466,6.454601,6.9357934000000006
hairdresser,0.5424434783965751,0.42775493912129264,158.29488,28.322221999999996,6.336596,8.164622999999999
homemaker,0.5116784723346196,0.2764218709394098,112.41106,27.884016,6.842912700000001,7.608935400000001
housekeeper,0.4108436771318229,0.4464306969892665,152.27261000000001,-0.76596713,6.6281047000000015,8.742123
interior designer,0.3722252947214933,-0.472014035333753,18.353937,142.29594,5.59962,3.7515078
jeweler,-0.06805188173984282,0.2851322354932762,80.57719399999998,-89.69228000000004,12.940999999999999,5.399744
journalist,0.0038940734361468674,0.11353330568085004,42.5605,-57.664955000000006,12.928479,4.5037355
judge,-0.22875813808990725,-0.07572532239536772,-81.61785,-47.310833,12.094169,1.7889822
lawyer,-0.0891403876286321,-0.5556401108645498,-94.98434,173.19,2.1288247000000005,-4.6851974
librarian,0.04850467265872067,0.3803587106195538,101.76827,-56.048519999999996,12.596453,5.606394
maestro,-0.2860500605036595,0.4014100442741623,40.258244,-142.48613,19.523075,4.4955707
magician,-0.3683311618190431,0.4737851299951381,37.142437,-152.78357,19.567139,4.36302
mason,-0.3331645199618829,-0.10962417974507788,-97.15765,-32.05523,11.857286,1.4693690000000001
mechanic,-0.08477687122482681,-0.6311787116585207,-119.329834,116.4796,2.9464707000000003,-3.9569516000000013
