index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
water,-0.09220139191348538,0.18185906976183028,96.27637,-28.678448,9.136377,12.697903
coffee,-0.4907379607138442,-0.14582716578057098,-20.983091,122.36181,8.498925999999999,10.100154
tea,-0.7763763629385576,-0.042171639145227535,-99.2248,17.383865,-0.21133858,6.309383
juice,0.08358297223023198,0.35172780081587457,126.37626000000002,-76.959366,9.661059,13.994444
milk,-0.617158207281023,-0.00725156925656667,-135.8904,45.03027700000001,-0.7697719,6.5377870000000025
soda,0.17629614711550412,0.01610133650187601,189.33498,-29.225088,9.524894,14.806832
energy drink,0.3644928224086789,0.4962319330460446,175.05217,-117.96637,10.222807,14.656214000000002
milkshake,-0.6723974801650695,-0.05794793396816347,-96.1646,65.41686,-0.581676,6.1118555
smoothie,-0.06607018847690009,-0.029818388385742207,114.09826,15.589204,9.412581,12.353404
alcohol,0.4339351047342603,0.06536761305893896,235.9439,-100.53697,10.313952,15.524738
liquor,0.7888438278214399,-0.15294641793016495,-311.33548,-39.378082,11.515776,17.079224
beer,1.0503135624959383,-0.20789379044884448,-360.36993,-44.42212,11.251707,16.843643
wine,-0.29519383638878344,-0.041232437251814864,35.577457,74.3277,8.819600999999997,11.015842
cider,-0.3510707500518285,-0.12788870809096245,27.795078000000004,120.87193,8.962418,10.516866
vodka,0.2910573103961427,0.0676020131745524,213.90509,-64.08362,9.88968,15.164784
rum,-0.4561208042664313,-0.16327381617035833,3.776616,165.96854,9.049957,10.088289
whiskey,0.8763256134295475,-0.21069780211079334,-337.0654600000001,-4.1093388,11.097631,16.685938
champagne,-0.2475203784358211,0.008059902180093054,62.870136,36.4398,9.020291,11.731255
