index,age_isomap_x,age_isomap_y,age_tsne_x,age_tsne_y,age_umap_x,age_umap_y
Nigeria,-0.5892042352415537,0.7207833947636103,50.28582,-226.93211000000002,1.0456014999999999,10.701596
Ethiopia,-0.2464162939420693,1.0894720778587603,-12.726979,-210.42921,1.561337,11.410313
Egypt,-1.080912055765169,1.1177233988988964,72.107506,-245.95164,0.793395,10.421402
Congo,-0.15748277294494226,0.5786091032668703,14.346855999999999,-165.14047,1.71872,10.68869
Tanzania,-0.21905456951692834,0.7851627662314796,23.178291,-182.27785,1.4707208999999999,10.920186
South Africa,1.3303233930318112,-0.08399511742655674,-261.31494,116.61658500000001,14.532342000000002,15.881326000000001
Kenya,1.5783947215300502,-0.04143739986567085,-284.75894,106.317924,15.140659,15.863283
Uganda,-0.2955904694783035,0.9825903687583104,13.037742,-204.48131,1.4321667,11.287825
Sudan,-0.33181950822740186,0.8953399558385788,33.203514,-207.3115,1.1813701,11.049536999999999
Algeria,-0.5712885399343248,0.11684981985609108,159.49132,56.340469999999996,1.4547988,8.721669
China,-0.2892346863298835,0.8889141272575691,-17.355589000000002,-187.61803,1.7592391,11.541988
India,-1.025646535784637,0.1872621963358532,235.88875,11.85178,1.0357030999999999,8.339302
Indonesia,-0.099565166855361,-0.388655374359606,38.105762,28.245993,3.2069807,8.949786
Pakistan,-1.38086344751943,-0.2909206513217799,248.03606000000002,-38.500103,3.4638512,6.564116499999999
Bangladesh,-0.8587133367477685,0.09057078091205524,180.4635,44.10075,1.3306209999999998,8.602081
Japan,-2.3155134037135867,-0.5059756872881359,263.8763,396.42800000000005,3.646277200000001,5.6787977
Philippines,0.3264818440847743,-0.5588703204379942,-54.20689,86.12178,5.6198334999999995,10.234629
Vietnam,2.4099478148780245,-0.18844400650744467,-342.69925,211.79846,15.777869,15.02679
Iran,-1.4555820596597793,-0.03263665948583583,256.41006,-10.622232,3.2393827,6.0882195999999995
Turkey,-0.5475881015150385,0.0780665215256403,64.66115,-42.063545,2.367336,9.171714
Russia,-0.974336938890358,0.2111619287239215,221.61897000000002,21.943360000000002,0.8911587,8.668858
Germany,1.6461660193761594,-0.19577326919816526,-306.3449700000001,167.60583,15.563475,14.873773000000002
United Kingdom,-0.16399972468922475,1.1703114988184695,58.385128,-187.65079,1.0522757,11.207016000000001
France,0.8633561903298695,-0.04359155430209136,-236.90381000000002,84.261215,14.160909,16.149407999999998
Italy,-0.7482685666847473,-0.28172940512765154,111.63288999999999,18.858513000000002,3.0074229999999997,8.090164
Spain,-0.5394142985789742,-0.07756559479885172,90.04629,5.4076085,2.6391647000000003,8.503160000000001
Ukraine,-2.1144393919153703,-0.3666678406817206,308.04642,22.175333,3.6493464,5.6694555
Poland,-0.26094814577758546,0.3722158849317109,16.881594,-130.64789,1.9765637999999999,10.181632
Romania,-1.9763260036160482,-0.3123861989000591,298.1183,5.938663,3.582575,5.735817
Netherlands,1.7793435550682346,-0.24393561323794874,-325.34427,190.00356000000002,15.494216,14.76055
Austria,1.0023894343196191,-0.15190170007391207,-207.86171000000002,109.22138000000001,13.875573999999999,15.729663
United States,1.1078525011177531,1.3229195517906227,-296.48117,82.43474599999998,14.920353,16.05989
Mexico,-0.8812520354770899,-0.4411926166836492,197.19101,-60.43346,3.7069771,7.3187103
Canada,1.4019066230578212,-0.25977161751785405,-368.63416,173.16,16.066451999999998,14.787958999999999
Guatemala,0.2005261697503332,-0.15905347417126794,-59.229434999999995,12.677204,5.154555,9.863533
Haiti,0.11324653983112146,-0.15239030613706195,-44.35723,2.3162724999999997,5.0861864,9.814816
Cuba,1.6535396168978085,-0.2226884407805088,-322.56198,159.16957,15.422785000000001,14.928052
Dominican Republic,0.10537299312423934,-0.3681968373433933,-23.587538000000002,38.737865,5.4884752999999975,9.656316
Honduras,0.5511397994589985,-0.15945813337827586,-125.21711,64.68809,13.216621,14.473526999999999
Nicaragua,-0.032207778205412416,-0.35546923367216965,-23.268806,18.126160000000002,5.1812334,9.40881
El Salvador,0.6337654506040113,-0.11249817889065533,-130.24335,83.92825,13.326226,14.579146
Brazil,-1.1876962133371796,-0.6328555229630574,232.9358,-56.65636,3.5560195,6.875625
Argentina,0.25351991322887296,-0.3315412899366628,-45.84385,55.12175799999999,5.54645,9.899318
Peru,-0.5145911493549508,-0.2587371537140502,86.93457,-12.302086,2.8349453999999996,8.662131
Venezuela,-0.5943621125003324,-0.18423857963993565,108.51386000000001,-12.94112,2.6888585,8.32472
Chile,0.28418325939902034,-0.3308305647861761,-63.16497,56.387135,5.515102400000001,10.115436
Ecuador,-0.9198773280058212,-0.5183650134865274,214.02118,-67.04325,3.5912580000000003,7.165527
Bolivia,-0.33251136427878664,-0.09778756750490007,59.460373,-5.2685830000000005,2.846057,8.989937
Paraguay,0.7997247479903579,-0.11451783065534905,-150.89815,88.24543,13.532597,14.767581
Uruguay,0.42775452703169936,-0.050408034390008204,-103.42036999999999,64.65748599999999,13.2537775,14.55146
Australia,-0.8366039292862092,-1.1675798141737472,159.30501999999996,-96.92822,4.2200623,7.734205999999999
Papua New Guinea,0.04726037009809742,0.15438749856331416,5.5648246,-36.0356,4.2165627,9.736889999999999
New Zealand,-0.3914928971692506,-0.7639862876002127,140.4244,-96.339386,4.51895,8.1731415
Fiji,1.266935156509558,-0.2140630990592114,-352.56226000000015,164.7414,15.943245999999998,14.758797
Solomon Islands,1.2102184376014191,-0.09926030164855199,-243.48856,128.30925,14.342151999999999,15.760273999999999
Vanuatu,1.3614696966138355,-0.1553126151312246,-279.95306,137.99625,14.89194,15.312084
Samoa,0.9762583071758032,-0.1343364945729915,-221.18265,128.71085,14.054416,15.714851000000001
Kiribati,-0.26834920283362274,0.1677874542066346,38.649,-30.5503,2.8851123,9.368463
Micronesia,1.5031083023406162,-0.08865195023167721,-261.10803,152.41187,14.789129,15.677954999999999
Tonga,-0.6330331206727613,0.20754902254415364,175.04901,28.139532,1.2223266000000002,8.944560000000003
