,country,trait,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,tolerant,0.3343262054474321,0.1898270392659795,True
1,Nigeria,accessible,-0.6090864407860548,0.17015634506734822,False
2,Nigeria,soft,-0.8905141233958851,0.0051768918447411905,False
3,Nigeria,extraordinary,-0.1608540101268056,0.21123206819605955,False
4,Nigeria,directed,-0.6417822782098466,0.11780619516539335,False
5,Nigeria,skeptical,-0.3145780055200015,-0.2349002773070499,True
6,Nigeria,balanced,-0.012783062718277966,0.11082205590945657,False
7,Nigeria,wise,0.07335740445021559,0.3426783557474181,True
8,Nigeria,lyrical,0.04564183705234237,0.027547826762701632,True
9,Nigeria,playful,-1.3527753232415587,-0.18544414255346794,True
10,Nigeria,conventional,0.3379053602876321,0.16497222199276065,True
11,Nigeria,anxious,-0.9091158058865964,-0.20328649565857196,True
12,Nigeria,innovative,0.3690638516413136,0.08250093011637033,True
13,Nigeria,educated,1.0025937409917771,0.12620068906926366,True
14,Nigeria,fat,0.27305468357156604,-0.05088100627732877,False
15,Nigeria,patriotic,1.1932942559711883,0.16864504764392824,True
16,Nigeria,dull,-0.5492947241878621,0.1619852523591081,False
17,Nigeria,arbitrary,-0.0758400632424337,0.24525772563964535,False
18,Nigeria,foolish,-0.8419498476428587,0.2533304908603467,False
19,Nigeria,popular,0.540222724176691,0.07469080561033921,True
20,Nigeria,colorful,-0.2458402122550637,0.1113458573006427,False
21,Nigeria,retiring,-0.10425070465752376,-0.10742797162911756,True
22,Nigeria,mature,0.061363484812696385,0.11432045721398985,True
23,Nigeria,rigid,-0.8893954611349774,-0.10408745417915433,True
24,Nigeria,youthful,0.054602599009131655,0.18955582746797406,True
25,Nigeria,transparent,-1.367524317072127,0.15078268785375987,False
26,Nigeria,criminal,-0.08861772564017575,-0.028370929449405374,True
27,Nigeria,clumsy,-1.1904369456905892,-0.07562787774900105,True
28,Nigeria,weak,-0.5825538965288144,0.1371431270143215,False
29,Nigeria,trusting,-1.0095011581125382,0.05844080952381461,False
30,Nigeria,impressive,-0.17326382478319252,0.07733252095111484,False
31,Nigeria,mystical,-0.482147031302668,0.2678747786658797,False
32,Nigeria,competitive,0.658246629550901,-0.007536245850831469,False
33,Nigeria,helpful,-0.6843451481955648,0.1167142279999859,False
34,Nigeria,passionate,-0.15352912417677195,-0.10340524499884768,True
35,Nigeria,kind,-1.2215589546721692,-0.07103807541218833,True
36,Nigeria,enthusiastic,0.23602368076501934,0.020305180458693745,True
37,Nigeria,exciting,-0.3880037142981977,0.19589913670615386,False
38,Nigeria,determined,-0.9913186743240332,-0.1653963840613337,True
39,Nigeria,messy,-1.781738043581683,-0.0880385282106586,True
40,Nigeria,confidential,-1.120521797237667,0.05603746240006025,False
41,Nigeria,decisive,-0.5557522139675681,0.10837352434187834,False
42,Nigeria,confident,0.15446101855500252,-0.10009498700974327,False
43,Nigeria,ignorant,0.8322791027137912,0.2414416326766045,True
44,Nigeria,independent,0.13703930265580058,0.1424391916750381,True
45,Nigeria,dependent,-0.4990666045336558,0.13381509737844555,False
46,Nigeria,mechanical,-0.9553603562648132,-0.0565823965415761,True
47,Nigeria,sophisticated,0.3285236280121152,0.08856565947932891,True
48,Nigeria,knowledge,-1.0552970819539045,0.006513790812677233,False
49,Nigeria,neat,-1.0332145297785482,0.08059915498877404,False
50,Nigeria,artificial,-0.8303012624360537,0.20354798821899733,False
51,Nigeria,casual,-0.3293577528567687,-0.2879620368083653,True
52,Nigeria,blunt,-0.4680559210521524,-0.1001143671280697,True
53,Nigeria,sympathetic,0.12229662747885285,0.028833196863642538,True
54,Nigeria,calculating,-0.8260718240170082,-0.018144537212570224,True
55,Nigeria,complex,-0.6083788320411607,0.07043044738919588,False
56,Nigeria,serious,-0.3274858893116325,-0.3465242491474003,True
57,Nigeria,humble,-0.002507209483359781,0.1898496515831967,False
58,Nigeria,surprising,-0.23505330013077466,0.03900321831864799,False
59,Nigeria,friendly,0.7360943654345449,0.11703205795462307,True
60,Nigeria,formal,-0.4668902271556822,-0.11021755065468858,True
61,Nigeria,creative,0.032710777503720666,-0.07991349657882471,False
62,Nigeria,predatory,-0.8708486158376257,-0.0360524036250966,True
63,Nigeria,fit,0.7485734713439934,0.1802570412230047,True
64,Nigeria,sensitive,-0.11134512705605557,0.16966144484251505,False
65,Nigeria,honest,-0.6981901025392112,-0.05511533042843337,True
66,Nigeria,realistic,0.23211248990098385,0.14163301055274882,True
67,Nigeria,political,0.4589102003272445,0.08769486793834863,True
68,Nigeria,masculine,-0.5834559554137835,0.021683235621268414,False
69,Nigeria,fiery,-0.6939903436522118,-0.1399730337388336,True
70,Nigeria,dominating,-0.5768033585037509,0.0241151508509506,False
71,Nigeria,naive,-0.047701519646336274,0.0703930376112726,False
72,Nigeria,objective,-0.6041013406507739,0.051316571623219134,False
73,Nigeria,subtle,-1.1554059462096122,-0.16102183261490013,True
74,Nigeria,romantic,-0.5961398142745528,0.1998863468492549,False
75,Nigeria,athletic,0.5390431321399373,-0.1916046352413036,False
76,Nigeria,genuine,-0.2861435899849045,-0.07430967915236825,True
77,Nigeria,angry,-1.3007166209489522,-0.1096454734013062,True
78,Nigeria,cruel,-1.318467567796102,0.2115975577843313,False
79,Nigeria,precise,-0.9500276680708729,0.06347156656524465,False
80,Nigeria,loyal,-0.4039748542416925,0.17791316659585768,False
81,Nigeria,emotional,-1.0625872270698171,-0.08197461893093035,True
82,Nigeria,reflective,-0.2807094146369054,-0.0747108727999804,True
83,Nigeria,relaxed,-0.43324165552454735,-0.282575718043006,True
84,Nigeria,honorable,-1.1788855961997782,0.00582618589746053,False
85,Nigeria,selfish,-1.2288668747744496,0.07212980622925072,False
86,Nigeria,decent,-0.2674869714201589,-0.06405078592407376,True
87,Nigeria,orderly,-1.935478525332939,0.13423939926628406,False
88,Nigeria,cooperative,-0.24897464619902984,-0.04089082316133996,True
89,Nigeria,pure,-1.0031212195014692,0.11950296810773516,False
90,Nigeria,original,0.13173991944411936,0.09849474107960036,True
91,Nigeria,sage,-0.8844679749270724,0.06704227569936443,False
92,Nigeria,curious,-0.47925584070520094,-0.28021353009411715,True
93,Nigeria,optimistic,0.4742366125128507,0.21655409242253512,True
94,Nigeria,efficient,-0.6531189806302786,0.07285874323634123,False
95,Nigeria,sly,-1.2575601058190309,-0.09799025148623386,True
96,Nigeria,vague,0.09272740641522648,0.029786059199971193,True
97,Nigeria,fearful,-0.2249716372800004,0.2951269470577361,False
98,Nigeria,patient,-1.9279365556372368,-0.21555739432284107,True
99,Nigeria,peaceful,-0.4705254306616471,0.07763100987062807,False
100,Nigeria,sexy,-0.6104236283814468,-0.14539194899612876,True
101,Nigeria,coarse,-0.4055091457274237,0.14089213266260212,False
102,Nigeria,extreme,1.145482033104917,0.15600791420891835,True
103,Nigeria,systematic,-0.3030139076253309,0.10975226433702276,False
104,Nigeria,aspiring,0.7304106308595594,0.026696573735839925,True
105,Nigeria,dry,-0.9894388990251622,0.05575724595132993,False
106,Nigeria,abrupt,-1.0495982154188577,-0.1922836231912907,True
107,Nigeria,sweet,-0.4354159328537499,0.03556110196679984,False
108,Nigeria,solid,-1.3026048524652791,-0.015813961506584397,True
109,Nigeria,muscular,0.3116578438824858,-0.1770701706432739,False
110,Nigeria,intense,-0.5918458056804079,-0.20833469493827125,True
111,Nigeria,modest,-0.2898473005228558,0.1905419659856768,False
112,Nigeria,reserved,-0.10672648553995764,-0.07645617146900491,True
113,Nigeria,lazy,-0.35075347340105595,0.007852681557241661,False
114,Nigeria,cold,-1.840340664347604,-0.05334237200069898,True
115,Nigeria,simple,-0.43129908559472935,0.1823404985449821,False
116,Nigeria,dynamic,-0.17953686173168695,0.07840383328891966,False
117,Nigeria,superficial,0.2350799352806718,0.21894327909722427,True
118,Nigeria,clean,-1.2070284681473609,-0.07501242867089851,True
119,Nigeria,suspicious,-0.5101599126346169,0.08593799648566669,False
120,Nigeria,busy,-1.061408530877224,0.05703035975365586,False
121,Nigeria,calm,-0.1169135300038001,-0.1837928728641662,True
122,Nigeria,ruined,-1.5570761583967498,0.14158612157748102,False
123,Nigeria,destructive,-1.6574053321568467,0.06731187242492455,False
124,Nigeria,reactive,-0.08231418001079048,-0.020726300561746118,True
125,Nigeria,maternal,0.1542110162770682,-0.04415107462202012,False
126,Nigeria,private,-1.1212358418468722,-0.012573144360790841,True
127,Nigeria,slim,0.4811855305854506,-0.020134398532138012,False
128,Nigeria,quiet,-1.2378750899084954,-0.1726662088130321,True
129,Nigeria,winning,-0.118551102027978,-0.14267565230375145,True
130,Nigeria,frightening,-1.5191861446262533,0.1807498219424079,False
131,Nigeria,bizarre,-0.4733292356331701,0.04180162931395477,False
132,Nigeria,vulnerable,-0.6233667618594196,0.030725164943038688,False
133,Nigeria,dramatic,-0.13244676094593075,-0.1525881499066909,True
134,Nigeria,tall,-0.033358459785832316,-0.19494161937229426,True
135,Nigeria,crazy,-0.5957719616810287,-0.032397476733370074,True
136,Nigeria,sharing,-1.5441885363041508,-0.16698006093576662,True
137,Nigeria,slender,0.4370527431576234,0.044471811433139614,True
138,Nigeria,deep,-0.9711049748677698,0.025266755300215302,False
139,Nigeria,regimental,0.8285926045128262,-0.027859860253713276,False
140,Nigeria,protective,-1.16453866669516,-0.15364880941974618,True
141,Nigeria,strong,-0.1902671685886227,-0.008949298915706578,True
142,Nigeria,hurried,-1.5737913462505586,-0.029355890958307818,True
143,Nigeria,ambitious,0.329471539429414,0.01945324284907691,True
144,Nigeria,heroic,-0.4976006015329754,0.03274565337216295,False
145,Nigeria,intelligent,0.22707862005302645,0.1308251459637139,True
146,Nigeria,understanding,-0.7166748278142359,-0.23185416104616235,True
147,Nigeria,firm,-0.7810000157206523,-0.056373206653685164,True
148,Nigeria,cerebral,0.090176228692659,-0.0467998483577344,False
149,Nigeria,desperate,-0.28655894300206186,0.0011606458078350882,False
