index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling
14,0.620926420617149,0.6738972951912244,0.601813455999305,0.7323847311736684,0.5653261862421359,0.7892158138581185,0.32462419141642246,0.3778126960537592,0.3839333835660101,0.6293801208374554,0.7153784816440617,0.18075223480141045,0.45852545584865956,0.9248709253712128,0.6011397068930353,0.6639647315907244,0.7416207630885463,0.6353784395090055,0.5954417022176853,0.5445471026562708,0.5213366648620169,0.7321608020609564,0.5663379283203451,0.7103890298001266,0.40521399960609433,0.7285878461867832,0.0477421276478268,0.4137130893691496,0.5926560789388712,0.4784881011737823
15,0.6589422326748319,0.6946011204343199,0.619811523407039,0.7442877974876264,0.5541986726098285,0.8506164424381517,0.33544004753040135,0.3886983330917784,0.3712074742097198,0.7883507763804395,0.7289141925078114,0.22659043970278356,0.5582554570293461,0.9830813048753466,0.682702100791625,0.7020559091270717,0.8358800918096131,0.7043407088303829,0.5538476737609686,0.5831205873085762,0.5936311306853778,0.7343357886263429,0.6620876117669334,0.7606156806805883,0.3728548226033597,0.6601777122744894,0.006667680352259868,0.4084507728358259,0.6815970759762856,0.5325148688427245
16,0.7581493888565424,0.7823092612744444,0.6871229405015865,0.7834466148060836,0.6249441079384402,0.8431092977294334,0.41344126534252246,0.4340374607912533,0.4477766571699075,0.8339543507509314,0.8935888565438207,0.32324752484543307,0.6012595089184462,1.046424355360548,0.7283966261156568,0.8834702389720772,0.9328539528343144,0.6926808656859464,0.6158247956314177,0.8435331840455011,0.5846020985671349,0.7728552722798973,0.7334589434199963,0.7931654265141272,0.35302801447973037,0.751901123103576,0.007765075977919358,0.4887797908738209,0.733447312242226,0.6320092066575228
17,0.865240597411047,0.8839872241657738,0.7656343665872172,0.8532554741565667,0.6403901002235544,0.9665118579595522,0.4114775312191291,0.3584175070122596,0.49905143319639755,1.1205093343763068,0.9405004868910868,0.33385017086476787,0.7216663319464317,1.171056272290619,0.6925134754647284,1.013848501366056,1.0595466335142216,0.7826860445268339,0.6193752201147378,0.9025284968281244,0.6252614147531387,0.7510842520968322,0.8827184375645512,0.7786593596288538,0.39113656136488056,0.6820042889645687,-0.11030614518252038,0.40526709917968506,0.8442691862405566,0.6688572323777944
18,0.6591370085232241,0.681796769255974,0.5757408420977308,0.6550992925317407,0.5013837288455492,0.6895398298477609,0.3079619192692151,0.42044263413575106,0.3580607748221843,0.8379841175627143,0.7681127335153164,0.24657097723339094,0.4722434208834228,0.9020275207727725,0.5418469930498466,0.9608214884477185,0.9930321353360214,0.5416329205153099,0.38860713277875064,0.8384800137333929,0.5526281476145753,0.6149828524781451,0.6618940711961816,0.6291044622643981,0.26015647066708,0.4998672510084267,-0.14757528436843192,0.2672917794802874,0.6884212904955241,0.48062884845913606
19,0.831955944903262,0.8556692638409024,0.7134575195363136,0.7924575740241044,0.6086830540781372,0.8213269135269824,0.3645350403504729,0.4106310639741442,0.4752094654374991,1.0974378362858785,0.929904305603499,0.39481180498569673,0.768784103204512,1.0235331059716162,0.658514032395848,1.0300906466484283,1.0759537558019692,0.7995341932687267,0.435991307465633,0.911969206050785,0.6120828618415869,0.6551805314880852,0.9392464755150439,0.6625174371520802,0.3841599938326997,0.5384158368325757,-0.16703700785416548,0.242877975143171,0.8571590131809329,0.6006462748298147
20,0.24981750246691314,0.2632775681755097,0.18232948449826294,0.29037334322744685,0.19547893822437518,0.2604302031079993,0.03576957433024437,0.19798196067223345,0.09851396299206674,0.43175530296268755,0.3092638653431001,0.06792267581418347,0.2690840747815416,0.3961116638216201,0.2718270955266954,0.4633389082964814,0.4532196132279277,0.3211139638530354,0.12056614674040743,0.3813030822699667,0.3412231602787449,0.31331398799277665,0.33727656897959324,0.2660251166556905,0.11380051796277808,0.1494452157328054,-0.12331471863144512,0.08966169972664614,0.33148188025687403,0.17980140904729625
21,0.5965412023142063,0.6323391461123208,0.3944410805478423,0.5607270454405928,0.41091160408389643,0.4946030401286263,0.17176608240076294,0.3550320207125159,0.41171707417917525,0.6740914936189487,0.636536648039322,0.354516848182291,0.5136391294572948,0.6321561205935949,0.5496543875384229,0.8508828208672179,0.8529904473581996,0.5205058535284837,0.2908385869802408,0.8125595273472611,0.48591657631112695,0.4536436102663771,0.6110562200939046,0.4919105386099681,0.24119555528687547,0.39190364895612007,-0.15192299086299602,0.25019371026553244,0.5869211201229676,0.4433664846748726
22,0.6139790319999993,0.6371049238742676,0.48947008196502156,0.5423826600937383,0.37510873390222527,0.5156913454914923,0.21119547075255607,0.3694820135828174,0.3369832955382817,0.8871717230131085,0.6995507083205336,0.3422482518816182,0.5949227543635073,0.6924418677832487,0.5070988100979025,0.7667382444850153,0.7861123206627972,0.5772099262174908,0.24197832390873528,0.7641230845478926,0.5376412540222317,0.4446663476056853,0.7434304178155389,0.5014042221119585,0.253005156012262,0.39672414676561796,-0.1835485644278267,0.14835873080083467,0.6698685008792019,0.47153984284102246
23,0.5923715467831097,0.6355905256805107,0.4315222098743258,0.48480519759822066,0.3485465389592702,0.5273525004499298,0.12535792776714086,0.35554560165550103,0.3195051414761493,0.9450021866598107,0.6026434729663015,0.2892716772154459,0.6694090656710119,0.6748584461882644,0.5142803280265403,0.9858962638429272,1.019094665456315,0.7471298791084012,0.22780331756365318,0.7250940092916749,0.5440514335637523,0.4557520647525221,0.7595696168067909,0.4436354775754335,0.20961509938555564,0.39166637465917553,-0.26551564400056277,0.026464827148501596,0.7045897151972237,0.4159238745760425
24,0.4806321255225515,0.4782771190407638,0.3477475955279083,0.41273057932882545,0.2808457236272373,0.2919921428497252,0.08139591713166328,0.3767261769714418,0.2402699812989855,0.7684587514333375,0.48434041049325616,0.23439815999383692,0.5398623567436064,0.4657458251171112,0.43490603655387344,0.9015664331834116,0.8925152929443566,0.5977104457895883,0.13904381437722582,0.7304316689061686,0.40370933893828187,0.44910608006763186,0.6163678334790461,0.35646452608408524,0.2082877967166328,0.2893438139066843,-0.2054664934512912,0.016487589087600136,0.5110810839359742,0.2990204661738443
