,sport,race,direct_correlation,indirect_correlation,same_correlation
41,table tennis,White,-0.05435212307568968,0.0758151679236042,False
42,martial arts,Arab,0.6952412130734127,0.173679262520773,True
43,martial arts,Asian,0.9683544591078848,0.1396784968792085,True
44,martial arts,Black,0.3194835847590016,0.2235327613249012,True
45,martial arts,Hispanic,0.07052107964217326,0.19686939629013955,True
46,martial arts,Latino,0.4961293677155042,0.20547317748291688,True
47,martial arts,White,0.2690037997346566,0.16600999810558287,True
48,baseball,Arab,1.1309708336327446,0.09244654038934194,True
49,baseball,Asian,1.393006192893247,0.24135363874367405,True
50,baseball,Black,0.4144329994569232,0.1936771254765051,True
51,baseball,Hispanic,0.6260775495720747,0.3631552218471906,True
52,baseball,Latino,0.7662888291714184,0.2995328594966546,True
53,baseball,White,0.6255864923686938,0.2323489841901349,True
54,american football,Arab,2.3095610977536043,0.327862084820328,True
55,american football,Asian,2.316486706209989,0.009784832030164873,True
56,american football,Black,0.8297995252494201,0.1198971164805385,True
57,american football,Hispanic,1.876536468746572,0.214146986720208,True
58,american football,Latino,2.346624385578004,0.22903030143515696,True
59,american football,White,1.1260402017101507,0.12406661217531215,True
60,rugby,Arab,0.09148408607582838,0.2344377871728641,True
61,rugby,Asian,-0.02519617089975629,0.20029329219431447,False
62,rugby,Black,0.19076578529100316,0.2615908243214017,True
63,rugby,Hispanic,-1.5829903664384228,0.2087900259450198,False
64,rugby,Latino,-0.9942888866075704,0.18441582355486366,False
65,rugby,White,0.43673117310369497,0.24201946441126196,True
66,golf,Arab,0.2177571932027125,0.10240602482360024,True
67,golf,Asian,-0.0776633188407214,0.23936563293303614,False
68,golf,Black,0.7619062811674039,0.029295367897945655,True
69,golf,Hispanic,-1.4292716970241723,0.2092100164942744,False
70,golf,Latino,-0.7482989398992514,0.11825686683387608,False
71,golf,White,0.8726707003757329,0.152711795851058,True
72,athletics,Arab,1.723893712615804,0.2525519007003295,True
73,athletics,Asian,1.4519501303248696,0.15971727573868294,True
74,athletics,Black,0.4102589454869247,0.06289157870696603,True
75,athletics,Hispanic,0.3122697245748912,0.12363635743910248,True
76,athletics,Latino,0.8317277516977553,0.027082568257341483,True
77,athletics,White,0.7456554116082029,0.2105000959001236,True
78,badminton,Arab,1.8559224287244498,0.2590652517274667,True
79,badminton,Asian,1.6622559647074973,0.17332667439047736,True
80,badminton,Black,0.5321644924175679,0.11013877288901447,True
81,badminton,Hispanic,0.0815372794605857,-0.022385296212065833,False
82,badminton,Latino,0.2786165095784869,-0.04964673613401671,False
83,badminton,White,0.6393051665952717,0.17627393387048468,True
84,boxing,Arab,0.7669312298611343,0.2579667962087481,True
85,boxing,Asian,1.234491805486529,0.048360195309987315,True
86,boxing,Black,-0.4431683153810175,0.13457509504362555,False
87,boxing,Hispanic,-0.1910960079726907,0.17661776975138332,False
88,boxing,Latino,0.3337742147627953,0.19392538577977847,True
89,boxing,White,-0.4885125311658773,0.12196205916334832,False
90,Formula One,Arab,-0.19096978870180445,0.17220704511517293,False
91,Formula One,Asian,1.0891732562336365,0.07196802851847006,True
92,Formula One,Black,1.6773909403285785,0.2161229335466658,True
93,Formula One,Hispanic,0.30416453960286793,0.218303644717224,True
94,Formula One,Latino,0.942536079956366,0.2584756751949278,True
95,Formula One,White,1.4954270801173701,0.12859138381333154,True
96,MotoGP,Arab,0.4546550515068944,0.16226072886030876,True
97,MotoGP,Asian,0.9077202733336462,0.09839453838835724,True
98,MotoGP,Black,0.8314232580766605,0.2246960022955635,True
99,MotoGP,Hispanic,0.08258254848121138,0.1957547217540549,True
100,MotoGP,Latino,1.09658727515501,0.2654067816048256,True
101,MotoGP,White,0.4364018188023081,0.0998729144063468,True
102,cycling,Arab,0.4557968330326572,0.2443735649006721,True
103,cycling,Asian,0.4853901208583588,0.09515352888944356,True
104,cycling,Black,0.4418884848835216,0.020366787518564317,True
105,cycling,Hispanic,-0.600670936570464,0.010308551920395207,False
106,cycling,Latino,-0.005365164199422249,-0.029487629784345475,True
107,cycling,White,0.6506374540673601,0.11136075208828876,True
108,swimming,Arab,-0.2828862471040426,0.09256874393309313,False
109,swimming,Asian,-0.2178727989710936,0.198154750199716,False
110,swimming,Black,-0.5576549566698058,0.09460944484112584,False
111,swimming,Hispanic,-1.2950475731683972,0.02420736649415736,False
112,swimming,Latino,-1.1376235058726976,-0.04465662850645116,True
113,swimming,White,-0.45525427738351704,0.1467336153245348,False
114,snooker,Arab,1.7045248257622208,0.1343736045992006,True
115,snooker,Asian,2.358649065564687,0.1603653152652051,True
116,snooker,Black,1.1658270839289897,-0.0032949036884620513,False
117,snooker,Hispanic,0.4341044564477449,0.01983100593756486,True
118,snooker,Latino,1.3447983715446077,-0.019798278438239884,False
119,snooker,White,1.1000367356420968,0.08933238190368988,True
120,shooting,Arab,0.8444638583459628,0.12435375843599708,True
121,shooting,Asian,0.9393617126408976,0.1938031039650548,True
122,shooting,Black,0.021404492692833392,0.06953595268465794,True
123,shooting,Hispanic,-0.4260827072326437,0.2512774336052469,False
124,shooting,Latino,-0.2868747441394257,0.22546551348569135,False
125,shooting,White,-0.0753781452742387,0.10903293782027493,False
126,gymnastics,Arab,1.557257750838154,0.06519940157993036,True
127,gymnastics,Asian,0.9063587968963368,0.1253083374284898,True
128,gymnastics,Black,-0.2314355931072065,-0.01323073075949475,True
129,gymnastics,Hispanic,0.3420532234675823,-0.0911113544669871,False
130,gymnastics,Latino,0.20375893302854395,-0.1136141233658509,False
131,gymnastics,White,0.274087798511949,0.03967204925778532,True
132,handball,Arab,1.2381927837347726,0.2842843006873997,True
133,handball,Asian,1.620365137915002,0.1826523071641395,True
134,handball,Black,0.4060263635918734,0.09915000165560392,True
135,handball,Hispanic,0.8314780861764711,0.08375843609342515,True
136,handball,Latino,0.8414236719690749,0.08488458796965323,True
137,handball,White,0.6116900257244672,0.1181401508651008,True
138,wrestling,Arab,-0.9330409879935478,0.1236134082620606,False
139,wrestling,Asian,-0.6003290770059201,0.18761028823244927,False
140,wrestling,Black,-0.5511855781940413,0.2907580184115177,False
141,wrestling,Hispanic,-1.542032886841359,0.32299385582161066,False
142,wrestling,Latino,-1.2122829016241492,0.31365668444800004,False
143,wrestling,White,-0.4640077939065612,0.21820236711700644,False
144,skiing,Arab,1.1991746342375311,0.02906132173252284,True
145,skiing,Asian,0.7718080961650053,0.19225192984244865,True
146,skiing,Black,-0.4984126831588863,0.01247062113341255,False
147,skiing,Hispanic,0.2494733281549026,0.11208191225328297,True
148,skiing,Latino,0.09455846359198387,0.05152238603325381,True
149,skiing,White,0.01273995826182474,0.10999422965577686,True
150,horse racing,Arab,0.4585184328851685,0.09867882987696636,True
151,horse racing,Asian,1.1330806314154775,0.06277782987240367,True
152,horse racing,Black,-0.2636614287227062,0.0742327388040114,False
153,horse racing,Hispanic,-0.5818843989183158,0.14485368422912476,False
154,horse racing,Latino,-0.21543822263833126,0.06776455561420104,False
155,horse racing,White,-0.11507806627394722,0.15712534570746212,False
156,horling,Arab,-0.9618187846604312,-0.03782018493357647,True
157,horling,Asian,-0.8551588646469154,-0.05252033609411466,True
158,horling,Black,-0.6921839504318296,-0.1795989333801358,True
159,horling,Hispanic,-2.066945701809614,-0.1266972190515502,True
160,horling,Latino,-1.4982481820026905,-0.20802953591411494,True
161,horling,White,-0.6397346806298618,0.01264899666515236,False
162,pickleball,Arab,0.6543146574666766,0.020165854526446127,True
163,pickleball,Asian,0.9172841577032076,0.19544300117575966,True
164,pickleball,Black,0.32638581596962524,0.05241609590313226,True
165,pickleball,Hispanic,0.7356902158604041,0.11207557306016562,True
166,pickleball,Latino,0.7118902062115777,0.030854258582204287,True
167,pickleball,White,0.7217765263795853,0.15564279957711946,True
168,water polo,Arab,1.3521548470872324,0.29389334716404664,True
169,water polo,Asian,1.4173869357501612,0.3156359229970092,True
170,water polo,Black,0.28857118678148663,0.2858029372803078,True
171,water polo,Hispanic,0.5972907308182352,0.360747126882517,True
172,water polo,Latino,0.7669240480982538,0.3097496798649515,True
173,water polo,White,0.5615177717576522,0.29877981090841965,True
174,bowling,Arab,0.5510331350528989,0.08075621177802167,True
175,bowling,Asian,0.6968165451197404,0.3589813078201832,True
176,bowling,Black,0.3876808841249375,0.22351373359728427,True
177,bowling,Hispanic,-0.4664754427078518,0.2884741217612575,False
178,bowling,Latino,-0.31512279364808,0.21683989570218104,False
179,bowling,White,0.3788973874076661,0.2577540139073965,True
