index,football,basketball,cricket,hockey,tennis,volleyball,table tennis,martial arts,baseball,american football,rugby,golf,athletics,badminton,boxing,Formula One,MotoGP,cycling,swimming,snooker,shooting,gymnastics,handball,wrestling,skiing,horse racing,horling,pickleball,water polo,bowling,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Travis,0.2162478620213412,0.09493705969111912,-0.80952451186955,0.012951767537651244,-0.3669504361792124,-0.13379092388685684,-0.4810398858526794,-0.541710344077257,0.6630653620985341,-0.12419623357802428,-0.5345926561575932,0.05619277563913472,-0.5377758303097667,-0.7218542402495255,-0.46842598103752986,-0.038755313371332055,-0.10809999006183553,-0.4244823536483987,-0.25244196576751987,-0.39575158264041704,-0.23216692666382602,-0.4333010402965879,-0.8606392360624606,-0.154641246805008,-0.009656854970693888,0.0028421051922440338,-0.20605394787025533,0.06026176295018625,0.04058103828147435,-0.1846163422076136,-0.5136993116513495,-0.5996079423487652,-0.5803357798241634,-0.637625232027405,-0.5951514758080156,-0.6449942031166102,-0.7587565216324501,-0.6039371009889241,-0.8075331484188253,-0.6586725635349168,-1.04267968877809,-0.8368372273529989,-0.8797544675853768,-0.5305463823244227,-0.5406688412024293,-0.5541686212730891,-0.5293201180109516,-0.28316118961259423,0.008544004506575121,0.09256182320110405,-0.0692072879351064,-0.13746851802338478,-0.07864269568877176,-0.24950779303241827,-0.09403430435386353,-0.4119803804902674,-0.042535774374693996,-0.39086872751307583,-0.5250724155734384,-0.48092422678819574,-0.5078189637497238,-0.4066650722084311,-0.30362384719890717,-0.25853672354698565,-0.2341725221289016,-0.2599941995197585,-0.3329437829187863,-0.2532024213519752,-0.27895806715766536,-0.13330471586805123,-0.41802902156976374,-0.34783810149274696,-0.3918748870957102,-0.24251589250287253,-0.1930459294539646,-0.20518381309352662,-0.05959343274356613,-0.24783554359658372,-0.16388828153923862,-0.23035093743192242,-0.18645001220865298,-0.23657581865895635,-0.11534765740067884,0.08833828531010629,0.05319293760845185,0.22626655831222522,0.04743884750618037,0.004016682189503619,0.07837590320581835,0.05942085699561042,-0.24658554473526464,-0.03806901007121797,0.07610644015324662,0.1210240688330063,0.11090421284191875,0.11557405702847269,0.33429187308162733,0.24902376059422357,0.10529801928864066,0.0380199680663141,-0.07648069536138628,0.07310821438345771,0.09950848502449004,0.14603929197823087,0.09236825160811159,0.19987754357954526,0.14533239617162155,0.34371764156566803,0.29445254369942536,0.2897958409675569,-0.07666992604942711,-0.056860010926203096,-0.31935842017730276,-0.058212090235506726,-0.07038880595575131,0.0028069234612055557,0.014108031155436533,0.017415283068132618,-0.2264596858443522,-0.20995650256603945,0.019809438695708163,0.012657704109006036,-0.008624029877530477,0.16103985424978853,0.17515681940504124,0.36182880685840535,0.19608567727761456,0.1866578629499057,-0.13850521619997103,0.5278394511914326,0.19066729655100295
Hadley,-0.4226385248823426,-0.23681689164193565,0.31416045247931296,0.125312955363564,0.020659542933463105,-0.2328999298161989,0.13287502343411078,-0.6605359004536494,-0.17087812745164616,-0.6827362947471827,0.20963899502685523,0.35083085701255773,0.28676718147361246,-0.16880748718136115,-0.2810965152440655,0.5803912972261076,-0.2409985557735372,0.2942961960112802,-0.10126300665600486,0.3200742614845921,-0.5431467687093378,0.10826556862460303,-0.3929510448760808,-0.41517370104857493,0.4834126721753391,0.5618966625318965,0.2019622580899069,0.07682915930798173,0.07703091332461089,-0.06721157864352412,0.2578846665578901,0.2752646199789654,0.2441932326724946,0.29949203131068347,0.2601148512557481,0.2750148946732947,0.13884651822423943,0.3728436902914824,0.28553885332034407,0.24514982224170398,0.16822467761974383,0.11016133605221343,0.10511749429956987,0.46134175731861915,0.3541125135062825,0.5655608675675173,0.604572372651515,0.5711848336040178,0.5265088040643452,0.5584212346997119,0.32753731770077715,-0.1732440533358609,-0.019855531239986974,-0.15565848026727366,-0.1944669604046006,-0.5129577105505428,0.25546715591591806,0.3455981929702466,0.27383710702390907,-0.052453527585439017,-0.13949716395776307,0.14812932962137462,0.24806838164430964,0.14085630372223443,0.10029258632083209,0.1600855978533706,0.08395881672187157,-0.01589023427374313,0.19201056931318045,0.28302058421458054,0.111425024845758,-0.05362193959374551,0.034823375280536195,0.08519617873696339,0.19310756231191598,0.08671427523878189,0.13173893907360243,0.05876851248302184,-0.11252221480029617,-0.022831739780648345,0.06075592723191127,0.12062031682080869,0.09108421841951007,0.18416263789460294,0.14572852127648098,-0.0014127312536152499,-0.016613412571145694,0.07262642706628897,0.039746181200438845,-0.17723061002671223,-0.5155764854000371,-0.45573198739602605,-0.3493286294753333,-0.3736816127829305,-0.43924932750378554,-0.39890202591381624,-0.3610851203944023,-0.4472336444499128,-0.6113295022251397,-0.8299993122060343,-0.7361734884868402,-0.6545680391217455,-0.5536077695550026,-0.4802604304535657,-0.39014872322426536,-0.529286578755392,-0.5844595633605617,-0.40843162353314694,-0.5523540125615082,-0.6731039736555536,-0.8713704135470892,-0.7954285579930059,-0.912606448181212,-0.6533255415085492,-0.7604120248519328,-0.696867061531423,-0.8247246898200015,-0.8856973581095137,-1.14835737263945,-1.091503817419749,-0.9007239074612429,-0.8337275707533537,-0.7030762483073829,-0.5409206362278278,-0.7264999385223344,-0.5686648283020319,-0.8486163803472235,-0.8060472571851587,-0.8010641657009989,0.08933693954617863,-0.5639252634483617
Allen,0.3305507487108209,0.15073678737245816,0.08104189695210164,0.2573741162418243,-0.2588081407379209,-0.342293373799822,-0.17750865990493342,-0.1762449907280977,0.2699835963428068,0.4396501186400554,0.25361780346837937,0.2588459359246513,0.3458917965221926,-0.2730628546113192,-0.05837233217224253,-0.11837590761197325,-0.6932543233295019,-0.11628947075587184,-0.21459518674836048,0.09712981478868639,0.011742350765856715,-0.28832568639883255,-0.4520322493210558,-0.006279540927691691,-0.07826296267849069,-0.08328760383804006,-0.02810568054403898,0.04147060252410063,0.18284796487645386,0.1034550363678829,0.22230909430780493,0.29322807047404587,0.19940234237949975,0.21388562814871442,0.12477054112301365,0.03597140931339459,-0.11525718338536872,0.009952024157320848,-0.18040397793216462,0.01753124471281131,-0.10883892884649687,-0.16471686107667527,-0.18170817246138227,-0.009004174654541328,-0.07664580363917922,-0.10876374302418158,-0.1720340222724205,0.023268114499979266,0.1840211319689003,0.16650085958166905,0.0060231886084520835,-0.06665022155262211,0.0010129071377478686,-0.13373613388822098,-0.16955068065111487,-0.27922847220105923,0.12223972374278687,-0.002082670688780214,-0.14756733835285696,-0.19134877931835403,-0.3308742500005134,-0.17044448035699808,-0.16079879570683414,-0.16894104095832996,-0.280855886337497,-0.2711716019155942,-0.4073826294487748,-0.37968451171711987,-0.31317002411042316,-0.1497366370406493,-0.3533732463260363,-0.25629861640777685,-0.20285113366963634,-0.14721415650524003,-0.24608486795427884,-0.1903106057998986,-0.09303714457614269,-0.16444050172206676,-0.260746333383092,-0.3065177913266889,-0.16570846573187964,-0.13475361315443257,-0.16176261546565077,0.010040126888892817,0.017759235831754434,-0.06656747337839472,-0.16463504569396767,-0.23409714421983968,-0.235543184689644,-0.2813688442058043,-0.5357379890024294,-0.4059936787270688,-0.21635891526550477,-0.24472414663805156,-0.3580956806362055,-0.47089507021108395,-0.33527472888892523,-0.409933535797544,-0.5327563736595028,-0.7492376952497187,-0.5766872960939629,-0.43618695800850354,-0.44571082719135413,-0.3881780533546008,-0.41675720331688476,-0.40185822782944375,-0.5046585515588896,-0.42551043963245977,-0.48182092941841326,-0.4354891674845454,-0.5528458780579417,-0.5380207563502915,-0.8503108922810811,-0.6348420561076933,-0.7886422943132578,-0.7279593642266986,-0.7393002595926628,-0.7485719935703382,-0.9525824251787913,-0.9884502036894196,-0.7791544111119847,-0.6942042086640183,-0.6055892886583785,-0.51971328695987,-0.5735456517835771,-0.3563903292411527,-0.6287380037415959,-0.6195631477130715,-0.7712953020671499,-0.2500342396387806,-0.5660414619403217
Lance,0.2967490885447697,0.20065363850651102,0.07925844837664427,0.3316149004240304,0.03650553802698932,-0.04713562417088015,-0.046723927337830005,0.779823727134796,0.07619039782352825,-0.34309055826454715,0.32575146911774694,-0.028055508373676354,0.23683372238465397,0.207527572807286,0.7066486201074886,0.5481402447478703,0.2669599865466798,0.285014780064566,-0.31465212189440606,-0.06909871011616148,0.3494062567045302,0.03982544332107003,-0.1879589454125183,0.513353552794307,0.04069288361511963,0.4631510085303021,-0.26690503744458177,-0.2060999174726325,0.11103555822432408,0.1398458763668046,-0.34123327014372745,-0.3376050514607865,-0.32701316237537453,-0.21774834377132898,-0.26311452068567437,-0.2862438748037625,-0.3963686850842299,-0.26992273075258694,-0.45201016851335435,-0.31345210768009213,-0.45205645449671295,-0.3299196025988886,-0.4388935831267573,-0.2620002806727024,-0.22485981209239625,-0.12991626445524634,-0.2966722347089632,-0.2025921728507989,0.056503726233493284,-0.015552944626340597,0.04517143217837131,-0.11034147998815874,-0.01812296383075662,-0.06596477074538624,-0.0017195556330131918,-0.39981057099463274,0.12034887185564878,0.07457901970422397,-0.08307597728351683,0.03025164956559598,-0.061533253654241,0.09143900567992057,0.10347835852928484,0.13103116957843483,0.06633397885177982,0.05077281169899267,-0.05405619194589679,0.03651776319695018,0.06554510472974265,0.29130261890386716,0.1598354735665881,0.24332972213607504,0.29148146154342025,0.4555203611961468,0.29332433260236235,0.3767503642780852,0.5558351494989284,0.5235430654657759,0.48281401837556365,0.40298265665160016,0.41386930394668603,0.44553621274648714,0.4307112428064945,0.5822151270186529,0.5351160418332527,0.569150142927894,0.4628639802748455,0.4984370430469757,0.5315736546393898,0.48778748746247574,0.29592106792911155,0.5127870772570715,0.606613002566645,0.6284830122424072,0.5083590509196727,0.5218707666088221,0.6038022022366765,0.5827503972691105,0.42416861790119614,0.28984791686839617,0.3111184056907505,0.43268764481313143,0.3491052572171242,0.4685331711442204,0.557407901768462,0.574274796483415,0.45368454275288744,0.6190579936394404,0.5709809690950607,0.6830953809008687,0.4057992612179018,0.5108150866588422,0.20944781215455607,0.4611897745986754,0.32287215394884733,0.2683989254679896,0.25849433304001,0.32570578214807855,0.15488954695981622,0.13373445292001515,0.343190950241082,0.44193275973145746,0.4152957173177793,0.47820484438167915,0.46470460564346716,0.651264822869554,0.3659698737467736,0.386965863194526,0.20702816487234166,0.7003343333992764,0.34257835962998634
Mabel,-0.6372240950122451,-0.5876257119949895,-0.07188843741179397,-0.38420546348204127,-0.2692855331310939,-0.49933053461439436,0.03689686118471834,-0.4758522088602879,-0.3717106561208923,0.047860654188701564,-0.6221185573354195,-0.12205431337957823,-0.15985388480686968,-0.14531591315217296,-0.049473332954216194,-0.4759051596233283,-0.46617398096085627,0.009504319310256559,-0.18548748379899407,0.060318251006430464,-0.23086107106471937,-0.21666470210695796,-0.530715874049495,0.14049577001518548,-0.1805832027680163,0.5687096352110632,0.30784778733351004,0.18900946229530075,-0.28288485796173735,-0.25687370388633834,2.0474865876376014,2.1568136703610423,1.996681964996342,2.004646063958554,2.032493330641009,2.0940903327998277,1.8912673467780377,2.041318829964808,1.9059617738960124,1.8800199406098854,1.8341288568779874,1.8035562976790454,1.6979743268261434,1.8487558103465795,1.7486568967616727,1.9461488219513141,1.8301975709455223,1.9129892156474577,1.9714006310745482,2.059868468863757,1.9731883696054937,1.7266835788304324,1.778868840329588,1.7456452576348436,1.656172831163591,1.4473138896342939,1.7098450127479352,1.61086457146013,1.3325951443345372,1.293711649521622,1.228839787424029,1.4144273004245136,1.368660480679134,1.4610346957087057,1.3046871227144023,1.280208657746715,1.2487430230356236,1.1983154308248858,1.2113955313306615,1.337996840747012,1.2458020483173782,1.18273409288415,1.1281769405802031,1.1801939847264455,1.0867332679725146,1.075448444654224,1.2100513949419418,0.985973229479428,0.976666274527714,0.8376704854882489,0.7588167955392675,0.6758275365745734,0.6085306823831653,0.7783988700885078,0.6480082371659399,0.7039976664520106,0.659915588789946,0.6897031107205488,0.7104913332808281,0.5237631471503372,0.2702384552694066,0.3177635962592343,0.45824096451846086,0.3931314494016476,0.24150138808990845,0.3231147153098732,0.3243223215826163,0.2958484872420538,0.14967691554907117,0.12503710988341793,0.09497817078137304,0.06977730797122937,-0.011498090137616013,0.010887933650184789,0.1198187457209739,0.029272008667435852,-0.13017953724229783,0.15393202349479512,0.003499332451827004,-0.02822242485144425,-0.2646849840793726,-0.1331768046454897,-0.3551036369309831,-0.327023438379541,-0.49601883369293087,-0.347391764656459,-0.3206181408908793,-0.366770220141244,-0.6714877835064695,-0.5123974789508259,-0.3813156915907438,-0.3054372868401755,-0.3305733550427208,-0.22073002872574035,-0.36977445559117345,-0.14346890841428983,-0.3988872307207616,-0.2931673132604376,-0.5718020936251134,0.019140417034005885,-0.20773840958354728
Lisa,-0.3212961084124022,-0.06792083315166113,-0.5553784555423968,-0.23077164314557028,0.049435341553826125,0.2494228353953588,0.17559042623033896,-0.44660700040603313,-0.1888001340021273,-0.3603535265093821,-0.44400093319339523,-0.30021476414393033,-0.09751498606839251,-0.1741158061627339,-0.5319338601022213,-0.4541279978859221,-0.23160053994967153,-0.12645660187526286,0.05586549358790535,-0.1264878813410709,-0.544345713300982,0.21848847069029975,-0.08813517320065986,-0.4672927363911254,0.09714835242523386,-0.4691616953100104,-0.16017803153291116,-0.030035999119442724,-0.028109957943903523,-0.24791319953475033,0.1396689905493033,0.07217949500073785,0.09396693185745006,0.2185452380721844,0.2659458808424408,0.29415032881130476,0.10608889761442113,0.3145877332433166,0.17761609827818722,0.10840525036413658,-0.09737337312509547,0.052479326261524975,-0.08294763546873564,0.07437968331686279,-0.014652119465031683,-0.020689549038039247,-0.05129176871607684,0.03891415817003043,0.21687776263049052,0.2980846606936708,0.2576727198566923,0.10748100420334906,0.22044614941955903,0.3051877524088832,0.36169190588382666,0.26317852135079606,0.5182084500602786,0.4519409599933341,0.32586494068116734,0.44585340218374214,0.3950674872079306,0.4056813072530208,0.5203530026979281,0.5181824483279653,0.42261098262372815,0.4310573087262269,0.4469234337455662,0.4466006395942809,0.4395604914789049,0.5065082844500042,0.5252339183961451,0.5727925896413252,0.5599926305224234,0.6711835380605196,0.620815701323604,0.7107264109170549,0.7522335063449257,0.7808558681786415,0.8505691855118257,0.813048488575672,0.8004260273187759,0.8506048744680339,0.8753017184337686,0.9280267765542785,0.8169126006956973,1.0215877718176396,0.9602883568447477,0.9185169625700155,0.9814177432571608,0.9967776790136104,0.7196696892290001,0.9045171394236418,0.9025530041873736,0.9233399131353714,0.849231285619795,0.8905599743885828,0.957913800026683,1.0066913981650054,0.8668564150050057,0.8464090805898006,0.7858671928527864,0.9288050945259546,0.8607223582470724,0.8607823365465469,0.901027328979451,0.9387673545703832,0.900798059769765,1.0453461753191728,1.0466459793925376,1.0748722026632513,0.860609669165762,1.051171856429333,0.8577562832517107,0.9612628347919753,0.8563848082543344,0.8528044935629562,0.9031126064989938,0.9765566091802944,0.7422455893248368,0.8130698350984767,0.9472998188210291,0.9702003203478788,0.9172728958735923,1.0026249708581727,0.8624649574411305,0.9979851030420512,0.8879400521724697,0.958056659107318,0.5416913757048739,0.8823192981858289,0.7887790888689947
Curtis,0.2140262758440224,-0.020866456325537314,-0.14865785988190724,0.44429808899923584,-0.33800984443410365,-0.22911042557572167,-0.23586423160538367,0.15966534930051002,0.435880360102111,0.051988742851262294,0.20243428050345846,0.40431393353140765,0.26073000342815766,-0.35112662608974315,0.36899957114501236,0.15890100766858267,-0.3284474770053337,-0.13382154199937812,0.08388316411767978,0.30249056893607174,0.050308035940693274,0.014038853080100628,-0.1760877701583246,0.41905158909368223,0.19799917999770408,0.29541987040602347,0.006687086544182083,0.1277211627110799,0.4072033773533266,-0.005023517490436515,0.20676175166056499,0.24503618176276962,0.23128114403724642,0.18950819299324953,0.22324630840937523,0.1289895244796886,-0.007052026965521036,0.1410572901860185,-0.014042888529672788,0.08192917959332964,-0.060372333591305616,-0.004432836596685549,-0.012316762438242307,0.28884391780823687,0.19814066314962628,0.15675766040059802,0.06751819912753139,0.25866560085992535,0.44225810185214437,0.3818804893549696,0.3401847519681194,0.2593582606949226,0.27586433841735575,0.21904617903755208,0.11044637707144248,-0.08385400114903876,0.30357264492637964,0.1754115648121906,-0.024397623732280244,-0.040101761530950956,-0.2045334280267983,-0.02332103621761727,0.05915906247545616,0.04110940311477589,-0.0692933207069632,-0.0996420367703555,-0.25785505072901477,-0.20043724801385393,-0.2544486947041383,-0.037791935931989,-0.16392727935906606,-0.11045419906662222,-0.048116288329311765,0.0996709650207642,0.026743913937801202,-0.011794308284612448,0.06745817758777324,-0.023689098188395506,-0.08979209120883329,-0.14005470670646028,-0.05521112501768216,-0.001932906676327455,0.04517452680223495,0.26555609870569835,0.22520225434775493,0.23371192803463542,0.07753418460141248,0.03463661710544467,0.03227656902455922,-0.0518868777391634,-0.307207149957325,-0.1136705309006605,0.047048427693661,0.10615473008357668,0.020228336696966758,-0.12048096375215037,-0.0432565995916822,-0.11411102350730787,-0.2775211486047768,-0.44690871187182407,-0.3502395198361156,-0.18955277835056783,-0.2009846761664468,-0.0983334425702185,-0.14525604328406866,-0.06583817775094578,-0.16170484286723033,-0.08231888648053025,-0.15304932976405392,-0.16641257850168092,-0.34595959334283527,-0.37541043517122596,-0.5710870412855307,-0.41028986356529357,-0.47177087144463886,-0.42071299108827026,-0.4754362757319747,-0.3877388932687037,-0.5934843349651739,-0.6362626730541576,-0.4859140691851822,-0.44031993906818007,-0.338225226142563,-0.1428591678891823,-0.2180732411881854,0.007124127398397124,-0.24393991379570712,-0.2237932919563477,-0.4223537268382466,0.050870927353586816,-0.3379819842134072
Carole,-0.18460647589550241,0.017349831595774395,0.06247362643993758,0.3689478269149459,0.001511155776645184,-0.027784790331874386,0.15846830232390474,-0.8403800542738167,0.06764060766103218,-0.1515613590553106,-0.059383726710513375,0.6207313287706695,0.17224400703371195,0.11623384854189887,-0.5435978906065655,-0.06581782540696315,-0.4278167049085742,0.34734559432411555,-0.09963235777367364,0.341462612003683,-0.3780645224747132,0.22484350619475324,0.41651056996814634,-0.688775071895621,0.26210462823669867,0.3180759395034154,0.4121559420201146,0.26230038631194774,-0.03268043348283704,-0.033797478053600546,0.1950522279110146,0.2900510534572004,0.3050378504530905,0.418816964165577,0.4807609498642033,0.6412535728869299,0.4722136163659792,0.5955425998571199,0.47976673032209877,0.5602737235105054,0.35047261161152576,0.5512718718413996,0.3978134963593216,0.5254232488611359,0.590084640949602,0.584027407781336,0.4829170200959667,0.5590547375651106,0.5996679973946427,0.6542092533810079,0.7046783791406033,0.46315727988226757,0.4576291389913518,0.6145454552120863,0.6718643936944859,0.5248277541370375,0.8564594862564179,0.8110954929631933,0.6534087973053341,0.7983402560987857,0.7950268579840406,0.8940565278176731,0.829724647014769,0.9497001272506459,0.8733551945138848,0.8684621671420963,0.7233402239148007,0.7779355803609913,0.7699679751707288,0.7986989985247887,0.7673100012159899,0.8448838652301797,0.8955619547371767,1.0159351585506116,0.9362283900031464,1.0851968085265646,1.0863368528501045,1.0486121320458406,1.1468374386932443,1.0228537388332963,1.00212921535522,1.052204827967708,0.9344673779974801,1.0802763968526028,0.9505713528715627,1.1369656954397178,1.0868393484109844,1.0238623659114674,1.0143481775313146,1.0183264723862455,0.7635821567681536,0.9508619154465382,0.9636981803393885,1.0201515050783085,0.9076497345012317,0.9395710031747236,0.9482984435322072,0.9341306106482913,0.6972253251753656,0.6759123750548987,0.5767335614137363,0.7451832903005946,0.6616541269781827,0.7577478935461565,0.7239346046933592,0.7766229554611124,0.5924751104638284,0.7652452271971726,0.6359521433220692,0.7039344405199607,0.45985330657841317,0.7028850434132625,0.49012018930245504,0.572898949853447,0.45583634048197536,0.43281475861634877,0.38564805479988823,0.48881165891420225,0.2001912589558358,0.3613454926898354,0.48796671323590185,0.5615364362223687,0.5030846982000652,0.5663514861271832,0.38637784722014445,0.582279112364717,0.32473251278506904,0.4114053582002832,0.03239709341985402,0.4104255823551047,0.281628252692029
Isabella,-0.4459460321459249,-0.5563141138526142,-0.2856314453122071,-0.3606601495668281,-0.04886412728895983,-0.12260928673363355,0.1546809908925844,-0.45580334002401507,-0.5534295752467867,0.08056220024584561,-0.08743383474281197,-0.054584717784047145,-0.3084459627659923,-0.20798541303082502,-0.5132143975273101,0.3506085625506456,-0.19916319187870404,-0.0864173987104028,-0.1048940935568648,-0.0429588102732733,-0.4571048543674946,-0.047671265902047094,-0.23897696776427946,-0.38918054667926416,0.43634445333908345,0.25158573644651194,0.005269806847284302,-0.2646733128171983,0.08300008991236717,-0.323244779422329,0.9402350762757121,0.928721115073655,0.7631679607611989,0.8018895729204255,0.8388716594699561,0.8845594099953833,0.724479807318791,1.0803142965793873,0.8456270190935522,0.8432993646826,0.4059778743590746,0.4727627929522918,0.4124392400525768,0.6382614436000797,0.5949340946109984,0.4165821484777385,0.44585491766673385,0.5289319340523432,0.44305288679762106,0.6252921187873148,0.36296186913648654,0.013861111140947801,-0.06082821024285571,0.33571953748856065,0.2484493855778441,0.08374692938606153,0.15416092262403563,0.2626313637725244,0.06813443515752275,-0.10571542830966035,-0.18412489178186014,-0.3138628246967572,-0.02680785828971925,0.08972947992875004,0.003478850030194053,-0.07079103862098785,-0.14149124367566798,-0.1831942349190342,-0.0817399602353983,0.021211617077978414,-0.14196163909813114,-0.30092827392298294,-0.09181935515367805,-0.04377441574069527,-0.15616672178937796,-0.11406622973480038,-0.08687474824196031,0.05364629375708055,-0.04820776334422554,0.01803530013593709,-0.11631823014494505,-0.2616785669663379,-0.16488061048269512,0.09895285336438732,-0.05710601122176552,0.17468534624344131,0.023314510015855872,0.009164038923522948,0.2030101100346343,0.20465346253077263,-0.16370881434569756,0.06853880537691906,0.27534042874573245,0.33938985596088345,0.25810097409500016,0.31478464987463717,0.380693128191666,0.4623605731522705,0.25825965657021877,0.36464508559408254,0.2597576002941358,0.4763205066935647,0.5183930596166842,0.3752377709573442,0.5304966577700609,0.4949685971035423,0.3798328453274627,0.6321007188268356,0.5792503961265512,0.5409497216850403,0.30189808819199304,0.2933758138190759,0.21167777482315941,0.419862186304109,0.299993400072612,0.28549101829140994,0.4218791283351241,0.4801591126584339,0.23328361295305974,0.3253364147236152,0.44650787727619956,0.458334969724153,0.48038328777003175,0.6603877997630437,0.6459347268064716,0.7141101328572098,0.5149684876075006,0.6629235696962417,0.405681116827971,1.019261841936808,0.7386276338150404
Aubrey,-0.041766910661900455,-0.38457348072153824,-0.1541640379129425,-0.36156787691282444,-0.2647361071327265,-0.331924922160613,-0.018848661971012783,-1.0872374454467797,0.03175332299291294,-0.10013038796155492,0.03672534672621858,0.06278904876712718,-0.4423397027458606,-0.7532614995197762,-0.6451326683250548,-0.5411793131828315,-0.4963271167210487,-0.36952519515924914,-0.0488867995227975,0.12146114035377216,-1.0396092575007916,-0.7074820144591929,-1.0444067978798197,-0.525808177834006,-0.10646547725482709,0.01388813258008931,-0.03075284419234032,0.13645411450021802,-0.1000871145494662,-0.2515569544152451,1.0902536127176483,1.1778696566010296,1.1142008110018145,1.0309705111978502,1.08903101204377,1.0076001413309328,0.7400140016005053,1.1208542077784018,0.9542858067875633,0.948393284615592,0.7344630373873715,0.7512290685587166,0.6471386805907616,0.8986733022914862,0.7203230878416063,0.8584289192942128,0.6377245867902849,0.8128682432725158,0.9883850311161634,1.0124270330291674,1.0548307666421937,0.8258467943177543,0.9453461935607214,0.8881470120985573,0.8200673718027182,0.530073151961448,0.8050842658790086,0.7537500681527849,0.5212624864429422,0.46816251937774916,0.2501451966639155,0.4278943624469673,0.46426341046235536,0.5524481634132515,0.4786090755956354,0.4618917745319268,0.30727219980022413,0.4039390079443267,0.3931545745503209,0.6448349839104357,0.5642581432360462,0.610890396694674,0.5627470788002534,0.690446946586285,0.6442197930202196,0.46974133023060566,0.44590972918148963,0.5007549525529865,0.4637757043864058,0.47539393183718764,0.29564148979488125,0.3177768283652615,0.4496373823361169,0.6625262285605343,0.47476323710019397,0.6718719806403747,0.45657757963441487,0.45772400777442723,0.3938065353137822,0.2974634657960478,0.09111234284467713,0.2892686089818961,0.5536609353515408,0.546391149549857,0.5030491862627318,0.48873219502563914,0.45927017102434153,0.47770122397569326,0.3414592752898055,0.14673570081508677,0.08087032601507166,0.2595294528414688,0.3078994975977446,0.34538601294464866,0.2852358378572877,0.32387194957058324,0.23736246751940612,0.45829974504175164,0.42561010304576286,0.5903829440079281,0.313733741067021,0.32870042463583815,0.014031939686379636,0.218134296256519,0.2487266405534708,0.2298216178818737,0.2857828163990043,0.38394438838670636,0.09134802854654125,0.060511882382460955,0.12043757577326843,0.2205133593707303,0.304823117558936,0.4546229252214948,0.3453879998450889,0.5692461086721025,0.39050711902846585,0.4765092241834112,0.15388738968224305,0.8531080790405479,0.6735730775737513
