,sport,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
110,swimming,gay,-1.677155723451477,-0.12213437695323433,True
111,swimming,lesbian,-1.64663846187714,0.24166762768143976,False
112,swimming,bisexual,-0.9333851114498742,0.08957014261041442,False
113,swimming,bi,0.0010729392790261355,0.12984135514849066,True
114,snooker,straight,0.4987509429713688,-0.03244966825547473,False
115,snooker,homosexual,0.5863238751510685,0.17496782963599106,True
116,snooker,gay,0.3582168402146923,0.1322431301021934,True
117,snooker,lesbian,1.69684809104278,0.05478854886904047,True
118,snooker,bisexual,1.6997257722958825,0.1006410352081633,True
119,snooker,bi,0.7862065490847944,-0.061485553145773475,False
120,shooting,straight,0.17526664705543524,-0.02733990252355449,False
121,shooting,homosexual,-1.0374642495369972,0.21034271931410692,False
122,shooting,gay,-1.060297766566156,0.22357696722673825,False
123,shooting,lesbian,-0.9664758301647955,-0.0818042148512867,True
124,shooting,bisexual,-1.0002290555451103,0.07059488017557221,False
125,shooting,bi,0.5602883280622328,0.1776059209221515,True
126,gymnastics,straight,-0.10827228903598464,0.19914238781758767,False
127,gymnastics,homosexual,0.4840056764312691,-0.21305609298037406,False
128,gymnastics,gay,0.035877863366217906,-0.21984058956819194,False
129,gymnastics,lesbian,1.3119935850743352,0.35295130633861976,True
130,gymnastics,bisexual,0.779343524210529,0.09633590182911728,True
131,gymnastics,bi,0.5192582506566977,0.06659612766571772,True
132,handball,straight,-0.3173876587568492,0.11559147385833007,False
133,handball,homosexual,-0.7420647533515706,0.018622797072601772,False
134,handball,gay,-0.892082341313264,0.025230316521806274,False
135,handball,lesbian,-0.009217303450050158,0.16037036839606414,False
136,handball,bisexual,-0.098268147338697,0.11522793443031047,False
137,handball,bi,0.031211515056938883,0.17192745318348204,True
138,wrestling,straight,-0.3546288249741468,0.030992072159484376,False
139,wrestling,homosexual,-0.9991085108414246,0.08553076052078352,False
140,wrestling,gay,-1.8212425725866657,0.1881616462958795,False
141,wrestling,lesbian,-1.7334275527967444,-0.20143714791616216,True
142,wrestling,bisexual,-1.6397086210382663,-0.004254741043971918,True
143,wrestling,bi,-0.037095616056774285,0.22788602783959766,False
144,skiing,straight,-0.062313326868439364,0.06419088359814262,False
145,skiing,homosexual,-0.29929122816809456,0.01958630506117227,False
146,skiing,gay,-0.4487159638542137,0.06022266921042025,False
147,skiing,lesbian,0.29397353254054304,0.1476343023434018,True
148,skiing,bisexual,-0.186034400390529,0.12656354629461364,False
149,skiing,bi,0.6082842906379625,0.16298814049036298,True
150,horse racing,straight,-0.09943651713124116,-0.14749447361386767,True
151,horse racing,homosexual,-0.2253766779060704,0.06370334039065761,False
152,horse racing,gay,0.18032137202936324,0.03650648425747998,True
153,horse racing,lesbian,0.9644138766937256,-0.14154737428645872,False
154,horse racing,bisexual,0.3249326551953161,-0.04697180925271004,False
155,horse racing,bi,0.6792384149354024,-0.00292393426340234,False
156,horling,straight,-0.4353450237511955,-0.12486820605508893,True
157,horling,homosexual,-1.152484677838906,-0.06066152913810765,True
158,horling,gay,-1.8897763329467367,-0.16281835487511775,True
159,horling,lesbian,-2.2391089808064337,0.005112955779071537,False
160,horling,bisexual,-2.1027736267939736,-0.0755949225138157,True
161,horling,bi,-0.020119983139630454,-0.203965423683065,True
162,pickleball,straight,-0.34220553045881097,0.05597945737458167,False
163,pickleball,homosexual,-0.7994623491944036,-0.04865515877214294,True
164,pickleball,gay,-0.8637639000188704,-0.012673674763353364,True
165,pickleball,lesbian,-0.5942961527905956,0.05427505737713343,False
166,pickleball,bisexual,-0.3739633142259913,0.03183945105139021,False
167,pickleball,bi,0.09000635901111056,0.05886384891888467,True
168,water polo,straight,-0.5464404606041783,0.0026730131146016555,False
169,water polo,homosexual,-0.6200413520304009,0.09693552894371148,False
170,water polo,gay,-0.3637385195893621,0.1726509602955017,False
171,water polo,lesbian,0.8090893314425253,0.05582720539317814,True
172,water polo,bisexual,0.2837007611716879,0.15273946438716424,True
173,water polo,bi,0.44414284087146666,0.30387514485935674,True
174,bowling,straight,0.0283268060083736,0.1748506595915948,True
175,bowling,homosexual,-0.6155861674086689,0.031433281450995186,False
176,bowling,gay,-0.867654135237124,0.15706995574033786,False
177,bowling,lesbian,-1.1549379549793506,0.04154482194528119,False
178,bowling,bisexual,-0.5371256036338479,0.12199149393998752,False
179,bowling,bi,0.2346046721256285,0.27589669281065604,True
