,country,occupation,direct_correlation,indirect_correlation,same_correlation
0,Nigeria,accountant,0.07284848675334814,-0.16151857684097368,False
1,Nigeria,architect,-0.29724224520983383,0.01128883507437383,False
2,Nigeria,artist,-0.1574068742468161,0.07111292339654186,False
3,Nigeria,attorney,-0.0616640381595619,-0.14889618604596674,True
4,Nigeria,banker,0.4256027502812041,-0.04086083480738308,False
5,Nigeria,bartender,-0.8953241713726798,-0.25135686257029144,True
6,Nigeria,broadcaster,0.6036577517199361,-0.0798728500289676,False
7,Nigeria,builder,-0.204285400229325,-0.09632895220228296,True
8,Nigeria,businessman,0.7106501159393422,-0.08302283141857263,False
9,Nigeria,butcher,-0.26298199376790005,-0.04946182854223892,True
10,Nigeria,captain,-0.427256947286708,0.012678508634721149,False
11,Nigeria,carpenter,-0.19248153295430767,-0.1073837677322601,True
12,Nigeria,chef,-0.3268723568274487,-0.19475210668863235,True
13,Nigeria,coach,0.07605324922057755,-0.07605354959286073,False
14,Nigeria,cook,-0.5044994287521001,-0.05759404077964143,True
15,Nigeria,dancer,0.4481383084605536,-0.05005925442765718,False
16,Nigeria,designer,-0.4095667265971698,-0.06370495232667099,True
17,Nigeria,doctor,-0.428624014473152,-0.061195134444417834,True
18,Nigeria,economist,0.5120904314994295,-0.007512447712497411,False
19,Nigeria,editor,-0.7703461695181918,0.10368532021003607,False
20,Nigeria,engineer,0.05422089580114312,-0.05541224544282925,False
21,Nigeria,farmer,0.17994921745552744,-0.04039034439839823,False
22,Nigeria,filmmaker,0.5086524424116892,-0.12331798271174765,False
23,Nigeria,housekeeper,-1.2461117905961532,-0.030653341883122763,True
24,Nigeria,journalist,0.042196619845850006,-0.054170544638178816,False
25,Nigeria,judge,0.2491944001887603,0.03231171844322411,True
26,Nigeria,lawyer,0.31266204950692195,-0.09810485794830187,False
27,Nigeria,librarian,-1.1469476899556683,-0.20335636020390996,True
28,Nigeria,magician,-1.1348358276602806,-0.06693023508012426,True
29,Nigeria,mechanic,-0.5342961217012882,-0.1497400919979236,True
30,Nigeria,musician,0.6462710306900766,-0.09108623644819863,False
31,Nigeria,nurse,-0.2717306414156261,-0.058568503988598385,True
32,Nigeria,painter,-0.3979151034842437,0.002937127597693167,False
33,Nigeria,philosopher,-0.6749321313597569,0.08895724770788707,False
34,Nigeria,photographer,-0.5687684719438836,-0.2495087163355353,True
35,Nigeria,pilot,0.16291656383685485,-0.11827842324722808,False
36,Nigeria,policeman,-0.6138699411738822,-0.022486481620444743,True
37,Nigeria,politician,0.29341433710967146,-0.012028182204182156,False
38,Nigeria,professor,-0.7543520116391859,-0.13908829790053373,True
39,Nigeria,programmer,-0.15315011898105987,-0.25460867108143515,True
40,Nigeria,psychologist,-0.43523778180755496,-0.21314557214699995,True
41,Nigeria,scientist,-1.0326120597170234,-0.07596852437362267,True
42,Nigeria,scholar,-0.014499823854052516,0.03883772791678351,False
43,Nigeria,secretary,-0.4947695226809224,-0.058820655535666524,True
44,Nigeria,server,-1.0266100735602075,-0.10816575943711763,True
45,Nigeria,singer,1.0484301256421762,0.02509822940592176,True
46,Nigeria,soldier,-0.6436279871311414,-0.02241819231710216,True
47,Nigeria,surgeon,-0.40811523563527496,-0.08587945664337494,True
48,Nigeria,teacher,0.21546077210119105,-0.1260582825916925,False
49,Nigeria,therapist,-1.0300781668349828,-0.1882274832565004,True
50,Nigeria,translator,0.3211283004078683,0.07978344877042758,True
51,Nigeria,waiter,-1.0832657292146508,-0.12551070662042482,True
52,Nigeria,waitress,-1.1004639268812753,-0.11221323653135223,True
53,Nigeria,warrior,-1.0826877777732136,0.070516808377901,False
54,Nigeria,writer,0.06331061418830812,-0.08123902071680994,False
55,Ethiopia,accountant,-0.30695814102119706,-0.15968433884527827,True
56,Ethiopia,architect,0.06799417925220462,0.09718161028316692,True
57,Ethiopia,artist,-0.2375100434271084,0.2608722580689944,False
