index,gender_isomap_x,gender_isomap_y,gender_tsne_x,gender_tsne_y,gender_umap_x,gender_umap_y
Nigeria,0.07740721157778734,0.1967223721588815,116.04501,-86.93915,10.896523,5.793145
Ethiopia,-0.06378607284679512,0.013287955620083235,-27.721536999999998,-31.864140999999996,3.5715324999999996,5.8800419999999995
Egypt,-0.222198043713444,0.008721851749866885,-140.06802,6.879234299999999,2.2502777999999997,3.77886
Congo,0.0033527107827548033,0.011346526139885477,10.509396,-24.794003,4.0719285,6.1967006
Tanzania,-0.019761871742937646,0.02008159510258092,3.935165,-35.543972,3.930905,5.9389080000000005
South Africa,0.1243791749599722,-0.0581052931667215,107.23517,14.559289000000001,8.335875,5.5481515
Kenya,0.13954954243336906,-0.04008897818502746,113.938225,4.200972,8.166959,5.4206505
Uganda,0.01813792640075775,0.13013881145430578,131.51056,-115.45427,11.323113000000001,5.391449
Sudan,0.01841895977086705,0.07582752227663576,142.18745,-123.4023,11.211544,4.9456873
Algeria,-0.12035547961793787,-0.11821583054734222,-227.37286,10.667423,3.0974548,2.0174456000000003
China,0.0745953238012323,0.05692316679749456,165.37248,-97.597115,10.519117,4.8605647
India,-0.2065702400085954,-0.07671253238509651,-179.3543,5.8002954,2.8780923,2.8584406
Indonesia,-0.15577171122303338,-0.12942894481347658,-215.7823,12.959997999999999,3.000979,2.2152295
Pakistan,-0.19448317538511053,-0.13444421888433622,-194.92012,7.4517894,2.9071476,2.4582634
Bangladesh,-0.10604159957438583,-0.23082513902469656,-243.31465,23.893843,3.4147682,1.8197116000000002
Japan,-0.17447618434138526,0.34559526080498826,-88.26039,82.92421999999998,1.3722857,5.187223
Philippines,0.0605648561941667,-0.05632088077042765,64.80570999999999,40.93792,5.206436,6.3483769999999975
Vietnam,0.4755336080230784,0.001685396950861755,-21.030222,-175.96895,8.841325999999997,4.4559045
Iran,-0.2628128568877234,-0.03939083809905943,-162.36736000000005,8.559116,2.4267032000000004,3.2739768
Turkey,-0.04605279672954905,-0.0028650850504329892,-14.742292,6.2651095,3.7981504999999998,6.7574887000000015
Russia,-0.10617872234355956,0.13879185598455718,-74.83209000000002,56.305682999999995,1.5973312,5.3216453
Germany,0.1191454639318162,-0.10620841890425696,96.62762,89.64090999999998,7.0987477,4.4973598
United Kingdom,0.21404929814752247,0.0832699712189547,119.12931999999999,-11.852184,8.763394,5.213289700000002
France,0.05344395503882286,-0.13573022657059905,63.34747700000001,115.58448,6.3894699999999975,4.22115
Italy,-0.23319605713503225,-0.09800536355657567,-186.24331999999998,20.9906,2.6351093999999997,2.7185203999999996
Spain,-0.12901777444948712,0.034556249472193615,-92.9476,7.267010000000001,2.2877986,4.7851669999999995
Ukraine,-0.24830963924637806,0.17950005332140556,-92.87998,67.23106,1.5518361,5.3392367
Poland,-0.09312762088653204,0.010147036347257495,-34.55167,-21.291445,3.350764,5.721465
Romania,-0.3236074139492781,-0.07060412506293583,-168.91956000000005,32.155827,2.5012844,3.0537558
Netherlands,0.1627129700369994,-0.11984457819766214,115.75067,92.950905,7.380468,4.455856
Austria,-0.043519610928087885,-0.25762698717477056,-254.85998999999998,30.848276000000002,3.62049,1.8185433999999998
