,sport,gender,direct_correlation,indirect_correlation,same_correlation
117,snooker,girl,-0.9996467192742065,-0.1731071132205027,True
118,snooker,man,-1.2847252964792528,-0.1330776870523153,True
119,snooker,woman,-0.5202579376064459,-0.1275662601640265,True
120,shooting,male,0.1445421548865307,0.06291912950025344,True
121,shooting,female,0.3473879598995099,-0.3112768501840187,False
122,shooting,boy,-0.23797653754182896,0.02190947738382421,False
123,shooting,girl,-0.2400513724090532,-0.30988613924007724,True
124,shooting,man,-0.6702366000567445,0.10392844252859523,False
125,shooting,woman,-0.02294622314274708,-0.30022946415567203,True
126,gymnastics,male,-0.02899550407214078,-0.3729895738851816,True
127,gymnastics,female,-0.18579381034343306,0.4766513051735349,False
128,gymnastics,boy,-0.7929172375259034,-0.38898949110379616,True
129,gymnastics,girl,-0.9958641166481124,0.4236468287154286,False
130,gymnastics,man,-1.6091879673127218,-0.44770206751844144,True
131,gymnastics,woman,-0.8564937855676414,0.4963706176563539,False
132,handball,male,-0.582679865753992,-0.17832481664519928,True
133,handball,female,-0.05384024063210725,0.04964864579763845,False
134,handball,boy,-0.6445994712663352,-0.1918722037320856,True
135,handball,girl,-0.6660073419678142,0.0361101336533332,False
136,handball,man,-1.075244083681283,-0.2205429544269263,True
137,handball,woman,-0.37435097484624696,0.04719718135114873,False
138,wrestling,male,1.1399790195507935,0.2310046820583645,True
139,wrestling,female,1.1103253128178416,-0.3092963610901553,False
140,wrestling,boy,0.4789291078932187,0.21911208865615345,True
141,wrestling,girl,0.44741781913476303,-0.2851910697704798,False
142,wrestling,man,0.3830884593636345,0.28531961342253026,True
143,wrestling,woman,0.7931687818992277,-0.33585836210581543,False
144,skiing,male,0.08442400610366173,-0.1524632408810175,False
145,skiing,female,0.029546583158005256,0.03846419041065742,True
146,skiing,boy,-0.042082142070610534,-0.1643444231074929,True
147,skiing,girl,-0.17818988604988886,0.044115753435214934,False
148,skiing,man,-0.7303324344061755,-0.1641691088095074,True
149,skiing,woman,-0.18669334007122868,0.0822205147165837,False
150,horse racing,male,-0.9875040733352374,-0.06900451503461591,True
151,horse racing,female,-1.0689900479985706,-0.29460145726412484,True
152,horse racing,boy,-1.207566400030617,-0.052535966638200315,True
153,horse racing,girl,-1.849366757063763,-0.26276088720251256,True
154,horse racing,man,-1.5692397675758472,0.06031859485597065,False
155,horse racing,woman,-1.008517568091674,-0.2161141238052438,True
156,horling,male,0.6934371869808088,-0.2948985167774619,False
157,horling,female,0.7751410576560764,-0.005783626168314779,False
158,horling,boy,0.5308862424484553,-0.2604894475670251,False
159,horling,girl,0.4059848039297018,0.0014735323791202405,True
160,horling,man,0.3243233088713218,-0.1897408956234603,False
161,horling,woman,0.4835719430823154,0.0934275290735226,True
162,pickleball,male,-0.2153986891781637,-0.21440974845716024,True
163,pickleball,female,0.11137710263854514,-0.01814762860526544,False
164,pickleball,boy,0.07709994939907819,-0.14801719778055214,False
165,pickleball,girl,-0.10694991950181484,0.02825935901174229,False
166,pickleball,man,-0.8688264149736719,-0.11890402783554314,True
167,pickleball,woman,-0.4636299848768767,0.06637373461396649,False
168,water polo,male,0.08396971524781963,0.011634781454057351,True
169,water polo,female,-0.16260537298540895,-0.13672178005592325,True
170,water polo,boy,-0.16863817476842055,-0.06596421653051754,True
171,water polo,girl,-0.5243996206607652,-0.17006158646851802,True
172,water polo,man,-0.7594524534153394,-0.049764135242272516,True
173,water polo,woman,-0.5313773432942834,-0.1714854406838047,True
174,bowling,male,0.6703419549943461,-0.039424112399546185,False
175,bowling,female,0.8312558759568252,-0.11896776292328318,False
176,bowling,boy,0.5605527374692005,-0.007021746930340071,False
177,bowling,girl,0.6777617735693273,-0.06937838508361723,False
178,bowling,man,-0.07842311517106887,0.014374871501617047,False
179,bowling,woman,0.27384523884666745,-0.07660850755831902,False
