index,sexual_orientation_isomap_x,sexual_orientation_isomap_y,sexual_orientation_tsne_x,sexual_orientation_tsne_y,sexual_orientation_umap_x,sexual_orientation_umap_y
water,-0.2634021525527245,-0.26985638254050703,382.40292,-64.26189000000001,11.131316,10.7027855
coffee,0.02985528940946825,0.09823677861444312,-28.443783000000003,54.82274,9.996969,12.149999
tea,-0.5947729975365396,0.08183646955223439,342.23953,407.48965,9.692657,9.985882
juice,-0.08939207541726972,-0.38819036446196004,329.85602,-152.80014,11.4428625,11.203308
milk,-0.4095889255771533,-0.16663175191308388,422.95956,230.4594,10.573023,10.248368
soda,0.37352894263159797,-0.06212710107848572,-159.53204,-333.13614,11.392156,13.621748
energy drink,0.2078171867311973,-0.4007162008340957,185.40584,-264.25174,11.766202,12.3853445
milkshake,-0.29650334639611353,-0.09794615815991116,380.81464,142.84628,10.480778,10.940108
smoothie,0.3376399385101291,-0.05868117294020533,-77.07763,-410.58505,11.0106945,13.297018
alcohol,0.4012936591967768,-0.18394292256423456,-23.332573,-271.46246,11.748497,13.273320000000002
liquor,0.4228269735897784,0.19941200777177487,-385.47214,-52.70361,12.001205,14.777551
beer,0.6147305509218879,0.1412520225632434,-347.50256,71.19752,11.98041,14.297707
wine,-0.4196010450351674,0.16958137191684666,194.46089,397.77502,9.238062,10.310689
cider,-0.2977256344074801,0.16776760552293618,136.04326,271.68384,9.464099,10.896116
vodka,0.3373271823506698,-0.011627631274310556,-137.67975,-211.19133,11.149561,14.019242000000002
rum,-0.1422396135829336,0.2436561981429401,17.444570000000002,166.61674,9.557603,11.508526
whiskey,0.14835406562554784,0.4426049047320256,-493.8789,-51.988113,11.603745,14.808609
champagne,-0.36014799846167056,0.09537232695034943,81.412476,370.946,8.950052000000003,10.681568
