index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga
straight,-0.5022267742856615,-1.3282250399493776,-1.0933653304884834,-0.758960336509667,-1.011111727721418,-0.6696725058839125,-0.8918477170419127,-0.8296648342657384,-0.7885033424029474,-0.7250296856331536,-0.8889724157649095,-0.43627245370495343,-0.8873976323336638,-0.4728773864312078,-0.4187575101072755,-1.0295259222313191,-0.5334363328035435,-0.7881177615167834,-0.7090999308308196,-0.882167803814126,-0.673438807534686,-0.888020661501216,-1.065086593473523,-0.6041519715151349,-0.7043273074248174,-0.8025698773483415,-0.9716909104945384,-1.394209414534602,-1.2993510188356634,-1.010752971533189,-0.753036877492783,-0.751857466406461,-0.8971742076094698,-0.6482388207670648,-0.939953634074195,-1.1107564529296827,-0.8629906583592427,-1.1312511797114075,-1.239877456858814,-0.9825020363583753,-0.9096326319695964,-0.8870167020329042,-0.04892751933873577,-0.7421135279431561,-1.1587945211065709,-1.1564383911270033,-0.9205699878054828,-1.0250629632331196,-1.2057595305656257,-0.9750223942744923,-1.087375867483588,-0.38403881570867926,-1.3370816129580565,-0.805009897447124,-0.9590281424872276,-1.3302566479353384,-1.1324880334883587,-1.2433675142541696,-0.7641958127008677,-1.4032705758554178,-1.0213974256423628
homosexual,-0.02955788886251037,-0.09606447726305622,0.2530217008884008,0.29339259359183006,-0.11960843013788089,-0.08501341085223871,-0.26196780230796496,-0.14836998888201108,0.30120692395857396,0.4236124090992927,0.25374193854807775,-0.4783088313262791,-0.14802293489305862,-0.31325244334995783,-0.16228825697360552,0.20565332558611357,-0.04823998912740657,0.531186745997254,-0.3182199225252923,0.23403079921106945,0.3492100725520098,0.32067355566232186,0.03795691869549159,0.384957994586229,0.04944446934248069,0.2953070470050192,0.6077570113572159,0.402086025840054,0.547532163515337,-0.11852504649881171,0.2859382069430387,-0.20299237652325125,0.21543822698283024,-0.1906245319548592,0.2107504714859591,-0.17702702998051845,0.6211496822425187,0.26850036605701033,-0.19781129386289956,0.18091506261111323,0.44649297373189917,0.14268465849924267,-0.2759135294379896,0.4445537676951209,0.5257599342411288,0.25060735634150433,0.5346942566482802,0.04638859132975951,0.36839398180956157,0.37208668392986316,0.1920233453781542,-0.02184084242457423,-0.22390478870479474,-0.16273612573933047,-0.391302324182152,-0.06424335477551545,0.12486712038166445,0.13089009837573887,0.0058867432929360876,-0.17930813466085418,0.21677527976202504
gay,0.3627719743889093,-0.26745596293360135,-0.2716850607364262,0.6070257057519411,0.15455825636367201,0.6169178361924554,0.12455078523404785,0.26063855374358735,0.48018880973219336,0.38078570449154764,0.09191077139180373,0.024237446963286582,0.1692420460021667,0.09169266575592419,0.19854726775511616,0.5072925852623535,0.4850058989724699,0.7469935637766658,-0.22119762434678883,0.2318629550520963,0.3725073252750285,0.23760763746509012,0.40370550420933304,0.4785776445158475,0.0010476569829758714,0.32008100936168254,0.5514801164430554,-0.09718691109904695,-0.009465008027221026,0.17194564237638313,0.09668007972770319,0.3599921403379945,0.45933343898755324,0.6164607092027629,0.5358174684170529,0.44378970176165283,0.7830921219115471,0.5513067313931018,0.2421445391830945,0.5512683679925041,0.5636830305094642,0.48882810641587005,0.8260582997355029,0.7478870495333685,0.415226760934371,0.47143051860342716,0.6583801708541314,0.5170740637045446,0.5056799905234746,0.5938639122188558,0.4201296036060413,0.9510370583452884,0.13870703539940815,0.679906980472053,0.27819044902639056,0.36191264769124926,0.5675544894538855,0.43523287858809545,0.5028803395873582,-0.08431651471338551,0.5088055179553997
lesbian,0.3778396859672552,0.20756101043861794,0.06412073439755549,0.7132893415076584,0.11965907672438421,0.5897208635747232,0.27108558619817663,0.260321128682979,0.5875468344522619,0.5264355939827843,0.41517262423869944,-0.21800478238195928,0.12118943481631994,-0.3605635366246479,0.059663606578573766,0.4813921946441418,0.3833395173880349,0.24047104734454705,-0.19464670779166504,0.2033295959344201,0.2555238426331505,0.31885411116594153,0.3624815978388091,0.6900778430894002,0.3149244056912312,0.6087269477691732,0.8100626293030279,0.3861737348223486,0.40009487636945434,0.27655404896727276,0.4038389158686753,0.24291090511721183,0.4510895998869283,0.6127270291427602,0.5879576156529945,0.9045551436039287,1.0678527412131864,0.9189244512200987,0.4430314654983034,0.7818978989648036,0.9545570955164332,0.737218239307769,0.5068344866150496,0.8035294555370447,0.5241299843406102,0.5341531599197847,0.8438229279709872,0.4597801393096459,0.415316294248342,0.6287546177502459,0.6392945722179578,0.6872891738948748,-0.07299487516775627,0.5239904613024032,0.017340043862899383,0.19469369074570447,0.5732501312382164,0.30661581723527304,0.5630151753509642,-0.2064519698746353,0.484082229108997
bisexual,0.1565580600749528,0.2817417264936357,0.3283124522036825,0.7543733378682044,0.35300794683383435,0.5357208195290663,0.3751569945203581,0.42935328839684583,0.6593169168673046,0.32180423865311525,0.6314799374920579,-0.2042619313004746,0.1780342793246146,-0.46526523020863175,0.2414572087747649,0.8053451652755385,0.37240095973727266,0.07333200537092971,-0.5519839717496055,0.24890604964867746,0.13941374681520224,0.07170519664533351,0.553396975733239,0.3735277915699004,0.13964317274952118,0.35061613956975374,0.5352310011665053,-0.10565774992367757,0.4797974200308719,0.0140914307694687,0.5251440247666799,0.065488717106433,0.3250138127215318,0.5573844368329778,0.22349814407550722,0.39680891269918667,0.769126587547112,0.5672683193019903,-0.023203243640519223,0.4419248879509016,0.784671694223371,0.6557979743690658,0.7598115450392123,0.8006552647213829,0.6121170081889356,0.2982327997286479,0.8737954653121524,0.5403064755424034,0.5589839212557047,0.43422536278323365,0.24929244286773955,0.7130217881200088,0.0011503539475516487,0.7232218228577351,0.11801520158576896,0.3970367681610033,0.4362267549867896,0.10809156182104619,0.8162050081951038,-0.28657729860576225,0.3240424674076543
bi,0.4165880298963435,0.0879239780202585,0.04777323452027585,0.7502284927043009,0.3710391649875108,0.22705140859138243,0.3542607470698269,0.5500978615808715,0.7131151880432024,0.19939644754721644,0.4988552567059956,0.45148568845277354,0.388321225410116,0.41765431878687204,0.6119128259374749,0.2856216362275641,0.6452959714227819,0.3072610603359707,-0.07187595797039513,0.2277682447399255,-0.11736983832806419,0.030592746334814288,-0.4593497408014274,0.07392948034281255,0.13253238090763067,0.038871129332790216,-0.21257700092901508,-0.25792678567684857,-0.2332801480223738,-0.3294049794314964,0.050216725816962966,0.08734062159510804,0.236604086686427,0.09229229089358815,0.0033560648097591757,-0.23150461386605153,-0.17822608236465512,-0.4311261472792247,0.23491560669626912,0.1855426201900149,-0.15268926849502326,0.1494714026558499,0.38054598214821667,0.3014591922772846,0.3135506719349283,-0.07147458371373908,0.452191234255979,0.13217754192874723,0.4044761436803847,0.437670885190813,0.5631434658894006,0.4861058027789073,-0.19626612000429572,0.10049865202787026,0.5533417116703842,0.040372312512383865,0.02678372027429749,0.1463073425345387,0.2535191759870323,-0.09667263268566437,-0.1509768816712173
