,country,sexual_orientation,direct_correlation,indirect_correlation,same_correlation
312,Papua New Guinea,straight,-1.3370816129580565,-0.019713392294051925,True
313,Papua New Guinea,homosexual,-0.22390478870479474,-0.0069879852688201505,True
314,Papua New Guinea,gay,0.13870703539940815,-0.04200736341635245,False
315,Papua New Guinea,lesbian,-0.07299487516775628,0.002740162346942561,False
316,Papua New Guinea,bisexual,0.001150353947551649,-0.036189660260211,False
317,Papua New Guinea,bi,-0.19626612000429566,-0.10931039630348514,True
318,New Zealand,straight,-0.8050098974471239,0.08078569174129932,False
319,New Zealand,homosexual,-0.16273612573933047,0.0818644764210188,False
320,New Zealand,gay,0.679906980472053,0.11598629778267835,True
321,New Zealand,lesbian,0.5239904613024032,0.1237948731236046,True
322,New Zealand,bisexual,0.7232218228577351,0.14012240097543954,True
323,New Zealand,bi,0.10049865202787027,0.00675778401048984,True
324,Fiji,straight,-0.9590281424872276,-0.13349871401772806,True
325,Fiji,homosexual,-0.391302324182152,0.08810314945352718,False
326,Fiji,gay,0.27819044902639056,0.03214281234878783,True
327,Fiji,lesbian,0.017340043862899383,0.1509469166741535,True
328,Fiji,bisexual,0.11801520158576895,0.10677844106530167,True
329,Fiji,bi,0.5533417116703842,-0.08569583658474991,False
330,Solomon Islands,straight,-1.3302566479353384,-0.2037916885096724,True
331,Solomon Islands,homosexual,-0.06424335477551545,0.011716753678928313,False
332,Solomon Islands,gay,0.3619126476912493,-0.07537919036569272,False
333,Solomon Islands,lesbian,0.19469369074570447,0.034600754290896665,True
334,Solomon Islands,bisexual,0.3970367681610033,-0.019221901315966933,False
335,Solomon Islands,bi,0.040372312512383865,-0.1945915120264142,False
336,Vanuatu,straight,-1.1324880334883587,-0.22273947720514345,True
337,Vanuatu,homosexual,0.12486712038166445,0.08071140796372964,True
338,Vanuatu,gay,0.5675544894538855,-0.033181637814989465,False
339,Vanuatu,lesbian,0.5732501312382164,0.04488879037900299,True
340,Vanuatu,bisexual,0.4362267549867896,-0.001318477700396349,False
341,Vanuatu,bi,0.02678372027429749,-0.14884524933545554,False
342,Samoa,straight,-1.2433675142541696,-0.1556218228980593,True
343,Samoa,homosexual,0.13089009837573887,0.035795500812097036,True
344,Samoa,gay,0.43523287858809545,-0.02988118025303943,False
345,Samoa,lesbian,0.30661581723527304,0.02193659788825874,True
346,Samoa,bisexual,0.1080915618210462,-0.0010982720429010787,False
347,Samoa,bi,0.1463073425345387,-0.08811964893255646,False
348,Kiribati,straight,-0.7641958127008677,-0.10846219482224513,True
349,Kiribati,homosexual,0.005886743292936088,0.002937189730849793,True
350,Kiribati,gay,0.5028803395873582,-0.09371669235417793,False
351,Kiribati,lesbian,0.5630151753509642,0.08457827188829843,True
352,Kiribati,bisexual,0.8162050081951038,-0.01375625933120124,False
353,Kiribati,bi,0.2535191759870323,-0.1811919087322872,False
354,Micronesia,straight,-1.4032705758554178,-0.19189117680318346,True
355,Micronesia,homosexual,-0.17930813466085418,-0.011829895221783578,True
356,Micronesia,gay,-0.08431651471338551,-0.09718128095590964,True
357,Micronesia,lesbian,-0.2064519698746353,0.04637713687014245,False
358,Micronesia,bisexual,-0.28657729860576225,-0.02599246750001885,True
359,Micronesia,bi,-0.09667263268566437,-0.11435590444324732,True
360,Tonga,straight,-1.0213974256423628,-0.08233106954965383,True
361,Tonga,homosexual,0.21677527976202504,-0.016881249644128356,False
362,Tonga,gay,0.5088055179553997,-0.05794486352932386,False
363,Tonga,lesbian,0.484082229108997,0.023641407113598054,True
364,Tonga,bisexual,0.3240424674076543,-0.012501208356199769,False
365,Tonga,bi,-0.1509768816712173,-0.06571611739180633,True
