index,race_isomap_x,race_isomap_y,race_tsne_x,race_tsne_y,race_umap_x,race_umap_y
water,0.0036847404268625056,0.15043365901683092,-43.16981,-34.167686,12.794514,7.833209
coffee,0.12262284774863122,-0.012073513972943515,5.188267,-86.5517,12.726674,8.544116
tea,0.7180028378801241,-0.03052822999603497,65.92448399999999,-234.95049,12.466055,11.564282
juice,-0.1397994405963255,0.08557916689716133,-57.284622,2.678169,13.212767,7.378119
milk,0.5113768308438759,0.00904483613792762,36.940174,-193.10088,12.183524,10.787884
soda,-0.5807036084238295,0.02933898798358577,-61.402084,177.16507,15.0830555,5.7051050000000005
energy drink,-0.5542646742486775,-0.10664877430654104,-124.03988,198.15175,15.873176999999998,5.8057733
milkshake,0.3085630202492539,0.025854567527071336,7.645621,-139.25773999999998,12.29608,9.621106
smoothie,-0.4396741331537917,0.18784113030080574,-28.295563,172.66225,14.920063,6.184979
alcohol,-0.4780893353654016,-0.08248231966493971,-110.06304,164.80473,15.804144,6.097619
liquor,-0.3905313631106265,-0.077506207264143,-101.35895,131.10092,15.482805,6.4637194
beer,-0.5777421342554617,-0.08136791363618469,-151.18958999999995,152.4591,15.569684,5.456179
wine,0.6816812908547207,-0.07056460471556332,34.030037,-269.4441,12.908406,11.134081
cider,0.4060246265833429,-0.04157922352569584,4.5035725,-182.05432,12.419049,10.233654
vodka,-0.1373817465490327,-0.09577678224040263,-48.045395,40.404408,13.135987,6.9080619999999975
rum,0.18234651764196466,0.13115721861642352,-27.082212,-94.55455,12.374896,8.909214
whiskey,-0.2740322955151689,0.014103560550501819,-72.28461,64.89353,13.867178,6.7227960000000015
champagne,0.6379160189895399,-0.034825557707858334,16.435022,-235.70169,12.441019,11.118617
