index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga,male,female,boy,girl,man,woman
Nathaniel,0.7605899456620921,0.33567622356796417,0.19571534747422378,0.7177465099853044,0.4514634014414225,0.3674305863018577,0.29318327546482587,0.8920238075482619,0.381319664123846,0.06229120359958718,-0.805059583554845,-0.21283991476630212,-0.5586878606381815,-0.46558740649352215,-0.21414845779032315,-0.3259185229742143,-0.4253568920585554,-0.5996957318360485,-0.3328488719340575,-0.8120537855145946,-0.8033661366310046,-0.5522871413377308,0.21090078178128077,0.27998914586805596,-0.15109553299266104,-0.5556052831176123,-0.8104109166491591,-0.6023109883644404,-0.8799082117869084,-0.15182422031110288,-1.0863820020869235,0.02335407005420512,-0.47741679070858284,-0.03707159743696117,-0.3542997027975024,0.7785854419773579,-0.17441770445926408,0.05944951310350268,-0.23823208078984012,-0.32063163530297817,-0.2820291476231215,-0.6107601846304569,-0.05290372404798791,-0.6078239024806577,-0.8194471053565635,-0.5212914947185935,-0.5347229343493339,-0.4962846839954192,-0.5010779244718495,-1.0673190274151785,-0.666597790822287,-0.07857452397177733,-0.15926442022594642,-0.23075743255539372,-0.7118935635263843,0.17500585116431597,0.11917028669108902,-0.47110787387110914,-0.3430401799901311,-0.3833245561036666,-0.22350595706072302,-0.30594036524907686,-1.6739431992111895,1.8950088181092062,0.08191650820634501,0.5719912119548825,-1.4428790481933318
Marilyn,-0.4001434122710669,0.0011418948330516835,-0.08534389916172208,0.08856727595846413,0.08211748357333172,0.21899146638469705,0.024986888988724736,0.03149381262178097,-0.11891879412055772,-0.24961254017661205,-0.401505467343646,-0.27662275394311875,-0.4194542218967423,-0.6313993545181729,-0.04025181530876752,-0.4700587982142211,-0.2383826971605813,-0.04289971410885768,0.14597146528427152,-0.11792912905458766,0.5404953851409044,0.006711708889694001,0.28190807422552766,0.43249693392676125,0.1766681140500674,0.05496160387800441,0.16288227545720355,-0.0014102215271073466,-0.22767510925225445,0.021998873977372387,0.833060304442117,0.33143504981733196,0.21371813749810548,0.2549064777155047,0.9877095234887879,0.2972247113932196,0.4776144041598051,0.5067619863757863,0.6264118345050802,0.7751584759409009,0.7016380713335034,-0.2736461471819781,0.5386148029638609,0.4937124525245677,0.3171673576677554,0.47507367867517497,0.5260740046356728,0.2857206867456035,0.27999543590939796,0.396372361229304,0.3684342606687212,0.12323185323255949,-0.3696889323336567,0.001099495822746613,0.20948420696986395,-0.13340235342592946,0.011619077439867214,-0.33082506918434235,0.12493438957641091,0.11869579712347976,-0.08418896194000274,-3.0947259426771034,-1.0935437961730305,-2.0310395927359215,1.0565254060241351,-1.3351015203084902,1.3502312998616017
Jean,-0.25592098891058107,0.09020488470658015,-0.17469863584278314,1.0251546192416676,-0.05253463167651855,0.3988215200295038,0.05916118462274214,0.0040604129476765685,0.15700769324482805,1.5254153935043218,-0.24469089396379023,-0.46274564637344634,-0.3775330606092526,-0.4184148007184189,-0.18866473738270506,-0.4733099016184517,-0.2746146281704071,0.4108116471441709,-0.1172887819203555,-0.27187950914178377,-0.21470493831394094,0.5847606551343565,0.08317837995731342,2.1638877636883658,0.31601894346085774,0.4891891765623406,-0.04758114998151603,0.26514956937455086,0.48232963800591944,0.7724633028566328,0.49937467268231195,0.024176411658920993,0.045972823107586595,0.4357140410510636,0.3944301561284065,1.070138610494482,0.5585157510340278,0.9037218008422471,0.13020631118082626,0.22918116356953355,0.4793666672105581,0.039365046763440256,-0.07459833806891286,0.34248601283773905,-0.10892124165850973,0.36538275479250554,0.4490768881131019,0.2110255214703897,0.11707860849228342,0.2539094964084462,0.2413518808848906,-0.19331758167946195,-0.2173369391231375,-0.09363623832891031,-0.1381575127014899,-0.12804241241952546,0.4622135319949473,-0.2605206734171692,0.4231442835060186,-0.12682286301991783,-0.2164796752309009,-1.554170657028543,-0.921420494945391,-0.8455129243939667,0.2454700326399129,-1.1009141187882412,-0.010068064676550923
Peggy,-0.25723536986332785,0.7938591877185475,-0.008897285820574663,0.5694667155910412,0.4332344084325385,0.506951619682949,0.48003986178679936,0.6527032637455783,0.021658349055635913,-0.3402233118096278,0.0983864977423048,-0.5304661829692568,0.01780813196334649,-0.8875045475834774,-0.09769620476678909,-0.2338988704026904,-0.02740491482482265,0.7146893558261982,-0.8430749468876562,-0.39624415609814606,-0.4874505106604712,0.20957308171127836,0.2773859835538207,-0.12010224240393239,0.1794356019730327,-0.5334197816441462,-0.6989082366514577,-0.20326991396807959,-0.049632115984235975,0.6839997149009709,0.634139163736887,0.1782023834762611,-0.3681776735393133,0.3319912405810805,-0.30926513204112294,0.6962933224062267,0.8036062839235911,0.5526336728381649,0.2745882311964432,0.2849796998391526,-0.04068892095926105,-0.3388524859145992,0.5521258538735672,-0.11533107672237658,-0.4085504816039562,-0.1811422865246159,0.1839800375955936,0.005626755028407944,-0.3824479321745693,-0.16859410689215393,-0.06971867893975746,0.17446011745903267,0.4679044763260209,0.30190170332213173,0.7929500596393454,0.8762570229455382,0.579368162241588,0.23348776828554843,0.2560126826770045,0.4112220984915708,0.3468522909541197,-3.70848453292688,-1.451543498315123,-1.6655467465570009,1.3943349543140824,-1.8066628822574249,1.0095010821551536
Robert,-0.21738036463783472,0.264484428097115,-0.23551597161281515,0.20553595619841908,0.5613799635530056,0.05295958324851017,0.43961321923189633,0.6319547219820993,0.27162637322420663,0.24780637860049953,-0.21673589656509937,-0.41558294110888866,-0.19942913844739923,-0.6683051440744814,-0.31002214478560497,-0.27505172124513233,-0.20726868344329955,-0.21937608455302518,-0.12877194468423714,-0.17156898914550422,0.15365869694927586,0.27337732092309586,0.10764658077930135,0.6606348804384956,0.49176167872309173,0.11050024657787393,0.04611135342120852,0.6544716978670132,0.21993181017205057,0.41871804577303257,0.4623723827721816,0.021766233360444743,-0.3711575102189983,0.08086608725791722,-0.031074277384944726,0.15563682464876855,-0.09169414226505088,0.004409926098298235,0.004430921513930823,-0.031190440728391156,-0.05340216844089483,-0.581806346416359,0.14764576693355572,-0.18800594265513698,-0.4092366323727061,-0.46449267278989426,0.0870588735988746,-0.02161837122646691,-0.48754627423985825,-0.4054494376326535,-0.23316730714642458,-0.00026749662062881997,-0.1573337135184011,-0.13232752031130157,-0.013351612945754675,0.00027932116615448293,0.15079826870890226,-0.43667994778312114,-0.2951406851912072,-0.1390333458486862,-0.4713528339995467,-1.9374633395511576,-3.5722473856920485,-0.6840943417845933,-2.6231823874100932,-0.870196339474988,-2.8781166418559962
Miles,0.2158296548602983,-0.4665929189533366,-0.6133153468320682,-0.05000963726040391,0.4791400181759405,0.4204226516056343,0.4150484654075017,0.19205102936807372,-0.14817863748029275,-0.2099329935447311,-0.31152285705254407,-0.15455310042082246,-0.4729990597256475,-0.3768869583144169,-0.2762497157023191,-0.23375075761215414,-0.3981545960066938,0.06417729751952508,-0.6962748922391817,-0.6224760283353797,-1.0723840997765546,-0.626045787611331,0.3051609744773143,-0.17440894312644933,0.18135932231718777,-0.5761340984296897,-1.2364305246480654,-1.6127910025484145,-0.7617820957593893,-0.44758990522010694,-0.8557948098443123,0.12117158129817394,-0.3992712467946461,0.17536038007996466,-0.9082395105542566,-0.36047636154718676,-0.45467685898383003,-0.42254510976011306,-0.5822243075547947,-0.5245292689409106,-0.6690304472173189,-0.24795673477082292,0.4225601146326079,-0.02199972316916937,-0.2296598704829222,-0.6111569589380691,-0.22661500744537857,0.040866297478382024,-0.32438038004836744,-0.5830804475744259,-0.4791522313972453,0.45785277806059804,0.274814210709234,0.6087371515996813,0.35890300439756295,0.27365106910253817,0.28514178749430696,0.23297807180357302,0.13249705875119835,-0.09228848107119712,-0.029954582594642103,-1.3288523281045541,-2.3518061857369634,0.4509518998661045,-0.6202656085393121,0.30530864677047104,-1.101816793067209
Kathy,0.18776347109584385,0.2424702112138413,-0.46953698356206647,0.04056931173351969,0.2699118734373295,-0.09509440408746009,0.6244668593741818,0.2507370888442833,0.029753964978640274,-0.6996359972313738,-0.7146232018382802,-0.45155718560323405,-0.41738193084606906,-0.5069107415347018,-0.8192561020041186,-0.4172952532885889,-0.4571221647125078,-0.6208545484744962,-0.24831418758065452,-0.9149233997830033,-0.9646798860743836,-0.20953146643374418,0.020559541481748177,-0.6964954160621928,-0.36373672659787526,-0.6580052975726659,-0.37539778893407966,0.4021772459698925,-0.2596193134012651,-0.29773628655287715,-0.25637132213119485,0.06934276082398892,0.03012073449863707,0.118245155969603,-0.02427877456678186,-0.31539294155407793,-0.27684306654791374,-0.035567762884528765,0.2812571412670869,-0.12760282751551144,0.10714322217598174,-0.44144006029200916,0.01980222150639904,-0.18962563843642088,-0.6314444699053294,-0.2227472952587621,-0.08456817915818465,-0.45157412158570914,-0.36390136255714384,-0.22639540010640008,-0.16370430847150663,0.1767542710845241,0.07219518864290553,0.28344671486850714,0.37316309388499175,0.09256230540821711,-0.15836600511257445,0.19110576810101285,0.15441077857691254,0.12381616203777336,-0.07924393614832058,-2.876992398133033,-0.7705369808194628,-1.5609314080771595,1.2712796429612754,-2.0608426786839296,0.653062565310516
Laura,-0.2883355469915141,-0.5163143342624731,-0.6231322207773932,-0.3668003131066429,-0.1550595510837117,0.04617430266282216,-0.05774291641110583,0.079826966408536,-0.39876132413587023,-0.598798610441519,-1.0034550711617776,-0.411236626507046,-0.3910000402966076,-0.8831723640518501,-0.7132686524079878,-0.43248393081491,-0.28540296494150835,-1.3605455257402057,-0.8161018815987788,-0.427163159844619,0.04926397491080254,0.0004778266576010545,-0.06244097682904767,0.018914661249190008,0.6541252388937715,0.21325870586908258,0.00975640746468051,-0.23294800252652953,0.19658251980787508,-0.16182099320864723,0.1875028421617773,-0.21118592045278942,-0.01662330173440845,-0.048368396018948955,0.18854664670850893,-0.3313413521115394,-0.07507840798612433,0.1570304718890998,0.33869633394421933,0.14607439716908563,0.274385363866186,0.27618338023762556,0.13288184067219982,0.9437796481187781,0.6176444291199434,0.44849196218530585,0.94722692841646,0.980099398167419,0.6203017683370563,0.8481740968191228,0.9161558410894174,0.1729797292789414,-0.18961749054704663,0.13602687238428549,0.1942642122851276,-0.1355559365131972,-0.15441261132918543,0.030614307723122108,-0.23937200994980048,-0.5223788529021727,-0.20192555872687395,-2.791864124473828,-0.7966858765358175,-1.0608542100690999,1.7806236489544898,-1.4668234420014756,0.9820158281440545
Charlie,-0.9133881582089519,-0.8159663785901606,-0.8236635464438461,-0.6418128749739826,-0.5552669913522313,-0.06122706299134979,-0.31129204157497015,-0.748835458438929,-0.7072177009856073,-0.523969633690379,0.17277844399975834,-0.09658809293844252,-0.38131997595303224,-0.24569947453479668,-0.3250879005375469,-0.22459433011953717,-0.5873263297186402,0.10657005094672338,0.22877114659419792,-0.8866690057139159,-0.5227659062846342,-0.296526570722044,0.011869637666695469,-0.29390740205223337,-0.18028168962653976,-0.42047168504112714,-0.9632267597589349,-0.8115583244365386,-1.070023376492785,-0.12626711876003766,-0.39293357539082885,-0.020037201581658386,0.04609030462291431,0.026245472270572584,-0.3490675225256922,-0.2217494836820017,-0.07392284095039574,-0.11598667658330221,-0.19668188664884284,-0.21941989598577952,-0.24064104876364176,-0.678248134819617,0.07100148394377885,-0.10722502026593793,-0.4779858682206312,-0.35670808071827864,-0.2161022480925609,-0.09500816473363316,-0.3287431282845514,-0.18937630577472372,-0.1010543939641721,-0.08652195769793296,-0.28164217166787975,-0.12631734094754832,-0.42413437246304125,-0.28422896044924273,-0.37776699753783727,-0.6579444427008182,-0.3012119599080059,-0.294098054074091,-0.5603540082784988,-1.238466280291138,-1.952437244659922,1.3065548797632422,0.7616582162187101,0.7529640352333878,-0.40052122737096374
Leonard,-0.6864611345176899,-0.31662788776059936,-0.6825077897844924,-0.3667103631414969,-0.20305024479619407,-0.05516580384417476,0.061836419500343,0.020475923409171277,-0.82742065914936,-1.0375477721581159,0.3161694133371235,-0.38766262208271934,0.1436878337445749,-0.7493643919899933,-0.4168163765160893,-0.1699007628335735,0.38793730989499287,0.36439858590081353,-0.40320287972655344,-0.41807384435139444,0.6090791549943636,-0.0976437729039135,-0.12756888833845914,-0.19058334684715939,0.013872713182953342,-0.5883061408302133,0.08231915072322044,0.671454972253017,-0.301923739394289,0.10408018226914935,-0.07746721473187758,0.16866541219477757,-0.4035172477137325,0.0490178116948167,0.0448097344927818,0.11707993101122033,0.32935170317962137,0.06518459847707875,-0.09333274439857762,-0.12554700279120892,-0.028053833542456465,-0.9272440920942032,0.43722539397583937,-0.5279547706495884,-0.24749000951881833,-0.4267316057974766,0.023816676154152498,-0.18815886663951945,-0.4457097509455204,-0.43490537129692575,-0.9749664829341665,-0.1527997090784955,0.32011832980698485,-0.045671118343866945,0.37055861094072284,0.595367989799233,0.3556303408652031,0.47731986408469573,0.2642156600731871,0.37055911184404794,0.18160786040667615,-2.2960618443640253,-3.217497166026281,-1.5068629720522306,-2.6151313457144094,-1.0825166534150663,-2.16995857998102
