index,Nigeria,Ethiopia,Egypt,Congo,Tanzania,South Africa,Kenya,Uganda,Sudan,Algeria,China,India,Indonesia,Pakistan,Bangladesh,Japan,Philippines,Vietnam,Iran,Turkey,Russia,Germany,United Kingdom,France,Italy,Spain,Ukraine,Poland,Romania,Netherlands,Austria,United States,Mexico,Canada,Guatemala,Haiti,Cuba,Dominican Republic,Honduras,Nicaragua,El Salvador,Brazil,Columbia,Argentina,Peru,Venezuela,Chile,Ecuador,Bolivia,Paraguay,Uruguay,Australia,Papua New Guinea,New Zealand,Fiji,Solomon Islands,Vanuatu,Samoa,Kiribati,Micronesia,Tonga,male,female,boy,girl,man,woman
Travis,-0.31553540210877506,-1.1988084246997068,-1.9887905501699774,-0.7292831973316173,-0.8207580746481374,-0.6178809940056208,-0.6356849664123232,-0.5632386084798195,-1.2877060946965935,-1.6621799342004675,-0.7254316798767959,-1.2880860504054008,-0.7826628800821851,-1.7521372220070384,-1.8410286701187208,-0.10820586930051286,0.03328640931568503,0.08693603943686806,-1.8796972860163697,-0.7961181550385897,-0.25204258466685314,-0.14777750934585987,-0.08546323572695633,-0.5722802645612204,-1.067385277765827,0.0535082855991483,-0.45821129085995177,-0.33661980840058153,-0.548436442308348,-0.40595818584794646,-0.2664244793433457,0.4241460886965495,0.5949786979420075,-0.015213066496321915,0.5570813472374466,0.40556579946028337,0.3239677696737918,0.31776735342302703,0.22800805713180705,0.2579350749303964,-0.05085878284090683,-0.2780900200512575,0.37197786027044866,-0.717465234484976,-0.10095119403324788,0.12479933887413322,-0.3382873533561396,-0.2163970953789159,-0.33141640448718773,-0.7693515325298249,-1.1281020205960455,-0.09553137694484376,-0.3262310773622189,-0.17078796010474556,-0.168585323527796,-0.08628067987753436,-0.7050159385523874,-0.15861765799114966,-0.8636526936815042,-0.1898142747883143,-0.4405403954259436,-1.4067459610809105,-2.562051695992177,-0.05248746972574515,-1.2170306349207731,-0.42172302794306765,-1.7631631902997762
Hadley,-0.11663539055083828,0.4039504384840481,0.29148786480640243,0.02477946576947783,0.5108670008839276,0.38894011293745173,0.6815551097803626,0.022784303547843214,0.05162418444271035,0.3840799741279903,-1.039886645510882,-0.35783692600270145,-0.8629417866509157,-0.15835323695146172,-0.43771308977246265,-0.8394701339019974,-1.4237671199622812,-1.2487484075302158,0.3397297464091654,-0.29605700141158126,-0.8605726920820393,-0.01048499424092437,0.7442631373238602,0.5238618895579578,0.08809977885999497,0.03842790090866042,-1.506951972192456,-0.6616853039088755,-0.6027085786305214,0.021074734446497677,-0.23744515064878507,0.447722034127654,-0.5831249657765449,0.11715797750452042,-0.37754260089520897,-0.22114387056900725,-0.3595610776618279,-0.947106031016454,-0.41761870575283255,-0.4383197190917367,-0.931370193054593,-0.48714160557602565,0.16013677792153333,-0.30957782361075276,-0.3765972977248691,-0.6277303134962124,-0.42984052821045593,-0.46732405330332005,-0.3215412767251405,-0.5634938651179315,-0.22024636639769335,-0.020098775941138285,-0.6978023279640322,0.04101456133024145,-0.1418909446482235,-0.3784573037262452,-0.2969446268169981,-0.6949044289781167,0.030983775075054617,-0.4441491253553909,-0.38582715434260667,-1.9983021220509283,-2.021382325180276,-1.18554076005052,-0.8500014608069804,-0.8369843468423678,-0.5630695439787716
Allen,0.17015719666054718,-0.30835474466591684,-0.5196821012433825,-0.1203626107111482,-0.20675948000216607,0.1310287601139486,-0.128007356883394,-0.13234838524847528,-0.0968962468981146,-0.6549046383234972,-0.2677054521353779,-0.3555093697786573,-0.3110475629829978,-0.21667483646289212,-0.06509558221668534,-0.4069592566084895,-0.009813629613240912,0.3350075711486268,-0.3513081567820366,-0.3880907122543675,-0.13381035587402995,-0.042321827859417606,0.11226959598784404,-0.3155650501217838,-0.9923720949422079,-0.6266145486725412,-0.4395946409585356,-0.8382737966650597,-1.3217329237978575,-0.21253836378109675,-0.27342567317648886,0.35871169202856845,0.008660365129523164,0.30477941792473945,0.30530486468173246,0.28958734557389104,0.2729924361936245,0.12733607967489374,0.2636269294082895,0.3055818412396352,0.36056498152952376,-0.2952147044499116,0.8058051347187244,0.08269565667434042,0.15192646871291943,0.21262578787179978,-0.20074580711065185,-0.22094537584972593,0.08249165898899649,0.220864008268732,-0.25284164069365145,0.2024009413380438,0.10099864696990193,0.1328401787643453,-0.16937906596628563,0.022371852280553918,0.12841689561935507,-0.1516701421748498,-0.39451735200187,0.1292543355313442,-0.252808477167682,-2.8442095165622105,-3.051508717480767,-2.7519973389447405,-2.928632112772444,-2.12327891497305,-2.2351378549084235
Lance,-0.5864349273176177,-0.8387939880392448,-1.2528494206099372,-0.4890083593095451,-0.3483895300407626,-0.23584212010225078,0.027503466215302762,0.004299785217805003,-0.9252829131703062,-1.4684831785113623,-0.632814126569853,-0.6061921745340935,-0.8347166789342757,-0.9186793217686631,-0.5496095537883731,-0.07042180365303011,-0.33346357263485044,0.3025283622226784,-1.5315712702365234,-1.0316629867188853,-0.38629339048814104,-0.4055939658911198,-0.009977131224042401,-0.7165971980112187,-0.9729937986775946,-1.1626177843206766,-0.8374306440313213,-1.3594165476662217,-0.7890455139657798,-0.9116495760028854,-0.7327825544842239,-0.004847669034659773,-0.6675999904132216,0.15732042945192093,-0.7212040276197098,-0.6202037701121944,-1.0528753564705255,-0.7187287541373611,-0.5479646115163381,-0.7205162035726911,-0.869669316940072,-0.8215624967577243,0.3683146519154758,-1.1129351186600538,-0.9324144110339163,-1.036932083275285,-0.726742497506877,-0.46369373280055093,-0.8989955968941092,-1.333851487728363,-1.6119834231353878,0.15873006194679418,-0.20270662914837878,0.060693012317548076,-0.08320098228621255,0.05141299421647518,-0.406379747969542,-0.3093260638387154,-0.2137938619631141,-0.3428976272089163,-0.624603994234332,-0.33212265315867256,-1.5766718647471738,1.5851995982118152,0.15509715504335664,0.6936137300590491,-1.1491731399778888
Mabel,0.863922821618419,0.7559903716928115,-0.28769119009234523,0.8237633967598977,0.9214528041521778,0.2167684438121761,0.6386583030311674,0.7176528883073912,0.5014309173807912,-0.48674308310018766,-0.4917880848477128,-0.18608408712524963,-0.10026766499229803,-0.2765112128537858,-0.3094284255207275,-0.3692960028964647,-0.23800549492512998,-0.7688767276077982,-0.12985088917771861,-0.3894822095905396,-1.4989879592870652,-0.5302399506804202,0.12768372689295215,-0.2800904248127081,-0.5429579875580449,0.022481005106143984,-1.6061183921664568,-0.16058223359901586,-0.22902109558565753,-0.34429099802194024,-0.5083937996540263,-0.04789623155556306,0.7075538057373308,0.19125603902171437,0.28001048430487513,0.29418850866221335,0.5895769884033967,0.22992194772989893,0.6847394794047998,0.6719811775146016,0.504122768943348,0.0914157095040556,0.03895859012902629,-0.03262417474667373,0.06382216137875749,0.33161138161171355,0.14051953374051457,0.24030333212968377,0.3634237708411169,0.12828570637380246,0.2671140428551243,-0.09241697584413475,0.33610053818383684,0.09614051291205399,0.2486000508274729,0.4817138046559127,0.06464427840894096,0.2745033919319978,0.3930373700490028,0.29084664623436535,0.31467798948752196,-2.9586561379065723,-0.894069832966807,-0.8559725360745064,1.7914077977344431,-1.290043287120927,1.2263423846618133
Lisa,-0.41880097906107483,0.7323402134680173,-0.1750436443247587,0.20564774307297917,0.07422548948464719,-0.06462519584560411,0.02404295725775152,0.3501633378566998,-0.16444828430484223,0.1342350180970903,-0.34216506348565845,-0.1992557110391533,0.49654359043350915,-0.7122004752653907,-0.1688002634873693,0.07472657732858133,0.29166390973489825,-0.3174366496731578,0.17619564563407172,-0.030824721269603516,-0.10715036326253459,0.16422181583309026,-0.21166502377317856,0.03623199563824591,0.4860173727291334,-0.0028746136985584297,-0.4954163230816723,0.26789004048575316,0.13513061739455437,0.2921711692217868,0.21074289967375434,0.009555748951646185,-0.11114790900615068,-0.05327446076291408,0.10752536407806634,0.47643263606029773,0.11972971790201195,0.1354316935275291,0.21433651077478932,0.2751698175638881,0.08796852931626033,-0.18635021463538215,0.04934537939562239,-0.25040591877497553,-0.23110667591950318,0.014814831950888042,0.10882546548663088,0.49945898974016156,-0.17153907149823602,-0.15156198954240968,-0.17166891187612013,0.02453076169449638,0.16650385452598543,-0.0025186998322864564,0.3809714145133345,0.21160576979472562,-0.011581827700896071,0.16981575617137634,-0.18238661608530832,0.38733209815269226,0.14617164366414834,-2.4703729331745934,-0.5204458971895168,-1.1868135260333577,1.4095456526358954,-1.682935434800113,0.8750588793690579
Curtis,-0.2678197013744533,-0.9971841358823195,-1.1473229441083583,-0.6221654388790093,-0.20912418948450673,-0.16209578125982824,-0.14609157333891448,-0.6933657584124013,-0.7266903901126288,-1.2068688369179539,-0.6056589408925944,-1.0468139843598327,-0.6796844550714101,-0.9435977416968547,-0.9855225803598222,-0.5399394266011928,-0.41963100120919833,0.43654522814890656,-1.4299977134715536,-1.0635815131922737,-0.647243236802941,-0.15019987466891807,-0.13180673624928596,-0.6630521990908297,-0.8673808611557776,-0.773223377115451,-1.0456093626401999,-0.8683651119109316,-0.8088414745408433,-0.6069676110593966,-0.5743814321878064,0.2544200654973257,-0.07695997131189816,0.24870296168515812,0.1136033549637162,0.2624681228934626,0.45334448756348356,-0.1338992836074567,0.00964705197809946,-0.06926569830754126,-0.3221756643202829,-0.22632966436328175,0.6864155436637188,-0.35803818563517303,0.17172352740482516,-0.29477158694882605,-0.02803320935992256,-0.5285906898672658,-0.20679934056271007,-0.12616611704755754,-0.6626769832334171,0.05670039521450875,-0.2552799385625906,0.14959284019565075,0.4288720227370014,0.14748740575180325,-0.30819356540489,0.5778196053401768,-0.654666303212413,0.04821833934332542,0.1978444866426079,-2.9940044231915492,-3.3647437005194605,-2.5053440634740016,-2.872877277970911,-1.9975049151566422,-2.3199727128130947
Carole,-0.23937256409306434,-0.41581773497676294,-0.4574954547950421,-0.04354699476884063,-0.26906121674212147,0.41292330943185873,-0.07121607914336554,0.0493940512847625,-0.2155918896065005,0.12014173957367172,-0.6067382901540547,-0.2031552833785865,-0.6593345694777405,-0.6594804189716428,-0.3019588177922974,-0.6526560925345718,-0.19110366039557783,0.24309060075032984,-0.7308377910845137,-0.6650467256935718,0.12070535751282795,0.7562938053838034,0.4416985652313978,1.2586247236945423,0.21898659216824962,-0.11453875087242024,0.0013361149753140975,0.29033334750057976,0.15619941433015075,0.5368099488541542,0.8997615716145188,0.33554414006315275,-0.13430801880027546,0.5490662378666427,0.08979962645565785,0.5096452144792579,0.0016851692371756468,0.4346034831927102,0.1376305415279366,-0.286632214552656,-0.11373169119234798,-0.3139126590495358,0.7998719524007472,-0.24336105593609764,-0.5368932513405701,-0.19234147874315294,-0.09895688366981877,-0.22077185764595447,-0.6072010345624681,-0.47573682316348426,-0.4788287694246939,0.04065909022116045,-0.31791592709258454,-0.052967690066929606,-0.14548039295771673,0.012271511080701769,-0.10861923932040116,-0.7784986947448955,0.031387158763474046,-0.09595650321000106,-0.8140318022368718,-2.974429362756822,-1.1373082238922814,-1.2679717513847686,1.5883324017502307,-1.3653046908009259,0.9516703665848258
Isabella,-0.3540142336726961,0.47698413166034437,-0.27485929756474964,-0.2128247543804393,0.2027297525167185,0.15632302185271538,0.24946032818795819,0.11984455763915856,-0.24778970975557815,0.30258409569142775,-0.05244680903550864,-0.41411488352727654,0.18045185337510317,-0.7163875640136029,-0.9092649823478977,-0.6143037475233778,0.017650692282922525,-1.0347045745421946,0.2407143194099479,0.07322576034162487,-0.246952077026636,0.013809157643688235,0.4484688702250491,0.5805277853238795,1.4909784465448161,1.6714231074666135,-0.47041503517429767,0.21096674508939647,1.0526656108338812,0.6406232184550538,0.9470641928369274,0.014851753842441475,0.6590631351099289,0.022949759684869245,0.7311517769512447,0.2548061829028308,0.48660693328733734,0.49878729975654945,0.4538997754313343,0.7158503655825863,0.7705679146825501,0.38665393209154886,-0.40079787950532636,0.6328706604213116,0.8539794845767376,0.5935654258865602,0.9651073615864705,1.2709953273145234,0.2623710586874453,0.18671521263106705,0.8482069258898289,0.06790260501768111,-0.09073792824557518,0.23954731567160548,0.7039450743341426,0.1940042685386692,0.19878739611847976,0.36090437472681586,0.06489217587883675,-0.1725234853152335,0.26046933119650667,-2.6156142846090087,-0.26448793337939236,-1.5094478859054226,1.635603560641525,-1.6609648824996055,1.3020315823813442
Aubrey,-0.2765199415931506,-0.6617426305136704,-1.137910898895646,-0.14215736470540472,-0.14733268028594065,0.2113315618768457,-0.2862377054674487,-0.0755851573811467,-0.943355892593398,-0.589715706315179,-1.033485293524942,-0.8725310225358559,-0.2816495253880122,-1.6026709311061098,-0.8231220357259464,-0.11800259740584405,-0.13411618905095424,-0.5664036895087132,-1.6781298511126597,-1.2706871137598577,-1.4809047219282916,-1.1280382811504677,0.1411465279156073,0.16712202251220445,-0.2572894330821418,0.18717038550896717,-2.073299458872333,-1.915945559202825,-1.112456164359582,-0.12820792352630297,-1.2123861990758764,0.04247163164575746,-0.18010570559415776,0.1358121594627859,-0.05022969056027036,0.2313543497126056,0.44986936507967534,0.25696008451679253,0.08583290098880969,0.1422516432295972,-0.0016899286910557752,0.24308565884403774,0.05079555581293589,0.13557230934607342,0.21685032364908383,-0.01660842286272622,0.1757487231919806,0.2862267570954989,-0.2947201924634192,-0.14649294038418148,0.12312022647869061,0.2767717384530269,0.367601037735415,0.4861250635256092,1.629791569525265,0.4994572293092322,0.3025349838433073,0.6519168618306556,0.36558210971461846,0.23012488297920858,0.6133799430752986,-0.8462888202071333,-1.000455867502811,0.9955857663581756,1.222798262985247,0.5162204346524532,0.3301572308121324
