index,occupation_isomap_x,occupation_isomap_y,occupation_tsne_x,occupation_tsne_y,occupation_umap_x,occupation_umap_y
water,-0.7198696986533835,-0.02009378715104185,67.04307,-37.041515,13.176641,7.8433404
coffee,-0.9127436743878916,-0.03135007713481424,108.43718,158.67412,13.43242,6.207404
tea,-2.1405394482391182,0.23192371109123178,331.05048,268.89267,11.348216,5.7001767
juice,0.010145524357205307,-0.3638808604005068,13.704451,-42.52071,14.1252165,9.956717
milk,-2.146987007819443,-0.8211785355670667,300.73083,321.4989,11.485496,5.298283
soda,0.8379965391765387,-0.8860093741572981,-78.222786,88.240746,13.489273,10.034306
energy drink,0.802557355347443,-0.6493484798688502,-89.40802,-39.123997,13.778237,10.565186
milkshake,-2.156092927283725,-0.8713384800066514,249.7097,298.29095,11.698246,5.636956
smoothie,0.28081043400702793,-0.6970829619263184,-36.825283,124.71145,13.673588,9.214588
alcohol,1.239606414953004,-0.5161087287402251,-139.3533,-7.670849,13.485324,10.982028
liquor,2.383741609636077,0.16634509928778285,-303.45834,-42.21745,12.122655,10.473299
beer,2.9953249502225834,0.18993720139128625,-369.41647,-19.143898,11.823091,10.189482
wine,-0.98272744178206,1.5838524108292023,258.0602,22.085009,13.69639,7.4041753
cider,-1.4493225893533614,0.3912596349861678,157.26468,103.08656,13.088457,6.5783744
vodka,1.0197248611533496,0.626343120889366,-171.88983,45.052925,13.105171,10.635067
rum,-1.1725958052229748,0.30431930512538663,180.65935,150.65535,12.947011,6.9525704
whiskey,2.5915888535998826,0.14500783114175053,-344.14304,-81.63691,11.727901,10.608454
champagne,-0.48061794971115723,1.217402970210601,203.15117,24.964323,13.437421,7.1545496
