occupation,religion,direct_correlation,indirect_correlation,same_correlation
accountant,Buddhist,0.5300985118466288,0.06778631555410848,True
accountant,Christian,0.948395804055279,0.3332770018726293,True
accountant,Hindu,-0.2558636878371859,-0.07740798393667553,True
accountant,Jewish,1.379520757685729,0.2072541881721225,True
accountant,Muslim,0.014480830915011015,-0.0131161032291761,False
air traffic controller,Buddhist,0.0949891535687164,0.02764459645267017,True
air traffic controller,Christian,1.3401917771770664,0.2918758190480478,True
air traffic controller,Hindu,-0.3514586179543928,-0.03322567616057004,True
air traffic controller,Jewish,0.4423045986294192,0.06333445038716037,True
air traffic controller,Muslim,0.5400753011731132,0.03484755805244088,True
architect,Buddhist,0.808077784098216,0.0909742692374374,True
architect,Christian,0.8905197579620602,0.2671928877219161,True
architect,Hindu,-0.4605345282631095,-0.03853836241631912,True
architect,Jewish,0.6514301941736973,0.2911754452144689,True
architect,Muslim,-0.1880151441360096,0.16012044146137674,False
artist,Buddhist,1.4246620056916453,0.1273123438261392,True
artist,Christian,1.4724436999916308,0.07056279355203751,True
artist,Hindu,-0.1059677362658102,0.09052973142790233,False
artist,Jewish,1.8125124375833035,0.2137640142840309,True
artist,Muslim,0.23563516671106394,0.15058759172137556,True
attorney,Buddhist,0.10225966697381064,-0.16244521532173067,False
attorney,Christian,1.0345607080907928,0.31622303604575114,True
attorney,Hindu,-1.2165774039070787,-0.2345851939206858,True
attorney,Jewish,2.5849693226880897,0.2395995303535993,True
attorney,Muslim,0.26133369852981825,-0.05117758904231568,False
baker,Buddhist,-1.4650327530185578,0.041059761400761584,False
baker,Christian,0.06232273644005396,0.06541465490214403,True
baker,Hindu,-1.6393609064673194,-0.15881581663854585,True
baker,Jewish,1.0716014520999035,0.30775855269098445,True
baker,Muslim,-0.3402683281142552,-0.09300774011821857,True
banker,Buddhist,-0.6682025743217749,-0.054852553244389514,True
banker,Christian,0.33194300457021914,0.2469491468732084,True
banker,Hindu,-0.5349974666132149,-0.1242050491070997,True
banker,Jewish,1.6507570277907044,0.3122027719704279,True
banker,Muslim,0.2275998424650402,0.1524850788998222,True
bartender,Buddhist,-0.613861349893547,-0.06354883286945796,True
bartender,Christian,0.7274125068080224,0.2341716786556085,True
