,sport,age,direct_correlation,indirect_correlation,same_correlation
0,football,1,-0.1246381633088286,0.16526349415467487,False
1,football,2,-0.171084063221162,-0.050725824227650575,True
2,football,3,-0.011364323504577742,-0.10833253969949484,True
3,football,4,0.044991438786553734,-0.15369474914878395,False
4,football,5,0.052170422748756905,-0.16224688826996295,False
5,football,6,0.20603261772590126,-0.07583284555744932,False
6,football,7,0.22396639359070444,-0.1079759484184622,False
7,football,8,0.18083374885912432,-0.17752890861190246,False
8,football,9,0.2630276269151084,-0.12470521192001124,False
9,football,10,0.24002526654048256,-0.18710140296852973,False
10,football,11,0.6284817600007429,-0.19179085339795549,False
11,football,12,0.4648807652919852,-0.17349893753260834,False
12,football,13,0.6002700040449511,-0.13977643924781,False
13,football,14,0.620926420617149,-0.17924762951926804,False
14,football,15,0.6589422326748319,-0.17966285933958726,False
15,football,16,0.7581493888565424,-0.14537313953414507,False
16,football,17,0.8652405974110471,-0.12786948967311568,False
17,football,18,0.6591370085232241,-0.1032305445745575,False
18,football,19,0.8319559449032621,-0.08869568892637006,False
19,football,20,0.24981750246691314,-0.0588940982798212,False
20,football,21,0.5965412023142063,-0.0004327519818553399,False
21,football,22,0.6139790319999993,-0.011238852383479851,False
22,football,23,0.5923715467831097,0.044497539337108566,True
23,football,24,0.4806321255225515,-0.04177520026376996,False
24,football,25,0.2937419776436402,0.018111656905057488,True
25,football,26,0.4131180862366256,-0.047972308367794335,False
26,football,27,0.3866066387280186,-0.05269450097403789,False
27,football,28,0.31054579541362337,-0.004515410630175955,False
28,football,29,0.5105566781411378,-0.08674909798137755,False
29,football,30,-0.1298883472061821,-0.09686006343768586,True
30,football,31,0.3491535163549221,0.029164892519337036,True
31,football,32,0.26937130408460896,0.059599323730783235,True
32,football,33,0.4208561719012324,0.12882817272653208,True
33,football,34,0.44188524723636585,-0.012775822985904505,False
34,football,35,0.2419245655041375,0.031752821206766695,True
35,football,36,0.09665976016776094,-0.0006457491313894991,False
36,football,37,0.2855703015347829,0.016881071237591545,True
37,football,38,0.16467514601044986,-0.05173544556622951,False
38,football,39,0.3393051872860516,0.03235275646913489,True
39,football,40,-0.17411704844994855,-0.03060363658523107,True
40,football,41,0.3558432160353161,0.06102416260860163,True
41,football,42,0.2189863294225906,0.01013648091838228,True
42,football,43,0.2589694595328681,0.011500134897564532,True
43,football,44,0.3103547797178981,-0.07725862973773406,False
44,football,45,0.1643593262661382,-0.01887027858431722,False
45,football,46,0.30045033528286513,0.013462262048208395,True
46,football,47,0.11071044819742587,0.0016446322888091975,True
47,football,48,0.08144885621979499,-0.05609646864741923,False
48,football,49,0.37814908528231256,-0.01215631506228333,False
49,football,50,-0.4186291979083444,0.011223698222257677,False
50,football,51,0.03898882156630403,0.1200976548561137,True
